OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,65899, 159812, 0.5,0.5,0.5,0.5,16164.5104128,14344.1036362,45981.0365534,31856.2838993,8493.99385568,9385.92239444,11882.2807781,9153.48237843,12550.2461,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,83445.1996789,76366.6603294,0.5,0.5,0.5,
29UL,71189, 143894, 0.5,0.5,0.5,0.5,11860.3273394,13113.0547399,9881.66800794,13931.1558245,17422.8337192,16882.7754176,23931.6277106,18291.7569958,18579.088704,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,71927.1076438,71967.1808151,0.5,0.5,0.5,
00MA,69544, 145617, 0.5,0.5,0.5,0.5,15291.1082423,16725.1921368,14594.3753281,24843.8059988,22353.3461248,16973.3716601,14106.9389873,9691.36752294,11037.773849,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,73948.2130884,71669.0667617,0.5,0.5,0.5,
00MG,153794, 343696, 0.5,0.5,0.5,0.5,43439.3299034,41991.2213741,24903.9649859,62087.6412582,54203.5174382,35522.9246752,33056.5845663,24607.6282958,23883.5534313,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,169083.822781,174612.543148,0.5,0.5,0.5,
00MF,103984, 208896, 0.5,0.5,0.5,0.5,24073.4732839,29014.1992021,7936.41911428,26789.6511459,36870.4910643,25938.8013676,20017.4399479,16335.1506152,21920.2337788,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,105079.667275,103816.192245,0.5,0.5,0.5,
00ME,91618, 191273, 0.5,0.5,0.5,0.5,20318.8154047,25687.336773,8528.62476209,28272.097118,32058.947448,22558.1267827,18976.8961218,14118.6299631,20753.7697846,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,96247.4863281,95025.7578299,0.5,0.5,0.5,
00MD,63878, 169147, 0.5,0.5,0.5,0.5,23369.0748854,18111.8802031,22326.8009749,42048.6325906,24944.6807561,14287.5621242,11180.9372721,6649.24675998,6228.06617864,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,89747.759243,79399.122502,0.5,0.5,0.5,
29UD,62880, 134007, 0.5,0.5,0.5,0.5,13905.4454651,14139.7898069,14259.4119261,26428.7835008,21470.2067848,13924.2152197,11741.5183697,8031.10188881,10106.2713524,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,67260.3958485,66746.3484658,0.5,0.5,0.5,
29UE,68311, 136306, 0.5,0.5,0.5,0.5,11648.6066233,13808.5888536,7699.61244248,11253.3562428,15328.4665113,16799.9702055,23371.5546922,18915.5588869,17480.2529572,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,67939.2275395,68366.7398758,0.5,0.5,0.5,
29UG,57118, 128583, 0.5,0.5,0.5,0.5,14389.9337807,15681.19408,12351.5236137,18552.2990064,18987.8311879,14656.920106,13771.2161343,9140.45418056,11051.7693,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,64067.2615164,64515.8798731,0.5,0.5,0.5,
