OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,76431, 174312, 0.5,0.5,0.5,0.5,20810.4802656,20738.4339589,30932.4000512,24621.9859539,21063.6600078,18644.2771189,16208.1950501,11567.1893586,9725.70543718,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,88807.4063723,85504.9208296,0.5,0.5,0.5,
29UL,58257, 123293, 0.5,0.5,0.5,0.5,11905.8904152,12721.6387239,11671.8649095,12471.3634693,14072.6848423,13669.072203,17881.7624569,14964.2040042,13934.5328458,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61243.1558899,62049.8579802,0.5,0.5,0.5,
00MA,61300, 136085, 0.5,0.5,0.5,0.5,15607.7176851,16528.1577182,15393.102121,17384.8223267,18291.1754014,16898.3727123,15895.9321056,11563.7464169,8521.59237012,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,68288.7019676,67795.9168897,0.5,0.5,0.5,
00MG,135662, 317739, 0.5,0.5,0.5,0.5,40319.6659016,40571.2669045,34129.013104,40484.6746334,43408.290484,38936.0341825,34298.0159237,25535.3421575,20056.9042586,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,157254.838129,160484.369421,0.5,0.5,0.5,
00MF,86402, 183563, 0.5,0.5,0.5,0.5,20910.1730076,23237.863557,16524.2804846,20611.549225,24502.3027128,23324.5971056,21829.4627181,16988.8816572,15633.7472812,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91671.6539101,91891.2038388,0.5,0.5,0.5,
00ME,77363, 170307, 0.5,0.5,0.5,0.5,19109.3795572,21234.7057576,15411.4592967,19999.9839642,23001.0174232,21418.6886579,20018.7387805,15178.7086758,14934.2982056,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,84848.2880669,85458.692252,0.5,0.5,0.5,
00MD,64351, 175280, 0.5,0.5,0.5,0.5,24812.2931809,23343.7600349,23642.3542939,26312.6906327,24436.1173544,21046.3106709,15502.276197,9862.24366229,6321.67888541,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,89989.7417006,85289.9832118,0.5,0.5,0.5,
29UD,55267, 124716, 0.5,0.5,0.5,0.5,15607.7001136,15226.3059486,14280.9949917,16773.2812208,17386.8349898,14684.4452265,13279.3220614,9453.29941778,8023.75451126,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,62151.7163301,62564.2221513,0.5,0.5,0.5,
29UE,58265, 121204, 0.5,0.5,0.5,0.5,11605.728925,12921.5859587,11073.7495552,11673.5899492,13370.4282667,13568.5632111,17883.5850769,15569.3881816,13537.3340226,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60143.9404723,61060.0126749,0.5,0.5,0.5,
29UG,51250, 120407, 0.5,0.5,0.5,0.5,14407.0756719,15025.1574604,13581.3750311,14676.6566135,15982.167157,13976.7956726,13677.9207543,10455.1831012,8624.79207461,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,59747.7297783,60659.3937584,0.5,0.5,0.5,
