OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
46UD,78294, 152889, 0.5,0.5,0.5,0.5,15387.7547099,15952.5312071,14710.4161116,16008.4266232,17581.7606826,17830.9471033,17310.7483784,16488.9784201,21617.7054758,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,73680.014114,79209.254598,0.5,0.5,0.5,
46UF,96754, 184120, 0.5,0.5,0.5,0.5,17959.5139351,18781.0608799,15605.6021989,19429.0484091,21070.5097911,20779.126601,20791.6694771,21505.6844091,28197.3122033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,89374.0493313,94745.4785734,0.5,0.5,0.5,
46UC,100709, 197513, 0.5,0.5,0.5,0.5,21088.8714984,21531.9639664,16391.5990766,21423.1391892,24404.5287291,24374.15969,22869.8290215,21085.639633,24343.1373392,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,99282.9415896,98229.9265537,0.5,0.5,0.5,
46UB,51188, 116531, 0.5,0.5,0.5,0.5,12117.5429112,14179.160387,10320.1460752,11773.6495499,13094.2877163,13546.9513253,13628.0739048,12942.5001785,14928.2538699,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,59356.9250206,57173.6408976,0.5,0.5,0.5,
35UG,40817, 69067, 0.5,0.5,0.5,0.5,6578.09918732,7145.43408864,6403.07367369,7419.96312189,8299.82048369,8650.77638574,7979.29525378,7880.06357974,8710.32109272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34870.7823205,34196.0645468,0.5,0.5,0.5,
23UB,85399, 153507, 0.5,0.5,0.5,0.5,15670.7898334,17938.1998472,20469.4485324,18386.473169,16939.9644403,15902.8141619,14879.2108466,14551.4446041,18768.9510739,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,75229.397196,78277.8993127,0.5,0.5,0.5,
23UC,62206, 117660, 0.5,0.5,0.5,0.5,9961.29280314,11237.8217412,8911.13404416,10610.0126606,13635.5738153,14656.6620548,15469.1656393,15409.7557026,17768.3611122,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,57780.05801,59879.7215634,0.5,0.5,0.5,
23UF,77289, 159953, 0.5,0.5,0.5,0.5,15843.7182363,16946.4683231,12876.0579902,17120.9510751,19818.3640619,20314.5716395,18846.467712,17372.7551926,20813.7455797,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,81051.3812576,78901.7185529,0.5,0.5,0.5,
23UG,57730, 112702, 0.5,0.5,0.5,0.5,11026.3830143,11475.4299839,9812.34926038,12332.5795548,12790.6820642,12843.9969979,13229.7899025,13534.8668007,15656.2950634,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,56568.070628,56134.3020141,0.5,0.5,0.5,
23UD,57718, 111086, 0.5,0.5,0.5,0.5,10368.3883422,12008.5529238,10884.3898266,10779.272095,12182.4591447,12891.6233836,13350.2592861,12935.867954,15685.0508921,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,53268.8868922,57816.9769559,0.5,0.5,0.5,
