OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
46UD,70969, 133499, 0.5,0.5,0.5,0.5,14402.07412,14416.3356155,13918.3678287,13739.6950857,13301.399062,13422.4564051,12827.2683368,11082.3485376,26389.3039616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,66378.7838627,67120.4650904,0.5,0.5,0.5,
46UF,75202, 149144, 0.5,0.5,0.5,0.5,16210.6911267,16202.6824642,16084.5960011,16035.5277345,15310.1914311,15114.8838766,13876.2076279,11798.6337437,28510.6275157,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,73623.5916445,75520.449877,0.5,0.5,0.5,
46UC,82336, 160053, 0.5,0.5,0.5,0.5,17277.9976003,17653.2784062,17361.8246507,16956.1734853,16156.9275956,16793.0128606,14570.8550704,12141.977499,31141.261267,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,82945.8792456,77107.4291894,0.5,0.5,0.5,
46UB,43109, 90986, 0.5,0.5,0.5,0.5,8999.94007617,9771.47064221,9395.46925395,9168.2431899,9297.34979483,9780.21916396,9954.65908579,6717.12610324,17901.6678331,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46434.9127512,44551.2323919,0.5,0.5,0.5,
35UG,52071, 74233, 0.5,0.5,0.5,0.5,7500.22755925,8010.57350797,7967.51341647,8344.99765959,8021.57857324,6606.76192808,7030.92710013,6245.86843043,14504.9719213,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,40059.9422009,34173.4778956,0.5,0.5,0.5,
23UB,80322, 145744, 0.5,0.5,0.5,0.5,19138.606784,15759.2406373,15728.001505,15913.6596466,13809.6907311,11949.8523187,16157.0106167,14121.4154378,23166.558111,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,71375.0800425,74368.9557458,0.5,0.5,0.5,
23UC,46054, 80000, 0.5,0.5,0.5,0.5,5817.74980894,6894.57339793,7997.51195596,8022.3588088,8107.91442649,9334.45435548,8693.95122807,6380.51025797,18750.6636608,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,42078.9078953,37920.7800052,0.5,0.5,0.5,
23UF,63903, 118358, 0.5,0.5,0.5,0.5,11004.9631814,11774.3944917,12018.9117257,12159.1812668,11764.5081903,13205.7649741,11631.0315499,8765.52625802,26033.223401,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60377.4579028,57980.0471362,0.5,0.5,0.5,
23UG,47754, 87819, 0.5,0.5,0.5,0.5,9341.43939733,9120.83551815,9128.38460059,9173.09952099,8899.71594154,8809.21855268,8175.83435868,7454.57685833,17715.5865306,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43137.1326318,44681.5586471,0.5,0.5,0.5,
23UD,52668, 89801, 0.5,0.5,0.5,0.5,8893.42780401,8832.86585588,9149.02115072,9158.29298746,8742.56151862,9268.60103904,10119.2219765,6784.7739432,18852.2770961,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44256.174575,45544.8687965,0.5,0.5,0.5,
