Year, ExpectedPop, ProjectedPop, Residual
0,63705.03,63429.301,275.729
1,63705.03,63429.301,275.729
2,63705.03,63429.301,275.729
3,63705.03,63429.301,275.729
4,63705.03,63429.301,275.729
5,64087.123,63807.626,279.497
6,64510.969,64323.7742166,187.194783416
7,64937.575,64809.8846873,127.690312711
8,65386.324,65290.2108409,96.1131590733
9,65824.545,65723.0165709,101.528429079
10,66266.129,66174.5036671,91.6253328501
11,66697.438,66587.705488,109.732511956
12,67125.807,66965.8037025,160.003297469
13,67549.973,67359.4972424,190.475757592
14,67968.97,67733.3770061,235.592993911
15,68381.85,68086.3549544,295.495045619
16,68787.633,68430.5335953,357.099404705
17,69185.51,68768.6612632,416.84873676
18,69574.68,69070.1508047,504.529195301
19,69954.634,69382.1150966,572.518903364
20,70325.16,69675.3553596,649.804640374
21,70686.072,69945.8435405,740.228459544
22,71037.46,70217.085939,820.374060996
23,71379.512,70473.9547394,905.557260608
24,71712.619,70720.418824,992.200175996
25,72037.389,70924.3643924,1113.02460764
26,72354.739,71138.8047653,1215.93423472
27,72665.654,71351.2849383,1314.36906166
28,72971.152,71554.6965425,1416.45545753
29,73272.29,71771.6905656,1500.59943437
30,74449.541,71870.7776648,2578.76333523
31,74449.541,71953.2778615,2496.26313854
32,74449.541,72021.0397135,2428.50128646
33,74449.541,72073.7885471,2375.75245286
34,75879.212,72185.4136421,3693.7983579
35,75879.212,72271.9357399,3607.27626008
36,75879.212,72341.0372212,3538.17477885
37,75879.212,72387.6996058,3491.51239423
38,75879.212,72412.2322913,3466.97970872
39,77234.461,72493.4303923,4741.03060766
40,77234.461,72540.2365955,4694.2244045
41,77234.461,72563.2854303,4671.17556969
42,77234.461,72561.6384458,4672.8225542
43,77234.461,72538.5008322,4695.96016777
44,78489.194,72574.0610831,5915.13291689
45,78489.194,72577.9081238,5911.2858762
46,78489.194,72556.6529799,5932.54102012
47,78489.194,72515.9944365,5973.19956348
48,78489.194,72458.7713153,6030.42268473
49,79670.68,72465.0487305,7205.63126953
50,79670.68,72448.322791,7222.35720895
51,79670.68,72406.900629,7263.779371
52,79670.68,72349.0437993,7321.63620065
53,79670.68,72276.9128354,7393.7671646
54,79904.455,72208.8844095,7695.57059047
55,80470.9361197,72183.0319986,8287.90412112
56,80703.0463729,72136.3622492,8566.68412374
57,80935.1566261,72068.4150035,8866.7416226
58,81167.266879,71982.8019183,9184.46496069
59,81399.3771323,71971.0262467,9428.35088562
60,81631.4873853,71925.6284634,9705.85892193
61,81863.5976389,71845.2832586,10018.3143803
62,82095.7078925,71744.6008391,10351.1070534
63,82327.818146,71627.7052154,10700.1129306
64,82559.9283987,71582.6401192,10977.2882795
65,82792.0386522,71510.0096361,11282.0290161
66,83024.1489056,71413.2821619,11610.8667437
67,83256.2591584,71299.9351403,11956.3240181
68,83488.3694123,71174.1248297,12314.2445826
69,83720.4796649,71129.547091,12590.9325739
70,83952.5899183,71061.5028665,12891.0870518
71,84184.7001717,70974.9102162,13209.7899555
72,84416.8104232,70874.1088493,13542.7015739
73,84648.9206776,70762.9493516,13885.971326
74,84881.0309307,70734.0632674,14146.9676633
75,85113.1411846,70689.3597132,14423.7814714
76,85345.2514373,70638.0121897,14707.2392476
77,85577.3616906,70576.954357,15000.4073336
78,85809.4719439,70509.27785,15300.1940939
79,86041.5821951,70457.2889813,15584.2932138
80,86273.6924495,70490.0440943,15783.6483552
