Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
0-4,255.3,255.3,255.3,255.3,255.3,261.0,270.030246473,278.830948825,287.408139747,296.217302818,305.275567235,305.909500161,307.559771071,309.782594754,312.109313769,314.441364066,316.421478049,317.602108336,318.208728813,318.586510741,318.843934932,
5-9,240.5,240.5,240.5,240.5,240.5,240.7,244.722564242,248.771961276,252.830189303,256.90918701,260.950812909,269.978626563,278.77721677,287.361474726,296.163373887,305.222225418,305.863086328,307.518317266,309.747825913,312.081226936,314.412133854,
10-14,264.3,264.3,264.3,264.3,264.3,260.2,256.272199809,252.346092835,248.422419716,244.522166885,240.649421301,244.670464629,248.727974603,252.801801217,256.872871145,260.912785152,269.949997054,278.751945448,287.327551981,296.13343707,305.186850309,
15-19,296.8,296.8,296.8,296.8,296.8,295.3,288.209173103,281.123593652,274.076327768,267.058769563,260.059199788,256.148758809,252.234746608,248.322248479,244.435608411,240.57764205,244.61106873,248.665898352,252.744571495,256.816896614,260.874601345,
20-24,308.6,308.6,308.6,308.6,308.6,313.5,309.804906306,306.132363237,302.45416382,298.746251601,295.046626224,288.002299721,280.959576328,273.956693956,266.972098674,260.006307131,256.107687711,252.212315727,248.315872507,244.453132768,240.614606627,
25-29,269.9,269.9,269.9,269.9,269.9,279.2,285.937677342,292.673634435,299.414644071,306.159372964,312.884712118,309.222769639,305.586060002,301.938504171,298.266372395,294.595096094,287.58418744,280.582078213,273.603749307,266.650708502,259.700918168,
30-34,251.6,251.6,251.6,251.6,251.6,250.8,256.280377061,261.811595724,267.373215464,272.95321916,278.533880937,285.300596991,292.05493627,298.810702482,305.569786677,312.31030022,308.675642949,305.065365017,301.451884961,297.799142605,294.155585731,
35-39,317.8,317.8,317.8,317.8,317.8,306.5,295.068550349,283.660724982,272.309092448,261.04691823,249.891869219,255.394795157,260.936125683,266.504011796,272.09602595,277.682022372,284.449027194,291.207669375,297.975681021,304.737263807,311.476398303,
40-44,342.7,342.7,342.7,342.7,342.7,343.2,335.40538371,327.706076664,320.046304193,312.426123778,304.828911447,293.5238757,282.237870916,270.997192886,259.838983633,248.78492421,254.291566242,259.844922562,265.410828876,271.0030205,276.599045282,
45-49,316.6,316.6,316.6,316.6,316.6,325.6,328.39919875,331.267974068,334.212529213,337.207369229,340.237209011,332.636880949,325.120700065,317.631967624,310.172528832,302.723341586,291.548521856,280.394471812,269.281873301,258.257135105,247.332959395,
50-54,277.6,277.6,277.6,277.6,277.6,282.2,289.818182935,297.529266165,305.31576737,313.175846755,321.093520498,324.077656032,327.116346155,330.208503958,333.318468392,336.445580668,329.04726202,321.728662434,314.424553538,307.141188478,299.874542521,
55-59,273.9,273.9,273.9,273.9,273.9,269.9,270.856519016,272.018731504,273.336922044,274.797217642,276.361940557,284.102419955,291.928633732,299.804890727,307.729717418,315.686023767,318.816657588,321.981447515,325.186642066,328.407947279,331.631684955,
60-64,282.0,282.0,282.0,282.0,282.0,285.8,280.177596656,275.001837642,270.107417837,265.591933405,261.390528764,262.759226302,264.266477927,265.866505231,267.540436866,269.289613464,277.094398537,284.957530673,292.872661394,300.81837212,308.782821187,
65-69,208.0,208.0,208.0,208.0,208.0,217.0,227.643431302,238.415805129,249.378784429,260.351845088,271.32715457,266.731643735,262.485383703,258.438380296,254.65815163,251.086861952,252.791973473,254.562583763,256.393195448,258.280161427,260.220286619,
70-74,176.0,176.0,176.0,176.0,176.0,180.3,183.671250104,187.526584931,191.723775398,196.171082637,200.761654883,211.620524627,222.49043443,233.445665914,244.319819192,255.144009086,251.399945403,247.935571475,244.638123262,241.549779984,238.614564,
75-79,145.3,145.3,145.3,145.3,145.3,145.5,146.676668749,148.738608514,151.460257562,154.693322212,158.219495823,162.841467291,167.611424483,172.435135359,177.271444808,182.059022627,192.809420739,203.455459879,214.109988735,224.63250138,235.034173237,
80-84,106.6,106.6,106.6,106.6,106.6,108.0,107.930514184,108.731010454,110.180060046,112.145513982,114.489226506,117.681550657,121.29473978,125.197116051,129.252673939,133.329999632,138.640689466,143.858558518,148.958048473,153.909069086,158.674486533,
85-89,66.7,66.7,66.7,66.7,66.7,68.3,67.9839344039,68.4439850738,69.2905877993,70.3308408782,71.4164657907,73.5153532166,75.8863532722,78.4725621197,81.2186303186,84.0880133432,88.1525139363,92.4018896443,96.7388399159,101.059910956,105.233310302,
90+,29.7,29.7,29.7,29.7,29.7,30.7,34.8839496252,37.2285643725,38.4145801723,38.8615495921,38.8332502919,42.6579080486,45.6614501173,48.0460540161,49.9562683371,51.5098987268,56.15558767,60.435654202,64.4762433388,68.3472387174,72.0490296196,
Total,4429.9,4429.9,4429.9,4429.9,4429.9,4463.7,4479.77232412,4497.95935948,4517.7551784,4539.36583343,4562.25144787,4586.77631818,4612.93622191,4640.02200576,4667.76257427,4695.89503157,4724.41071238,4753.16245021,4781.86686435,4810.66464407,4839.31193292,
Births,na,na,na,na,na,na,61.525,61.295,61.065,61.295,61.525,62.1,62.905,63.25,63.595,63.825,64.055,64.055,63.825,63.94,64.055,
