Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
55-59,273.9,273.9,273.9,273.9,273.9,269.9,270.856519016,272.018731504,273.336922044,274.797217642,276.361940557,284.102419955,291.928633732,299.804890727,307.729717418,315.686023767,318.816657588,321.981447515,325.186642066,328.407947279,331.631684955,324.465026955,317.375267316,310.310186966,303.267958473,296.233105152,285.457005528,274.677121015,263.942821821,253.285425115,242.848271659,248.479055881,254.112750795,259.753438232,265.415623652,271.025536388,277.859862241,284.710925209,291.567617106,298.446432525,305.195222432,301.865812263,298.549740862,295.24907031,291.95108702,288.614384466,281.964152797,275.316249346,268.663704604,262.013774008,255.438093965,
60-64,282.0,282.0,282.0,282.0,282.0,285.8,280.177596656,275.001837642,270.107417837,265.591933405,261.390528764,262.759226302,264.266477927,265.866505231,267.540436866,269.289613464,277.094398537,284.957530673,292.872661394,300.81837212,308.782821187,312.055325598,315.373151481,318.733534266,322.093479715,325.461040168,318.600847798,311.780746738,304.969365647,298.174894364,291.556440204,281.154232624,270.746117131,260.333765213,249.941309042,239.760787803,245.417504951,251.085084957,256.752396109,262.43900023,268.067046051,274.931168187,281.808504548,288.704652326,295.599375893,302.358179831,299.145023391,295.945300999,292.744986084,289.564261809,286.342285845,
65-69,208.0,208.0,208.0,208.0,208.0,217.0,227.643431302,238.415805129,249.378784429,260.351845088,271.32715457,266.731643735,262.485383703,258.438380296,254.65815163,251.086861952,252.791973473,254.562583763,256.393195448,258.280161427,260.220286619,268.046987618,275.959234268,283.918601987,291.895238988,299.901528543,303.378296916,306.844082004,310.318434438,313.768430664,317.378196988,311.013888492,304.664412169,298.325196501,292.043360853,285.757776612,275.687560693,265.633967396,255.570858528,245.527995031,235.688096781,241.388657359,247.096089546,252.821574627,258.536998511,264.188237447,271.085409038,277.991732598,284.888887004,291.804028522,298.578076686,
70-74,176.0,176.0,176.0,176.0,176.0,180.3,183.671250104,187.526584931,191.723775398,196.171082637,200.761654883,211.620524627,222.49043443,233.445665914,244.319819192,255.144009086,251.399945403,247.935571475,244.638123262,241.549779984,238.614564,240.6203121,242.698257172,244.81266282,246.965795672,249.166191139,257.063182902,264.969275962,272.886031871,280.782241438,288.899576068,292.735400993,296.565264066,300.386186309,304.252354084,308.00979452,302.066258902,296.171568749,290.276094413,284.437513382,278.586967141,268.948032992,259.325355077,249.723413124,240.10193799,230.676167909,236.425884995,242.179021912,247.915375999,253.665208925,259.34253851,
75-79,145.3,145.3,145.3,145.3,145.3,145.5,146.676668749,148.738608514,151.460257562,154.693322212,158.219495823,162.841467291,167.611424483,172.435135359,177.271444808,182.059022627,192.809420739,203.455459879,214.109988735,224.63250138,235.034173237,232.150110393,229.559240989,227.124658262,224.870381662,222.738669292,225.150287572,227.48822164,229.830664362,232.157124822,234.874137632,243.056878905,251.205150662,259.315989697,267.464116424,275.512901507,279.577035228,283.68190762,287.753994316,291.866665733,295.849037971,290.475460911,285.154768671,279.890318879,274.61615218,269.322759048,260.221421604,251.144155978,242.047576509,232.984353479,224.110732462,
80-84,106.6,106.6,106.6,106.6,106.6,108.0,107.930514184,108.731010454,110.180060046,112.145513982,114.489226506,117.681550657,121.29473978,125.197116051,129.252673939,133.329999632,138.640689466,143.858558518,148.958048473,153.909069086,158.674486533,169.023353778,179.242016875,189.415533167,199.409122829,209.271133588,207.452971407,205.748893014,204.128416476,202.628501125,201.741719619,204.907510116,207.951795478,210.895757255,213.87027362,216.852975945,225.027686914,233.220614184,241.3330393,249.465456994,257.461469981,261.867806593,266.310123091,270.794342119,275.200215946,279.451251251,274.81142916,270.237518595,265.6433792,261.127535199,256.58315512,
85-89,66.7,66.7,66.7,66.7,66.7,68.3,67.9839344039,68.4439850738,69.2905877993,70.3308408782,71.4164657907,73.5153532166,75.8863532722,78.4725621197,81.2186303186,84.0880133432,88.1525139363,92.4018896443,96.7388399159,101.059910956,105.233310302,110.738714769,116.077386803,121.214690443,126.090484301,130.757383987,140.498746661,149.886416329,159.075125235,167.993911721,177.328478069,177.003959331,176.748392769,176.543769879,176.509697335,176.478630892,179.956339753,183.429016767,186.777428543,190.151249639,193.496140801,201.655774518,209.822812247,217.999896365,226.03671403,233.896621323,238.668808824,243.479282517,248.195377642,252.940904271,257.504159111,
90+,29.7,29.7,29.7,29.7,29.7,30.7,34.8839496252,37.2285643725,38.4145801723,38.8615495921,38.8332502919,42.6579080486,45.6614501173,48.0460540161,49.9562683371,51.5098987268,56.15558767,60.435654202,64.4762433388,68.3472387174,72.0490296196,78.7758935293,85.4527871857,92.0659758045,98.5684442399,104.959439266,114.658306567,123.769506368,132.463759429,140.75283289,150.441850332,166.880547147,182.615857545,197.693323021,212.55399106,226.861719151,238.901472726,251.163599449,263.143279794,275.271332613,287.178287336,300.360694139,313.824977506,327.551148253,341.14831293,354.68554951,373.700569276,393.030864392,412.168816797,431.569266577,450.819709738,
Total,4429.9,4429.9,4429.9,4429.9,4429.9,4463.7,4479.77232412,4497.95935948,4517.7551784,4539.36583343,4562.25144787,4586.77631818,4612.93622191,4640.02200576,4667.76257427,4695.89503157,4724.41071238,4753.16245021,4781.86686435,4810.66464407,4839.31193292,4867.29523571,4895.58222169,4923.87722725,4952.00112202,4979.87368235,5006.92182906,5033.39120206,5059.42163754,5085.06178113,5110.39826307,5135.60978834,5160.87097612,5186.36180867,5213.13761359,5240.38339189,5268.23197228,5297.6998388,5327.88581182,5359.66217166,5392.12030114,5425.21849941,5459.7531522,5495.64803112,5531.95202032,5568.60951173,5605.52547541,5643.4738779,5681.50616944,5720.36938405,5759.17671832,
Births,na,na,na,na,na,na,61.525,61.295,61.065,61.295,61.525,62.1,62.905,63.25,63.595,63.825,64.055,64.055,63.825,63.94,64.055,63.825,63.825,63.71,63.71,63.595,63.595,63.825,63.825,63.94,59.9136652872,60.6004796568,61.4241170498,62.3868140837,63.4596428818,64.6014097273,65.8060587637,67.0411073393,68.2940756487,69.5085456974,70.6620260123,71.7426313343,72.7512421841,73.65852547,74.4767703941,75.2090803275,75.8559520092,76.4201448639,76.8808182627,77.2492382657,77.5507003812,
Deaths,na,na,na,na,na,na,45.8292302272,43.4707368843,41.6294503463,40.0365353622,38.9936993632,37.9284217477,37.0816589806,36.5358875852,36.2153236494,36.0616230955,35.883209367,35.6773259214,35.4956223974,35.5116187614,35.8014291536,36.2251797204,35.8975323807,35.7836534688,35.9829341317,36.0981115172,36.8885469452,37.7503544522,38.1415699955,38.6431914604,34.9471042442,35.7592535411,36.5336066623,37.2670371795,37.0552718405,37.7274435555,38.3296687506,37.9458094443,38.4810494955,38.1055109749,38.5775998851,39.0185146651,38.5910492442,38.1384846509,38.5479975332,38.927183502,39.315961162,38.8480934507,39.2252560461,38.7631312158,39.1208519307,
Migration,na,na,na,na,na,na,0.376554346751,0.362772249434,0.36026926246,0.352190391054,0.354313806941,0.353292057532,0.336562710957,0.371671435422,0.360892159606,0.369080387682,0.343890185545,0.374063746895,0.375036532794,0.369398489413,0.393718001128,0.38348250945,0.359518364986,0.368659024727,0.396828906108,0.375671839793,0.341693659486,0.394727448186,0.347005472941,0.34333505312,0.369920903512,0.370299148985,0.370677394458,0.371055639931,0.371433885404,0.371812130876,0.372190376349,0.372568621822,0.372946867295,0.373325112768,0.373703358241,0.374081603714,0.374459849187,0.37483809466,0.375216340133,0.375594585606,0.375972831078,0.376351076551,0.376729322024,0.377107567497,0.37748581297,
West Midlands,
0-4,337.0,337.0,337.0,337.0,337.0,343.9,356.366278977,368.847993881,380.756389619,392.544184074,405.044404252,405.446830506,406.18839234,408.185699934,410.526619268,412.517507682,414.054602347,415.247341043,415.633979162,415.333870166,414.567665071,413.685140338,412.689094279,411.803527829,411.379003667,410.952889201,410.637866761,410.322169504,410.463785179,410.834727668,409.820668677,409.94044231,411.336931995,413.590381084,417.040115303,423.4540056,430.368193209,437.654613672,445.152819535,452.667364381,460.031508251,467.077531275,473.681978537,479.705338031,485.095209096,489.844565857,493.968099689,497.48980706,500.465358087,502.962558155,505.059861769,
5-9,309.8,309.8,309.8,309.8,309.8,311.0,317.523759234,324.071662781,330.629294175,337.209502401,343.740949873,356.209232112,368.69043289,380.600510852,392.394011943,404.893818109,405.303830889,406.050571542,408.053861065,410.393346204,412.391662086,413.936491373,415.133566542,415.524238821,415.224707106,414.461895783,413.583598273,412.593180065,411.708990805,411.280813676,410.861944267,410.558419225,410.255370525,410.408609194,410.790999121,409.781715159,409.905980042,411.306931983,413.564848685,417.018278544,423.435433613,430.352923616,437.642417526,445.14417306,452.661851862,460.029252942,467.078741279,473.686725045,479.713200228,485.106627863,489.859659317,
10-14,334.8,334.8,334.8,334.8,334.8,330.7,326.718445585,322.722802092,318.735100069,314.784416957,310.868296771,317.39997124,323.949319301,330.512381793,337.091541245,343.626091327,356.093783692,368.573492479,380.481712677,392.274720527,404.77801571,405.191185698,405.940717967,407.944224325,410.289282429,412.291558634,413.833201093,415.031270592,415.423452689,415.128333437,414.3899574,413.529082175,412.54403887,411.661959851,411.22636947,410.810656732,410.51009499,410.210125698,410.366355324,410.751989378,409.745950866,409.873077752,411.276816144,413.537676962,416.993621563,423.412757408,430.332050412,437.623234289,445.126385732,452.645801964,460.014934629,
15-19,365.1,365.1,365.1,365.1,365.1,360.7,354.568569109,348.46877933,342.415630552,336.394856595,330.392888527,326.430067923,322.448594701,318.480420518,314.545817497,310.648108493,317.186315035,323.739912914,330.309650677,336.888288916,343.426374834,355.898537595,368.380614497,380.292016156,392.079025079,404.574020464,404.992692476,405.748694751,407.76368348,410.110667293,412.12734275,413.681860789,414.889785584,415.291000669,415.001296901,414.268337496,413.412791928,412.433359982,411.556382273,411.126040909,410.715299782,410.419460043,410.123988057,410.285565743,410.675623776,409.673980347,409.805038829,411.212141583,413.475679005,416.934907701,423.356246311,
20-24,367.9,367.9,367.9,367.9,367.9,372.8,370.289313382,367.799902555,365.290510047,362.752592634,360.226182083,354.166333106,348.102684785,342.093919299,336.114134895,330.139384989,326.199399507,322.254577569,318.304732683,314.396585887,310.522202027,317.056886837,323.619079025,330.195197081,336.782009904,343.319748403,355.798422415,368.268399596,380.178769823,391.962744594,404.475007264,404.911245549,405.680072366,407.697956825,410.054072364,412.075955444,413.635680824,414.849527148,415.256941288,414.973675863,414.247240585,413.398065688,412.424744509,411.554815155,411.129680348,410.724017186,410.433226911,410.142611709,410.307576654,410.702131038,409.705308253,
25-29,340.5,340.5,340.5,340.5,340.5,349.9,354.344494633,358.800191712,363.280129555,367.757518535,372.220658966,369.759287026,367.307133556,364.843522524,362.342845841,359.850725839,353.827902752,347.808297884,341.823318514,335.867408535,329.921202781,326.000850733,322.072718231,318.146588991,314.252794508,310.388648904,316.929969398,323.493421099,330.064554648,336.651294905,343.141182078,355.578531236,368.046416819,379.975125995,391.824795075,404.332997201,404.774753747,405.549682505,407.572653069,409.933669281,411.960364233,413.524746124,414.743445321,415.157346094,414.878917239,414.157334759,413.31279195,412.344303271,411.477730776,411.056891438,410.655260774,
30-34,307.8,307.8,307.8,307.8,307.8,306.2,314.685110904,323.22302943,331.782654378,340.377716627,348.956559329,353.433239117,357.914553299,362.420898326,366.92112141,371.404308969,368.973745977,366.554344295,364.119828907,361.659077336,359.194070851,353.201518869,347.210677949,341.254515766,335.332686657,329.413857958,325.511953717,321.610107312,317.699026661,313.820726302,310.01958238,316.593513791,323.173103134,329.759872149,336.357048145,342.852798083,355.294691686,367.767050355,379.698775101,391.55127754,404.060136626,404.518135992,405.308790139,407.34870291,409.723382315,411.763517341,413.34070106,414.572350326,414.998058375,414.734382278,414.027349791,
35-39,382.2,382.2,382.2,382.2,382.2,367.6,354.946411783,342.32228293,329.768391584,317.317446291,304.994119969,313.487208452,322.025094582,330.583664621,339.171370128,347.746406341,352.247401348,356.745847403,361.260960755,365.783188006,370.26972761,367.874494893,365.487424112,363.091362959,360.661330674,358.236012996,352.274447446,346.324255832,340.410997482,334.516197712,328.703153978,324.881177492,321.040847639,317.177949444,313.294314596,309.521620084,316.104377186,322.693864088,329.28945615,335.89511703,342.398798337,354.843495216,367.317846092,379.255137974,391.108861683,403.617289514,404.094917855,404.904340018,406.957367199,409.348124073,411.404339276,
40-44,406.0,406.0,406.0,406.0,406.0,405.6,397.480095759,389.439072461,381.43738102,373.470875991,365.535069956,353.006258617,340.512510695,328.087307129,315.758899596,303.552596612,312.048421473,320.581309533,329.140249077,337.715214167,346.287340408,350.796086758,355.319954957,359.850120396,364.373990424,368.879885599,366.526617538,364.184118649,361.824688433,359.443380508,357.101717497,351.235527366,345.368129587,339.500061944,333.633957699,327.860214621,324.067122634,320.25773953,316.424829033,312.57090028,308.826769493,315.414745945,322.008808067,328.612883907,335.221934386,341.728460967,354.168957302,366.63889702,378.567812443,390.417197347,402.919421192,
45-49,374.7,374.7,374.7,374.7,374.7,382.9,386.60248291,390.380451262,394.226242517,398.138659178,402.099208545,394.171057978,386.310644384,378.493468096,370.714542471,362.934036446,350.575579782,338.242898177,325.964066808,313.77767795,301.701727015,310.203221902,318.733943251,327.292298312,335.864520656,344.421114842,348.961487985,353.502620324,358.051916235,362.596241855,367.113838453,364.830122038,362.555175167,360.287386963,358.039082356,355.743168896,349.927122106,344.114252368,338.299206209,332.486374971,326.764580802,323.008395066,319.236079455,315.445201574,311.62631228,307.915951338,314.510048635,321.110163251,327.714241246,334.327259708,340.836086082,
50-54,332.2,332.2,332.2,332.2,332.2,335.9,344.054636963,352.335987043,360.694973051,369.130321438,377.636261165,381.515583664,385.451573789,389.448286221,393.486953451,397.552014818,389.860451672,382.227275928,374.622607982,367.02636615,359.444740883,347.273204468,335.123593363,323.034570768,311.038658785,299.151854172,307.658567776,316.185517884,324.723466499,333.267386162,341.827446558,346.449406079,351.085629272,355.735259841,360.414981783,364.958471712,362.745018116,360.548018836,358.356022765,356.1845197,353.963262588,348.225040661,342.490198562,336.762331179,331.02638413,325.379422088,321.676835717,317.958073973,314.212928579,310.447526391,306.78871268,
55-59,323.9,323.9,323.9,323.9,323.9,319.4,320.961494342,322.745321295,324.700830127,326.795089247,328.995966709,337.276193011,345.654625242,354.110398373,362.625521644,371.196887414,375.253283908,379.349861349,383.473915294,387.618197987,391.77162127,384.320925084,376.929379833,369.553638761,362.203931483,354.853466924,342.92272115,331.025115706,319.162692239,307.396926742,295.915147217,304.511111469,313.106533742,321.706426748,330.32905214,338.882659099,343.5538041,348.247948823,352.950695518,357.682671773,362.274920081,360.167787808,358.076751154,356.004603238,353.93563964,351.814492323,346.181183127,340.550866735,334.914712379,329.28247027,323.736545536,
60-64,327.0,327.0,327.0,327.0,327.0,329.8,324.932756332,320.544852383,316.456764543,312.784821692,309.416452421,311.397823451,313.508588795,315.750456749,318.074121705,320.487551651,328.875708949,337.341079779,345.86186517,354.39871201,362.966970727,367.163891273,371.384488547,375.630105578,379.891463328,384.143842153,377.00023299,369.911414295,362.827398673,355.765097473,348.942715289,337.502443187,326.051886877,314.593602513,303.157938755,291.968570697,300.569976804,309.180588478,317.785972897,326.410851005,334.958001945,339.699398175,344.460897967,349.249203945,354.038718475,358.682757483,356.704130321,354.741760341,352.778283389,350.83887123,348.843927715,
65-69,254.6,254.6,254.6,254.6,254.6,262.1,272.009010248,282.118146366,292.442514469,302.846446055,313.307129973,309.456057832,305.977956607,302.759308169,299.846499486,297.148647998,299.532386111,301.985647351,304.479617263,307.015051428,309.599828314,318.016105816,326.507444026,335.029121589,343.571751469,352.123979298,356.495200043,360.865590878,365.241639402,369.601990914,374.207088773,367.685345835,361.174084272,354.667480821,348.222758723,341.763011877,330.699912584,319.654963707,308.596668643,297.562570647,286.764653694,295.384778976,304.00888455,312.650927164,321.27500815,329.813805972,334.641150939,339.485253556,344.322370076,349.187012559,353.900765797,
70-74,217.7,217.7,217.7,217.7,217.7,223.3,226.308612086,229.917385208,233.931280994,238.286661856,242.810557516,253.027142639,263.295066785,273.727209534,284.147963933,294.581138609,291.679865733,289.086873857,286.646731267,284.418633481,282.331427658,285.028507601,287.751900555,290.47503607,293.238535681,296.021638515,304.473745136,312.962023818,321.464499705,329.943081417,338.774076469,343.625489877,348.465023581,353.289779862,358.16511189,362.914166011,356.851831873,350.842566926,344.825745882,338.871691059,332.893497698,322.326427537,311.778485211,301.256167684,290.709569398,280.390849554,289.029150985,297.667024675,306.277901326,314.900473982,323.426168465,
75-79,180.3,180.3,180.3,180.3,180.3,179.7,181.46729903,184.258459084,187.78901213,191.919641286,196.392348961,200.875523394,205.550882799,210.404658393,215.298413317,220.193250332,230.531013092,240.806574342,251.07748432,261.237438283,271.312150411,269.266895283,267.489727526,265.828957251,264.375044218,262.976100229,266.040026385,269.052226353,272.026657856,274.987170629,278.506917359,287.429209843,296.307188127,305.138910291,314.014707082,322.777611777,327.861424822,332.990435922,338.07619133,343.207397649,348.185996632,342.756127774,337.385531759,332.078156666,326.752901205,321.394893466,311.44995119,301.534917207,291.596064423,281.699738884,272.023975811,
80-84,130.5,130.5,130.5,130.5,130.5,131.6,132.197852655,133.746124281,135.957849931,138.757392031,141.952261212,145.923321692,150.37913762,155.257978508,160.345579127,165.490490965,171.040459319,176.512015276,181.815456876,186.940394622,191.858249275,201.929596799,211.817909862,221.608425173,231.261456362,240.73326698,239.683103128,238.802261711,237.987434956,237.290239347,237.434361283,241.496823032,245.400123858,249.169660299,252.96213174,256.735673242,265.659698858,274.606054987,283.455907917,292.330895712,301.04906796,306.49014803,311.971517559,317.499654449,322.930244251,328.178001688,323.563823244,319.02576486,314.457166865,309.979279551,305.457664555,
85-89,81.2,81.2,81.2,81.2,81.2,83.1,82.9882853914,83.7389168165,84.8357117874,86.1635509369,87.5064343112,90.3442747292,93.4380057978,96.8509695805,100.461861786,104.227179317,109.352158677,114.686611874,120.080590368,125.395553961,130.524610903,136.430352004,142.064285015,147.378651301,152.437942653,157.162305578,166.667547385,175.846367525,184.821800477,193.512684179,202.997025222,203.7349632,204.515990297,205.319213869,206.285494419,207.21309185,211.566267083,215.902669735,220.077774344,224.271109988,228.403191149,237.328768815,246.265957212,255.216649121,264.000995268,272.580507288,278.395124736,284.253743549,289.994446169,295.767596857,301.323815578,
