Year, MaleBirthScale, FemaleBirthScale,MaleDeathScale, FemaleDeathScale
0,0.777475194049,0.821682842293,1.12229685622,1.17342570219
1,0.777475194049,0.821682842293,1.12088382421,1.17237351738
2,0.787550269303,0.832984112494,1.10664053118,1.18530514649
3,0.779363336717,0.824324875059,1.1099692673,1.19055281945
4,0.797837094886,0.827942416389,1.13472700709,1.16253959311
5,0.782087632361,0.811598668846,1.1445041679,1.1794337469
6,0.809293371959,0.840764126373,1.12734132816,1.14797026294
7,0.784852049658,0.815372361528,1.13804891659,1.17217080056
8,0.82254259136,0.855442498583,1.1244336122,1.17580118397
9,0.788971425687,0.820528559602,1.13282585613,1.1928409976
10,0.837138042786,0.871518667924,1.12741933401,1.16744794627
11,0.792271840004,0.824809844188,1.12960359608,1.17833081058
12,0.85346039607,0.889393702913,1.13324932102,1.20144088864
13,0.796071158199,0.82958820167,1.12599143829,1.20425551411
14,0.874285081104,0.911967867741,1.14186772258,1.19551037441
15,0.800956716419,0.835478958309,1.1327221808,1.19488414001
16,0.885537068218,0.923704829653,1.15341138783,1.19545378179
17,0.793269615517,0.82746053369,1.13356616813,1.18337808647
18,0.917765129135,0.958207003945,1.16774216054,1.1994205379
19,0.801227189323,0.836533749418,1.13653128165,1.17433497099
20,0.941464509587,0.982950711912,1.18575866021,1.20659861504
21,0.796271730101,0.831359924892,1.14788734255,1.16887283955
22,0.971522986003,1.03244683563,1.20489919037,1.25885343328
23,0.795091305768,0.844951189528,1.14586332456,1.19598546391
24,1.02559508035,1.0717446083,1.22628500614,1.26743963317
25,0.808526056015,0.844907954227,1.15573924824,1.19116089532
26,1.06836873385,1.11644298234,1.20782318778,1.28054806299
27,0.808399223285,0.844775414303,1.12675165727,1.19068265927
28,1.11460600159,1.16476082566,1.23467986185,1.2969447989
29,0.808828788958,0.845224309488,1.14506602725,1.19483557984
30,1.14401788083,1.21575882195,1.26366059643,1.31674452766
31,0.794926468725,0.844776015613,1.15546532181,1.18867427067
32,1.19296881025,1.24553770151,1.29318519818,1.33728900511
33,0.795682814195,0.830745058051,1.16396809123,1.19189075113
34,1.24067020792,1.29534109009,1.28000007525,1.31248873186
35,0.796703291145,0.831810502934,1.13496560433,1.14985905431
36,1.28360938973,1.34017241287,1.31222781498,1.33951617965
37,0.796488785275,0.831586544733,1.14937790324,1.15522075216
38,1.31883815547,1.37695355546,1.34511859481,1.36774643022
39,0.794959210495,0.829989568317,1.16723364517,1.16139799086
40,1.34468819813,1.40394269587,1.33524641481,1.39709122121
41,0.793077733151,0.828025182537,1.14241397531,1.17017978149
42,1.36057976848,1.42053453787,1.3695184859,1.42677717461
43,0.791037414735,0.825894956257,1.15262308588,1.17849522784
44,1.36597682911,1.42616942323,1.361089726,1.40925347226
45,0.789149930132,0.823924298506,1.12878229064,1.14120104409
46,1.36164181598,1.42164338513,1.39620848842,1.4437913546
47,0.787292286096,0.821984796263,1.14451841777,1.15342122279
48,1.09773514698,1.14743987175,1.26408874281,1.2916745055
49,1.1049977943,1.15500940566,1.26745279592,1.29444707801
50,1.11226044163,1.16257893957,1.27081684903,1.29721965051
51,1.11952308895,1.17014847348,1.27418090215,1.29999222302
52,1.12678573628,1.17771800739,1.27754495526,1.30276479553
53,1.1340483836,1.1852875413,1.28090900837,1.30553736804
54,1.14131103092,1.1928570752,1.28427306148,1.30830994054
55,1.14857367825,1.20042660911,1.2876371146,1.31108251305
56,1.15583632557,1.20799614302,1.29100116771,1.31385508556
57,1.16309897289,1.21556567693,1.29436522082,1.31662765806
58,1.17036162022,1.22313521084,1.29772927394,1.31940023057
59,1.17762426754,1.23070474475,1.30109332705,1.32217280308
60,1.18488691487,1.23827427866,1.30445738016,1.32494537559
61,1.19214956219,1.24584381257,1.30782143327,1.32771794809
62,1.19941220951,1.25341334648,1.31118548639,1.3304905206
63,1.20667485684,1.26098288039,1.3145495395,1.33326309311
64,1.21393750416,1.2685524143,1.31791359261,1.33603566561
65,1.22120015149,1.27612194821,1.32127764572,1.33880823812
66,1.22846279881,1.28369148212,1.32464169884,1.34158081063
67,1.23572544613,1.29126101603,1.32800575195,1.34435338314
68,1.24298809346,1.29883054994,1.33136980506,1.34712595564
69,1.25025074078,1.30640008385,1.33473385817,1.34989852815
70,1.25751338811,1.31396961776,1.33809791129,1.35267110066
71,1.26477603543,1.32153915167,1.3414619644,1.35544367316
72,1.27203868275,1.32910868558,1.34482601751,1.35821624567
73,1.27930133008,1.33667821948,1.34819007063,1.36098881818
74,1.2865639774,1.34424775339,1.35155412374,1.36376139069
75,1.29382662472,1.3518172873,1.35491817685,1.36653396319
76,1.30108927205,1.35938682121,1.35828222996,1.3693065357
77,1.30835191937,1.36695635512,1.36164628308,1.37207910821
78,1.3156145667,1.37452588903,1.36501033619,1.37485168071
79,1.32287721402,1.38209542294,1.3683743893,1.37762425322
80,1.33013986134,1.38966495685,1.37173844241,1.38039682573
81,1.33740250867,1.39723449076,1.37510249553,1.38316939824
82,1.34466515599,1.40480402467,1.37846654864,1.38594197074
83,1.35192780332,1.41237355858,1.38183060175,1.38871454325
84,1.35919045064,1.41994309249,1.38519465486,1.39148711576
85,1.36645309796,1.4275126264,1.38855870798,1.39425968826
86,1.37371574529,1.43508216031,1.39192276109,1.39703226077
87,1.38097839261,1.44265169422,1.3952868142,1.39980483328
88,1.38824103993,1.45022122813,1.39865086732,1.40257740579
89,1.39550368726,1.45779076204,1.40201492043,1.40534997829
