Region,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
0-4,260.6,260.6,260.6,260.6,260.6,261.1,269.084518353,276.956347916,285.051524287,293.148113004,301.386176395,301.747976899,302.330615954,302.685145275,302.806326793,302.697855434,302.477204406,301.789957333,300.882674588,300.202779508,299.40315728,298.493326227,297.808829624,297.241593309,297.019273745,297.250508601,297.947666152,298.757485022,299.795815325,301.408799913,299.984131178,298.872742963,298.504249403,298.826876775,299.096566104,303.047859313,307.239851146,311.592269409,316.017781548,320.418916406,324.709363291,328.819045518,332.684285366,336.245070712,339.457753622,342.308677592,344.796477272,346.924597977,348.72013094,350.224532963,351.486697876,352.553683692,353.489074911,354.37506069,355.282669763,356.273448932,357.409556091,358.733463813,360.274338602,362.065074531,364.127142652,366.467275281,369.08917212,372.007048564,375.231120866,378.760169487,382.594808333,386.734271923,391.155597855,395.831759602,400.721294978,405.775780296,410.936644248,416.143554171,421.334983934,426.460667866,431.477770698,436.349150211,441.062356594,445.613778419,450.013591889,
5-9,240.4,240.4,240.4,240.4,240.4,248.0,250.626392405,253.260262495,255.867665401,258.480892547,261.051928303,269.043592366,276.914216986,285.014780274,293.112654053,301.348986989,301.714669943,302.304911395,302.662949068,302.785697912,302.680441603,302.457586502,301.777102496,300.867341523,300.187842045,299.393623902,298.484899923,297.807123587,297.242577036,297.018721835,297.253943176,297.946991495,298.756925281,299.798291694,301.413914969,299.990327819,298.879682827,298.511797252,298.835115033,299.105189969,303.056470355,307.248453805,311.6009074,316.026676056,320.427783538,324.718204969,328.827870575,332.693045696,336.253910246,339.466575959,342.317504918,344.805327946,346.933516895,348.729274543,350.233528435,351.495777353,352.562900057,353.498448317,354.384634915,355.292402734,356.283095476,357.419103158,358.742923165,360.283789726,362.074253063,364.136055141,366.475929789,369.097601134,372.015369655,375.239098614,378.76780909,382.602096669,386.741217327,391.162265191,395.837949724,400.727017971,405.781067454,410.941491648,416.148023151,421.338856226,426.464115105,
10-14,240.7,240.7,240.7,240.7,240.7,236.7,238.887856824,241.111715217,243.37241202,245.66211987,247.968207627,250.594521268,253.229077345,255.845714181,258.459799986,261.03534637,269.023197947,276.900893913,284.997512941,293.098112299,301.340871064,301.705893313,302.296223509,302.653111089,302.781830623,302.677455334,302.455189609,301.773232369,300.865937373,300.190795377,299.409929529,298.513812926,297.843950052,297.286518079,297.070366485,297.310156909,298.00769433,298.82204064,299.867730116,301.487603228,300.068529342,298.962308049,298.598726122,298.92628333,299.200687923,303.155863371,307.351723612,311.708110235,316.137820087,320.54275293,324.837007572,328.950524213,332.819552384,336.384305069,339.600609636,342.455421776,344.947112843,347.07918003,348.87882607,350.38719089,351.653357744,352.724332936,353.663711444,354.553726349,355.465295099,356.459739125,357.599446825,358.92695708,360.471503916,362.265722296,364.331243814,366.674822561,369.300165561,372.221575494,375.448890636,378.981186888,382.819045121,386.961706542,391.386301986,396.065445499,400.958107636,
15-19,275.2,275.2,275.2,275.2,275.2,272.1,264.990920559,257.896745552,250.805913879,243.712172182,236.649607826,238.853827596,241.079149577,243.355130956,245.653968048,247.964279568,250.607323035,253.243786085,255.869063366,258.487041273,261.06985499,269.055953328,276.930209393,285.037478615,293.135437692,301.377726987,301.746077726,302.340349137,302.701962479,302.835115419,302.751373908,302.545476335,301.874775086,300.966995152,300.278120163,299.500923125,298.608297823,297.941641976,297.387181631,297.174338779,297.417122533,298.117299457,298.934040968,299.981889681,301.60430335,300.187947673,299.084280415,298.723035213,299.052746434,299.329800681,303.286645434,307.484011145,311.841789181,316.272826286,320.678889864,324.974894503,329.08999045,332.960488318,336.526642965,339.744838664,342.601206001,345.094455179,347.228060077,349.029198881,350.539246743,351.807031278,352.879592799,353.82045852,354.711894506,355.625072882,356.621003222,357.762084341,359.090907034,360.636722068,362.432409497,364.499284847,366.844100994,369.470615655,372.393114856,375.621374806,379.154961073,
20-24,300.3,300.3,300.3,300.3,300.3,302.7,296.555379354,290.37988423,284.210677141,278.061203101,271.922582272,264.843618757,257.780293601,250.715693178,243.645928013,236.611204857,238.836517047,241.081319452,243.365574526,245.677749909,247.998189681,250.641995912,253.290201878,255.917403402,258.550957342,261.136464729,269.124348911,277.001637077,285.103116109,293.203144104,301.44753228,301.829623584,302.43442209,302.806400597,302.946906754,302.86946852,302.669688062,302.005148853,301.103331692,300.420353619,299.648935207,298.762004417,298.100633073,297.551223786,297.343326952,297.590791221,298.29531806,299.116201276,300.167924979,301.794205119,300.382329731,299.282946248,298.925690981,299.259024896,299.539017174,303.498508364,307.698547987,312.058943333,316.49254962,320.901837578,325.200334276,329.317926496,333.190876435,336.759431261,339.980129725,342.839012104,345.33476719,347.47090496,349.274535763,350.787250338,352.05771064,353.13289703,354.0763069,354.970227304,355.885861357,356.884199091,358.027677867,359.358848816,360.906893991,362.704366461,364.773507869,
25-29,265.2,265.2,265.2,265.2,265.2,267.3,274.225467819,281.160460518,288.118110552,295.069028774,301.992461295,295.874453279,289.731808852,283.596364176,277.468935749,271.364241643,264.311557367,257.27863095,250.237498525,243.196468546,236.182857456,238.414412903,240.663423718,242.951019666,245.25699581,247.570799609,250.219250427,252.865476338,255.488215092,258.120083868,260.707769284,268.688483648,276.564240817,284.675856544,292.799934904,301.042814005,301.428997877,302.037487877,302.413151303,302.557464688,302.483639608,302.287252132,301.626195299,300.727732009,300.048126931,299.279769966,298.395758869,297.736969192,297.189972456,296.984138642,297.233390734,297.939457929,298.761703831,299.81461112,301.440932222,300.030987908,298.933231808,298.57715556,298.911386956,299.193133358,303.152239367,307.351797917,311.711664571,316.144764746,320.553605044,324.851627395,328.96872645,332.841186501,336.409272274,339.629699987,342.488322162,344.983862383,347.119784011,348.923174176,350.435652296,351.705825113,352.780623103,353.723578804,354.617044295,355.531821669,356.529889465,
30-34,259.7,259.7,259.7,259.7,259.7,264.9,265.223031979,265.553939277,265.906339303,266.280009813,266.686482833,273.628120781,280.56820389,287.536927542,294.492478981,301.424192878,295.337362836,289.225671216,283.111915559,277.022546002,270.93814406,263.91969676,256.908550515,249.893144686,242.875698494,235.897417122,238.131051142,240.388034979,242.670723575,244.984528563,247.270422602,249.918626134,252.570063488,255.2259691,257.889289472,260.481859644,268.463856254,276.340279093,284.45168799,292.575805755,300.817935553,301.210852505,301.825486538,302.207136963,302.357860718,302.290304139,302.099908619,301.444736975,300.551952378,299.878246523,299.115388829,298.236591489,297.582527547,297.039814204,296.83674161,297.090069322,297.799733503,298.625319797,299.681214688,301.311653401,299.905508712,298.811164499,298.458061656,298.794841018,299.079499312,303.039739319,307.240280959,311.60096588,316.034786273,320.44461746,324.743542185,328.861457872,332.734752936,336.303684408,339.525245533,342.384968946,344.881623119,347.018615951,348.823026647,350.335964362,351.607644176,
35-39,258.0,258.0,258.0,258.0,258.0,250.5,253.107414053,255.776272157,258.481464878,261.221106492,263.967396017,264.331250106,264.696053542,265.079577323,265.477082752,265.906679875,272.85684416,279.808685826,286.777463284,293.735575142,300.665538292,294.618578296,288.543096881,282.461760297,276.4091484,270.377452868,263.375363964,256.391834328,249.40968566,242.425272159,235.531337583,237.821607938,240.115378362,242.41170027,244.71632512,247.015721119,249.677809317,252.342260339,255.010435186,257.686644583,260.291303635,268.280645791,276.163536006,284.280180411,292.409680395,300.655916044,301.063395733,301.691758635,302.08689359,302.252008158,302.198532407,302.021743777,301.379958657,300.500303096,299.837406764,299.087672367,298.221614966,297.579602559,297.04841286,296.858793229,297.122920973,297.842796795,298.678101136,299.743275706,301.383144316,299.987564474,298.903273857,298.559646287,298.905314689,299.199523559,303.166805271,307.374146294,311.741382545,316.181603011,320.598221423,324.903810512,329.028311699,332.908145978,336.483601575,339.710911289,342.578065663,
40-44,309.2,309.2,309.2,309.2,309.2,302.8,291.925119334,281.142399154,270.391354192,259.698895528,249.115257324,251.761920746,254.466001853,257.204336398,259.96473199,262.740233903,263.131241196,263.526738957,263.94302956,264.378722148,264.840773805,271.793755543,278.750957662,285.720486321,292.683385367,299.609855481,293.60442223,287.567866671,281.546326053,275.53625197,269.582925647,262.660570085,255.732929612,248.797406369,241.858988505,235.005083841,237.309968286,239.617251438,241.926020011,244.243303924,246.554666117,249.228827444,251.90445702,254.582919094,257.269647417,259.884355674,267.876667943,275.761580288,283.878954321,292.009433155,300.255971564,300.676836227,301.317659903,301.724967574,301.898809343,301.858058376,301.693564456,301.063916703,300.195977681,299.54737125,298.808612056,297.953151899,297.320924241,296.798812784,296.618063307,296.890236623,297.617464259,298.459619977,299.531168429,301.1772478,299.789625033,298.712747955,298.375748598,298.72725689,299.027603895,302.998068426,307.20831347,311.578234985,316.020962838,320.43860861,324.747518382,
45-49,320.5,320.5,320.5,320.5,320.5,320.1,316.03933465,312.032160178,308.132012404,304.272431219,300.455583112,289.75892328,279.137858294,268.535686554,257.988201278,247.542927447,250.226824541,252.969936803,255.744684221,258.540780352,261.351742341,261.791632099,262.226687407,262.680490671,263.147391569,263.65028222,270.600174329,277.554586199,284.524524131,291.482706815,298.418399596,292.476229505,286.532596747,280.589471959,274.661209027,268.755870752,261.8796563,254.996702446,248.104356231,241.20781494,234.394292643,236.713085264,239.033641656,241.355112028,243.684601678,246.007530348,248.692962871,251.379476329,254.068398433,256.76504664,259.389290585,267.382436835,275.26823989,283.386014963,291.512484553,299.75895204,300.1932078,300.846588819,301.266343479,301.456368746,301.42772632,301.274987684,300.657152479,299.800829551,299.163132632,298.434826254,297.589551739,296.966756689,296.453506785,296.281040822,296.560676906,297.294724546,298.14334014,299.220934978,300.872272749,299.492005506,298.421920461,298.09092652,298.44769046,298.751383367,302.724830326,
50-54,289.1,289.1,289.1,289.1,289.1,297.7,301.271672038,304.962737123,308.725531493,312.552523964,316.423902298,312.582383114,308.789257835,305.074056626,301.389479407,297.728088568,287.214559067,276.77795298,266.356085128,255.982406619,245.700386055,248.437472403,251.227234795,254.044829973,256.870603592,259.713812108,260.193063674,260.673080582,261.168578787,261.677820403,262.231568206,269.217322691,276.209987607,283.209153951,290.229445974,297.170923449,291.290294191,285.406479376,279.52206696,273.655336357,267.810142044,260.985620807,254.152934287,247.310070886,240.46482676,233.701535959,236.037458688,238.373843973,240.709928487,243.054807573,245.391627498,248.091371901,250.791064286,253.492113705,256.195320466,258.831569267,266.828646528,274.717464312,282.836652335,290.969168636,299.215106633,299.665556577,300.333812244,300.768104408,300.973647769,300.960005025,300.821573007,300.217890822,299.375350891,298.751698817,298.036609902,297.203994975,296.59279646,296.09039385,295.928945022,296.218399559,296.961202636,297.817863583,298.902824183,300.558707856,299.189154122,
55-59,254.2,254.2,254.2,254.2,254.2,257.9,264.499211817,271.224430857,278.087083689,285.055595488,292.10334979,295.914679487,299.80765461,303.749017939,307.721748886,311.710182886,308.109187073,304.526015373,301.02688981,297.548010522,294.086323993,283.815119234,273.598444721,263.389960248,253.236583416,243.167722751,245.958432845,248.790938695,251.645209648,254.509209729,257.38981745,257.984923938,258.587845357,259.199259523,259.846634493,260.460449545,267.46821711,274.477947258,281.48930549,288.523477778,295.474561774,289.68088497,283.882209123,278.081394758,272.302251509,266.542683738,259.790715091,253.029293988,246.256648269,239.484612207,232.792998243,235.155037382,237.515443584,239.873508048,242.232225491,244.591084432,247.313673476,250.034340444,252.754594378,255.484389417,258.138874083,266.143832102,274.038654663,282.161277904,290.297844191,298.545425639,299.020601841,299.711669271,300.168148466,300.397508406,300.407051479,300.290841424,299.709019026,298.887651208,298.285813114,297.591436591,296.778760833,296.185980462,295.700824094,295.552077031,295.859499393,
60-64,258.0,258.0,258.0,258.0,258.0,252.2,251.381570591,250.78586324,250.425918007,250.279276399,250.319769966,257.094269531,264.005044738,271.012795007,278.088600517,285.214269937,289.216076337,293.293865513,297.392738326,301.522595672,305.648686741,302.322521443,299.010792928,295.752811544,292.509386237,289.276214646,279.27417858,269.320414023,259.377777465,249.492641028,239.886084506,242.853861062,245.816752508,248.775677243,251.768234985,254.716626138,255.405819341,256.097566843,256.792930476,257.527754168,258.224410461,265.262924686,272.297754705,279.328575467,286.38399596,293.351179766,287.678227063,281.997744682,276.312996239,270.654101275,265.01210897,258.361279817,251.69909624,245.024097624,238.338116824,231.747045264,234.14833969,236.545388776,238.93750843,241.341082969,243.732180014,246.487925887,249.239561889,251.988672276,254.748488057,257.431052741,265.449738785,273.356244779,281.487462526,289.633446504,297.887456093,298.39964847,299.125324505,299.615656065,299.880698997,299.925140539,299.842619812,299.294052688,298.505104469,297.92848314,297.268692965,
65-69,239.9,239.9,239.9,239.9,239.9,251.6,248.744018113,246.359534845,244.354224572,242.537405631,241.025744286,240.71554711,240.585807064,240.622619809,240.825418178,241.169546695,248.06997601,255.079831122,262.173133116,269.323135379,276.503134245,280.728368792,284.991887912,289.25581689,293.521362906,297.782057914,294.757713867,291.721572276,288.726329608,285.739110088,282.9463321,273.465405176,263.97610709,254.48346698,245.052978679,235.79289093,238.855978863,241.905811205,244.943691677,248.019225299,251.042973635,251.842707664,252.638377849,253.431501611,254.268638115,255.061421034,262.127378681,269.182480225,276.226314918,283.297070922,290.272299577,284.747024979,279.210849372,273.66789845,268.130438423,262.636479981,256.109984978,249.569232273,243.013578811,236.466293242,229.994504132,232.434750845,234.867463458,237.292070967,239.730181374,242.152461791,244.940655345,247.72183416,250.497751568,253.286074724,255.994475448,264.020308355,271.93135626,280.063097171,288.210583629,296.461822687,297.011898243,297.772280493,298.296390796,298.585618983,298.670163181,
