Region,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
0-4,260.6,260.6,260.6,260.6,260.6,261.1,262.575515901,264.219886036,266.998344357,270.247771644,272.850716273,272.988493507,273.854060511,274.312533281,274.688582276,274.78873554,274.58899452,274.358423195,273.268260634,272.517148882,271.919865425,
5-9,240.4,240.4,240.4,240.4,240.4,248.0,248.970207422,249.418895939,251.556111162,253.235323945,257.107076087,258.198962727,260.110350621,262.699081756,266.018060255,268.885074138,269.027111906,269.636572252,270.098911476,270.609141822,270.712888783,
10-14,240.7,240.7,240.7,240.7,240.7,236.7,242.137716588,245.503082089,246.6637765,246.006048406,244.308604379,245.544296286,246.192925369,247.94410315,249.756502172,253.500702847,254.920609149,256.444569701,259.360883624,262.551804413,265.030340058,
15-19,275.2,275.2,275.2,275.2,275.2,272.1,262.492743717,253.048596031,244.414755998,236.847015607,227.934704276,232.931260823,236.763695682,237.413984796,236.56843991,234.941308858,235.468839782,236.317639514,237.813620025,239.629138074,243.115015655,
20-24,300.3,300.3,300.3,300.3,300.3,302.7,291.151796549,282.353906236,274.036008806,265.421459031,257.162766675,248.600399983,239.921165606,232.060761352,225.149110534,216.447570534,219.829714047,222.249994914,222.72573374,221.33995533,219.423353021,
25-29,265.2,265.2,265.2,265.2,265.2,267.3,276.530287317,285.709827661,293.859558446,302.729388349,313.48372031,302.579977028,293.903897411,285.442629012,277.265518084,268.532012111,259.879420808,250.717281561,242.763824686,235.54145604,227.205071491,
30-34,259.7,259.7,259.7,259.7,259.7,264.9,264.30673779,264.462946354,264.457828443,264.223913922,262.846459799,272.08733094,281.85667336,290.003651985,299.057099139,309.598549708,298.742378208,290.049103874,282.157908932,273.514873395,265.421782683,
35-39,258.0,258.0,258.0,258.0,258.0,250.5,254.885592281,256.843000608,257.996927701,258.276087861,259.232754128,258.42410524,258.684909472,258.710852688,258.760830995,257.531643479,266.683876737,276.034601734,284.47485476,293.48892824,304.113138377,
40-44,309.2,309.2,309.2,309.2,309.2,302.8,291.582083339,278.934260724,268.689443585,258.757984964,245.556767704,249.842529755,251.824002485,252.794135622,253.398496081,253.891406879,253.558493412,253.968058153,254.014314201,253.694630806,252.353061146,
45-49,320.5,320.5,320.5,320.5,320.5,320.1,313.690211001,309.655512343,303.94862498,300.121958974,297.376652137,286.126844501,274.019791934,264.293089651,254.407605959,241.177942975,245.680128126,247.546124965,248.529964746,249.079147642,249.314435211,
50-54,289.1,289.1,289.1,289.1,289.1,297.7,298.35715432,299.036917787,302.054143846,306.588777896,312.601285642,306.876703037,302.914480456,297.759241102,293.864515451,291.48674758,280.610332446,268.286747044,258.480978343,248.782804525,236.131353403,
55-59,254.2,254.2,254.2,254.2,254.2,257.9,264.983873263,271.357230292,276.638881223,281.968725237,287.828041851,288.215334296,289.680485019,292.69249027,297.353366892,303.701315623,297.590644255,294.330402653,289.233153013,285.654333692,283.321761128,
60-64,258.0,258.0,258.0,258.0,258.0,252.2,251.69280447,251.803461068,250.746796182,248.207062095,244.667772679,252.292805257,258.075156977,263.204186993,268.559485731,274.239562324,275.243975891,276.178957376,279.750003747,284.302521897,290.50105489,
65-69,239.9,239.9,239.9,239.9,239.9,251.6,243.477667135,235.733677299,230.182638181,233.605833953,234.043406521,234.425293871,234.859850915,234.042640191,231.439272971,228.680186104,235.816999851,241.585120593,246.866333085,252.003692471,257.343955211,
70-74,172.2,172.2,172.2,172.2,172.2,177.6,188.349280917,199.954113059,210.637610584,215.135070893,225.078108691,218.783550136,212.170683929,207.789043067,211.850128974,212.603207891,213.290360186,213.932432518,213.034588458,211.162704281,208.613601432,
75-79,140.0,140.0,140.0,140.0,140.0,143.4,142.141449007,142.872533372,145.734376981,147.855841892,147.633736584,158.780191295,169.87157751,180.23343998,183.965136012,192.344818565,187.559646546,182.812184824,179.410013842,183.705853528,185.139594835,
80-84,105.4,105.4,105.4,105.4,105.4,105.9,103.97249673,103.264497292,103.776583511,104.77887779,104.942104913,105.585742638,107.74207142,110.982024634,113.127131998,112.855837929,123.255550129,132.687984228,141.700740436,144.464082054,151.545561463,
85-89,64.5,64.5,64.5,64.5,64.5,64.9,62.5308074269,61.1583137385,59.4859280925,58.9694512865,58.9830819526,60.142057144,62.1110249647,63.5901622777,64.8645838319,64.9768433653,66.5273641586,69.0602490801,71.9804472251,73.7893242858,73.4311203671,
90+,34.6,34.6,34.6,34.6,34.6,35.7,36.5199372082,34.4687993977,31.4276254165,27.9831795228,24.1147070003,25.7986453717,26.6977390938,25.7460894707,24.2692684979,23.0295200058,25.8416030562,27.3155198984,28.0340849076,27.9442972076,27.3337867878,
Total,4287.7,4287.7,4287.7,4287.7,4287.7,4313.1,4300.34836238,4289.79945733,4283.30596399,4280.95977327,4277.7524676,4278.22452383,4281.25454274,4281.71414128,4284.36313576,4283.21298646,4284.11604321,4283.51196808,4283.69861988,4283.77583858,4281.97074137,
Births,na,na,na,na,na,na,55.02,54.915,55.125,55.125,55.23,55.335,55.44,55.44,55.23,55.125,55.125,54.81,54.6,54.6,54.39,
Deaths,na,na,na,na,na,na,52.7389013788,49.0002158333,45.4053878595,42.7529664657,41.0424666179,40.009818874,38.8590008008,38.6654173993,38.3925382136,38.0677327576,38.0290288982,38.1462297079,38.2989098126,38.7269959723,38.9526091871,
