Region,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
0-4,260.6,260.6,260.6,260.6,260.6,261.1,262.575515901,264.219886036,266.998344357,270.247771644,272.850716273,272.988493507,273.854060511,274.312533281,274.688582276,274.78873554,274.58899452,274.358423195,273.268260634,272.517148882,271.919865425,270.892591042,270.334242543,269.684577509,269.350213986,269.825206746,270.262831915,270.934942135,271.881216078,273.35214264,269.47759408,265.371518962,261.61362032,258.090001284,253.669237401,255.651988795,257.850095711,260.203853386,262.625901813,265.058344873,267.456772382,269.789215345,272.024169989,274.162254292,276.176066678,278.075301453,279.858964382,281.52050896,283.044527075,284.416822383,285.618946268,286.653003939,287.539654087,288.323202705,289.071364501,289.845719184,290.682463768,291.614524864,292.691530803,293.922811976,295.286637945,296.789528612,298.437136212,300.253927595,302.268736285,304.497064272,306.965546535,309.700854513,312.711812238,316.006365634,319.578003053,
5-9,240.4,240.4,240.4,240.4,240.4,248.0,248.970207422,249.418895939,251.556111162,253.235323945,257.107076087,258.198962727,260.110350621,262.699081756,266.018060255,268.885074138,269.027111906,269.636572252,270.098911476,270.609141822,270.712888783,270.840984328,270.353356716,269.590742562,268.972122094,268.182532915,267.222354098,266.340252274,265.626973529,265.488659961,265.859584643,266.721465348,267.539508797,268.457577612,269.958286063,266.135261722,262.080865035,258.386747802,254.931578856,250.579115957,252.628121109,254.891480421,257.298438881,259.770154243,262.251626675,264.699061952,267.08050919,269.364281372,271.551617542,273.614501125,275.562842393,277.395651171,279.106503938,280.680455268,282.101367779,283.357365534,284.45711335,285.420893802,286.292982239,287.140821718,288.020760838,288.962763949,290.000227855,291.155267783,292.439129155,293.855646699,295.411349833,297.112034185,298.982677596,301.050970182,303.340589422,
10-14,240.7,240.7,240.7,240.7,240.7,236.7,242.137716588,245.503082089,246.6637765,246.006048406,244.308604379,245.544296286,246.192925369,247.94410315,249.756502172,253.500702847,254.920609149,256.444569701,259.360883624,262.551804413,265.030340058,265.369800633,266.111223459,266.77010517,267.022352938,267.19303557,267.387460421,267.096133981,266.269822179,265.457416348,263.959937039,262.338960397,261.101906415,260.078031988,259.60816127,259.764317584,260.411270547,261.01430849,261.717242986,263.00287657,258.980530502,254.738176097,250.855833112,247.212415487,242.672604446,244.517268607,246.564736862,248.755983202,251.012014984,253.27756363,255.509094995,257.674692798,259.742613375,261.722353339,263.593629287,265.36777821,267.042097079,268.609558166,270.046476097,271.328428747,272.437487712,273.375819579,274.164641253,274.848952997,275.49684142,276.173564039,276.924861503,277.791683057,278.796598507,279.950543884,281.256419774,
15-19,275.2,275.2,275.2,275.2,275.2,272.1,262.492743717,253.048596031,244.414755998,236.847015607,227.934704276,232.931260823,236.763695682,237.413984796,236.56843991,234.941308858,235.468839782,236.317639514,237.813620025,239.629138074,243.115015655,244.799247422,246.651670959,248.920082047,252.308536227,254.788512373,255.130888487,255.809440625,256.340302371,256.464170802,255.701925436,255.200628713,254.500457595,253.992017902,254.406770037,252.87271428,251.216650673,249.960285539,248.91829611,248.436463358,248.59395717,249.224955804,249.769178422,250.406759433,251.622681205,247.523640564,243.253051578,239.344551533,235.677426908,231.119872856,232.924584329,234.931495831,237.081736765,239.299723999,241.553137776,243.777722989,245.935303562,247.995237121,249.9677053,251.835327701,253.60536242,255.276212949,256.840511169,258.274448021,259.555270608,260.663904234,261.603183305,262.394211471,263.082278353,263.770079386,264.506351496,
20-24,300.3,300.3,300.3,300.3,300.3,302.7,291.151796549,282.353906236,274.036008806,265.421459031,257.162766675,248.600399983,239.921165606,232.060761352,225.149110534,216.447570534,219.829714047,222.249994914,222.72573374,221.33995533,219.423353021,220.469794064,220.835443484,222.235763603,222.822153474,225.740985568,227.377198011,229.073086059,231.65071838,234.840708907,237.417428143,237.512825424,238.101235433,238.523009622,238.800166965,237.976644325,237.413428277,236.651452474,236.083803035,236.437444459,234.842753162,233.124903861,231.826727731,230.738350133,230.207235111,230.309217987,230.854121939,231.317260082,231.878845046,233.025143074,229.512622549,226.00525145,223.061681247,220.561001957,217.353815183,218.855920613,220.466782772,222.190219099,223.93074781,225.670761839,227.406364901,229.118307551,230.740713538,232.310999407,233.839535273,235.335289506,236.763704421,238.121789617,239.381434369,240.511721036,241.494993197,
25-29,265.2,265.2,265.2,265.2,265.2,267.3,276.530287317,285.709827661,293.859558446,302.729388349,313.48372031,302.579977028,293.903897411,285.442629012,277.265518084,268.532012111,259.879420808,250.717281561,242.763824686,235.54145604,227.205071491,231.011233661,233.965104728,234.599628484,234.043447542,232.755068675,233.380311435,233.83308653,235.558158019,236.393830573,239.769537866,242.186695706,244.267433101,246.486317181,248.504825035,251.206795656,251.433072297,252.150907689,252.702088826,253.109877156,252.419230429,251.987976012,251.358189611,250.921918519,251.406997323,249.946153542,248.362185338,247.1967055,246.2407402,245.84193105,246.074643179,246.749545402,247.342563375,248.033823963,249.306419245,246.86590184,244.263616321,241.995261792,239.915893295,236.867417674,238.504897665,240.234626715,242.026995131,243.831972879,245.637695414,247.413550365,249.14119231,250.801785575,252.410644252,253.968343446,255.482133775,
30-34,259.7,259.7,259.7,259.7,259.7,264.9,264.30673779,264.462946354,264.457828443,264.223913922,262.846459799,272.08733094,281.85667336,290.003651985,299.057099139,309.598549708,298.742378208,290.049103874,282.157908932,273.514873395,265.421782683,256.225439604,247.30059319,239.259101688,232.08075745,223.07759101,227.211961286,230.035958551,231.318309541,230.565311481,231.962737745,233.465419674,234.382044306,234.693529137,234.356636483,237.794951654,240.279160651,242.426028622,244.708952039,246.793699756,249.559972272,249.85913838,250.647286063,251.268284795,251.747943083,251.133494773,250.777148033,250.22186519,249.858780282,250.417376026,249.033576729,247.526569546,246.436313596,245.554527256,245.224337837,245.530543901,246.277266243,246.941971112,247.704215051,249.055145525,246.69403814,244.170853893,241.980693026,239.978861511,237.014165043,238.720129557,240.51771193,242.377171554,244.24884181,246.123900801,247.968387969,
35-39,258.0,258.0,258.0,258.0,258.0,250.5,254.885592281,256.843000608,257.996927701,258.276087861,259.232754128,258.42410524,258.684909472,258.710852688,258.760830995,257.531643479,266.683876737,276.034601734,284.47485476,293.48892824,304.113138377,293.120860764,284.488681452,276.856780708,268.355092293,259.436105274,251.20140079,242.459420486,234.21385133,226.902910211,215.357370122,217.175198277,218.8505302,220.381691086,221.583200479,222.718855466,223.964336174,224.624753606,224.681681545,224.097494839,227.267616279,229.491435969,231.376406266,233.394103783,235.216150706,237.716518996,237.764363089,238.297027706,238.661675111,238.888685479,238.028442642,237.424047139,236.619908601,236.006079534,236.302381299,234.674364958,232.923125535,231.585870389,230.455984299,229.888103624,229.942540632,230.435366837,230.845470339,231.352489714,232.452035164,229.849359546,227.084847121,224.653003925,222.409492411,219.214141127,220.665437453,
40-44,309.2,309.2,309.2,309.2,309.2,302.8,291.582083339,278.934260724,268.689443585,258.757984964,245.556767704,249.842529755,251.824002485,252.794135622,253.398496081,253.891406879,253.558493412,253.968058153,254.014314201,253.694630806,252.353061146,261.651724174,270.747529915,278.98690903,287.607439142,298.423348905,287.976263656,279.956816206,271.511243926,263.308336323,253.859386522,244.51905773,236.04193448,228.483611811,222.128475694,210.73588479,212.603105191,214.326895317,215.905356685,217.161081258,218.344260733,219.641850935,220.356171556,220.468795736,219.949144374,223.155709857,225.425377368,227.354421793,229.411531862,231.277359294,233.817642736,233.927342915,234.516160621,234.935717672,235.205166068,234.415914569,233.879808795,233.143047347,232.592902267,232.963072843,231.406623206,229.727405888,228.462553042,227.398681192,226.896835927,227.01060748,227.55973373,228.025220535,228.587294155,229.753074996,227.228807696,
45-49,320.5,320.5,320.5,320.5,320.5,320.1,313.690211001,309.655512343,303.94862498,300.121958974,297.376652137,286.126844501,274.019791934,264.293089651,254.407605959,241.177942975,245.680128126,247.546124965,248.529964746,249.079147642,249.314435211,248.628195928,249.068411194,249.007646034,249.041819589,247.406078843,256.958164505,266.170939551,274.195742611,282.72135633,294.690674135,285.669725881,276.879764881,268.345985847,260.129186289,250.916507677,241.790221073,233.521548258,226.165096689,220.00696456,208.858496453,210.843326975,212.684546863,214.380387564,215.75966133,217.061397484,218.479510073,219.318222417,219.559252112,219.176070052,222.485221963,224.866464628,226.908284876,229.075080563,231.034918011,233.683155468,233.927826761,234.646157554,235.195361534,235.614167506,234.968460623,234.572788454,233.976589081,233.56852047,234.07744408,232.671571653,231.142538796,230.025463567,229.09640579,228.728627862,228.977469488,
