Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
0-4,255.3,255.3,255.3,255.3,255.3,261.0,266.315010136,269.482200624,271.29881187,271.600018441,272.09979349,273.095330435,274.099153752,275.991445676,277.563866736,280.008718423,281.607606464,282.880895533,283.606598091,284.117823187,284.001386472,
5-9,240.5,240.5,240.5,240.5,240.5,240.7,243.213708093,248.486500228,254.899106664,263.700016148,269.499726957,274.495120662,277.291623323,279.588920695,278.959479148,279.396227258,280.694615781,281.871972456,284.190370823,286.203443514,288.202876347,
10-14,264.3,264.3,264.3,264.3,264.3,260.2,256.614463391,252.486400883,248.198813608,245.899702811,246.199486638,248.195365662,253.995525218,261.689831358,269.4609498,274.996633217,280.894579897,283.964197297,285.387597155,285.198835552,285.090520929,
15-19,296.8,296.8,296.8,296.8,296.8,295.3,290.816391091,284.384560315,279.598941979,275.799938826,272.299662938,268.695174852,264.195281608,259.489529345,257.162204935,257.695856047,260.394481839,265.46981177,273.288916777,280.899587813,287.890832546,
20-24,308.6,308.6,308.6,308.6,308.6,313.5,317.317884777,321.881991829,324.59884835,322.900088361,320.599828092,315.994618295,309.694529584,305.588145963,301.856353489,298.896896895,294.395259884,289.86818601,285.088794847,283.600036608,284.590560702,
25-29,269.9,269.9,269.9,269.9,269.9,279.2,288.116238904,295.683867321,302.998861133,309.899943374,314.299621219,316.694321621,320.593453214,322.48746762,320.953468606,318.495817822,314.193859816,309.164668995,304.986821988,301.998856196,298.29066086,
30-34,251.6,251.6,251.6,251.6,251.6,250.8,255.214384479,263.185640441,272.799027157,282.8000014,291.799699386,300.99465681,308.294326422,315.287750035,322.353345995,327.496298538,329.593902838,333.161453807,335.586442401,333.199339442,330.689495494,
35-39,317.8,317.8,317.8,317.8,317.8,306.5,296.216695465,283.184894266,271.198541722,263.799489585,263.199250272,267.994792326,275.595332204,284.688948347,295.257259332,304.496453216,313.194234686,320.563602334,328.58677401,335.79955296,340.689660543,
40-44,342.7,342.7,342.7,342.7,342.7,343.2,339.919158638,337.78126722,332.498758539,324.700026754,314.099781021,303.894782245,291.29480456,279.288431343,271.959570175,271.59494271,275.893672805,284.067764767,292.487894009,302.699497805,312.590156922,
45-49,316.6,316.6,316.6,316.6,316.6,325.6,334.118831718,339.281294451,343.398760703,345.099994322,344.799638105,341.093935968,338.893277671,333.787038325,326.552769611,316.096018579,305.394481156,292.967167355,280.987222593,274.298274707,274.18908127,
