Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons
55-59,323.9,323.9,323.9,323.9,323.9,319.4,315.8178002,315.183048,318.0987536,321.7998426,325.6994858,332.5938937,341.8937434,350.1863031,358.1479193,366.2953232,374.9924892,380.7556649,383.9834861,385.3982206,384.987334,381.7515789,378.3111173,371.681692,362.1739112,349.3929976,335.379152,321.0884115,306.6006851,297.9917131,304.0214996,309.2275674,317.8376833,329.0144226,338.2131045,341.6935988,346.9287123,357.7951174,370.4930383,381.9952889,381.0386248,380.6219112,384.6436787,388.9274082,390.7777465,387.3287074,382.6331636,380.2329309,375.9895997,367.352931,366.8180585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,327,327,327,327,327,329.8,331.018657,330.1816289,317.4981463,308.9994431,304.4993223,301.2944716,301.0948586,303.7879865,307.3550706,311.6952559,318.6931957,327.2622764,336.5857065,344.0986603,352.3880911,360.7542064,365.8110014,369.3817994,370.7733853,370.7930197,367.1766705,364.3868006,357.9016447,348.9902608,342.2595304,331.1822043,320.2032066,307.8066796,289.5707683,293.7760499,299.0803631,308.857849,319.5236848,328.3766151,331.844548,337.0973671,347.7393288,359.878165,371.0445037,370.1622981,369.9188446,373.908036,377.9885009,379.8208805,376.4887542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,254.6,254.6,254.6,254.6,254.6,262.1,270.5152469,279.5845521,296.8995476,306.4004319,309.6998944,311.1944851,310.793446,299.1876964,291.4571028,287.1956265,284.1942182,284.567932,287.0879187,291.2990712,295.6895309,301.9617023,310.810294,319.384503,326.4767642,335.093567,343.0783811,348.4876428,352.2018784,353.4904447,350.3349749,344.500156,340.7232959,337.7777587,331.0285574,322.5153608,312.0333414,302.7616223,290.5927462,273.1127861,277.2398739,282.3938103,291.630378,301.5840924,310.0349321,313.456773,318.6008033,328.7063857,340.1916906,350.9989786,350.1953597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,217.7,217.7,217.7,217.7,217.7,223.3,225.912733,225.8876634,227.4990619,233.5999426,241.2997684,249.1956719,258.3957016,274.7901506,284.0597853,286.8982336,288.9955769,289.0669889,278.8880495,271.2988379,268.3906906,265.8668573,266.5098307,268.5873713,272.5810959,277.294631,283.0827885,291.5904058,300.4021804,307.5922369,312.7773414,316.029994,321.626416,328.5663337,332.3512759,327.4857296,322.298578,320.2958058,317.5173218,311.471284,303.5705232,293.799449,285.0416941,273.5389151,257.2606244,261.4485599,266.5639772,275.3539095,284.7108746,292.806664,296.3207049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,180.3,180.3,180.3,180.3,180.3,179.7,180.3101627,182.2896575,186.0995133,190.8001821,195.8999573,199.3966113,199.7965612,202.5921057,207.9699915,215.8981776,223.0964645,231.6744207,246.8922259,256.0013893,258.89357,261.1684018,261.509405,252.688685,246.5833728,243.7960842,241.9862293,242.7930607,245.0025589,249.4945014,256.3563014,261.8347743,269.4745086,278.4927531,285.1381705,288.5271862,291.989506,298.8228025,305.4355143,309.391659,305.3548226,301.0251387,299.5965971,297.5394534,292.65761,285.7751445,277.1624288,269.4571322,259.2046107,244.8361324,249.3166714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,130.5,130.5,130.5,130.5,130.5,131.6,133.9075473,136.0918665,139.0996535,140.8001575,141.7999847,144.0975675,147.0976589,151.2945419,156.7780303,161.9002056,165.7987759,167.2827571,169.1949034,175.4016139,182.1954929,189.378103,196.2096046,210.0920773,218.0869879,221.1988846,222.9883269,223.7946231,216.3032366,211.596027,214.4222101,215.3891586,217.461152,219.9049142,219.8498341,224.8264637,229.9746378,238.0254514,246.0096047,252.0296804,255.4603317,258.9347507,265.3351488,271.58088,275.4655321,272.3534766,269.048803,268.3526532,266.9642599,263.4589018,257.8109011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,81.2,81.2,81.2,81.2,81.2,83.1,82.9046727,83.39478353,84.199803,86.10009965,87.59997472,90.39845586,92.89864067,95.7967272,98.7864958,100.3008705,103.399894,106.9896954,111.198264,116.0025358,121.0982733,125.2866244,126.4073225,128.6958521,133.6928471,139.5997851,145.7935265,151.3977607,162.7040351,169.5978993,169.2779039,167.5023357,166.6054061,165.9925123,163.6274863,164.8435794,165.7155402,168.3373593,170.3729178,170.6538684,174.9271858,179.2666425,185.8072603,192.3315354,197.1351286,200.1763348,203.2482346,208.6069553,213.5279175,216.9412373,214.6889515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,35.6,35.6,35.6,35.6,35.6,37.7,40.60228844,44.29680217,46.89992038,49.60014233,51.60007989,53.69918286,56.19959211,58.39824698,61.09221076,63.70248276,66.70187275,70.39517738,74.00142111,76.90433699,80.90072547,85.19314188,90.20891181,95.69940547,101.7972476,107.3030447,112.4982235,116.2013809,121.1062127,128.3013903,137.0937147,144.4722446,152.4086165,160.6300126,167.453552,169.7771224,171.9333378,176.5611696,180.952126,184.1484911,186.8033959,189.1683182,193.9554295,199.003859,202.1485128,207.5941581,212.6770086,220.3753846,227.6600798,233.5951864,239.7350141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,5408.8,5408.8,5408.8,5408.8,5408.8,5433.9,5460.507767,5487.394267,5514.579017,5543.199218,5570.293746,5601.100435,5629.098531,5658.681998,5691.580293,5718.247365,5751.210059,5781.662115,5810.988849,5842.717235,5872.138689,5902.196833,5930.84324,5958.757667,5986.526295,6012.939109,6037.984661,6065.654576,6089.201611,6114.406328,6152.211418,6149.084752,6188.860853,6251.045877,6249.147109,6247.64908,6246.552227,6314.122534,6374.355077,6374.532339,6375.110644,6376.085877,6443.757554,6502.38827,6504.586469,6507.164148,6510.115959,6577.508345,6634.383656,6638.458901,6642.893448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,71,71,70.5,70.4,71,71.3,71.6,72.2,72.4,72.7,72.6,72.6,72.5,72.1,72,71.8,71.7,71.7,71.7,71.6,71.5,71.4,71.8,72,71.89812412,72.30832732,72.34301393,72.94975306,73.86292412,74.01977174,74.19510754,74.36677643,75.34145122,76.1901863,76.26065298,76.29869854,76.3040105,77.05171755,77.65012792,77.55912965,77.45970104,77.35690422,77.98240374,78.47895453,78.3279443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,63.10134695,62.25807402,62.52493349,62.1107873,62.65062298,62.24473551,62.13866019,61.23357392,61.25637697,61.62019637,61.39210856,61.30302217,61.69191,62.32038417,63.02681115,63.74514629,64.06416966,64.26766279,64.6589277,66.13184714,66.29892665,67.11725274,67.32787471,68.31569966,67.7950771,69.67944279,70.95406127,72.57535464,72.60786568,73.50255795,74.26007306,73.17662518,74.69000767,74.28448101,74.97069727,75.58977854,74.45662055,74.06649872,75.46270664,76.20419433,76.89319114,75.72564126,77.19409763,76.64333566,77.37058867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,18.40134695,18.75110024,18.93260143,20.31105015,18.75043481,21.8447171,18.54070227,18.73544756,22.3606056,14.83701471,21.7909435,19.70308953,18.10387743,21.72247144,20.62422372,22.54695069,20.07777112,20.96004462,20.86278918,20.63860847,20.09852819,23.22283177,18.82955623,21.71204257,21.39383628,21.49748068,21.60112509,21.70476949,21.8084139,21.9120583,22.0157027,22.11934711,22.22299151,22.32663592,22.43028032,22.53392473,22.63756913,22.74121354,22.84485794,22.94850235,23.05214675,23.15579115,23.25943556,23.36307996,23.46672437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,279.2,279.2,279.2,279.2,279.2,284.6,289.4163122,293.380597,294.5986522,293.5999715,293.7997435,294.5949443,296.0991093,298.0907646,300.860863,304.3095783,306.9083295,309.2790994,310.207188,311.5194822,312.8014763,313.1739186,313.5299353,313.2956887,313.2890132,313.1091968,312.8951831,312.5996615,312.8164778,312.9032965,313.8223762,312.9991394,314.7851347,318.2008523,318.8097239,319.3288891,320.0700766,324.3716879,328.4119555,329.3225493,330.2368723,331.1149299,335.2959635,338.8499848,339.3935309,339.8715673,340.2894907,343.9108296,346.9523747,347.1192889,347.2569622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,272.9,272.9,272.9,272.9,272.9,271.8,272.9153821,276.9849493,284.799086,293.4000633,299.0997014,304.2945556,308.4908331,309.3877372,308.0552891,308.2960341,308.9943306,310.6693543,312.4896838,315.7040841,318.7031634,321.4742345,323.9254243,325.9050115,326.8978868,327.6060644,328.0934903,328.208992,328.4132802,328.5032144,329.5500953,328.4576934,329.7296065,332.2586804,331.341762,330.5944505,330.1850939,333.6982018,337.2823156,338.1250105,338.8709059,339.8378521,344.4024721,348.5163541,349.6815404,350.8588296,352.0074078,356.4773514,360.3330424,361.1587853,361.9167493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,305.1,305.1,305.1,305.1,305.1,302.2,299.1168589,294.6839869,287.5985392,284.0996289,283.0994357,284.7947634,289.0950482,297.6885516,305.5558331,311.8965148,317.1941779,320.7600798,322.3864784,321.2991822,320.7897776,321.5604274,323.7158375,325.7875574,329.2822672,331.7078101,334.5943885,337.1037891,339.0231521,340.2126356,342.8560921,342.6594105,344.2224843,346.2514785,343.7868669,342.9369404,342.1344966,345.045171,347.5522391,346.688511,346.0166893,345.7123222,349.3520319,352.8196569,353.7290689,354.5867915,355.7104279,360.4346858,364.6605403,365.9132957,367.2199473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,336.5,336.5,336.5,336.5,336.5,335,331.9187077,327.1821591,323.2987695,320.1999123,317.3995747,312.8943332,308.5942588,301.4877672,298.3561702,297.4952667,298.9937908,303.9656819,311.9875946,321.2998784,327.8899792,333.658753,336.8081468,338.6843472,337.2770495,336.9945143,337.9805582,339.8940603,342.3059146,345.3971967,348.6488489,349.49179,352.6584932,356.9337659,357.2128336,357.8294153,357.8728585,361.0835494,363.0449789,360.6085748,359.7918803,359.0337283,361.9982327,364.342023,363.5240828,362.9222778,362.711922,366.4348118,369.9741069,370.9556472,371.9046681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,335,335,335,335,335,342.6,349.5196997,354.9802448,358.1986799,356.9000297,354.7997319,350.393942,345.0937055,341.9866631,338.8508679,335.0959997,331.694058,327.3632581,321.2865544,317.8992563,318.5891352,321.0602902,326.0123353,334.6850502,343.9771356,350.5949379,355.2794291,358.5858694,360.3036336,358.9924836,360.6022858,360.2103784,362.7680087,367.0788623,367.9939461,369.1287061,370.1576209,374.9903781,379.1964689,379.4884289,380.0998056,380.1255847,383.3482411,385.1324247,382.7357116,381.9552414,381.2291643,384.2272632,386.6383049,385.893082,385.3481262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,295.5,295.5,295.5,295.5,295.5,304.6,315.1177608,323.2823932,333.4988613,344.8000371,351.6996469,356.3936542,361.3927863,363.7858728,362.1475167,360.1954696,356.0932235,351.0599094,347.8852865,344.5988434,341.5889663,337.5580514,334.1111605,328.6847218,325.577642,325.3936533,328.580676,333.7900741,341.8034072,350.4924969,351.6767203,351.3152948,354.2597378,359.4697049,361.9628239,361.233941,360.8622295,364.7260624,368.6173504,369.4279967,370.416827,371.2653244,375.7031477,379.386638,379.6048503,380.1130648,380.0055573,382.843794,384.3568662,381.9268885,381.066465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,279.3,279.3,279.3,279.3,279.3,278.2,283.3159684,291.6840565,300.6988592,308.7999606,318.7996726,327.5942248,336.4939415,345.7866503,356.8484593,363.3958683,367.993116,372.6569089,375.5846117,373.6991042,371.0883279,367.1544852,361.6118836,358.4828415,355.7751294,352.0939066,348.8794143,344.4889406,339.3030089,336.7926993,341.2182704,344.3057993,350.7986709,359.6992319,366.0085903,365.29455,365.3487956,370.1075255,375.4211609,378.1879197,377.6950387,377.5250673,381.5447669,385.4500361,386.568524,387.8340307,388.931026,393.5476841,397.4940236,398.0592758,398.867184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,349.6,349.6,349.6,349.6,349.6,338.9,329.3185612,316.6829928,304.9984028,297.3994665,297.2991839,301.0941655,309.5947391,317.7876316,327.1526142,336.3960306,345.393727,354.1600276,364.785659,375.7998543,381.4885109,386.5523025,391.5132937,393.7820955,392.0732957,389.2937103,385.0772339,380.2877428,376.2031112,373.0912968,374.3532173,371.6417416,369.9056525,367.5921047,359.3276397,361.8579173,365.3065515,373.6926714,382.6817543,389.0494158,388.4795589,388.7455159,393.8403356,399.1523211,401.9994998,401.685835,401.7839216,406.1803292,410.3175205,411.5336358,412.9871265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,387.2,387.2,387.2,387.2,387.2,384.9,379.9214133,374.7793406,367.6986167,360.4999992,350.4997024,340.8940717,327.5940902,316.2869981,309.3541856,308.4945606,312.79306,320.9637153,329.2865259,338.4996242,347.8891995,358.0560303,366.1130384,376.8831131,388.3740853,394.6941185,399.7766079,403.5874818,406.6039656,404.2909705,404.1558574,400.1519426,397.6475643,395.0438234,386.6395212,385.5850559,383.0552031,383.0018894,380.4865105,372.1279872,374.5719624,377.9823856,386.3210502,394.9629537,401.1847742,400.5785616,400.8766942,405.9681527,411.1754081,413.9209708,413.5866417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,364.7,364.7,364.7,364.7,364.7,374,383.5216162,389.6783771,395.2986731,394.000104,391.6997139,386.2932725,381.4926595,374.4854275,367.6468161,357.7956855,347.1938545,334.3626039,323.0858013,315.7984506,315.6879861,319.4594073,327.911805,336.5844767,345.876497,355.1941274,365.5785843,373.7885505,384.6038659,395.4913927,396.8463408,396.1167135,398.7339559,403.4428023,404.6296455,401.6116758,397.3994008,396.0929931,392.7769422,384.0446536,382.5639978,379.5913365,378.8510351,375.5352039,366.8551962,368.9044135,371.8968399,379.516452,387.5070762,393.3567288,392.3998728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,329.5,329.5,329.5,329.5,329.5,335.2,342.2192883,352.1806459,360.7986148,370.4999367,379.9995709,390.0930704,396.3923653,402.0846517,400.8422371,399.1958527,393.2930582,388.7555992,382.1845198,374.7993585,364.6887022,354.4565036,341.9116151,330.0841592,322.8772386,322.5930769,326.8804299,335.3896092,344.2032589,353.6923194,359.9107531,365.6848792,376.0949212,390.2428929,402.8106301,401.8672634,401.4378989,405.8155428,410.4118921,411.8358833,408.9733646,404.856644,403.4715021,400.0604479,391.7019395,390.4101428,387.5602078,386.7453116,383.5371988,375.2356772,377.4811352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,331.8,331.8,331.8,331.8,331.8,326,322.8181948,322.7824891,326.1987214,332.1998433,337.2994639,345.893642,355.8935009,364.9857774,375.1456854,384.9959463,395.3929099,401.8540027,407.4840638,407.299729,404.7882418,399.8510338,395.1137053,388.2823925,381.5742166,371.394206,361.1792194,348.2891454,335.9027785,329.392687,335.5647411,340.5565524,349.038966,360.030206,368.5358339,373.1011347,379.5250478,392.0528834,406.4715533,419.4507952,419.113678,419.2509188,424.150012,429.1411743,431.2364188,429.0335661,425.5705699,424.8206709,422.1273205,414.6197907,413.9863606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,353.3,353.3,353.3,353.3,353.3,359.6,361.5203761,360.4796532,344.7978849,332.5993106,327.3991986,323.9940045,324.7946218,328.1871686,334.3514727,341.195944,348.9936369,359.059668,368.6856841,379.0000732,389.888351,400.3508655,407.0146679,412.8818633,412.772668,410.3946386,405.9768127,400.8880855,394.1042846,387.3916077,382.9693849,374.0491321,365.6720167,356.1851333,340.4759036,344.6159152,349.7308495,359.731237,370.3674562,378.5250523,383.0599832,389.476467,401.934891,415.906125,428.5106129,428.2538907,428.5732101,433.6263782,438.5706323,440.6755205,438.5979018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,267,267,267,267,267,278.7,291.0164024,305.5828392,330.7996931,346.0006617,352.2000107,354.1938236,353.5924602,337.5861605,326.9520083,322.2957111,319.394198,319.864834,323.9876779,329.8003917,337.0896269,345.2577897,355.8136821,365.5840843,375.7753333,386.3948825,397.0773276,405.0885206,410.8050712,410.4916513,407.099663,400.7324414,396.9450153,394.3096119,387.4260066,381.151494,373.0366463,366.9562277,358.0358527,343.2890971,347.5776772,352.7628553,362.6217652,372.9201245,380.9160845,385.6147988,392.1183982,404.4028682,418.0376482,430.4700049,430.5318355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,229.4,229.4,229.4,229.4,229.4,233.7,238.5134432,239.9867788,244.299003,252.4999493,264.2997598,276.3952181,290.4952508,315.6889955,329.9537598,336.4992541,339.1958963,338.1621649,323.4870077,313.0995343,309.2901327,307.0627801,308.2128807,311.686749,318.4795372,324.595657,333.581643,343.5908095,353.0047166,363.7930176,370.4928823,374.825471,381.8783922,390.4506893,395.2011358,389.8440799,384.2594295,382.6764997,380.3396119,374.278555,368.5782849,361.1358233,355.5733692,347.3096236,333.737411,338.1071498,343.2764776,352.745064,362.4675923,370.1474259,374.9348542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,196.8,196.8,196.8,196.8,196.8,196.3,197.011104,198.7885224,201.7994372,206.8001748,212.0999401,217.0963118,218.4963969,222.6913818,231.7667238,242.7983472,253.7963657,267.5709004,291.0921177,304.7029366,311.4935979,313.5631586,313.112401,300.1876386,291.5814571,287.4966227,285.7850453,286.9931956,290.8046051,296.9949973,306.3338636,313.802176,323.6469599,334.9064918,343.0692614,347.4850479,351.9231236,360.3893838,368.4929608,373.3125659,368.8845905,364.2597022,363.353998,361.8477536,357.052337,352.2628287,345.8735374,341.2518064,334.0689692,322.3065679,326.9507439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,151.2,151.2,151.2,151.2,151.2,152.3,155.0087367,157.2903114,159.0996128,161.6001884,162.599976,164.2972185,167.0973859,171.5938742,176.0754705,182.3008444,187.1991642,189.6810581,193.2949917,202.0026897,211.7953278,221.7750661,233.4127316,255.2912548,267.6850925,273.3000641,275.7867549,275.1946422,264.1052133,257.29628,261.3304044,263.0419181,266.0699315,269.5054253,269.847954,276.662447,283.4969413,293.7431821,303.6698452,310.9571449,315.3819791,319.7986465,327.8051007,335.5383869,340.2430936,336.973434,333.6120914,333.6874138,333.0120318,329.8320533,326.2290383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,100.9,100.9,100.9,100.9,100.9,103.3,104.1058677,103.2932775,104.099888,104.6001997,107.0000009,110.0981269,113.0983761,115.2961604,117.984087,120.5019609,123.5005078,126.888249,131.1986977,137.1036904,141.898461,146.584905,149.0096631,152.7956925,160.0921098,168.1004482,177.2928565,186.9980921,204.8059795,215.3980329,213.8056647,210.6102917,208.7532106,207.4468397,204.1645404,205.9732268,207.3536674,210.9707641,213.8327027,214.5108152,220.163742,225.7433512,233.9714684,242.0135972,247.6918118,251.5346904,255.3591131,262.0432756,268.0769135,272.1548482,269.9152308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,46.7,46.7,46.7,46.7,46.7,48.2,52.90298174,57.29558903,60.80009207,64.10032012,67.40018204,69.7989877,72.49949703,76.19789145,78.39029257,81.8041979,85.70286045,89.79396109,94.30250616,98.40599277,102.4011738,107.6914246,113.3117674,119.2993478,126.3967808,133.3042489,139.1980068,145.2021095,152.0081141,160.4017751,172.8099214,183.1439339,193.9909515,205.042592,214.241999,216.8336221,219.3647209,225.3156517,231.046581,235.4015902,238.8504937,242.0433793,248.5539072,255.5102034,260.0414778,267.1317436,273.7059,283.7241584,293.0983931,300.7163654,308.6003088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,5211.6,5211.6,5211.6,5211.6,5211.6,5250.1,5299.198675,5340.999204,5383.380087,5424.599758,5468.49421,5511.102331,5556.301026,5601.086126,5646.290352,5694.959067,5739.720265,5786.871076,5834.70265,5882.332156,5929.850138,5976.301427,6022.165975,6068.868086,6115.634436,6154.255885,6199.493662,6239.969372,6281.123839,6321.020051,6374.047383,6383.796699,6437.599673,6514.091189,6523.486618,6532.935772,6542.520652,6624.461502,6698.140132,6708.632547,6719.327331,6730.261835,6812.093291,6884.395033,6896.407966,6908.632858,6921.091957,7002.588301,7072.405964,7085.995853,7099.781152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,56.6,56.5,56.8,57,57.2,57.9,58.5,59,59.7,60,60.3,60.6,60.7,60.7,60.7,60.7,60.7,60.9,60.9,60.8,60.8,60.8,60.8,60.9,61.40560774,61.80899283,61.88538255,62.45374804,63.2867253,63.47774859,63.69384994,63.91927608,64.84715137,65.67602367,65.8465676,66.00272981,66.14540596,66.94099988,67.61185689,67.68490633,67.75346728,67.82055789,68.52644448,69.11760048,69.13349635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,80.9067515,81.3188982,81.10687286,80.65652306,80.28216745,80.19380589,79.61880388,79.23530188,79.96979576,79.94314612,80.14429431,80.88943147,80.69434759,81.6177884,82.88556246,83.51259114,84.37644786,84.22255156,84.68131656,86.60282408,88.05092307,88.41351002,89.30828556,90.69287388,90.71523072,93.47674422,95.37848665,97.71583823,97.91761375,99.20478807,100.2916838,98.86387878,101.0082809,100.5846612,101.6059425,102.5400531,101.0767746,100.7141327,102.757903,103.8924338,104.9523332,103.443233,105.5942026,105.0019163,106.1367489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,73.1067515,67.20977156,66.41726408,64.85668159,66.98180576,64.99372031,66.32139416,65.13760111,66.07513319,67.86465602,64.64156189,67.98874686,67.40945839,68.31946023,69.88123213,69.81436626,68.5938219,70.51144933,70.68581374,64.11102444,72.74954093,67.9201592,69.40966032,69.88718702,69.52827162,69.65423915,69.78020667,69.90617419,70.03214172,70.15810924,70.28407677,70.41004429,70.53601181,70.66197934,70.78794686,70.91391438,71.03988191,71.16584943,71.29181695,71.41778448,71.543752,71.66971953,71.79568705,71.92165457,72.0476221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,144.5,144.5,144.5,144.5,144.5,147.3,150.0084548,151.1900419,152.2993577,152.5000276,151.9998944,152.0974013,152.3995415,152.4952618,153.0800559,153.5046751,153.5041049,153.3896463,153.1035574,152.4096026,151.4007499,150.587523,149.9143402,149.0979578,148.6947781,147.9043449,147.2977601,146.6998101,146.6077272,146.7015504,146.1658581,144.8971731,144.9228975,145.7961531,145.4964403,145.381591,145.3799159,146.9897395,148.4735096,148.528735,148.5588228,148.5386845,149.9541183,151.0463223,150.7573013,150.3979966,149.97536,150.9294927,151.6052826,151.0089999,150.3848218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,134.5,134.5,134.5,134.5,134.5,134.6,135.6076432,138.3925075,142.199533,145.8000383,148.7998828,151.4973443,153.1953609,154.0939003,153.7776602,153.5978467,153.5969395,153.5846475,154.0945835,154.6016645,154.9014642,155.1875591,154.8120699,154.4025827,153.6992725,153.0028078,152.4970216,152.2043245,151.5060808,150.8014777,150.7673177,149.8358819,150.0666755,150.9690095,150.4209616,149.1494914,148.111292,148.9186178,149.8661546,149.7199039,149.7513185,149.8912197,151.6105182,153.1315968,153.3485717,153.5391496,153.6778188,155.2152901,156.4493731,156.3330854,156.1396055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,149.9,149.9,149.9,149.9,149.9,147.1,144.0081166,140.6924692,136.599291,134.8997887,134.9996808,135.6974383,138.6975634,142.1944747,146.478763,149.6981313,151.8970036,153.2804923,154.193153,153.7991785,153.6947022,153.6805946,153.9070326,154.5935644,154.8911612,155.4035143,155.0973622,155.1017591,154.7108808,154.4061633,155.1126971,154.4546344,154.4943905,154.6339264,152.6544643,151.8054424,151.0558176,152.0310817,152.9272053,152.4499921,151.2611232,150.3216223,151.1931098,152.0980161,152.0244762,152.1522626,152.4120868,154.2143016,155.795816,156.0913477,156.3832038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
