Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons
15-19,172.6,172.6,172.6,172.6,172.6,170.6,168.0094694,163.5911109,159.7993826,156.4999484,153.4997897,150.5972718,146.9973854,143.0941544,140.9792029,141.0976863,142.1969718,144.9835514,148.6939991,152.6998124,155.6950104,158.2801877,160.3034522,161.2921432,160.8885894,160.5969258,160.8901679,160.8966842,161.2022134,161.8981703,162.6655084,162.1263196,162.4644376,163.0756678,161.6089688,161.3755014,160.8068698,161.5670656,161.6471453,159.6457573,158.7851828,158.0366785,159.0204437,159.8162954,159.3236135,158.1384712,157.222019,158.1165055,159.0233011,158.9420125,159.08068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,190.3,190.3,190.3,190.3,190.3,192,192.4108447,193.8891301,193.7992715,191.6000141,189.2998622,186.3967923,181.8968252,178.1930986,175.4746763,172.4983222,169.3974284,165.6820354,162.0938594,160.3002694,160.7947629,162.1802111,165.2067688,169.0927265,173.1887285,177.1977455,179.589874,181.3928526,182.3018873,181.7960285,182.1963384,181.5110907,182.2412453,183.7472375,183.4329625,183.2239802,182.8021658,184.0596314,184.7610099,183.3082712,183.0850885,182.5251221,183.4305769,183.5477876,181.5741706,180.7447435,180.0302908,181.1707727,182.1137362,181.6635941,180.5186319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,161.5,161.5,161.5,161.5,161.5,166.5,171.409661,176.9903249,182.2993582,186.0000062,187.9998104,188.4966533,188.8960028,189.2925655,186.9727766,184.8973828,181.996246,178.0795074,174.7922127,172.1991274,169.6946894,166.7795298,163.7056988,160.3929833,158.5895561,158.7969376,160.3906869,162.9955384,167.0017144,170.7964531,171.2085359,171.0786063,172.7766307,175.8326695,177.83204,177.1484416,176.5644108,177.9809372,179.3230423,179.0612401,178.8755241,178.4512433,179.5430924,180.0384688,178.6508371,178.4682297,177.9241338,178.6720538,178.7096888,176.8182653,176.0376416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,137.4,137.4,137.4,137.4,137.4,139.2,143.7080997,148.6919644,155.0994578,162.4000026,167.7998202,171.9969285,177.3966518,182.5929272,186.2730122,188.6976846,188.6962781,189.377671,189.6918324,187.999121,185.693662,183.176781,179.6054682,176.2910909,173.7874421,171.1970336,168.1901529,165.2948086,161.9017384,160.2968954,161.996657,163.3222155,166.5459789,171.238863,175.0566599,174.6718193,174.8642227,177.5272814,180.7330326,183.0052438,182.5644728,182.1950304,183.7674375,185.2198183,185.2465486,185.320052,185.1273726,186.3871051,187.1182382,186.0366795,186.12147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,171,171,171,171,171,164.6,158.1089114,150.1921301,142.6991898,139.0996872,140.3995667,144.6971645,150.2974528,156.1939181,162.8763564,168.1977403,173.0964596,177.7793608,182.9922377,186.3992659,189.0938734,189.6760766,190.0053711,190.5905749,188.6863775,186.5961097,183.7882933,180.0935391,177.1006448,174.6952672,174.8872083,173.0693879,171.5281065,169.5167747,164.5434253,165.4760116,167.0986586,171.2845441,176.0876703,180.0482188,179.8522437,180.2700291,183.1646639,186.4377321,188.8562277,188.6165297,188.4974246,190.328808,191.9673468,192.1479831,192.4244026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,191.8,191.8,191.8,191.8,191.8,188.2,183.5103431,180.3900882,176.5993754,171.6000343,164.7998943,158.8972691,151.1973613,143.7939213,139.9790061,141.1971115,145.3964205,150.2826984,156.7932729,163.399417,168.5943305,173.1780687,178.5055493,183.4910696,187.1866545,189.2964051,189.4880102,190.7928304,191.0008811,188.7948478,188.0854296,185.3922512,183.184295,180.6887693,175.2835501,174.3635002,172.5973506,171.7462828,169.5518261,164.4917694,165.3494493,166.9260558,171.0076256,175.5623398,179.4071912,179.1560232,179.5582692,182.3677236,185.5019181,187.8230959,187.53532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,188.7,188.7,188.7,188.7,188.7,191.1,193.6109124,194.7892175,193.6992112,190.8999326,187.2997722,182.4967549,179.4965717,175.5931899,170.3753213,164.0978266,157.7971037,150.2832382,143.2932761,139.1988973,140.6939954,144.781115,150.0049705,155.8923609,162.4884644,167.8966649,172.5891221,177.4937291,182.6009493,186.7949788,186.7621049,185.5081784,185.5545782,186.2691439,185.0357171,182.9859049,180.1981986,178.5072259,175.642422,170.0697744,168.9459203,166.9780083,165.7835267,163.1835334,157.95334,158.6193979,160.004141,163.7298299,167.9425567,171.5852343,171.1582858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,171.6,171.6,171.6,171.6,171.6,174,177.4099992,180.7901245,183.799314,186.1999601,188.599756,190.896553,192.3961544,191.0925087,188.9725627,185.2975475,180.9963473,177.8793427,174.2926118,169.0993548,163.1946277,156.5804889,149.704694,142.5926446,138.8896579,140.596221,143.9907783,149.3947825,155.0008338,161.7957976,164.5176677,167.1686347,172.0698121,178.8320894,185.0290113,183.905388,182.7839521,183.5858249,184.2000231,183.0890431,181.1022731,178.3460062,176.5494164,173.5895422,168.187481,167.1405498,165.2137203,163.9157107,161.313198,156.2503221,156.9955431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,162.5,162.5,162.5,162.5,162.5,161.1,160.2090298,161.3912863,163.8993925,167.1999643,169.9997808,173.1968725,176.7966871,179.9929684,182.3734911,184.8977213,187.5962649,188.7779202,187.891859,185.499078,182.2939634,178.3774957,175.4054907,171.5917216,166.6882038,160.7969249,154.9906258,147.8948989,140.7005,137.2964133,140.5967897,143.9452614,149.3352233,156.444651,163.1471148,165.1561785,168.1371485,173.9688581,180.8523141,187.3131792,186.5164293,185.688766,186.6960958,187.5071145,186.7993219,185.1625932,182.7318412,181.1853995,178.5652123,173.6314183,172.9328008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,158.6,158.6,158.6,158.6,158.6,162.6,165.3093172,166.2907167,159.9989887,155.8996496,154.9995983,154.3971207,155.3973247,157.8938063,161.3765264,163.697723,167.0965785,170.2803369,174.1926655,176.2993302,178.9940564,181.7769502,182.6054487,182.3910655,180.387106,176.8966359,173.1891646,170.0940753,167.1009988,162.2957517,158.8204535,153.4725234,148.3255841,142.6939247,134.5414298,136.987922,140.3567964,146.2641855,153.0990704,159.5887576,161.5802397,164.5511598,170.260045,176.8711849,183.1737561,182.4122689,181.6667086,182.6673296,183.4186081,182.7575196,181.1755922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,119.8,119.8,119.8,119.8,119.8,121,123.9069837,128.5930379,140.0999204,148.4002931,152.7999814,155.0972391,156.1965609,150.4937174,147.0782447,146.0976431,145.8969107,146.6833585,149.3937362,152.7995559,155.194721,159.0799514,161.7051678,165.3919486,167.4880477,170.6967955,173.4890534,174.7938021,174.0009328,171.8953948,169.772829,166.2803421,163.7140162,161.4641762,157.3107689,153.2541776,148.4200442,144.3310178,139.0459865,131.4221532,134.0537202,137.5615935,143.4639787,150.1790096,156.6240666,158.8094561,161.9474497,167.6825301,174.2496797,180.5924287,180.0974144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,109.9,109.9,109.9,109.9,109.9,111.7,111.8063017,110.593949,109.8994943,109.2999443,110.2999062,112.5980927,117.8983108,128.295496,136.9807014,140.9992667,143.4978437,144.4833758,139.3937857,136.3991894,135.395118,135.3829757,136.504872,138.7933711,142.0900532,145.2972395,148.0908927,151.494875,154.8010257,156.9959548,158.6184095,158.8294697,159.7605081,160.8415193,159.8378092,156.8285304,153.594502,151.8112494,149.551253,145.6369331,141.7723956,137.1787906,133.2079799,128.0597506,120.8041362,123.3452581,126.7180543,132.2551235,138.471863,144.5065873,146.612015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,90.5,90.5,90.5,90.5,90.5,90.9,91.00512926,90.89492366,92.29978189,94.30010694,96.4999882,97.09835088,96.49825119,95.99620062,95.58608492,97.29865056,99.69812752,104.2885469,114.0964051,121.2006619,125.2968615,127.2844166,128.7042159,124.6941898,121.8915253,121.5977692,121.6928385,122.2962485,125.0010908,128.3969563,131.3115548,133.4435814,136.5953087,140.3566798,142.8327746,143.5685861,143.957515,145.5922785,146.6558493,145.9648662,143.3617082,140.5478707,139.0158042,137.0668365,133.6943489,130.2788073,126.1799291,122.5976064,117.9019261,111.3938683,114.0030717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,63.4,63.4,63.4,63.4,63.4,64.1,64.90365812,66.29611576,67.29980175,68.70006383,69.59999655,70.49882689,71.29883022,73.29734802,75.78934921,77.59998043,79.09926488,78.89162111,78.69730696,78.80040307,80.39767481,82.69031484,86.70426551,95.29628335,101.4938165,104.9993327,106.9941729,107.7970442,104.5012374,102.6978117,104.6565935,105.871747,107.7887324,110.0720904,111.2815464,113.3258668,115.4147515,118.9037604,122.3245388,124.7326382,125.6333137,126.2273009,127.8953039,129.1167162,128.8418204,126.8097046,124.6010987,123.5135067,122.0012998,119.403751,116.6389029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,37.3,37.3,37.3,37.3,37.3,37.9,38.80218698,39.09763203,39.6998871,40.40002171,41.29996298,42.19925116,43.89932475,45.2984066,46.5935553,47.1001641,49.39975116,50.49494714,52.4989501,54.50096421,56.69906626,58.09359618,58.20304368,58.09796476,58.89665399,60.19953538,62.6970869,65.49888426,72.20162553,77.19890371,77.4257248,77.04851579,77.12722375,77.40384365,76.92402671,77.93604613,78.89458771,80.79147408,82.55584841,83.60539742,85.31468839,87.04412675,89.82096663,92.60496951,94.58537291,95.38277343,95.9398088,97.3075637,98.22463666,98.18803363,96.62198352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,15.6,15.6,15.6,15.6,15.6,16.5,17.10096385,18.99870968,20.19992001,21.20002389,22.20001075,23.39962788,24.19981355,25.29918038,26.29653975,27.70078607,29.10063077,30.79779104,32.30034983,34.40170816,35.50017792,37.99683392,40.3037553,42.59966779,45.39867937,47.60120775,49.3990959,51.10043968,52.70256651,54.80058345,59.0666618,62.70732311,66.55694203,70.50329033,73.79479259,75.32027224,76.73881711,79.20320213,81.56592278,83.38589838,85.05010399,86.62504446,89.33244555,92.23457326,94.34185377,96.76378639,99.07847462,102.6495521,106.1315248,109.0741662,111.3424564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,2571.4,2571.4,2571.4,2571.4,2571.4,2581,2590.846026,2601.75548,2612.289929,2622.899508,2633.196955,2642.252953,2655.051974,2665.197044,2677.313886,2688.17389,2699.956676,2709.300089,2722.499654,2732.006602,2743.223507,2754.77067,2765.811675,2776.585911,2785.324768,2796.570151,2804.35216,2813.330926,2821.945529,2830.3554,2844.63434,2839.963138,2855.052586,2880.380479,2876.064464,2871.864652,2867.777017,2895.064258,2918.863824,2915.067772,2911.414018,2907.904353,2934.717149,2957.311608,2954.194436,2951.258054,2948.506002,2974.906205,2996.505206,2994.248393,2992.203843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,30.6,30.4,30.5,30,30.2,30.4,30.6,30.6,30.6,30.5,30.4,30.3,30.2,29.9,29.9,29.6,29.5,29.3,29.3,29.3,29.3,29.2,29.3,29.4,28.92992209,29.0344433,28.99628282,29.19298045,29.51433366,29.53502939,29.56511779,29.59536702,29.94515177,30.24371426,30.23105908,30.20284759,30.15696192,30.40028278,30.58069884,30.48588768,30.38445518,30.27857206,30.45362709,30.57524989,30.44292668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,27.09585664,26.5199149,26.79681862,26.87583682,26.83025713,26.60768698,26.55909041,26.29676661,26.44076838,26.44297382,26.29848572,26.3758433,26.26818531,26.52713226,26.93631779,27.18453194,27.61904004,27.63278011,27.88872277,28.47142871,28.66408321,28.89102579,29.18731749,29.6180985,29.30658361,30.18669192,30.82179032,31.61973559,31.71973175,32.21729503,32.65611677,32.28975039,33.04321884,32.93379458,33.31395965,33.65807183,33.21726934,33.07846436,33.73825015,34.08304149,34.39383656,33.86900013,34.50582761,34.23193709,34.51428432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,6.195856635,7.316942797,6.700011717,7.475982071,6.930202028,5.307694766,8.759973185,5.897604737,8.242641106,6.450279763,7.698238289,5.676056004,9.073428642,6.028263977,8.335424212,9.385440825,8.725037527,9.329727231,7.390499043,10.27446925,7.264085453,8.593571475,8.38821466,8.71667242,8.964583651,9.06789595,9.171208249,9.274520549,9.377832848,9.481145148,9.584457447,9.687769746,9.791082046,9.894394345,9.997706644,10.10101894,10.20433124,10.30764354,10.41095584,10.51426814,10.61758044,10.72089274,10.82420504,10.92751734,11.03082964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,119.327,119.327,119.327,119.327,119.327,122.066,124.1489973,125.7896847,126.3174235,125.6109877,125.1218904,124.758858,124.4856393,124.2381319,123.9378286,123.5756785,123.0602515,122.3667381,121.5268134,120.5546145,119.4625787,118.3082046,117.1841945,116.0624066,115.0199475,114.0793524,113.2332986,112.5138286,111.9429085,111.519206,110.8450524,109.6850634,109.5663462,110.1467086,109.8976215,109.4885015,109.1269296,109.9343268,110.607632,110.1808962,109.6943484,109.1274865,109.5647551,109.7211027,108.8366292,107.8666642,106.8217567,106.7253189,106.4097253,105.1912341,103.9476552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,113.326,113.326,113.326,113.326,113.326,112.447,112.9413656,114.309856,116.6975932,120.2969951,122.9348514,124.9307429,126.5290965,127.0389281,126.3146096,125.8442083,125.4824694,125.1994764,124.9655505,124.6852695,124.3040905,123.7790411,123.1175953,122.2600468,121.2804495,120.1981857,119.0506794,117.9113568,116.8046741,115.7631305,115.3290996,114.2340102,114.0519386,114.4084945,113.7004487,112.4732334,111.4930409,111.9630573,112.5993992,112.4735443,112.180569,111.930194,112.8175391,113.5202484,113.222257,112.8617213,112.4177385,112.9446119,113.2086436,112.4597733,111.618047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,123.201,123.201,123.201,123.201,123.201,122.3,120.7698069,118.5306156,115.8314426,113.8498659,112.9037772,113.328906,114.6710183,117.0384134,120.616463,123.2654072,125.2624562,126.848778,127.3702962,126.664274,126.1736262,125.8010811,125.5497332,125.2967566,125.0088278,124.6377551,124.1188654,123.4413853,122.5986164,121.6178836,121.5052015,120.3078438,119.6370382,119.0186702,116.7486582,115.6423433,114.6390953,114.9701673,115.2684617,114.5664385,113.3545079,112.4021598,112.8664318,113.4174167,113.2999162,113.0330952,112.8266558,113.7207951,114.4142026,114.1284872,113.7972144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,126.577,126.577,126.577,126.577,126.577,125.433,124.7910335,123.8382954,122.8255442,121.8349845,120.8558657,119.1958778,116.9147709,114.2043326,112.2064065,111.2768633,111.7063201,113.0389038,115.417835,119.0123614,121.6417472,123.6281202,125.2460717,125.7485768,125.0348334,124.5552584,124.1910519,123.9263301,123.6923965,123.4074107,123.2687274,122.1757408,121.7801717,121.6407243,120.0229256,119.178823,118.0497302,117.8565603,117.1267848,114.8478877,113.7368655,112.7344536,112.9949874,113.157854,112.4508173,111.2435969,110.30564,110.7101928,111.2035741,111.086775,110.8286892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,132.88,132.88,132.88,132.88,132.88,132.914,131.11539,128.4541141,126.376501,123.7749416,122.0548196,121.0967967,119.9867405,118.8542969,117.7567901,116.7212555,115.0715311,112.7898141,110.0996239,108.1278811,107.1875335,107.6128537,108.9760708,111.3391148,114.9254195,117.5622916,119.5540323,121.1558323,121.674099,120.9664033,121.1700449,120.4529389,120.4322637,120.6696568,119.4492506,118.5720925,117.5488097,117.6149636,117.3432752,115.7199775,114.8742059,113.7491639,113.4628482,112.5768889,110.2937069,109.188746,108.2028081,108.38302,108.4686865,107.7610101,106.5615777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,122.049,122.049,122.049,122.049,122.049,126.524,130.1143335,134.1305115,137.1245464,138.0440718,137.3119597,135.1017307,132.1716256,129.9428722,127.26241,125.5481905,124.6004658,123.4898179,122.3758355,121.304572,120.255813,118.6049038,116.3613934,113.6629872,111.6935175,110.7660954,111.1987093,112.5466217,114.9242988,118.5065669,118.4178598,117.9445837,118.724579,120.4228339,121.383299,120.6491831,119.7884087,120.0362641,119.973152,118.5760138,117.5024926,116.265486,116.0257645,115.422828,113.6348272,112.6073794,111.2835288,110.6907658,109.5494254,107.1141946,105.8345745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,113.294,113.294,113.294,113.294,113.294,112.857,114.8094709,116.5787474,119.4735461,124.1039551,128.2188053,131.5225849,135.3392913,138.218712,139.0629737,138.331441,136.1355418,133.2068646,131.0073442,128.3583895,126.6355679,125.685109,124.6109551,123.4870427,122.4123291,121.3814753,119.7444177,117.4926949,114.8151802,112.8526751,113.8522365,114.6042236,116.7033905,119.8445077,122.3835288,121.7705483,121.5502259,123.0351506,124.8752797,126.0521622,125.5128268,124.8270918,125.222553,125.2765841,124.106067,123.2378996,122.1864679,122.1048264,121.7043835,120.1517359,119.332368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,126.045,126.045,126.045,126.045,126.045,124.254,121.5568512,119.1505904,116.8124564,114.6788774,114.0897836,115.8608658,117.5129944,120.3422418,124.9127895,129.0192934,132.3162447,136.1100045,138.9911791,139.8585386,139.1127412,136.9200112,134.0432024,131.8375024,129.1956896,127.4963157,126.5571153,125.4776146,124.3797457,123.311825,122.6614334,120.7848703,119.2995776,117.7105541,114.3171694,114.6554018,115.4916336,118.1150222,121.1952452,123.7277448,123.1320566,122.9456486,124.4347616,126.1849315,127.3624315,126.8504101,126.215909,126.6296188,126.6750435,125.5143503,124.6767401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,131.333,131.333,131.333,131.333,131.333,130.496,129.2832867,128.6169607,127.4465112,125.9659806,124.0968696,121.2878583,118.8158188,116.4542745,114.3071206,113.7418822,115.510343,117.1505826,119.9797193,124.551453,128.6205415,131.8941296,135.7070483,138.5573171,139.4191324,138.6915291,136.5255559,133.6533397,131.4826092,128.8605723,128.5231742,127.1099708,126.3351052,125.7188036,123.4677623,122.0877954,120.2973632,119.3309954,117.6646653,114.276057,114.6149389,115.4594585,118.0397164,120.9986876,123.5171704,122.9360349,122.7773291,124.2362216,125.9440392,127.1230257,126.6294345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,122.661,122.661,122.661,122.661,122.661,125.611,127.834205,128.825946,129.6105189,129.8379866,129.0278597,127.754729,127.0665661,125.8850612,124.3989114,122.5653497,119.7956417,117.3495809,115.0377553,112.9411993,112.3805528,114.138302,115.8076417,118.6090024,123.1501071,127.2063614,130.4716242,134.2451147,137.0977135,137.9582719,136.6242438,134.0920805,132.1836193,130.386053,126.8544845,125.6915548,124.3026167,123.9875941,123.2064902,120.9027097,119.4704905,117.638416,116.5550407,114.7081732,111.2735447,111.5629411,112.3687114,114.8251365,117.6474334,120.0942757,119.4727479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,107.691,107.691,107.691,107.691,107.691,110.166,113.3823905,116.3466426,118.8775577,121.0769906,124.0048731,126.1707717,127.15755,127.9360135,128.1664067,127.4033208,126.1764694,125.5144547,124.3846495,122.9564723,121.1509218,118.4220694,116.0595292,113.7801835,111.7197033,111.1941191,112.9547158,114.6067982,117.4054287,121.9086868,123.6337277,125.0483799,127.8765442,131.7925136,134.9920546,132.8004487,130.3160328,128.886475,126.9491583,123.4479212,122.2578847,120.8225377,120.3453391,119.394008,117.1095609,115.6649356,113.8015167,112.5660412,110.625689,107.2262802,107.4985647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,96.471,96.471,96.471,96.471,96.471,97.131,98.06752732,100.1145694,102.621609,105.4539689,107.9158543,111.0469908,113.9758594,116.4774456,118.6507597,121.5705754,123.732637,124.7245678,125.530652,125.8094618,125.0698475,123.8853607,123.2948194,122.1920304,120.81138,119.069653,116.4167538,114.1039021,111.8983668,109.896948,111.8341371,113.3990356,116.1477491,119.7664357,122.6022954,123.75344,125.3867044,128.8892298,132.8655365,136.2225764,134.2484467,131.9728122,130.7010379,128.9028454,125.6761253,124.6993082,123.4668546,123.1438109,122.3786421,120.3468969,119.1215545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,91.369,91.369,91.369,91.369,91.369,91.845,92.8172314,93.55985106,92.85853852,93.08689154,93.83282248,94.753263,96.76829728,99.22010821,101.9891634,104.4265999,107.5138619,110.3963286,112.8822836,115.0576494,117.9211772,120.0559181,121.0937826,121.8950989,122.1963276,121.5266986,120.4144968,119.8608207,118.834671,117.5189031,116.7572779,114.7739962,113.1170341,111.3216275,107.8072201,109.0990893,110.7313624,113.9466898,117.4358716,120.2148488,121.390793,123.0526954,126.5027835,130.3328436,133.6397466,131.7522275,129.595045,128.3837209,126.6261159,123.522642,122.6175982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,73.943,73.943,73.943,73.943,73.943,76.598,79.27446809,82.00042595,85.04473821,86.22502975,86.87292478,87.87644028,88.67529013,88.10045387,88.39506548,89.19072883,90.13520168,92.11258324,94.5240998,97.24176302,99.61465817,102.6221071,105.4714927,107.8948669,110.0292925,112.8380197,114.9509269,115.9820365,116.8087392,117.1479506,117.0350113,115.891414,115.2927251,114.8136043,112.8559018,111.4443855,109.6028117,108.4860408,106.687349,103.3157209,104.5918346,106.1951473,109.2682998,112.5454206,115.2113546,116.3775579,118.0228063,121.3338052,124.9765022,128.1860329,126.3761421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,61.618,61.618,61.618,61.618,61.618,62.801,63.78159488,64.34649318,65.52274375,68.26797824,70.91490277,73.47167181,76.07760115,78.99803546,80.1975006,80.93125062,81.98163547,82.82265413,82.40860115,82.79681472,83.61120836,84.5615005,86.51318382,88.83188213,91.45872502,93.77134404,96.67819923,99.423804,101.7898364,103.8664927,105.5219501,106.425689,108.0165337,109.9451909,110.6984329,109.9671417,108.9951736,108.9662341,108.5167552,106.7675108,105.502264,103.8282086,102.7987877,101.1035721,97.99126867,99.30367905,100.9201581,103.8751383,106.9810032,109.563466,110.7697964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,49.517,49.517,49.517,49.517,49.517,50.004,50.52684781,51.23710056,52.63185715,53.81004652,55.20698571,56.30904198,57.01403965,58.25173949,60.87323429,63.39152166,65.78697095,68.18939859,70.9305524,72.15122005,72.93200895,73.98705642,74.86685183,74.60170082,75.05901242,75.90281986,76.86163356,78.7227525,80.93087286,83.42217069,85.76726734,87.60912183,90.12918365,93.06357262,95.15495236,96.13860936,97.06298095,99.02386733,100.8173911,101.6346402,101.04294,100.2299692,100.2560386,99.91603111,98.45453856,97.38202017,95.92692407,95.0284346,93.4947103,90.7544563,92.11443595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,35.702,35.702,35.702,35.702,35.702,36.151,36.82907577,37.44678513,37.9118731,38.69102034,39.51198135,40.30031231,41.26833681,42.7854537,44.06980407,45.52496768,46.673598,47.45109005,48.69952689,51.10643903,53.37666838,55.49749,57.6146583,60.05368802,61.22327456,62.02652921,63.04070799,63.87847427,63.78697742,64.29584353,66.11685065,67.47941059,69.30111423,71.37544446,72.76677254,74.44118792,76.15062831,78.79666138,81.40961526,83.35797105,84.34863872,85.28588389,87.1218337,88.84806159,89.7445435,89.3551949,88.7805464,88.9443405,88.7534987,87.71094601,86.92416254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,19.541,19.541,19.541,19.541,19.541,20.439,21.02318492,21.84963869,22.70995059,23.33202766,23.96399162,24.68257429,25.41561174,26.06308127,26.92328569,27.84922188,28.75895905,29.82011901,31.28549274,32.53169476,33.8805005,34.94826864,35.71607418,36.85781295,38.88692169,40.7889677,42.52109117,44.20031542,46.21011087,47.25043396,47.98295498,48.33808008,48.98385306,49.76582576,50.06789671,51.22032222,52.34228175,54.09843566,55.77352793,56.97045476,58.41603765,59.87712939,62.06869927,64.27450827,65.93039501,66.83614001,67.70259351,69.28864772,70.71935826,71.62866651,71.43261015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
