Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106
30-34,279.3,279.3,279.3,279.3,279.3,278.2,283.3159684,291.6840565,300.6988592,308.7999606,318.7996726,327.5942248,336.4939415,345.7866503,356.8484593,363.3958683,367.993116,372.6569089,375.5846117,373.6991042,371.0883279,367.1544852,361.6118836,358.4828415,355.7751294,352.0939066,348.8794143,344.4889406,339.3030089,336.7926993,341.2182704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,349.6,349.6,349.6,349.6,349.6,338.9,329.3185612,316.6829928,304.9984028,297.3994665,297.2991839,301.0941655,309.5947391,317.7876316,327.1526142,336.3960306,345.393727,354.1600276,364.785659,375.7998543,381.4885109,386.5523025,391.5132937,393.7820955,392.0732957,389.2937103,385.0772339,380.2877428,376.2031112,373.0912968,374.3532173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,387.2,387.2,387.2,387.2,387.2,384.9,379.9214133,374.7793406,367.6986167,360.4999992,350.4997024,340.8940717,327.5940902,316.2869981,309.3541856,308.4945606,312.79306,320.9637153,329.2865259,338.4996242,347.8891995,358.0560303,366.1130384,376.8831131,388.3740853,394.6941185,399.7766079,403.5874818,406.6039656,404.2909705,404.1558574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,364.7,364.7,364.7,364.7,364.7,374,383.5216162,389.6783771,395.2986731,394.000104,391.6997139,386.2932725,381.4926595,374.4854275,367.6468161,357.7956855,347.1938545,334.3626039,323.0858013,315.7984506,315.6879861,319.4594073,327.911805,336.5844767,345.876497,355.1941274,365.5785843,373.7885505,384.6038659,395.4913927,396.8463408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,329.5,329.5,329.5,329.5,329.5,335.2,342.2192883,352.1806459,360.7986148,370.4999367,379.9995709,390.0930704,396.3923653,402.0846517,400.8422371,399.1958527,393.2930582,388.7555992,382.1845198,374.7993585,364.6887022,354.4565036,341.9116151,330.0841592,322.8772386,322.5930769,326.8804299,335.3896092,344.2032589,353.6923194,359.9107531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,331.8,331.8,331.8,331.8,331.8,326,322.8181948,322.7824891,326.1987214,332.1998433,337.2994639,345.893642,355.8935009,364.9857774,375.1456854,384.9959463,395.3929099,401.8540027,407.4840638,407.299729,404.7882418,399.8510338,395.1137053,388.2823925,381.5742166,371.394206,361.1792194,348.2891454,335.9027785,329.392687,335.5647411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,353.3,353.3,353.3,353.3,353.3,359.6,361.5203761,360.4796532,344.7978849,332.5993106,327.3991986,323.9940045,324.7946218,328.1871686,334.3514727,341.195944,348.9936369,359.059668,368.6856841,379.0000732,389.888351,400.3508655,407.0146679,412.8818633,412.772668,410.3946386,405.9768127,400.8880855,394.1042846,387.3916077,382.9693849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,267,267,267,267,267,278.7,291.0164024,305.5828392,330.7996931,346.0006617,352.2000107,354.1938236,353.5924602,337.5861605,326.9520083,322.2957111,319.394198,319.864834,323.9876779,329.8003917,337.0896269,345.2577897,355.8136821,365.5840843,375.7753333,386.3948825,397.0773276,405.0885206,410.8050712,410.4916513,407.099663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,229.4,229.4,229.4,229.4,229.4,233.7,238.5134432,239.9867788,244.299003,252.4999493,264.2997598,276.3952181,290.4952508,315.6889955,329.9537598,336.4992541,339.1958963,338.1621649,323.4870077,313.0995343,309.2901327,307.0627801,308.2128807,311.686749,318.4795372,324.595657,333.581643,343.5908095,353.0047166,363.7930176,370.4928823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,196.8,196.8,196.8,196.8,196.8,196.3,197.011104,198.7885224,201.7994372,206.8001748,212.0999401,217.0963118,218.4963969,222.6913818,231.7667238,242.7983472,253.7963657,267.5709004,291.0921177,304.7029366,311.4935979,313.5631586,313.112401,300.1876386,291.5814571,287.4966227,285.7850453,286.9931956,290.8046051,296.9949973,306.3338636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,151.2,151.2,151.2,151.2,151.2,152.3,155.0087367,157.2903114,159.0996128,161.6001884,162.599976,164.2972185,167.0973859,171.5938742,176.0754705,182.3008444,187.1991642,189.6810581,193.2949917,202.0026897,211.7953278,221.7750661,233.4127316,255.2912548,267.6850925,273.3000641,275.7867549,275.1946422,264.1052133,257.29628,261.3304044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,100.9,100.9,100.9,100.9,100.9,103.3,104.1058677,103.2932775,104.099888,104.6001997,107.0000009,110.0981269,113.0983761,115.2961604,117.984087,120.5019609,123.5005078,126.888249,131.1986977,137.1036904,141.898461,146.584905,149.0096631,152.7956925,160.0921098,168.1004482,177.2928565,186.9980921,204.8059795,215.3980329,213.8056647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,46.7,46.7,46.7,46.7,46.7,48.2,52.90298174,57.29558903,60.80009207,64.10032012,67.40018204,69.7989877,72.49949703,76.19789145,78.39029257,81.8041979,85.70286045,89.79396109,94.30250616,98.40599277,102.4011738,107.6914246,113.3117674,119.2993478,126.3967808,133.3042489,139.1980068,145.2021095,152.0081141,160.4017751,172.8099214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,5211.6,5211.6,5211.6,5211.6,5211.6,5250.1,5299.198675,5340.999204,5383.380087,5424.599758,5468.49421,5511.102331,5556.301026,5601.086126,5646.290352,5694.959067,5739.720265,5786.871076,5834.70265,5882.332156,5929.850138,5976.301427,6022.165975,6068.868086,6115.634436,6154.255885,6199.493662,6239.969372,6281.123839,6321.020051,6374.047383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,56.6,56.5,56.8,57,57.2,57.9,58.5,59,59.7,60,60.3,60.6,60.7,60.7,60.7,60.7,60.7,60.9,60.9,60.8,60.8,60.8,60.8,60.9,61.40560774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,80.9067515,81.3188982,81.10687286,80.65652306,80.28216745,80.19380589,79.61880388,79.23530188,79.96979576,79.94314612,80.14429431,80.88943147,80.69434759,81.6177884,82.88556246,83.51259114,84.37644786,84.22255156,84.68131656,86.60282408,88.05092307,88.41351002,89.30828556,90.69287388,90.71523072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,73.1067515,67.20977156,66.41726408,64.85668159,66.98180576,64.99372031,66.32139416,65.13760111,66.07513319,67.86465602,64.64156189,67.98874686,67.40945839,68.31946023,69.88123213,69.81436626,68.5938219,70.51144933,70.68581374,64.11102444,72.74954093,67.9201592,69.40966032,69.88718702,69.52827162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,144.5,144.5,144.5,144.5,144.5,147.3,150.0084548,151.1900419,152.2993577,152.5000276,151.9998944,152.0974013,152.3995415,152.4952618,153.0800559,153.5046751,153.5041049,153.3896463,153.1035574,152.4096026,151.4007499,150.587523,149.9143402,149.0979578,148.6947781,147.9043449,147.2977601,146.6998101,146.6077272,146.7015504,146.1658581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,134.5,134.5,134.5,134.5,134.5,134.6,135.6076432,138.3925075,142.199533,145.8000383,148.7998828,151.4973443,153.1953609,154.0939003,153.7776602,153.5978467,153.5969395,153.5846475,154.0945835,154.6016645,154.9014642,155.1875591,154.8120699,154.4025827,153.6992725,153.0028078,152.4970216,152.2043245,151.5060808,150.8014777,150.7673177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,149.9,149.9,149.9,149.9,149.9,147.1,144.0081166,140.6924692,136.599291,134.8997887,134.9996808,135.6974383,138.6975634,142.1944747,146.478763,149.6981313,151.8970036,153.2804923,154.193153,153.7991785,153.6947022,153.6805946,153.9070326,154.5935644,154.8911612,155.4035143,155.0973622,155.1017591,154.7108808,154.4061633,155.1126971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,172.6,172.6,172.6,172.6,172.6,170.6,168.0094694,163.5911109,159.7993826,156.4999484,153.4997897,150.5972718,146.9973854,143.0941544,140.9792029,141.0976863,142.1969718,144.9835514,148.6939991,152.6998124,155.6950104,158.2801877,160.3034522,161.2921432,160.8885894,160.5969258,160.8901679,160.8966842,161.2022134,161.8981703,162.6655084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,190.3,190.3,190.3,190.3,190.3,192,192.4108447,193.8891301,193.7992715,191.6000141,189.2998622,186.3967923,181.8968252,178.1930986,175.4746763,172.4983222,169.3974284,165.6820354,162.0938594,160.3002694,160.7947629,162.1802111,165.2067688,169.0927265,173.1887285,177.1977455,179.589874,181.3928526,182.3018873,181.7960285,182.1963384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,161.5,161.5,161.5,161.5,161.5,166.5,171.409661,176.9903249,182.2993582,186.0000062,187.9998104,188.4966533,188.8960028,189.2925655,186.9727766,184.8973828,181.996246,178.0795074,174.7922127,172.1991274,169.6946894,166.7795298,163.7056988,160.3929833,158.5895561,158.7969376,160.3906869,162.9955384,167.0017144,170.7964531,171.2085359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,137.4,137.4,137.4,137.4,137.4,139.2,143.7080997,148.6919644,155.0994578,162.4000026,167.7998202,171.9969285,177.3966518,182.5929272,186.2730122,188.6976846,188.6962781,189.377671,189.6918324,187.999121,185.693662,183.176781,179.6054682,176.2910909,173.7874421,171.1970336,168.1901529,165.2948086,161.9017384,160.2968954,161.996657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,171,171,171,171,171,164.6,158.1089114,150.1921301,142.6991898,139.0996872,140.3995667,144.6971645,150.2974528,156.1939181,162.8763564,168.1977403,173.0964596,177.7793608,182.9922377,186.3992659,189.0938734,189.6760766,190.0053711,190.5905749,188.6863775,186.5961097,183.7882933,180.0935391,177.1006448,174.6952672,174.8872083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,191.8,191.8,191.8,191.8,191.8,188.2,183.5103431,180.3900882,176.5993754,171.6000343,164.7998943,158.8972691,151.1973613,143.7939213,139.9790061,141.1971115,145.3964205,150.2826984,156.7932729,163.399417,168.5943305,173.1780687,178.5055493,183.4910696,187.1866545,189.2964051,189.4880102,190.7928304,191.0008811,188.7948478,188.0854296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,188.7,188.7,188.7,188.7,188.7,191.1,193.6109124,194.7892175,193.6992112,190.8999326,187.2997722,182.4967549,179.4965717,175.5931899,170.3753213,164.0978266,157.7971037,150.2832382,143.2932761,139.1988973,140.6939954,144.781115,150.0049705,155.8923609,162.4884644,167.8966649,172.5891221,177.4937291,182.6009493,186.7949788,186.7621049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,171.6,171.6,171.6,171.6,171.6,174,177.4099992,180.7901245,183.799314,186.1999601,188.599756,190.896553,192.3961544,191.0925087,188.9725627,185.2975475,180.9963473,177.8793427,174.2926118,169.0993548,163.1946277,156.5804889,149.704694,142.5926446,138.8896579,140.596221,143.9907783,149.3947825,155.0008338,161.7957976,164.5176677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,162.5,162.5,162.5,162.5,162.5,161.1,160.2090298,161.3912863,163.8993925,167.1999643,169.9997808,173.1968725,176.7966871,179.9929684,182.3734911,184.8977213,187.5962649,188.7779202,187.891859,185.499078,182.2939634,178.3774957,175.4054907,171.5917216,166.6882038,160.7969249,154.9906258,147.8948989,140.7005,137.2964133,140.5967897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,158.6,158.6,158.6,158.6,158.6,162.6,165.3093172,166.2907167,159.9989887,155.8996496,154.9995983,154.3971207,155.3973247,157.8938063,161.3765264,163.697723,167.0965785,170.2803369,174.1926655,176.2993302,178.9940564,181.7769502,182.6054487,182.3910655,180.387106,176.8966359,173.1891646,170.0940753,167.1009988,162.2957517,158.8204535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,119.8,119.8,119.8,119.8,119.8,121,123.9069837,128.5930379,140.0999204,148.4002931,152.7999814,155.0972391,156.1965609,150.4937174,147.0782447,146.0976431,145.8969107,146.6833585,149.3937362,152.7995559,155.194721,159.0799514,161.7051678,165.3919486,167.4880477,170.6967955,173.4890534,174.7938021,174.0009328,171.8953948,169.772829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,109.9,109.9,109.9,109.9,109.9,111.7,111.8063017,110.593949,109.8994943,109.2999443,110.2999062,112.5980927,117.8983108,128.295496,136.9807014,140.9992667,143.4978437,144.4833758,139.3937857,136.3991894,135.395118,135.3829757,136.504872,138.7933711,142.0900532,145.2972395,148.0908927,151.494875,154.8010257,156.9959548,158.6184095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,90.5,90.5,90.5,90.5,90.5,90.9,91.00512926,90.89492366,92.29978189,94.30010694,96.4999882,97.09835088,96.49825119,95.99620062,95.58608492,97.29865056,99.69812752,104.2885469,114.0964051,121.2006619,125.2968615,127.2844166,128.7042159,124.6941898,121.8915253,121.5977692,121.6928385,122.2962485,125.0010908,128.3969563,131.3115548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,63.4,63.4,63.4,63.4,63.4,64.1,64.90365812,66.29611576,67.29980175,68.70006383,69.59999655,70.49882689,71.29883022,73.29734802,75.78934921,77.59998043,79.09926488,78.89162111,78.69730696,78.80040307,80.39767481,82.69031484,86.70426551,95.29628335,101.4938165,104.9993327,106.9941729,107.7970442,104.5012374,102.6978117,104.6565935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,37.3,37.3,37.3,37.3,37.3,37.9,38.80218698,39.09763203,39.6998871,40.40002171,41.29996298,42.19925116,43.89932475,45.2984066,46.5935553,47.1001641,49.39975116,50.49494714,52.4989501,54.50096421,56.69906626,58.09359618,58.20304368,58.09796476,58.89665399,60.19953538,62.6970869,65.49888426,72.20162553,77.19890371,77.4257248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,15.6,15.6,15.6,15.6,15.6,16.5,17.10096385,18.99870968,20.19992001,21.20002389,22.20001075,23.39962788,24.19981355,25.29918038,26.29653975,27.70078607,29.10063077,30.79779104,32.30034983,34.40170816,35.50017792,37.99683392,40.3037553,42.59966779,45.39867937,47.60120775,49.3990959,51.10043968,52.70256651,54.80058345,59.0666618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,2571.4,2571.4,2571.4,2571.4,2571.4,2581,2590.846026,2601.75548,2612.289929,2622.899508,2633.196955,2642.252953,2655.051974,2665.197044,2677.313886,2688.17389,2699.956676,2709.300089,2722.499654,2732.006602,2743.223507,2754.77067,2765.811675,2776.585911,2785.324768,2796.570151,2804.35216,2813.330926,2821.945529,2830.3554,2844.63434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,30.6,30.4,30.5,30,30.2,30.4,30.6,30.6,30.6,30.5,30.4,30.3,30.2,29.9,29.9,29.6,29.5,29.3,29.3,29.3,29.3,29.2,29.3,29.4,28.92992209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,27.09585664,26.5199149,26.79681862,26.87583682,26.83025713,26.60768698,26.55909041,26.29676661,26.44076838,26.44297382,26.29848572,26.3758433,26.26818531,26.52713226,26.93631779,27.18453194,27.61904004,27.63278011,27.88872277,28.47142871,28.66408321,28.89102579,29.18731749,29.6180985,29.30658361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,6.195856635,7.316942797,6.700011717,7.475982071,6.930202028,5.307694766,8.759973185,5.897604737,8.242641106,6.450279763,7.698238289,5.676056004,9.073428642,6.028263977,8.335424212,9.385440825,8.725037527,9.329727231,7.390499043,10.27446925,7.264085453,8.593571475,8.38821466,8.71667242,8.964583651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,119.327,119.327,119.327,119.327,119.327,122.066,124.1489973,125.7896847,126.3174235,125.6109877,125.1218904,124.758858,124.4856393,124.2381319,123.9378286,123.5756785,123.0602515,122.3667381,121.5268134,120.5546145,119.4625787,118.3082046,117.1841945,116.0624066,115.0199475,114.0793524,113.2332986,112.5138286,111.9429085,111.519206,110.8450524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,113.326,113.326,113.326,113.326,113.326,112.447,112.9413656,114.309856,116.6975932,120.2969951,122.9348514,124.9307429,126.5290965,127.0389281,126.3146096,125.8442083,125.4824694,125.1994764,124.9655505,124.6852695,124.3040905,123.7790411,123.1175953,122.2600468,121.2804495,120.1981857,119.0506794,117.9113568,116.8046741,115.7631305,115.3290996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,123.201,123.201,123.201,123.201,123.201,122.3,120.7698069,118.5306156,115.8314426,113.8498659,112.9037772,113.328906,114.6710183,117.0384134,120.616463,123.2654072,125.2624562,126.848778,127.3702962,126.664274,126.1736262,125.8010811,125.5497332,125.2967566,125.0088278,124.6377551,124.1188654,123.4413853,122.5986164,121.6178836,121.5052015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,126.577,126.577,126.577,126.577,126.577,125.433,124.7910335,123.8382954,122.8255442,121.8349845,120.8558657,119.1958778,116.9147709,114.2043326,112.2064065,111.2768633,111.7063201,113.0389038,115.417835,119.0123614,121.6417472,123.6281202,125.2460717,125.7485768,125.0348334,124.5552584,124.1910519,123.9263301,123.6923965,123.4074107,123.2687274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,132.88,132.88,132.88,132.88,132.88,132.914,131.11539,128.4541141,126.376501,123.7749416,122.0548196,121.0967967,119.9867405,118.8542969,117.7567901,116.7212555,115.0715311,112.7898141,110.0996239,108.1278811,107.1875335,107.6128537,108.9760708,111.3391148,114.9254195,117.5622916,119.5540323,121.1558323,121.674099,120.9664033,121.1700449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,122.049,122.049,122.049,122.049,122.049,126.524,130.1143335,134.1305115,137.1245464,138.0440718,137.3119597,135.1017307,132.1716256,129.9428722,127.26241,125.5481905,124.6004658,123.4898179,122.3758355,121.304572,120.255813,118.6049038,116.3613934,113.6629872,111.6935175,110.7660954,111.1987093,112.5466217,114.9242988,118.5065669,118.4178598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,113.294,113.294,113.294,113.294,113.294,112.857,114.8094709,116.5787474,119.4735461,124.1039551,128.2188053,131.5225849,135.3392913,138.218712,139.0629737,138.331441,136.1355418,133.2068646,131.0073442,128.3583895,126.6355679,125.685109,124.6109551,123.4870427,122.4123291,121.3814753,119.7444177,117.4926949,114.8151802,112.8526751,113.8522365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,126.045,126.045,126.045,126.045,126.045,124.254,121.5568512,119.1505904,116.8124564,114.6788774,114.0897836,115.8608658,117.5129944,120.3422418,124.9127895,129.0192934,132.3162447,136.1100045,138.9911791,139.8585386,139.1127412,136.9200112,134.0432024,131.8375024,129.1956896,127.4963157,126.5571153,125.4776146,124.3797457,123.311825,122.6614334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,131.333,131.333,131.333,131.333,131.333,130.496,129.2832867,128.6169607,127.4465112,125.9659806,124.0968696,121.2878583,118.8158188,116.4542745,114.3071206,113.7418822,115.510343,117.1505826,119.9797193,124.551453,128.6205415,131.8941296,135.7070483,138.5573171,139.4191324,138.6915291,136.5255559,133.6533397,131.4826092,128.8605723,128.5231742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,122.661,122.661,122.661,122.661,122.661,125.611,127.834205,128.825946,129.6105189,129.8379866,129.0278597,127.754729,127.0665661,125.8850612,124.3989114,122.5653497,119.7956417,117.3495809,115.0377553,112.9411993,112.3805528,114.138302,115.8076417,118.6090024,123.1501071,127.2063614,130.4716242,134.2451147,137.0977135,137.9582719,136.6242438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,107.691,107.691,107.691,107.691,107.691,110.166,113.3823905,116.3466426,118.8775577,121.0769906,124.0048731,126.1707717,127.15755,127.9360135,128.1664067,127.4033208,126.1764694,125.5144547,124.3846495,122.9564723,121.1509218,118.4220694,116.0595292,113.7801835,111.7197033,111.1941191,112.9547158,114.6067982,117.4054287,121.9086868,123.6337277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,96.471,96.471,96.471,96.471,96.471,97.131,98.06752732,100.1145694,102.621609,105.4539689,107.9158543,111.0469908,113.9758594,116.4774456,118.6507597,121.5705754,123.732637,124.7245678,125.530652,125.8094618,125.0698475,123.8853607,123.2948194,122.1920304,120.81138,119.069653,116.4167538,114.1039021,111.8983668,109.896948,111.8341371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,91.369,91.369,91.369,91.369,91.369,91.845,92.8172314,93.55985106,92.85853852,93.08689154,93.83282248,94.753263,96.76829728,99.22010821,101.9891634,104.4265999,107.5138619,110.3963286,112.8822836,115.0576494,117.9211772,120.0559181,121.0937826,121.8950989,122.1963276,121.5266986,120.4144968,119.8608207,118.834671,117.5189031,116.7572779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,73.943,73.943,73.943,73.943,73.943,76.598,79.27446809,82.00042595,85.04473821,86.22502975,86.87292478,87.87644028,88.67529013,88.10045387,88.39506548,89.19072883,90.13520168,92.11258324,94.5240998,97.24176302,99.61465817,102.6221071,105.4714927,107.8948669,110.0292925,112.8380197,114.9509269,115.9820365,116.8087392,117.1479506,117.0350113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,61.618,61.618,61.618,61.618,61.618,62.801,63.78159488,64.34649318,65.52274375,68.26797824,70.91490277,73.47167181,76.07760115,78.99803546,80.1975006,80.93125062,81.98163547,82.82265413,82.40860115,82.79681472,83.61120836,84.5615005,86.51318382,88.83188213,91.45872502,93.77134404,96.67819923,99.423804,101.7898364,103.8664927,105.5219501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
