Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106
45-49,316.6,316.6,316.6,316.6,316.6,325.6,334.1188317,339.2812945,343.3987607,345.0999943,344.7996381,341.093936,338.8932777,333.7870383,326.5527696,316.0960186,305.3944812,292.9671674,280.9872226,274.2982747,274.1890813,278.1642921,286.1099432,295.2860529,305.3789239,315.2945521,323.8805909,331.1894804,339.6029863,347.2920933,348.183587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,277.6,277.6,277.6,277.6,277.6,282.2,290.2163573,299.0836533,307.9988899,316.7999972,325.5996671,333.594089,339.0934307,343.5867172,345.0500889,344.4960079,340.993467,339.5605556,334.3859593,326.4988629,316.4898774,306.8620197,293.4092968,281.8858254,275.1799806,275.4933311,279.4827026,287.5905264,296.502269,306.2928205,311.3198777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,273.9,273.9,273.9,273.9,273.9,269.9,267.1150552,267.2855853,269.7989011,274.6998408,280.2995455,287.69472,296.9946125,305.6881178,314.7543947,323.1962918,331.3937478,336.9610918,341.1858986,342.9989924,342.3892504,339.357519,337.2106481,332.1842095,325.0772023,314.7942915,304.9816395,292.5900345,281.3014502,274.6931944,280.6156981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,282,282,282,282,282,285.8,288.7162727,289.1837424,277.098271,267.99942,264.7993346,261.2951481,261.9955944,265.1895235,269.9606292,275.6962092,283.2943724,291.9667916,301.0878028,309.9994882,318.8899451,326.9592402,332.5109761,336.8842798,338.3766085,338.0945181,335.1796625,333.4888924,328.4024601,321.0919443,316.3522934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,208,208,208,208,208,217,227.012795,237.5868168,258.199794,270.2005183,274.8999854,277.2951133,277.2939987,266.5889995,258.6619178,255.4963329,252.6951489,253.1718881,256.1897035,261.3997392,267.2911112,274.2658377,283.4101791,292.2866069,300.679506,309.8950841,317.4810118,323.4897066,327.6028855,328.5922033,326.2362683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,176,176,176,176,176,180.3,183.2103262,184.2899417,187.1992117,192.9999592,201.6998431,211.5963896,222.0964444,241.5915645,252.9644381,257.9989649,260.3964163,260.4704268,250.9895161,243.1992206,240.7919761,238.1707114,239.5094046,242.2891301,247.7834356,252.9957551,259.6849063,268.8920057,277.6028885,285.3937123,290.9938642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,145.3,145.3,145.3,145.3,145.3,145.5,146.108235,148.1915469,151.0995578,155.7001166,159.5999468,163.3972174,164.7972393,167.1934526,173.874913,181.9983663,190.9969707,200.6779585,218.3936088,229.1017179,233.7947434,236.5717468,236.6086697,227.7901149,221.7853652,219.7968727,218.388053,218.7941971,222.3028326,226.7955617,234.2456392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,106.6,106.6,106.6,106.6,106.6,108,109.7061833,111.593284,113.7996935,115.000105,116.3999614,118.4979725,120.4980613,124.1954915,128.781951,133.1001923,136.7990637,138.4858911,141.3958719,147.201516,154.3962101,162.3814042,170.808753,186.3932573,196.3886186,200.5994321,203.0896506,203.9953693,196.9032854,191.6967444,194.7818302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,66.7,66.7,66.7,66.7,66.7,68.3,68.80387795,68.99565394,69.39982818,70.70007285,72.49996922,74.49871799,76.69886629,79.19729319,81.18890147,83.40090795,85.40004476,88.79155087,92.29868646,96.60224325,100.9986329,103.9890283,105.4063167,109.0965582,113.5940076,119.4998091,125.9945466,133.2982276,145.3038391,153.8982713,153.3767839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,29.7,29.7,29.7,29.7,29.7,30.7,33.1018657,36.09737271,38.69995607,40.30013084,42.10007456,44.59932621,46.0996599,48.29855951,50.1936192,52.7021973,55.30164406,58.19607405,61.40132909,64.40374726,67.10070603,70.79437356,75.20754925,79.39961246,84.99778817,89.50258235,94.39855157,97.80119495,103.0053017,108.6012427,117.4860379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,4429.9,4429.9,4429.9,4429.9,4429.9,4463.7,4501.853735,4538.146215,4574.782575,4610.599381,4646.794816,4683.616793,4719.515215,4759.417228,4797.510121,4837.259333,4873.527571,4912.261949,4951.525809,4989.420776,5028.367685,5064.902672,5100.716822,5136.298033,5174.384444,5209.855417,5240.234486,5275.08232,5304.79747,5332.626902,5374.445606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,53.5,53.3,53.1,53.3,53.5,54,54.7,55,55.3,55.5,55.7,55.7,55.5,55.6,55.7,55.5,55.5,55.4,55.4,55.3,55.3,55.5,55.5,55.6,55.61501443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,53.25543468,52.78314063,52.72042761,52.71881629,52.73153797,52.42921757,52.45454068,52.16554134,52.78557276,53.29349217,53.79015482,53.90639126,54.09321436,54.83813176,55.97421568,56.8467278,56.43992902,56.27270636,56.87959276,57.66138746,58.86981266,60.26782741,60.69914563,61.93694789,61.54059729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,37.65543468,36.27722494,36.02692625,35.21903911,35.43138069,35.32920575,33.6562711,37.16714354,36.08921596,36.90803877,34.38901855,37.40637469,37.50365328,36.93984894,39.37180011,38.34825095,35.9518365,36.86590247,39.68289061,37.56718398,34.16936595,39.47274482,34.70054729,34.33350531,36.99209035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,337,337,337,337,337,343.9,348.8196603,353.0766749,354.9984165,353.7999958,353.2997114,353.4939424,354.2989459,355.5889633,357.6534295,358.8109662,360.2096084,361.1755551,361.6083856,361.922729,361.40176,360.6700445,360.2344343,359.4950526,359.1873875,358.910549,358.3945089,357.9996127,358.0188702,358.4037755,358.7530055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,309.8,309.8,309.8,309.8,309.8,311,314.7177382,320.9826406,328.5988294,338.8999885,345.2996115,350.4937224,354.6890819,356.5857805,355.7482195,355.0948217,355.4927589,356.2642954,357.787261,359.4037357,360.9034333,362.6709084,363.8283352,364.3061134,364.298227,363.8066368,363.1928352,362.9103647,362.0144826,361.1035655,361.7430555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,334.8,334.8,334.8,334.8,334.8,330.7,326.4183977,319.8829041,313.6985153,310.7996268,311.1993452,315.3940991,321.5942812,329.4871046,339.4506876,346.0954695,351.192864,355.1545755,356.8839626,356.0979422,355.8875287,356.2548682,357.1162142,358.3849879,360.2793972,362.008285,363.2938774,364.3040645,364.725659,364.9145332,367.0096499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,365.1,365.1,365.1,365.1,365.1,360.7,353.019897,345.6813746,340.5987744,336.4999857,332.5996517,328.294169,321.4941426,315.4871461,312.5538404,313.2943983,317.4926789,323.5626005,331.7856003,341.4985505,348.2881596,353.6549715,357.9064365,359.9818068,358.7739112,358.0922963,358.3773537,359.2922501,361.3043805,362.9955882,365.7531441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,367.9,367.9,367.9,367.9,367.9,372.8,376.5212216,380.6788609,381.4985576,377.9000154,373.8997284,368.3936685,360.3935952,355.6861339,352.1489376,347.7957405,343.1938128,337.6621469,331.4858342,329.3987997,330.7878054,334.057606,340.6116842,348.9831593,359.0747689,365.4933335,371.6770127,374.8827418,377.1019649,375.790212,377.0017565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,340.5,340.5,340.5,340.5,340.5,349.9,358.2201901,365.9799221,375.098674,382.7999971,388.1995705,391.892988,395.3922702,396.5846314,392.9431606,388.9954359,383.6931373,376.8576047,371.7848981,368.099449,364.1885063,359.7557197,354.3123513,348.883726,346.6760452,347.6928606,351.2788115,357.6885193,365.4027674,375.3908517,376.8139734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,307.8,307.8,307.8,307.8,307.8,306.2,311.7175691,320.9825854,331.1987884,343.4999958,353.1996589,361.3936313,368.9929567,377.9852931,385.64404,391.0950277,394.2920915,397.5536807,398.5829497,396.0984555,392.0876279,386.9520744,380.3125871,375.2824266,372.0743765,368.0934966,363.5785504,358.8887803,353.2028147,350.7920484,355.4519969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,382.2,382.2,382.2,382.2,382.2,367.6,353.019897,335.6822837,320.4982939,310.6993819,309.2990798,314.893819,324.0944157,333.8869329,345.5498116,355.0952982,363.6927454,371.057015,379.5837854,388.3984453,393.2869656,396.7497742,400.0120595,401.4804604,398.571676,395.1928623,389.3763759,383.0872794,378.7028632,374.5911612,375.8608874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,406,406,406,406,406,405.6,402.9227097,398.9779746,391.5985683,380.6000617,367.1997827,352.0939996,335.6940817,321.0866167,311.853451,310.693701,315.9922112,324.2626188,334.3855189,345.4987047,355.7880098,363.4540907,371.9113864,380.4814234,387.8723317,393.4923889,396.8749315,400.38568,401.5021156,399.5895094,397.885474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,374.7,374.7,374.7,374.7,374.7,382.9,391.7220784,396.7782327,399.6985222,400.9999646,401.1995617,397.6929245,393.4921388,386.3849813,377.1454315,362.7951512,348.5934602,332.5625578,317.9851132,308.8975362,306.8870247,312.5591631,320.8103219,331.2835017,342.5754554,352.3928253,360.6772821,368.6867443,377.4018669,385.4896561,386.1060566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,332.2,332.2,332.2,332.2,332.2,335.9,342.4192996,351.7808116,360.7986781,368.5999626,376.7995765,385.1931311,390.7924183,393.8846564,395.2426772,394.5951797,391.4922027,387.5545518,381.283565,370.9982217,358.0881596,344.0569966,328.0099419,313.9836231,304.9771064,303.2915607,309.279824,317.7884524,327.6013942,338.2909535,343.2889415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,323.9,323.9,323.9,323.9,323.9,319.4,315.8178002,315.183048,318.0987536,321.7998426,325.6994858,332.5938937,341.8937434,350.1863031,358.1479193,366.2953232,374.9924892,380.7556649,383.9834861,385.3982206,384.987334,381.7515789,378.3111173,371.681692,362.1739112,349.3929976,335.379152,321.0884115,306.6006851,297.9917131,304.0214996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,327,327,327,327,327,329.8,331.018657,330.1816289,317.4981463,308.9994431,304.4993223,301.2944716,301.0948586,303.7879865,307.3550706,311.6952559,318.6931957,327.2622764,336.5857065,344.0986603,352.3880911,360.7542064,365.8110014,369.3817994,370.7733853,370.7930197,367.1766705,364.3868006,357.9016447,348.9902608,342.2595304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,254.6,254.6,254.6,254.6,254.6,262.1,270.5152469,279.5845521,296.8995476,306.4004319,309.6998944,311.1944851,310.793446,299.1876964,291.4571028,287.1956265,284.1942182,284.567932,287.0879187,291.2990712,295.6895309,301.9617023,310.810294,319.384503,326.4767642,335.093567,343.0783811,348.4876428,352.2018784,353.4904447,350.3349749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,217.7,217.7,217.7,217.7,217.7,223.3,225.912733,225.8876634,227.4990619,233.5999426,241.2997684,249.1956719,258.3957016,274.7901506,284.0597853,286.8982336,288.9955769,289.0669889,278.8880495,271.2988379,268.3906906,265.8668573,266.5098307,268.5873713,272.5810959,277.294631,283.0827885,291.5904058,300.4021804,307.5922369,312.7773414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-79,180.3,180.3,180.3,180.3,180.3,179.7,180.3101627,182.2896575,186.0995133,190.8001821,195.8999573,199.3966113,199.7965612,202.5921057,207.9699915,215.8981776,223.0964645,231.6744207,246.8922259,256.0013893,258.89357,261.1684018,261.509405,252.688685,246.5833728,243.7960842,241.9862293,242.7930607,245.0025589,249.4945014,256.3563014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-84,130.5,130.5,130.5,130.5,130.5,131.6,133.9075473,136.0918665,139.0996535,140.8001575,141.7999847,144.0975675,147.0976589,151.2945419,156.7780303,161.9002056,165.7987759,167.2827571,169.1949034,175.4016139,182.1954929,189.378103,196.2096046,210.0920773,218.0869879,221.1988846,222.9883269,223.7946231,216.3032366,211.596027,214.4222101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-89,81.2,81.2,81.2,81.2,81.2,83.1,82.9046727,83.39478353,84.199803,86.10009965,87.59997472,90.39845586,92.89864067,95.7967272,98.7864958,100.3008705,103.399894,106.9896954,111.198264,116.0025358,121.0982733,125.2866244,126.4073225,128.6958521,133.6928471,139.5997851,145.7935265,151.3977607,162.7040351,169.5978993,169.2779039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90+,35.6,35.6,35.6,35.6,35.6,37.7,40.60228844,44.29680217,46.89992038,49.60014233,51.60007989,53.69918286,56.19959211,58.39824698,61.09221076,63.70248276,66.70187275,70.39517738,74.00142111,76.90433699,80.90072547,85.19314188,90.20891181,95.69940547,101.7972476,107.3030447,112.4982235,116.2013809,121.1062127,128.3013903,137.0937147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,5408.8,5408.8,5408.8,5408.8,5408.8,5433.9,5460.507767,5487.394267,5514.579017,5543.199218,5570.293746,5601.100435,5629.098531,5658.681998,5691.580293,5718.247365,5751.210059,5781.662115,5810.988849,5842.717235,5872.138689,5902.196833,5930.84324,5958.757667,5986.526295,6012.939109,6037.984661,6065.654576,6089.201611,6114.406328,6152.211418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Births,na,na,na,na,na,na,71,71,70.5,70.4,71,71.3,71.6,72.2,72.4,72.7,72.6,72.6,72.5,72.1,72,71.8,71.7,71.7,71.7,71.6,71.5,71.4,71.8,72,71.89812412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaths,na,na,na,na,na,na,63.10134695,62.25807402,62.52493349,62.1107873,62.65062298,62.24473551,62.13866019,61.23357392,61.25637697,61.62019637,61.39210856,61.30302217,61.69191,62.32038417,63.02681115,63.74514629,64.06416966,64.26766279,64.6589277,66.13184714,66.29892665,67.11725274,67.32787471,68.31569966,67.7950771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration,na,na,na,na,na,na,18.40134695,18.75110024,18.93260143,20.31105015,18.75043481,21.8447171,18.54070227,18.73544756,22.3606056,14.83701471,21.7909435,19.70308953,18.10387743,21.72247144,20.62422372,22.54695069,20.07777112,20.96004462,20.86278918,20.63860847,20.09852819,23.22283177,18.82955623,21.71204257,21.39383628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-4,279.2,279.2,279.2,279.2,279.2,284.6,289.4163122,293.380597,294.5986522,293.5999715,293.7997435,294.5949443,296.0991093,298.0907646,300.860863,304.3095783,306.9083295,309.2790994,310.207188,311.5194822,312.8014763,313.1739186,313.5299353,313.2956887,313.2890132,313.1091968,312.8951831,312.5996615,312.8164778,312.9032965,313.8223762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep,272.9,272.9,272.9,272.9,272.9,271.8,272.9153821,276.9849493,284.799086,293.4000633,299.0997014,304.2945556,308.4908331,309.3877372,308.0552891,308.2960341,308.9943306,310.6693543,312.4896838,315.7040841,318.7031634,321.4742345,323.9254243,325.9050115,326.8978868,327.6060644,328.0934903,328.208992,328.4132802,328.5032144,329.5500953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,305.1,305.1,305.1,305.1,305.1,302.2,299.1168589,294.6839869,287.5985392,284.0996289,283.0994357,284.7947634,289.0950482,297.6885516,305.5558331,311.8965148,317.1941779,320.7600798,322.3864784,321.2991822,320.7897776,321.5604274,323.7158375,325.7875574,329.2822672,331.7078101,334.5943885,337.1037891,339.0231521,340.2126356,342.8560921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,336.5,336.5,336.5,336.5,336.5,335,331.9187077,327.1821591,323.2987695,320.1999123,317.3995747,312.8943332,308.5942588,301.4877672,298.3561702,297.4952667,298.9937908,303.9656819,311.9875946,321.2998784,327.8899792,333.658753,336.8081468,338.6843472,337.2770495,336.9945143,337.9805582,339.8940603,342.3059146,345.3971967,348.6488489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,335,335,335,335,335,342.6,349.5196997,354.9802448,358.1986799,356.9000297,354.7997319,350.393942,345.0937055,341.9866631,338.8508679,335.0959997,331.694058,327.3632581,321.2865544,317.8992563,318.5891352,321.0602902,326.0123353,334.6850502,343.9771356,350.5949379,355.2794291,358.5858694,360.3036336,358.9924836,360.6022858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,295.5,295.5,295.5,295.5,295.5,304.6,315.1177608,323.2823932,333.4988613,344.8000371,351.6996469,356.3936542,361.3927863,363.7858728,362.1475167,360.1954696,356.0932235,351.0599094,347.8852865,344.5988434,341.5889663,337.5580514,334.1111605,328.6847218,325.577642,325.3936533,328.580676,333.7900741,341.8034072,350.4924969,351.6767203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
