Age,Yr0,Yr1,Yr2,Yr3,Yr4,Yr5,Yr6,Yr7,Yr8,Yr9,Yr10,Yr11,Yr12,Yr13,Yr14,Yr15,Yr16,Yr17,Yr18,Yr19,Yr20,Yr21,Yr22,Yr23,Yr24,Yr25,Yr26,Yr27,Yr28,Yr29,Yr30,Yr31,Yr32,Yr33,Yr34,Yr35,Yr36,Yr37,Yr38,Yr39,Yr40,Yr41,Yr42,Yr43,Yr44,Yr45,Yr46,Yr47,Yr48,Yr49,Yr50,Yr51,Yr52,Yr53,Yr54,Yr55,Yr56,Yr57,Yr58,Yr59,Yr60,Yr61,Yr62,Yr63,Yr64,Yr65,Yr66,Yr67,Yr68,Yr69,Yr70,Yr71,Yr72,Yr73,Yr74,Yr75,Yr76,Yr77,Yr78,Yr79,Yr80,Yr81,Yr82,Yr83,Yr84,Yr85,Yr86,Yr87,Yr88,Yr89,Yr90,
0,-0.313684189693,-0.293039613425,-0.21355913539,-0.233516533203,-0.25281795856,-0.292911632089,-0.312085506389,-0.332105764857,-0.252685177833,-0.292692817845,-0.233078949329,-0.272285306823,-0.252688877339,-0.233015526402,-0.213189714513,-0.213588789326,-0.114238923828,-0.115440360157,-0.135581339571,-0.135680450808,-0.155773108737,-0.155814582192,-0.156823508995,-0.156796888692,-0.127076612257,-0.119465759051,-0.111854905845,-0.104244052639,-0.0966331994327,-0.0890223462266,-0.0814114930205,-0.0738006398144,-0.0661897866084,-0.0585789334023,-0.0509680801962,-0.0433572269901,-0.035746373784,-0.0281355205779,-0.0205246673718,-0.0129138141657,-0.00530296095963,0.00230789224646,0.00991874545255,0.0175295986586,0.0251404518647,0.0327513050708,0.0403621582769,0.047973011483,0.0555838646891,0.0631947178952,0.0708055711013,0.0784164243074,0.0860272775134,0.0936381307195,0.101248983926,0.108859837132,0.116470690338,0.124081543544,0.13169239675,0.139303249956,0.146914103162,0.154524956368,0.162135809574,0.16974666278,0.177357515987,0.184968369193,0.192579222399,0.200190075605,0.207800928811,0.215411782017,0.223022635223,0.230633488429,0.238244341635,0.245855194841,0.253466048047,0.261076901254,0.26868775446,0.276298607666,0.283909460872,0.291520314078,0.299131167284,0.30674202049,0.314352873696,0.321963726902,0.329574580108,0.337185433314,0.34479628652,0.352407139727,0.360017992933,0.367628846139,0.375239699345,
1,0.121163733292,0.120935699451,0.0816977074402,0.0809394534815,0.0811743477807,0.0611694404247,0.0812528563594,0.0811604710999,0.0812631909846,0.0616964525133,0.0604317261814,0.0611644000322,0.0216149094165,0.0207001541477,0.0208701499395,0.00122833669253,0.00155450050065,0.000139565879605,-0.0185692768415,0.00108454849924,-0.0193065743163,0.00117124803206,0.000750379736368,0.000689414823102,-0.0303601473453,-0.0361422152514,-0.0419242831575,-0.0477063510636,-0.0534884189697,-0.0592704868759,-0.065052554782,-0.0708346226881,-0.0766166905942,-0.0823987585003,-0.0881808264065,-0.0939628943126,-0.0997449622187,-0.105527030125,-0.111309098031,-0.117091165937,-0.122873233843,-0.128655301749,-0.134437369655,-0.140219437562,-0.146001505468,-0.151783573374,-0.15756564128,-0.163347709186,-0.169129777092,-0.174911844998,-0.180693912904,-0.18647598081,-0.192258048717,-0.198040116623,-0.203822184529,-0.209604252435,-0.215386320341,-0.221168388247,-0.226950456153,-0.232732524059,-0.238514591966,-0.244296659872,-0.250078727778,-0.255860795684,-0.26164286359,-0.267424931496,-0.273206999402,-0.278989067308,-0.284771135215,-0.290553203121,-0.296335271027,-0.302117338933,-0.307899406839,-0.313681474745,-0.319463542651,-0.325245610557,-0.331027678463,-0.33680974637,-0.342591814276,-0.348373882182,-0.354155950088,-0.359938017994,-0.3657200859,-0.371502153806,-0.377284221712,-0.383066289619,-0.388848357525,-0.394630425431,-0.400412493337,-0.406194561243,-0.411976629149,
2,0.12076173207,0.120518078979,0.0810385787132,0.0810433836636,0.0805192453737,0.0607685989948,0.0808633632883,0.0808504312589,0.0808751228535,0.0614116478349,0.0606112072979,0.0600925691375,0.0213035486909,0.0208671772719,0.0201471489964,0.000682345332428,0.00139944179558,0.000335465260783,-0.0197430986369,0.00121235292566,-0.0194982680824,0.000593397106994,0.000705216467018,0.000248959727643,-0.0306522793757,-0.0364298205468,-0.042207361718,-0.0479849028891,-0.0537624440602,-0.0595399852313,-0.0653175264025,-0.0710950675736,-0.0768726087447,-0.0826501499159,-0.088427691087,-0.0942052322581,-0.0999827734292,-0.1057603146,-0.111537855771,-0.117315396943,-0.123092938114,-0.128870479285,-0.134648020456,-0.140425561627,-0.146203102798,-0.151980643969,-0.157758185141,-0.163535726312,-0.169313267483,-0.175090808654,-0.180868349825,-0.186645890996,-0.192423432167,-0.198200973338,-0.20397851451,-0.209756055681,-0.215533596852,-0.221311138023,-0.227088679194,-0.232866220365,-0.238643761536,-0.244421302707,-0.250198843879,-0.25597638505,-0.261753926221,-0.267531467392,-0.273309008563,-0.279086549734,-0.284864090905,-0.290641632076,-0.296419173248,-0.302196714419,-0.30797425559,-0.313751796761,-0.319529337932,-0.325306879103,-0.331084420274,-0.336861961445,-0.342639502617,-0.348417043788,-0.354194584959,-0.35997212613,-0.365749667301,-0.371527208472,-0.377304749643,-0.383082290814,-0.388859831986,-0.394637373157,-0.400414914328,-0.406192455499,-0.41196999667,
3,0.120653060042,0.12040367519,0.0809179600014,0.0806899579202,0.0809447126317,0.0604187406201,0.080750365524,0.0807761471095,0.0808811647998,0.0613389813494,0.0606424868479,0.0605870757637,0.0205093271701,0.0208022496828,0.0205609337577,0.000192469450726,0.00108613446408,0.00041737854866,-0.0193214945611,0.000298689763841,-0.019126262491,0.000664987123761,0.000377183153088,0.000427771783338,-0.0306941909285,-0.0364693718549,-0.0422445527813,-0.0480197337078,-0.0537949146342,-0.0595700955606,-0.0653452764871,-0.0711204574135,-0.0768956383399,-0.0826708192663,-0.0884460001928,-0.0942211811192,-0.0999963620456,-0.105771542972,-0.111546723898,-0.117321904825,-0.123097085751,-0.128872266678,-0.134647447604,-0.140422628531,-0.146197809457,-0.151972990384,-0.15774817131,-0.163523352236,-0.169298533163,-0.175073714089,-0.180848895016,-0.186624075942,-0.192399256869,-0.198174437795,-0.203949618721,-0.209724799648,-0.215499980574,-0.221275161501,-0.227050342427,-0.232825523354,-0.23860070428,-0.244375885206,-0.250151066133,-0.255926247059,-0.261701427986,-0.267476608912,-0.273251789839,-0.279026970765,-0.284802151691,-0.290577332618,-0.296352513544,-0.302127694471,-0.307902875397,-0.313678056324,-0.31945323725,-0.325228418176,-0.331003599103,-0.336778780029,-0.342553960956,-0.348329141882,-0.354104322809,-0.359879503735,-0.365654684661,-0.371429865588,-0.377205046514,-0.382980227441,-0.388755408367,-0.394530589294,-0.40030577022,-0.406080951146,-0.411856132073,
4,0.120548987727,0.120302413207,0.0808268132815,0.0805986061418,0.0805748506244,0.0608297494112,0.0804136887754,0.08066319489,0.0807750539439,0.0613287191366,0.0605534705303,0.0605994651359,0.021003632891,0.0200578616227,0.0205291687915,0.000656771392352,0.000646703899299,0.000156588142602,-0.0192068313236,0.000753334824156,-0.0200231075133,0.00105396754879,0.000451168019843,0.000116122653542,-0.0307472215338,-0.0365210339024,-0.0422948462709,-0.0480686586395,-0.053842471008,-0.0596162833766,-0.0653900957451,-0.0711639081137,-0.0769377204822,-0.0827115328508,-0.0884853452194,-0.0942591575879,-0.100032969956,-0.105806782325,-0.111580594694,-0.117354407062,-0.123128219431,-0.128902031799,-0.134675844168,-0.140449656536,-0.146223468905,-0.151997281273,-0.157771093642,-0.163544906011,-0.169318718379,-0.175092530748,-0.180866343116,-0.186640155485,-0.192413967853,-0.198187780222,-0.20396159259,-0.209735404959,-0.215509217328,-0.221283029696,-0.227056842065,-0.232830654433,-0.238604466802,-0.24437827917,-0.250152091539,-0.255925903907,-0.261699716276,-0.267473528644,-0.273247341013,-0.279021153382,-0.28479496575,-0.290568778119,-0.296342590487,-0.302116402856,-0.307890215224,-0.313664027593,-0.319437839961,-0.32521165233,-0.330985464699,-0.336759277067,-0.342533089436,-0.348306901804,-0.354080714173,-0.359854526541,-0.36562833891,-0.371402151278,-0.377175963647,-0.382949776016,-0.388723588384,-0.394497400753,-0.400271213121,-0.40604502549,-0.411818837858,
5,-0.659501845377,-0.679746610363,-0.659217446742,-0.579466775824,-0.499473688311,-0.479463624942,-0.439115422016,-0.419625981549,-0.439274069119,-0.458697469623,-0.459408933819,-0.439443042469,-0.438934860934,-0.379431389157,-0.340198728314,-0.299341514186,-0.258872321382,-0.240296720109,-0.219467382937,-0.179131675898,-0.179568426026,-0.159858787678,-0.179157841171,-0.179810007325,-0.106415795482,-0.08404071057,-0.0616656256577,-0.0392905407453,-0.016915455833,0.0054596290793,0.0278347139916,0.050209798904,0.0725848838163,0.0949599687286,0.117335053641,0.139710138553,0.162085223466,0.184460308378,0.20683539329,0.229210478203,0.251585563115,0.273960648027,0.29633573294,0.318710817852,0.341085902764,0.363460987677,0.385836072589,0.408211157501,0.430586242413,0.452961327326,0.475336412238,0.49771149715,0.520086582063,0.542461666975,0.564836751887,0.5872118368,0.609586921712,0.631962006624,0.654337091537,0.676712176449,0.699087261361,0.721462346274,0.743837431186,0.766212516098,0.788587601011,0.810962685923,0.833337770835,0.855712855748,0.87808794066,0.900463025572,0.922838110485,0.945213195397,0.967588280309,0.989963365222,1.01233845013,1.03471353505,1.05708861996,1.07946370487,1.10183878978,1.1242138747,1.14658895961,1.16896404452,1.19133912943,1.21371421434,1.23608929926,1.25846438417,1.28083946908,1.30321455399,1.32558963891,1.34796472382,1.37033980873,
6,0.0604063981977,0.100204080613,0.14058847324,0.160477414976,0.160449754343,0.10045703587,0.100540979017,0.100821909749,0.0604064753724,0.0611460954103,0.0605975955821,0.0805553660972,0.0609429456078,0.0806349752121,0.0603052363519,0.0598855875251,0.0410730645465,0.0202192193777,0.0200866286921,0.0206174577527,0.000571540938954,0.000607495618576,-0.0200466359898,0.000604184744523,-0.0112129098761,-0.0172171202624,-0.0232213306486,-0.0292255410349,-0.0352297514211,-0.0412339618073,-0.0472381721936,-0.0532423825798,-0.0592465929661,-0.0652508033523,-0.0712550137386,-0.0772592241248,-0.083263434511,-0.0892676448973,-0.0952718552835,-0.10127606567,-0.107280276056,-0.113284486442,-0.119288696828,-0.125292907215,-0.131297117601,-0.137301327987,-0.143305538373,-0.14930974876,-0.155313959146,-0.161318169532,-0.167322379918,-0.173326590305,-0.179330800691,-0.185335011077,-0.191339221463,-0.19734343185,-0.203347642236,-0.209351852622,-0.215356063008,-0.221360273395,-0.227364483781,-0.233368694167,-0.239372904553,-0.24537711494,-0.251381325326,-0.257385535712,-0.263389746098,-0.269393956485,-0.275398166871,-0.281402377257,-0.287406587643,-0.29341079803,-0.299415008416,-0.305419218802,-0.311423429188,-0.317427639574,-0.323431849961,-0.329436060347,-0.335440270733,-0.341444481119,-0.347448691506,-0.353452901892,-0.359457112278,-0.365461322664,-0.371465533051,-0.377469743437,-0.383473953823,-0.389478164209,-0.395482374596,-0.401486584982,-0.407490795368,
7,0.0603755217801,0.100165751059,0.140600149572,0.16035865424,0.160459044982,0.100423907764,0.100523844048,0.100522661474,0.0608815025519,0.0608656826932,0.0604960752798,0.080614495925,0.0610102539295,0.0805791343881,0.0604179593308,0.0604301087756,0.0403363814156,0.0202112327454,0.0206264517893,0.0201937903466,0.000339406297083,0.000764589934279,-0.019564821092,-0.000270097656782,-0.0112889618566,-0.0172966177437,-0.0233042736308,-0.0293119295179,-0.035319585405,-0.0413272412921,-0.0473348971792,-0.0533425530663,-0.0593502089534,-0.0653578648405,-0.0713655207276,-0.0773731766147,-0.0833808325018,-0.0893884883889,-0.095396144276,-0.101403800163,-0.10741145605,-0.113419111937,-0.119426767824,-0.125434423712,-0.131442079599,-0.137449735486,-0.143457391373,-0.14946504726,-0.155472703147,-0.161480359034,-0.167488014921,-0.173495670808,-0.179503326695,-0.185510982583,-0.19151863847,-0.197526294357,-0.203533950244,-0.209541606131,-0.215549262018,-0.221556917905,-0.227564573792,-0.233572229679,-0.239579885566,-0.245587541454,-0.251595197341,-0.257602853228,-0.263610509115,-0.269618165002,-0.275625820889,-0.281633476776,-0.287641132663,-0.29364878855,-0.299656444437,-0.305664100325,-0.311671756212,-0.317679412099,-0.323687067986,-0.329694723873,-0.33570237976,-0.341710035647,-0.347717691534,-0.353725347421,-0.359733003308,-0.365740659196,-0.371748315083,-0.37775597097,-0.383763626857,-0.389771282744,-0.395778938631,-0.401786594518,-0.407794250405,
8,0.0603607634684,0.100160574681,0.14058712253,0.160395886429,0.160352006263,0.10045958168,0.100502255456,0.100505403747,0.0606107544199,0.0613693832467,0.0602300152271,0.0805270251664,0.0610537655432,0.0806306745516,0.0603616079023,0.060558072088,0.0408959957048,0.0194904674773,0.0206182597453,0.0207333535999,-8.44735248542e-05,0.000532352442622,-0.0194072362298,0.000211564403048,-0.0112194724219,-0.0172225474691,-0.0232256225162,-0.0292286975634,-0.0352317726105,-0.0412348476577,-0.0472379227048,-0.053240997752,-0.0592440727991,-0.0652471478463,-0.0712502228934,-0.0772532979406,-0.0832563729877,-0.0892594480348,-0.095262523082,-0.101265598129,-0.107268673176,-0.113271748223,-0.119274823271,-0.125277898318,-0.131280973365,-0.137284048412,-0.143287123459,-0.149290198506,-0.155293273553,-0.161296348601,-0.167299423648,-0.173302498695,-0.179305573742,-0.185308648789,-0.191311723836,-0.197314798884,-0.203317873931,-0.209320948978,-0.215324024025,-0.221327099072,-0.227330174119,-0.233333249166,-0.239336324214,-0.245339399261,-0.251342474308,-0.257345549355,-0.263348624402,-0.269351699449,-0.275354774496,-0.281357849544,-0.287360924591,-0.293363999638,-0.299367074685,-0.305370149732,-0.311373224779,-0.317376299826,-0.323379374874,-0.329382449921,-0.335385524968,-0.341388600015,-0.347391675062,-0.353394750109,-0.359397825156,-0.365400900204,-0.371403975251,-0.377407050298,-0.383410125345,-0.389413200392,-0.395416275439,-0.401419350487,-0.407422425534,
9,0.0603545917896,0.10014567962,0.140581832616,0.160382238493,0.160388873585,0.100352018499,0.10053770175,0.100497145119,0.0605936471296,0.0610990633928,0.060733919133,0.080260738955,0.0609817314184,0.080689550192,0.060428480105,0.0605018091435,0.0410239291777,0.0200506903181,0.0198977036939,0.0207252645673,0.000455156387269,0.000108682506416,-0.0196386761628,0.000369313277047,-0.0112288351595,-0.0172322122547,-0.0232355893498,-0.0292389664449,-0.03524234354,-0.0412457206351,-0.0472490977302,-0.0532524748254,-0.0592558519205,-0.0652592290156,-0.0712626061107,-0.0772659832058,-0.0832693603009,-0.0892727373961,-0.0952761144912,-0.101279491586,-0.107282868681,-0.113286245777,-0.119289622872,-0.125292999967,-0.131296377062,-0.137299754157,-0.143303131252,-0.149306508347,-0.155309885442,-0.161313262537,-0.167316639633,-0.173320016728,-0.179323393823,-0.185326770918,-0.191330148013,-0.197333525108,-0.203336902203,-0.209340279298,-0.215343656394,-0.221347033489,-0.227350410584,-0.233353787679,-0.239357164774,-0.245360541869,-0.251363918964,-0.257367296059,-0.263370673154,-0.26937405025,-0.275377427345,-0.28138080444,-0.287384181535,-0.29338755863,-0.299390935725,-0.30539431282,-0.311397689915,-0.31740106701,-0.323404444106,-0.329407821201,-0.335411198296,-0.341414575391,-0.347417952486,-0.353421329581,-0.359424706676,-0.365428083771,-0.371431460867,-0.377434837962,-0.383438215057,-0.389441592152,-0.395444969247,-0.401448346342,-0.407451723437,
