OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,63782, 154463, 0.5,0.5,0.5,0.5,15252.5098157,15784.6861546,39609.3452647,27097.734182,13282.7982247,14146.4712266,12779.8387193,8611.2165865,7897.95088796,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,79445.7118407,75016.8392214,0.5,0.5,0.5,
29UL,58653, 123948, 0.5,0.5,0.5,0.5,10609.4018158,12211.0112029,10231.5342807,13748.8297169,14784.9266735,16024.392199,19915.4618025,14833.6600632,11588.410972,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61446.9169497,62500.7117769,0.5,0.5,0.5,
00MA,60510, 131566, 0.5,0.5,0.5,0.5,13361.4780401,15917.8664207,14528.8443662,22506.07652,19356.1156563,16414.8974077,13581.8357754,8923.80897199,6975.30927651,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,65897.8482853,65668.3841496,0.5,0.5,0.5,
00MG,133380, 307593, 0.5,0.5,0.5,0.5,37935.7947814,38718.1775593,27009.9355497,55433.7988378,46336.5910483,34832.0139083,31076.721073,21620.0660485,14630.1525193,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,151086.705772,156506.545554,0.5,0.5,0.5,
00MF,87391, 183494, 0.5,0.5,0.5,0.5,20775.0190379,25565.910059,10301.3541685,25723.5713293,30547.4657614,23726.2709493,19159.1974665,14305.4241959,13389.5935663,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91598.1523841,91895.6541502,0.5,0.5,0.5,
00ME,77475, 168402, 0.5,0.5,0.5,0.5,17904.3109996,22746.3683733,10285.0547263,26490.7165372,26509.6625542,21068.8379029,17982.0857598,12757.4692871,12657.801294,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,84055.3092371,84346.9981974,0.5,0.5,0.5,
00MD,58894, 159933, 0.5,0.5,0.5,0.5,20535.821906,18573.2398608,22435.2351826,36361.6122112,22633.5174796,16280.2558468,12029.6871312,6826.9850897,4256.84091416,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,83382.2342637,76550.9613583,0.5,0.5,0.5,
29UD,54382, 119730, 0.5,0.5,0.5,0.5,12818.5529382,13167.1624728,13816.3619756,23273.5880753,17825.4304798,13598.4079133,11343.2843012,7300.34031585,6587.2955783,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,59910.7594438,59819.6646066,0.5,0.5,0.5,
29UE,57172, 119101, 0.5,0.5,0.5,0.5,10468.0770225,12709.0878388,8446.34324114,11865.9117853,13702.0825348,15827.3766126,20095.1052479,15236.162883,10750.4045,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,58804.9021459,60295.6495201,0.5,0.5,0.5,
29UG,49925, 115851, 0.5,0.5,0.5,0.5,12710.3420133,14363.3179732,12232.1177107,17433.8963549,16717.7275729,14105.5371806,12538.5185473,8559.31996516,7190.17963539,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,57497.8697419,58353.0872116,0.5,0.5,0.5,
