Region,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,
East Midlands,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,
0-4,260.6,260.6,260.6,260.6,260.6,261.1,264.242229376,265.531729201,265.651130802,265.060737383,265.699128677,266.056971866,266.084191705,266.147759874,265.842449058,265.456954761,265.259722906,264.050223877,263.690372293,263.281021101,262.369789471,261.875306362,261.152154485,260.843712384,260.844562162,260.676771668,261.572716601,262.369438587,263.280489227,264.646128251,268.126977101,267.755416103,267.771764442,268.169409346,273.92240594,274.457444966,274.978650865,275.413483732,275.724743511,280.623339142,280.467742161,280.156791216,279.70807521,279.132999427,282.793957429,281.886771384,280.94681478,280.001066,279.068575476,282.170817183,281.154114315,280.214452822,279.364689721,278.61767064,278.762100137,284.14836422,284.774946668,285.534785804,286.420904618,287.238092496,288.175153287,289.216476678,290.348874607,291.556517367,292.645481494,293.788384622,294.966750471,296.166826535,297.368424761,298.369774118,299.357845905,
5-9,240.4,240.4,240.4,240.4,240.4,248.0,254.198815108,260.12536276,263.485378167,267.546901537,268.146962426,270.764772736,271.688859194,272.050906002,271.322763643,271.596860871,271.967910173,272.355819607,272.480348248,271.977023672,271.579710548,270.890263518,270.070023855,269.170804896,268.561433112,267.98385897,267.377808645,267.168791815,266.979102984,266.655060694,269.720989032,268.861655544,268.380438773,268.303513162,273.645650761,272.868708401,272.482569188,272.470296262,272.829959398,278.250197342,278.789771525,279.314951739,279.752283221,280.063390776,284.581696297,284.482507537,284.213243988,283.788236356,283.216693915,286.582445875,285.707430558,284.770252247,283.796925565,282.806235657,282.607753594,287.680494775,287.878179326,288.12668714,288.435732548,288.628078252,288.921087245,289.424503935,290.063387724,290.834594244,291.550653218,292.389300852,293.336763652,294.381248313,295.508654479,296.515784794,297.580565898,
10-14,240.7,240.7,240.7,240.7,240.7,236.7,235.015893857,235.548600564,239.512107475,246.278459324,254.588915092,259.31628226,264.978434148,268.88379855,272.708474219,273.544938675,275.67676843,277.161297022,277.085599366,276.559854616,277.422284666,277.501704301,277.678950635,277.463146328,277.359968931,276.897505167,276.096065522,274.990266736,274.210101861,273.874894203,277.548340636,276.806227478,276.05241763,275.285550884,279.600195811,278.750220892,278.253643179,278.132745627,278.418301557,283.942189608,283.524548775,283.510952862,283.883752608,284.640033633,290.219321823,291.159396113,292.088098833,292.928974998,293.640736554,298.418600079,298.689751586,298.781005275,298.704979538,298.469901699,298.930817917,304.895041839,305.442133771,305.926348335,306.367166411,306.591437498,306.912079803,307.390392632,307.923191698,308.522907957,309.010239015,309.605449659,310.419426794,311.377088863,312.475557656,313.506896166,314.670156364,
15-19,275.2,275.2,275.2,275.2,275.2,272.1,269.866541365,266.254244629,261.474265317,255.092900742,250.752922907,248.729534741,248.592740074,253.304061537,260.336302995,268.582755929,274.425005874,279.749693991,284.11898666,287.946969331,289.172290226,290.913540701,291.886944458,292.770492767,291.945273559,292.844931114,292.912365832,293.204640032,293.209230855,293.278230901,297.641473362,296.637582329,294.972546808,292.578590255,294.728298363,294.036566042,293.34520643,292.660463122,291.985998947,296.336036143,295.508640149,295.073663877,295.052794959,295.475848348,300.996309963,300.640647807,300.720839533,301.216422118,302.122156401,307.787744726,308.754571288,309.734315072,310.648407053,311.454001264,312.98879381,320.126824905,321.376063814,322.47734225,323.449160564,324.118679361,324.863855381,325.420874794,325.91788996,326.375145945,326.617439856,326.967573002,327.48555419,328.06537688,328.717808406,329.242573737,329.889043945,
20-24,300.3,300.3,300.3,300.3,300.3,302.7,305.922398585,303.611249076,300.637341796,298.162220944,295.117235593,291.592097179,288.213862443,283.372699875,276.953132925,273.247274757,272.336199333,273.162360833,277.935813468,285.471992196,294.008659453,299.262215469,305.176699813,309.205555742,314.134982367,315.200912254,317.030004689,318.319650309,318.725664329,318.170510162,322.539521866,321.600593963,320.730492752,319.659880294,324.283338334,323.956028747,323.026183484,321.441345404,319.138042513,321.456525567,320.830649322,320.229913414,319.65896085,319.120014719,323.584617133,322.873635026,322.567708755,322.685527232,323.25430101,328.972699479,328.701439586,328.86774746,329.449574328,330.440342698,332.753606771,341.068566052,343.373520351,345.605089252,347.723123439,349.474000777,351.083295745,352.382286279,353.536989776,354.568138384,355.295914104,356.109773671,356.744470965,357.328236541,357.880680759,358.199446431,358.639197561,
25-29,265.2,265.2,265.2,265.2,265.2,267.3,271.875224219,275.422578821,280.606118134,284.69195273,285.813019111,286.853020558,284.478074984,281.741596853,278.623663421,276.416286719,273.104183997,270.482872508,265.902063189,260.284383813,256.666685012,255.563182644,256.081163707,260.514931693,266.852500459,274.225329673,279.468334707,284.801501056,288.053235672,292.458073156,296.226377397,295.671919132,295.176858715,295.002183019,300.646394345,299.98354055,299.022705315,298.113797941,296.993259052,300.735127478,300.398973448,299.459465454,297.863217214,295.544653247,296.968491273,296.379399678,295.798900701,295.228819808,294.669252102,298.354827084,297.64818568,297.315076379,297.373462737,297.85029055,299.614980796,305.715247585,307.126738352,308.952801269,311.189165864,313.624812376,315.895110162,317.956510089,319.941149533,321.813271083,323.349178064,324.741096939,325.821873694,326.759882376,327.577716674,328.10679321,328.722230815,
30-34,259.7,259.7,259.7,259.7,259.7,264.9,267.656990227,268.177536764,269.032322776,270.288571907,273.283414088,276.696534387,279.38037731,284.504833643,288.251015217,289.710584943,290.764911243,288.447942205,284.974976873,282.658232927,279.537501537,277.132350169,274.199017216,269.777492227,264.159207774,261.674149327,260.059919693,260.792840678,264.246552443,270.860943378,277.234583262,280.01400268,283.53322772,287.841866506,298.423762932,297.497390434,296.929624908,296.397040679,296.164932051,301.354378887,300.707228275,299.752439022,298.837970632,297.699535151,300.948379207,300.679144602,299.782313229,298.201031425,295.866864572,296.897587591,296.348771573,295.767613831,295.155282572,294.511317112,294.661194138,300.292494286,301.18185988,302.423788679,304.042978824,305.881231522,306.479471875,307.738731672,309.414518271,311.506753667,313.819179934,315.965451126,317.904963502,319.772147787,321.533427022,322.961529555,324.246595482,
35-39,258.0,258.0,258.0,258.0,258.0,250.5,251.386659113,255.015951738,259.978784925,266.344001766,271.648244817,273.670738397,274.126959697,274.924690022,275.743100913,278.575215799,282.102955522,285.34655102,290.036734205,293.785959041,295.03330346,296.396463914,294.067828369,290.252258337,287.835228927,286.15009336,282.331639132,279.212016657,275.208559148,269.863778924,274.479624266,275.269128691,276.647362647,278.605125153,286.407488661,288.852303779,292.062483472,295.993044153,300.69817354,311.498309047,311.035603955,310.927029399,310.849135439,311.065177884,316.463856074,316.327342751,315.866358746,315.424443878,314.735578704,318.309304396,318.518507893,318.068235883,316.900160335,314.945453457,312.983074311,319.667461808,320.766499108,321.778276302,322.695446126,323.317639533,323.976799809,325.217834769,326.815153346,328.797559067,331.007957744,331.979548702,333.620171949,335.686289919,338.179080323,340.883843341,343.427814745,
40-44,309.2,309.2,309.2,309.2,309.2,302.8,293.468564894,285.247884115,273.561102755,261.572546975,254.72482217,254.694360866,258.355839808,263.563158093,269.391370306,275.432818772,276.76979659,276.986581184,277.847218088,279.268981054,282.290164182,285.527616128,289.061415785,293.909899917,298.160012206,299.045492388,299.695534851,296.582442952,294.187085792,291.441935497,294.024569348,290.69852249,286.072638333,280.006704697,277.438883271,277.700644787,278.438654476,279.796765707,281.771898894,289.310428312,291.642147361,294.79631507,298.728858093,303.493953727,313.9713059,313.446962681,313.331876366,313.300482965,313.612556189,318.823616983,318.577211941,318.059091885,317.609105605,316.960567112,316.985501636,324.015650773,324.570205237,324.461906736,323.634190324,321.812605506,323.043504633,324.023918948,324.916826345,325.713935211,326.224533052,326.785436421,327.937291931,329.450157412,331.349727649,333.468676431,334.362310334,
45-49,320.5,320.5,320.5,320.5,320.5,320.1,320.585783416,316.278036566,314.810438551,310.641789327,304.900695914,294.780502278,286.193247578,274.044220479,262.316488494,255.90276785,255.584745917,259.408131631,264.676242769,270.608299753,277.039434886,278.986036222,279.193365521,280.213987323,281.136627894,284.694594055,287.42085785,290.6714526,295.741948777,299.965031087,302.308703886,299.618740627,296.616800351,293.327315797,295.112043774,292.951594638,289.542362265,284.844413976,278.722465706,275.72623148,275.868382459,276.504875847,277.778370561,279.685414642,286.684254418,288.927533747,292.002227812,295.862793697,300.561104107,310.562019308,309.940290395,309.726038002,309.593808207,309.801482011,311.240530191,317.609013006,318.177645153,318.821430529,319.276009471,319.344315601,320.617691632,320.941944636,320.602877607,319.546628817,317.513874619,318.541413504,319.322711952,320.020430971,320.625962312,320.945384637,321.322604979,
