Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
30,374.336,374.336,374.336,374.336,374.336,393.639,413.731,419.47,417.305,424.042,445.727,467.907,475.362,476.436,488.706,487.68,487.311,493.413,490.075,477.112,471.159,462.835,461.244,463.719,455.371,448.824,438.354,432.588,431.524,439.091,439.091,439.091,466.522,466.522,466.522,466.522,466.522,514.705,514.705,514.705,514.705,514.705,542.675,542.675,542.675,542.675,542.675,555.827,555.827,555.827,555.827,555.827,555.751,555.751,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157,555.157
31,367.909,367.909,367.909,367.909,367.909,376.524,396.639,416.651,422.321,420.088,426.754,448.356,470.532,477.988,479.065,491.334,490.312,489.947,496.049,492.716,479.759,473.811,465.493,463.904,466.381,458.038,451.494,441.029,435.266,434.206,434.206,434.206,460.789,460.789,460.789,460.789,460.789,509.938,509.938,509.938,509.938,509.938,540.973,540.973,540.973,540.973,540.973,557.28,557.28,557.28,557.28,557.28,558.888,558.888,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056,558.056
32,378.388,378.388,378.388,378.388,378.388,369.81,379.136,399.181,419.126,424.732,422.44,429.04,450.638,472.809,480.267,481.345,493.614,492.594,492.234,498.337,495.009,482.059,476.114,467.803,466.216,468.696,460.358,453.819,443.36,437.601,437.601,437.601,456.788,456.788,456.788,456.788,456.788,497.347,497.347,497.347,497.347,497.347,538.614,538.614,538.614,538.614,538.614,557.711,557.711,557.711,557.711,557.711,561.6,561.6,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817,560.817
33,389.596,389.596,389.596,389.596,389.596,379.843,371.874,381.146,401.133,421.016,426.57,424.226,430.827,452.42,474.586,482.044,483.124,495.392,494.377,494.021,500.124,496.801,483.857,477.919,469.614,468.03,470.514,462.18,455.647,445.194,445.194,445.194,445.951,445.951,445.951,445.951,445.951,501.056,501.056,501.056,501.056,501.056,535.203,535.203,535.203,535.203,535.203,556.911,556.911,556.911,556.911,556.911,563.592,563.592,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114,563.114
34,399.511,399.511,399.511,399.511,399.511,390.734,381.533,373.522,382.745,402.677,422.509,428.01,425.671,432.272,453.86,476.019,483.477,484.56,496.827,495.816,495.464,501.567,498.249,485.313,479.382,471.083,469.504,471.99,463.661,457.134,457.134,457.134,439.884,439.884,439.884,439.884,439.884,486.152,486.152,486.152,486.152,486.152,530.361,530.361,530.361,530.361,530.361,555.051,555.051,555.051,555.051,555.051,564.899,564.899,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989,564.989
35,420.857,420.857,420.857,420.857,420.857,400.596,392.33,383.094,375.045,384.222,404.102,423.882,429.382,427.046,433.649,455.229,477.382,484.839,485.925,498.19,497.185,496.836,502.941,499.627,486.701,480.777,472.484,470.909,473.397,465.075,465.075,465.075,442.369,442.369,442.369,442.369,442.369,476.321,476.321,476.321,476.321,476.321,524.507,524.507,524.507,524.507,524.507,552.507,552.507,552.507,552.507,552.507,565.705,565.705,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576,566.576
36,445.618,445.618,445.618,445.618,445.618,421.845,402.08,393.782,384.511,376.428,385.559,405.388,425.159,430.659,428.328,434.931,456.504,478.648,486.108,487.196,499.459,498.458,498.113,504.219,500.91,487.994,482.077,473.792,472.222,474.713,474.713,474.713,449.453,449.453,449.453,449.453,449.453,469.25,469.25,469.25,469.25,469.25,518.402,518.402,518.402,518.402,518.402,549.465,549.465,549.465,549.465,549.465,565.819,565.819,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728,567.728
37,457.641,457.641,457.641,457.641,457.641,446.193,422.872,403.085,394.759,385.458,377.349,386.437,406.257,426.018,431.519,429.191,435.795,457.36,479.494,486.955,488.046,500.307,499.311,498.97,505.076,501.774,488.87,482.959,474.684,473.119,473.119,473.119,460.798,460.798,460.798,460.798,460.798,463.84,463.84,463.84,463.84,463.84,504.413,504.413,504.413,504.413,504.413,545.701,545.701,545.701,545.701,545.701,564.843,564.843,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031,568.031
38,451.854,451.854,451.854,451.854,451.854,457.793,446.737,423.405,403.603,395.255,385.934,377.799,386.883,406.693,426.445,431.945,429.622,436.226,457.781,479.905,487.365,488.462,500.72,499.73,499.392,505.5,502.204,489.313,483.409,475.144,475.144,475.144,467.784,467.784,467.784,467.784,467.784,451.677,451.677,451.677,451.677,451.677,506.771,506.771,506.771,506.771,506.771,540.95,540.95,540.95,540.95,540.95,562.706,562.706,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303,567.303
39,465.321,465.321,465.321,465.321,465.321,451.827,458.126,447.055,423.714,403.902,395.535,386.194,378.068,387.148,406.947,426.687,432.188,429.871,436.476,458.02,480.133,487.594,488.694,500.95,499.965,499.633,505.742,502.454,489.575,483.68,483.68,483.68,476.375,476.375,476.375,476.375,476.375,444.44,444.44,444.44,444.44,444.44,490.71,490.71,490.71,490.71,490.71,534.929,534.929,534.929,534.929,534.929,559.667,559.667,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722,565.722
40,467.158,467.158,467.158,467.158,467.158,465.295,452.142,458.413,447.329,423.986,404.168,395.786,386.455,378.34,387.416,407.203,426.933,432.434,430.124,436.729,458.262,480.365,487.826,488.931,501.184,500.206,499.879,505.99,502.71,489.846,489.846,489.846,474.171,474.171,474.171,474.171,474.171,445.804,445.804,445.804,445.804,445.804,479.788,479.788,479.788,479.788,479.788,527.979,527.979,527.979,527.979,527.979,556.025,556.025,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417,563.417
41,476.793,476.793,476.793,476.793,476.793,466.725,465.157,452,458.249,447.158,423.819,404.002,395.631,386.313,378.21,387.283,407.059,426.779,432.281,429.978,436.584,458.105,480.198,487.66,488.77,501.023,500.052,499.73,505.844,502.572,502.572,502.572,475.612,475.612,475.612,475.612,475.612,451.456,451.456,451.456,451.456,451.456,471.319,471.319,471.319,471.319,471.319,520.472,520.472,520.472,520.472,520.472,551.576,551.576,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992,559.992
42,477.559,477.559,477.559,477.559,477.559,476.094,466.296,464.717,451.562,457.797,446.705,423.375,403.581,395.225,385.922,377.832,386.903,406.668,426.378,431.882,429.586,436.194,457.706,479.789,487.252,488.368,500.62,499.657,499.341,505.458,505.458,505.458,483.493,483.493,483.493,483.493,483.493,461.527,461.527,461.527,461.527,461.527,464.678,464.678,464.678,464.678,464.678,505.269,505.269,505.269,505.269,505.269,546.584,546.584,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711,555.711
43,480.278,480.278,480.278,480.278,480.278,477.107,475.881,466.085,464.499,451.354,457.573,446.485,423.185,403.418,395.078,385.791,377.715,386.784,406.54,426.241,431.748,429.46,436.07,457.574,479.646,487.111,488.233,500.484,499.529,499.219,499.219,499.219,489.263,489.263,489.263,489.263,489.263,467.939,467.939,467.939,467.939,467.939,451.997,451.997,451.997,451.997,451.997,507.072,507.072,507.072,507.072,507.072,541.293,541.293,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289,551.289
44,475.765,475.765,475.765,475.765,475.765,479.894,476.965,475.734,465.944,464.356,451.219,457.424,446.357,423.092,403.355,395.032,385.761,377.701,386.769,406.515,426.206,431.716,429.437,436.05,457.545,479.607,487.073,488.204,500.454,499.505,499.505,499.505,502.08,502.08,502.08,502.08,502.08,476.237,476.237,476.237,476.237,476.237,444.514,444.514,444.514,444.514,444.514,490.788,490.788,490.788,490.788,490.788,535.023,535.023,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675,546.675
45,468.795,468.795,468.795,468.795,468.795,475.244,479.606,476.679,475.446,465.666,464.075,450.948,457.158,446.117,422.887,403.183,394.878,385.626,377.582,386.649,406.385,426.065,431.578,429.311,435.927,457.411,479.461,486.93,488.068,500.317,500.317,500.317,505.211,505.211,505.211,505.211,505.211,473.65,473.65,473.65,473.65,473.65,445.503,445.503,445.503,445.503,445.503,479.521,479.521,479.521,479.521,479.521,527.721,527.721,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392,541.392
46,455.533,455.533,455.533,455.533,455.533,468.086,474.753,479.111,476.189,474.959,465.189,463.598,450.503,456.717,445.703,422.514,402.843,394.559,385.326,377.301,386.368,406.092,425.76,431.278,429.021,435.64,457.113,479.152,486.623,487.769,487.769,487.769,498.802,498.802,498.802,498.802,498.802,474.936,474.936,474.936,474.936,474.936,451.005,451.005,451.005,451.005,451.005,470.944,470.944,470.944,470.944,470.944,520.098,520.098,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872,534.872
47,443.53,443.53,443.53,443.53,443.53,454.825,467.556,474.215,478.571,475.66,474.432,464.679,463.105,450.044,456.263,445.279,422.133,402.5,394.238,385.027,377.023,386.088,405.798,425.453,430.976,428.731,435.351,456.814,478.839,486.312,486.312,486.312,498.792,498.792,498.792,498.792,498.792,482.878,482.878,482.878,482.878,482.878,461.151,461.151,461.151,461.151,461.151,464.44,464.44,464.44,464.44,464.44,505.056,505.056,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427,527.427
48,425.637,425.637,425.637,425.637,425.637,442.956,454.407,467.12,473.774,478.128,475.229,474.007,464.285,462.731,449.706,455.93,444.977,421.879,402.287,394.048,384.86,376.879,385.943,405.638,425.278,430.805,428.573,435.197,456.645,478.655,478.655,478.655,499.539,499.539,499.539,499.539,499.539,488.577,488.577,488.577,488.577,488.577,467.518,467.518,467.518,467.518,467.518,451.796,451.796,451.796,451.796,451.796,506.85,506.85,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963,519.963
49,416.374,416.374,416.374,416.374,416.374,424.92,442.386,453.819,466.513,473.159,477.512,474.623,473.42,463.731,462.196,449.21,455.437,444.518,421.472,401.925,393.711,384.549,376.592,385.653,405.331,424.955,430.487,428.268,434.897,456.328,456.328,456.328,486.976,486.976,486.976,486.976,486.976,501.026,501.026,501.026,501.026,501.026,475.51,475.51,475.51,475.51,475.51,444.092,444.092,444.092,444.092,444.092,490.369,490.369,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95,504.95
50,409.089,409.089,409.089,409.089,409.089,415.472,424.186,441.617,453.032,465.704,472.344,476.693,473.828,472.645,462.991,461.476,448.53,454.761,443.878,420.887,401.387,393.2,384.066,376.134,385.194,404.851,424.457,429.993,427.791,434.423,434.423,434.423,485.295,485.295,485.295,485.295,485.295,503.749,503.749,503.749,503.749,503.749,472.581,472.581,472.581,472.581,472.581,444.761,444.761,444.761,444.761,444.761,478.831,478.831,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436,506.436
51,394.418,394.418,394.418,394.418,394.418,408.012,414.549,423.25,440.649,452.045,464.699,471.334,475.691,472.852,471.689,462.073,460.579,447.675,453.91,443.066,420.134,400.683,392.525,383.42,375.515,384.574,404.21,423.796,429.338,427.151,427.151,427.151,477.142,477.142,477.142,477.142,477.142,496.974,496.974,496.974,496.974,496.974,473.503,473.503,473.503,473.503,473.503,449.92,449.92,449.92,449.92,449.92,469.975,469.975,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658,489.658
52,380.442,380.442,380.442,380.442,380.442,393.072,406.792,413.32,422.011,439.378,450.759,463.394,470.032,474.4,471.588,470.447,460.87,459.398,446.541,452.779,441.976,419.104,399.707,391.579,382.505,374.63,383.686,403.301,422.867,428.414,428.414,428.414,454.262,454.262,454.262,454.262,454.262,496.285,496.285,496.285,496.285,496.285,480.76,480.76,480.76,480.76,480.76,459.411,459.411,459.411,459.411,459.411,462.917,462.917,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717,477.717
53,369.958,369.958,369.958,369.958,369.958,379.047,391.795,405.487,412.008,420.691,438.025,449.39,462.013,468.656,473.036,470.252,469.134,459.597,458.151,445.34,451.585,440.822,418.018,398.677,390.582,381.541,373.696,382.749,402.341,421.887,421.887,421.887,431.932,431.932,431.932,431.932,431.932,496.154,496.154,496.154,496.154,496.154,485.591,485.591,485.591,485.591,485.591,464.945,464.945,464.945,464.945,464.945,449.558,449.558,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564,468.564
54,371.025,371.025,371.025,371.025,371.025,368.5,377.718,390.437,404.1,410.616,419.289,436.588,447.945,460.556,467.203,471.594,468.841,467.747,458.257,456.834,444.074,450.326,439.608,416.875,397.594,389.533,380.527,372.714,381.765,401.332,401.332,401.332,424.285,424.285,424.285,424.285,424.285,482.895,482.895,482.895,482.895,482.895,497.203,497.203,497.203,497.203,497.203,472.171,472.171,472.171,472.171,472.171,441.21,441.21,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429,461.429
55,364.328,364.328,364.328,364.328,364.328,369.404,367.041,376.242,388.931,402.565,409.075,417.738,435.009,446.356,458.955,465.606,470.01,467.29,466.223,456.78,455.384,442.677,448.937,438.268,415.609,396.394,388.368,379.4,371.623,380.669,380.669,380.669,425.276,425.276,425.276,425.276,425.276,480.5,480.5,480.5,480.5,480.5,499.202,499.202,499.202,499.202,499.202,468.593,468.593,468.593,468.593,468.593,441.243,441.243,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947,447.947
56,361.492,361.492,361.492,361.492,361.492,362.469,367.684,365.344,374.524,387.186,400.786,407.293,415.952,433.192,444.529,457.115,463.772,468.189,465.504,464.466,455.074,453.707,441.058,447.324,436.707,414.13,394.983,386.996,378.07,370.33,370.33,370.33,418.362,418.362,418.362,418.362,418.362,471.635,471.635,471.635,471.635,471.635,491.719,491.719,491.719,491.719,491.719,468.793,468.793,468.793,468.793,468.793,445.696,445.696,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313,439.313
57,363.375,363.375,363.375,363.375,363.375,359.447,360.586,365.801,363.485,372.646,385.275,398.841,405.351,414.006,431.214,442.539,455.112,461.775,466.206,463.557,462.551,453.212,451.875,439.29,445.563,435,412.508,393.435,385.49,376.607,376.607,376.607,397.432,397.432,397.432,397.432,397.432,448.313,448.313,448.313,448.313,448.313,490.394,490.394,490.394,490.394,490.394,475.402,475.402,475.402,475.402,475.402,454.567,454.567,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014,439.014
58,373.554,373.554,373.554,373.554,373.554,361.319,357.576,358.734,363.947,361.659,370.799,383.396,396.936,403.448,412.099,429.273,440.587,453.145,459.813,464.26,461.649,460.675,451.392,450.089,437.569,443.849,433.342,410.939,391.945,384.043,384.043,384.043,376.58,376.58,376.58,376.58,376.58,425.667,425.667,425.667,425.667,425.667,489.723,489.723,489.723,489.723,489.723,479.696,479.696,479.696,479.696,479.696,459.604,459.604,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379,443.379
59,383.509,383.509,383.509,383.509,383.509,371.587,359.59,355.897,357.072,362.282,360.021,369.14,381.709,395.222,401.736,410.384,427.521,438.824,451.366,458.042,462.504,459.933,458.992,449.769,448.5,436.049,442.336,431.889,409.58,390.667,390.667,390.667,366.406,366.406,366.406,366.406,366.406,417.829,417.829,417.829,417.829,417.829,476.306,476.306,476.306,476.306,476.306,490.954,490.954,490.954,490.954,490.954,466.57,466.57,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485,452.485
60,410.334,410.334,410.334,410.334,410.334,381.496,369.839,357.938,354.295,355.489,360.697,358.464,367.568,380.107,393.591,400.108,408.752,425.851,437.142,449.666,456.35,460.828,458.301,457.394,448.237,447.003,434.626,440.92,430.536,408.328,408.328,408.328,372.954,372.954,372.954,372.954,372.954,418.754,418.754,418.754,418.754,418.754,473.87,473.87,473.87,473.87,473.87,492.897,492.897,492.897,492.897,492.897,463.04,463.04,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826,457.826
61,430.132,430.132,430.132,430.132,430.132,407.824,379.373,367.83,356.036,352.447,353.66,358.865,356.672,365.761,378.269,391.72,398.24,406.88,423.939,435.217,447.723,454.414,458.911,456.431,455.561,446.473,445.278,432.979,439.283,428.968,428.968,428.968,380.379,380.379,380.379,380.379,380.379,411.868,411.868,411.868,411.868,411.868,465.03,465.03,465.03,465.03,465.03,485.448,485.448,485.448,485.448,485.448,463.251,463.251,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675,464.675
62,349.242,349.242,349.242,349.242,349.242,426.976,405.035,376.819,365.403,353.722,350.195,351.433,356.645,354.493,363.565,376.04,389.457,395.98,404.615,421.63,432.894,445.381,452.08,456.597,454.168,453.338,444.325,443.172,430.956,437.271,437.271,437.271,386.412,386.412,386.412,386.412,386.412,390.946,390.946,390.946,390.946,390.946,441.715,441.715,441.715,441.715,441.715,483.867,483.867,483.867,483.867,483.867,469.579,469.579,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604,460.604
63,340.042,340.042,340.042,340.042,340.042,346.24,423.614,401.899,373.937,362.656,351.103,347.642,348.913,354.131,352.025,361.078,373.518,386.899,393.425,402.055,419.022,430.271,442.737,449.445,453.983,451.609,450.822,441.89,440.781,428.657,428.657,428.657,402.963,402.963,402.963,402.963,402.963,369.83,369.83,369.83,369.83,369.83,418.778,418.778,418.778,418.778,418.778,482.599,482.599,482.599,482.599,482.599,473.289,473.289,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202,460.202
64,331.715,331.715,331.715,331.715,331.715,336.864,343.194,420.052,398.577,370.884,359.749,348.328,344.942,346.248,351.473,349.416,358.448,370.85,384.193,390.723,399.346,416.262,427.495,439.939,446.656,451.218,448.902,448.161,439.317,438.257,438.257,438.257,422.492,422.492,422.492,422.492,422.492,358.931,358.931,358.931,358.931,358.931,410.15,410.15,410.15,410.15,410.15,468.432,468.432,468.432,468.432,468.432,483.535,483.535,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12,466.12
