  Ages,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
20,428.41,428.41,428.41,428.41,428.41,420.792,422.879,411.037,414.307,413.934,404.196,399.471,388.643,378.193,370.305,376.732,387.483,394.338,409.747,419.119,432.789,429.182,433.493,441.934,447.649,437.89,442.008,443.551,444.984,446.1,446.03,446.03,446.03,446.03,441.092,441.092,441.092,441.092,441.092,437.175,437.175,437.175,437.175,437.175,442.028,442.028,442.028,442.028,442.028,456.169,456.169,456.169,456.169,456.169,459.004,455.895381,456.9017835,457.9081861,458.9145887,459.9209913,460.9273939,461.9337965,462.9401991,463.9466017,464.9530043,465.9594069,466.9658095,467.9722121,468.9786147,469.9850173,470.9914199,471.9978225,473.0042251,474.0106277,475.0170303,476.0234329,477.0298355,478.0362381,479.0426407,480.0490433,481.0554459,482.0618485,483.0682511,484.0746537,485.0810563,486.0874589,487.0938615,488.1002641,489.1066667,490.1130693,491.1194719,492.1258745,493.1322771
21,446.484,446.484,446.484,446.484,446.484,434.673,427.101,429.167,417.832,420.776,420.485,410.516,405.799,394.981,384.538,376.659,383.087,393.838,400.693,416.099,425.471,439.139,435.535,439.848,448.288,454.003,444.249,448.368,449.912,451.346,453.011,453.011,453.011,453.011,448.595,448.595,448.595,448.595,448.595,443.87,443.87,443.87,443.87,443.87,446.459,446.459,446.459,446.459,446.459,459.582,459.582,459.582,459.582,459.582,462.564,458.439,459.1841299,459.9292597,460.6743896,461.4195195,462.1646494,462.9097792,463.6549091,464.400039,465.1451688,465.8902987,466.6354286,467.3805584,468.1256883,468.8708182,469.6159481,470.3610779,471.1062078,471.8513377,472.5964675,473.3415974,474.0867273,474.8318571,475.576987,476.3221169,477.0672468,477.8123766,478.5575065,479.3026364,480.0477662,480.7928961,481.538026,482.2831558,483.0282857,483.7734156,484.5185455,485.2636753,486.0088052
22,442.251,442.251,442.251,442.251,442.251,453.753,441.994,434.406,436.988,425.326,428.35,427.818,417.858,413.148,402.34,391.904,384.033,390.463,401.213,408.069,423.472,432.843,446.509,442.908,447.222,455.662,461.377,451.628,455.748,457.293,460.687,460.687,460.687,460.687,457.116,457.116,457.116,457.116,457.116,451.878,451.878,451.878,451.878,451.878,452.392,452.392,452.392,452.392,452.392,463.959,463.959,463.959,463.959,463.959,466.998,462.1247381,462.6048095,463.084881,463.5649524,464.0450238,464.5250952,465.0051667,465.4852381,465.9653095,466.445381,466.9254524,467.4055238,467.8855952,468.3656667,468.8457381,469.3258095,469.805881,470.2859524,470.7660238,471.2460952,471.7261667,472.2062381,472.6863095,473.166381,473.6464524,474.1265238,474.6065952,475.0866667,475.5667381,476.0468095,476.526881,477.0069524,477.4870238,477.9670952,478.4471667,478.9272381,479.4073095,479.887381
23,436.007,436.007,436.007,436.007,436.007,450.095,461.634,449.864,442.793,445.046,433.473,436.254,435.728,425.779,421.075,410.276,399.848,391.984,398.414,409.164,416.02,431.42,440.791,454.455,450.857,455.172,463.611,469.327,459.581,463.702,468.466,468.466,468.466,468.466,466.13,466.13,466.13,466.13,466.13,460.723,460.723,460.723,460.723,460.723,459.419,459.419,459.419,459.419,459.419,468.986,468.986,468.986,468.986,468.986,471.95,466.6612619,466.8848398,467.1084177,467.3319957,467.5555736,467.7791515,468.0027294,468.2263074,468.4498853,468.6734632,468.8970411,469.120619,469.344197,469.5677749,469.7913528,470.0149307,470.2385087,470.4620866,470.6856645,470.9092424,471.1328203,471.3563983,471.5799762,471.8035541,472.027132,472.25071,472.4742879,472.6978658,472.9214437,473.1450216,473.3685996,473.5921775,473.8157554,474.0393333,474.2629113,474.4864892,474.7100671,474.933645
24,438.387,438.387,438.387,438.387,438.387,443.552,457.676,469.194,457.924,450.543,452.878,441.081,443.867,443.347,433.407,428.709,417.919,407.498,399.64,406.072,416.821,423.678,439.074,448.443,462.106,458.512,462.827,471.265,476.981,467.241,475.468,475.468,475.468,475.468,474.69,474.69,474.69,474.69,474.69,469.419,469.419,469.419,469.419,469.419,466.663,466.663,466.663,466.663,466.663,473.931,473.931,473.931,473.931,473.931,476.681,471.325619,471.3154113,471.3052035,471.2949957,471.2847879,471.2745801,471.2643723,471.2541645,471.2439567,471.2337489,471.2235411,471.2133333,471.2031255,471.1929177,471.18271,471.1725022,471.1622944,471.1520866,471.1418788,471.131671,471.1214632,471.1112554,471.1010476,471.0908398,471.080632,471.0704242,471.0602165,471.0500087,471.0398009,471.0295931,471.0193853,471.0091775,470.9989697,470.9887619,470.9785541,470.9683463,470.9581385,470.9479307
25,425.652,425.652,425.652,425.652,425.652,444.051,449.258,463.361,475.34,463.782,456.483,458.607,446.822,449.612,449.096,439.166,434.473,423.692,413.278,405.427,411.86,422.607,429.464,444.859,454.226,467.886,464.295,468.612,477.049,482.765,480.139,480.139,480.139,480.139,481.225,481.225,481.225,481.225,481.225,476.336,476.336,476.336,476.336,476.336,472.456,472.456,472.456,472.456,472.456,477.339,477.339,477.339,477.339,477.339,479.754,474.6195952,474.4052121,474.190829,473.9764459,473.7620628,473.5476797,473.3332965,473.1189134,472.9045303,472.6901472,472.4757641,472.261381,472.0469978,471.8326147,471.6182316,471.4038485,471.1894654,470.9750823,470.7606991,470.546316,470.3319329,470.1175498,469.9031667,469.6887835,469.4744004,469.2600173,469.0456342,468.8312511,468.616868,468.4024848,468.1881017,467.9737186,467.7593355,467.5449524,467.3305693,467.1161861,466.901803,466.6874199
26,434.944,434.944,434.944,434.944,434.944,429.585,448.017,453.208,467.763,479.448,467.973,460.473,462.602,450.829,453.623,453.111,443.19,438.503,427.73,417.323,409.477,415.911,426.657,433.515,448.906,458.272,471.929,468.341,472.66,481.095,482.754,482.754,482.754,482.754,485.889,485.889,485.889,485.889,485.889,481.52,481.52,481.52,481.52,481.52,476.838,476.838,476.838,476.838,476.838,479.459,479.459,479.459,479.459,479.459,481.426,476.7409286,476.3582597,475.9755909,475.5929221,475.2102532,474.8275844,474.4449156,474.0622468,473.6795779,473.2969091,472.9142403,472.5315714,472.1489026,471.7662338,471.3835649,471.0008961,470.6182273,470.2355584,469.8528896,469.4702208,469.0875519,468.7048831,468.3222143,467.9395455,467.5568766,467.1742078,466.791539,466.4088701,466.0262013,465.6435325,465.2608636,464.8781948,464.495526,464.1128571,463.7301883,463.3475195,462.9648506,462.5821818
27,437.045,437.045,437.045,437.045,437.045,438.524,433.21,451.62,457.236,471.518,483.271,471.609,464.12,466.254,454.491,457.29,456.783,446.87,442.19,431.424,421.024,413.185,419.619,430.363,437.221,452.609,461.975,475.628,472.043,476.363,484.911,484.911,484.911,484.911,489.886,489.886,489.886,489.886,489.886,486.362,486.362,486.362,486.362,486.362,481.168,481.168,481.168,481.168,481.168,481.719,481.719,481.719,481.719,481.719,483.202,479.1797857,478.6771818,478.1745779,477.671974,477.1693701,476.6667662,476.1641623,475.6615584,475.1589545,474.6563506,474.1537468,473.6511429,473.148539,472.6459351,472.1433312,471.6407273,471.1381234,470.6355195,470.1329156,469.6303117,469.1277078,468.6251039,468.1225,467.6198961,467.1172922,466.6146883,466.1120844,465.6094805,465.1068766,464.6042727,464.1016688,463.5990649,463.096461,462.5938571,462.0912532,461.5886494,461.0860455,460.5834416
28,425.529,425.529,425.529,425.529,425.529,440.295,441.814,436.493,455.298,460.66,475.005,486.569,474.921,467.441,469.581,457.828,460.632,460.129,450.223,445.551,434.792,424.401,416.568,423.002,433.743,440.601,455.987,465.351,479.001,475.419,484.172,484.172,484.172,484.172,493.085,493.085,493.085,493.085,493.085,490.795,490.795,490.795,490.795,490.795,485.433,485.433,485.433,485.433,485.433,484.174,484.174,484.174,484.174,484.174,485.14,482.0249286,481.4619351,480.8989416,480.3359481,479.7729545,479.209961,478.6469675,478.083974,477.5209805,476.957987,476.3949935,475.832,475.2690065,474.706013,474.1430195,473.580026,473.0170325,472.454039,471.8910455,471.3280519,470.7650584,470.2020649,469.6390714,469.0760779,468.5130844,467.9500909,467.3870974,466.8241039,466.2611104,465.6981169,465.1351234,464.5721299,464.0091364,463.4461429,462.8831494,462.3201558,461.7571623,461.1941688
29,428.915,428.915,428.915,428.915,428.915,428.484,443.281,444.789,439.878,458.418,463.846,478.004,489.569,477.934,470.464,472.608,460.867,463.674,463.175,453.278,448.614,437.862,427.478,419.652,426.087,436.825,443.683,459.065,468.428,482.076,496.969,496.969,496.969,496.969,495.505,495.505,495.505,495.505,495.505,494.773,494.773,494.773,494.773,494.773,489.552,489.552,489.552,489.552,489.552,486.839,486.839,486.839,486.839,486.839,487.297,485.26,484.6964416,484.1328831,483.5693247,483.0057662,482.4422078,481.8786494,481.3150909,480.7515325,480.187974,479.6244156,479.0608571,478.4972987,477.9337403,477.3701818,476.8066234,476.2430649,475.6795065,475.1159481,474.5523896,473.9888312,473.4252727,472.8617143,472.2981558,471.7345974,471.171039,470.6074805,470.0439221,469.4803636,468.9168052,468.3532468,467.7896883,467.2261299,466.6625714,466.099013,465.5354545,464.9718961,464.4083377
30,428.614,428.614,428.614,428.614,428.614,430.851,430.461,445.239,447.137,441.986,460.58,465.833,479.991,491.554,479.932,472.474,474.622,462.893,465.703,465.209,455.321,450.662,439.921,429.544,421.725,428.16,438.896,445.753,461.131,470.493,493.316,493.316,493.316,493.316,496.453,496.453,496.453,496.453,496.453,497.586,497.586,497.586,497.586,497.586,492.751,492.751,492.751,492.751,492.751,488.919,488.919,488.919,488.919,488.919,488.952,488.080119,487.5700996,487.0600801,486.5500606,486.0400411,485.5300216,485.0200022,484.5099827,483.9999632,483.4899437,482.9799242,482.4699048,481.9598853,481.4498658,480.9398463,480.4298268,479.9198074,479.4097879,478.8997684,478.3897489,477.8797294,477.36971,476.8596905,476.349671,475.8396515,475.329632,474.8196126,474.3095931,473.7995736,473.2895541,472.7795346,472.2695152,471.7594957,471.2494762,470.7394567,470.2294372,469.7194177,469.2093983
31,434.243,434.243,434.243,434.243,434.243,429.548,431.824,431.426,446.57,448.232,443.151,461.566,466.822,480.978,492.541,480.932,473.485,475.638,463.921,466.733,466.245,456.367,451.714,440.982,430.614,422.802,429.236,439.971,446.826,462.201,485.955,485.955,485.955,485.955,496.088,496.088,496.088,496.088,496.088,499.271,499.271,499.271,499.271,499.271,494.957,494.957,494.957,494.957,494.957,490.329,490.329,490.329,490.329,490.329,490.037,490.3296667,489.9126147,489.4955628,489.0785108,488.6614589,488.2444069,487.827355,487.410303,486.9932511,486.5761991,486.1591472,485.7420952,485.3250433,484.9079913,484.4909394,484.0738874,483.6568355,483.2397835,482.8227316,482.4056797,481.9886277,481.5715758,481.1545238,480.7374719,480.3204199,479.903368,479.486316,479.0692641,478.6522121,478.2351602,477.8181082,477.4010563,476.9840043,476.5669524,476.1499004,475.7328485,475.3157965,474.8987446
32,435.42,435.42,435.42,435.42,435.42,434.931,430.282,432.548,432.501,447.418,449.14,443.909,462.317,467.578,481.731,493.291,481.696,474.26,476.417,464.713,467.528,467.044,457.177,452.53,441.809,431.45,423.646,430.079,440.811,447.665,482.463,482.463,482.463,482.463,495.371,495.371,495.371,495.371,495.371,500.393,500.393,500.393,500.393,500.393,496.93,496.93,496.93,496.93,496.93,491.798,491.798,491.798,491.798,491.798,491.214,492.6554524,492.3614719,492.0674913,491.7735108,491.4795303,491.1855498,490.8915693,490.5975887,490.3036082,490.0096277,489.7156472,489.4216667,489.1276861,488.8337056,488.5397251,488.2457446,487.9517641,487.6577835,487.363803,487.0698225,486.775842,486.4818615,486.187881,485.8939004,485.5999199,485.3059394,485.0119589,484.7179784,484.4239978,484.1300173,483.8360368,483.5420563,483.2480758,482.9540952,482.6601147,482.3661342,482.0721537,481.7781732
33,419.298,419.298,419.298,419.298,419.298,435.911,435.462,430.812,433.377,433.148,448.105,449.696,444.476,462.877,468.141,482.291,493.848,482.267,474.842,477.004,465.312,468.13,467.651,457.794,453.154,442.444,432.095,424.298,430.731,441.459,486.668,486.668,486.668,486.668,491.897,491.897,491.897,491.897,491.897,500.851,500.851,500.851,500.851,500.851,498.627,498.627,498.627,498.627,498.627,493.333,493.333,493.333,493.333,493.333,492.492,495.8472381,495.8332121,495.8191861,495.8051602,495.7911342,495.7771082,495.7630823,495.7490563,495.7350303,495.7210043,495.7069784,495.6929524,495.6789264,495.6649004,495.6508745,495.6368485,495.6228225,495.6087965,495.5947706,495.5807446,495.5667186,495.5526926,495.5386667,495.5246407,495.5106147,495.4965887,495.4825628,495.4685368,495.4545108,495.4404848,495.4264589,495.4124329,495.3984069,495.384381,495.370355,495.356329,495.342303,495.3282771
34,391.594,391.594,391.594,391.594,391.594,419.708,436.345,435.889,431.526,433.917,433.737,448.561,450.157,444.949,463.341,468.608,482.755,494.307,482.741,475.328,477.493,465.815,468.636,468.161,458.315,453.684,442.984,432.647,424.857,431.291,473.582,473.582,473.582,473.582,502.127,502.127,502.127,502.127,502.127,500.739,500.739,500.739,500.739,500.739,500.072,500.072,500.072,500.072,500.072,494.925,494.925,494.925,494.925,494.925,493.935,494.4349524,494.0015498,493.5681472,493.1347446,492.701342,492.2679394,491.8345368,491.4011342,490.9677316,490.534329,490.1009264,489.6675238,489.2341212,488.8007186,488.367316,487.9339134,487.5005108,487.0671082,486.6337056,486.200303,485.7669004,485.3334978,484.9000952,484.4666926,484.03329,483.5998874,483.1664848,482.7330823,482.2996797,481.8662771,481.4328745,480.9994719,480.5660693,480.1326667,479.6992641,479.2658615,478.8324589,478.3990563
35,386.472,386.472,386.472,386.472,386.472,391.55,419.673,436.287,436.1,431.576,434.016,433.721,448.538,450.138,444.942,463.324,468.592,482.735,494.282,482.731,475.331,477.5,465.836,468.66,468.189,458.356,453.732,443.044,432.719,424.938,464.3,464.3,464.3,464.3,496.473,496.473,496.473,496.473,496.473,499.683,499.683,499.683,499.683,499.683,500.885,500.885,500.885,500.885,500.885,496.129,496.129,496.129,496.129,496.129,495.048,497.7048571,497.6654805,497.6261039,497.5867273,497.5473506,497.507974,497.4685974,497.4292208,497.3898442,497.3504675,497.3110909,497.2717143,497.2323377,497.192961,497.1535844,497.1142078,497.0748312,497.0354545,496.9960779,496.9567013,496.9173247,496.8779481,496.8385714,496.7991948,496.7598182,496.7204416,496.6810649,496.6416883,496.6023117,496.5629351,496.5235584,496.4841818,496.4448052,496.4054286,496.3660519,496.3266753,496.2872987,496.2479221
36,392.244,392.244,392.244,392.244,392.244,385.961,391.072,419.158,436.006,435.666,431.194,433.523,433.235,448.044,449.649,444.464,462.835,468.105,482.241,493.782,482.248,474.86,477.033,465.384,468.211,467.745,457.925,453.31,442.635,432.322,448.549,448.549,448.549,448.549,487.652,487.652,487.652,487.652,487.652,497.845,497.845,497.845,497.845,497.845,501.097,501.097,501.097,501.097,501.097,496.87,496.87,496.87,496.87,496.87,495.785,501.3695,501.8701688,502.3708377,502.8715065,503.3721753,503.8728442,504.373513,504.8741818,505.3748506,505.8755195,506.3761883,506.8768571,507.377526,507.8781948,508.3788636,508.8795325,509.3802013,509.8808701,510.381539,510.8822078,511.3828766,511.8835455,512.3842143,512.8848831,513.3855519,513.8862208,514.3868896,514.8875584,515.3882273,515.8888961,516.3895649,516.8902338,517.3909026,517.8915714,518.3922403,518.8929091,519.3935779,519.8942468
37,399.463,399.463,399.463,399.463,399.463,391.712,385.476,390.574,418.868,435.547,435.25,430.682,433.014,432.734,447.533,449.141,443.967,462.326,467.596,481.724,493.259,481.742,474.368,476.544,464.913,467.741,467.281,457.476,452.87,442.209,441.295,441.295,441.295,441.295,482.904,482.904,482.904,482.904,482.904,495.871,495.871,495.871,495.871,495.871,500.964,500.964,500.964,500.964,500.964,497.595,497.595,497.595,497.595,497.595,496.512,503.5280952,504.3545368,505.1809784,506.0074199,506.8338615,507.660303,508.4867446,509.3131861,510.1396277,510.9660693,511.7925108,512.6189524,513.4453939,514.2718355,515.0982771,515.9247186,516.7511602,517.5776017,518.4040433,519.2304848,520.0569264,520.883368,521.7098095,522.5362511,523.3626926,524.1891342,525.0155758,525.8420173,526.6684589,527.4949004,528.321342,529.1477835,529.9742251,530.8006667,531.6271082,532.4535498,533.2799913,534.1064329
38,405.885,405.885,405.885,405.885,405.885,398.881,391.178,384.943,390.273,418.382,435.083,434.681,430.125,432.459,432.186,446.974,448.585,443.423,461.766,467.037,481.156,492.683,481.185,473.826,476.006,464.393,467.224,466.77,456.981,452.386,430.143,430.143,430.143,430.143,485.975,485.975,485.975,485.975,485.975,491.295,491.295,491.295,491.295,491.295,500.317,500.317,500.317,500.317,500.317,498.194,498.194,498.194,498.194,498.194,497.196,502.7214048,503.5051645,504.2889242,505.072684,505.8564437,506.6402035,507.4239632,508.2077229,508.9914827,509.7752424,510.5590022,511.3427619,512.1265216,512.9102814,513.6940411,514.4778009,515.2615606,516.0453203,516.8290801,517.6128398,518.3965996,519.1803593,519.964119,520.7478788,521.5316385,522.3153983,523.099158,523.8829177,524.6666775,525.4504372,526.234197,527.0179567,527.8017165,528.5854762,529.3692359,530.1529957,530.9367554,531.7205152
39,424.614,424.614,424.614,424.614,424.614,405.236,398.282,390.581,384.596,389.767,417.879,434.451,434.054,429.509,431.846,431.579,446.353,447.968,442.819,461.144,466.415,480.523,492.042,480.563,473.221,475.405,463.812,466.646,466.199,456.427,423.216,423.216,423.216,423.216,471.859,471.859,471.859,471.859,471.859,500.409,500.409,500.409,500.409,500.409,499.137,499.137,499.137,499.137,499.137,498.576,498.576,498.576,498.576,498.576,497.741,507.5799762,508.9286061,510.2772359,511.6258658,512.9744957,514.3231255,515.6717554,517.0203853,518.3690152,519.717645,521.0662749,522.4149048,523.7635346,525.1121645,526.4607944,527.8094242,529.1580541,530.506684,531.8553139,533.2039437,534.5525736,535.9012035,537.2498333,538.5984632,539.9470931,541.2957229,542.6443528,543.9929827,545.3416126,546.6902424,548.0388723,549.3875022,550.736132,552.0847619,553.4333918,554.7820216,556.1306515,557.4792814
40,442.687,442.687,442.687,442.687,442.687,423.582,404.274,397.32,389.845,383.733,388.934,416.911,433.463,433.071,428.538,430.878,430.616,445.376,446.994,441.858,460.164,465.434,479.531,491.04,479.584,472.259,474.447,462.876,465.714,465.274,430.095,430.095,430.095,430.095,461.661,461.661,461.661,461.661,461.661,493.818,493.818,493.818,493.818,493.818,497.142,497.142,497.142,497.142,497.142,498.455,498.455,498.455,498.455,498.455,497.773,509.9791667,511.9549654,513.9307641,515.9065628,517.8823615,519.8581602,521.8339589,523.8097576,525.7855563,527.761355,529.7371537,531.7129524,533.6887511,535.6645498,537.6403485,539.6161472,541.5919459,543.5677446,545.5435433,547.519342,549.4951407,551.4709394,553.4467381,555.4225368,557.3983355,559.3741342,561.3499329,563.3257316,565.3015303,567.277329,569.2531277,571.2289264,573.2047251,575.1805238,577.1563225,579.1321212,581.1079199,583.0837186
41,454.293,454.293,454.293,454.293,454.293,441.287,422.254,402.97,396.201,388.629,382.557,387.675,415.612,432.142,431.756,427.235,429.577,429.322,444.065,445.687,440.566,458.851,464.12,478.205,489.703,478.272,470.965,473.158,461.61,464.453,439.141,439.141,439.141,439.141,445.169,445.169,445.169,445.169,445.169,484.226,484.226,484.226,484.226,484.226,494.509,494.509,494.509,494.509,494.509,497.877,497.877,497.877,497.877,497.877,497.326,513.7333095,516.6864199,519.6395303,522.5926407,525.5457511,528.4988615,531.4519719,534.4050823,537.3581926,540.311303,543.2644134,546.2175238,549.1706342,552.1237446,555.076855,558.0299654,560.9830758,563.9361861,566.8892965,569.8424069,572.7955173,575.7486277,578.7017381,581.6548485,584.6079589,587.5610693,590.5141797,593.46729,596.4204004,599.3735108,602.3266212,605.2797316,608.232842,611.1859524,614.1390628,617.0921732,620.0452835,622.9983939
42,444.651,444.651,444.651,444.651,444.651,452.881,439.94,420.936,401.821,394.983,387.447,381.33,386.444,414.338,430.846,430.466,425.958,428.302,428.055,442.781,444.407,439.301,457.564,462.832,476.905,488.392,476.987,469.701,471.898,460.375,448.545,448.545,448.545,448.545,437.195,437.195,437.195,437.195,437.195,478.732,478.732,478.732,478.732,478.732,491.787,491.787,491.787,491.787,491.787,496.996,496.996,496.996,496.996,496.996,496.779,514.4690952,517.8609654,521.2528355,524.6447056,528.0365758,531.4284459,534.820316,538.2121861,541.6040563,544.9959264,548.3877965,551.7796667,555.1715368,558.5634069,561.9552771,565.3471472,568.7390173,572.1308874,575.5227576,578.9146277,582.3064978,585.698368,589.0902381,592.4821082,595.8739784,599.2658485,602.6577186,606.0495887,609.4414589,612.833329,616.2251991,619.6170693,623.0089394,626.4008095,629.7926797,633.1845498,636.5764199,639.96829
43,455.612,455.612,455.612,455.612,455.612,443.263,451.52,438.603,419.738,400.599,393.795,386.232,380.132,385.244,413.093,429.579,429.206,424.712,427.06,426.822,441.529,443.161,438.07,456.312,461.581,475.639,487.115,475.737,468.471,470.675,451.926,451.926,451.926,451.926,425.43,425.43,425.43,425.43,425.43,481.095,481.095,481.095,481.095,481.095,486.555,486.555,486.555,486.555,486.555,495.682,495.682,495.682,495.682,495.682,495.932,515.3226905,519.1410216,522.9593528,526.777684,530.5960152,534.4143463,538.2326775,542.0510087,545.8693398,549.687671,553.5060022,557.3243333,561.1426645,564.9609957,568.7793268,572.597658,576.4159892,580.2343203,584.0526515,587.8709827,591.6893139,595.507645,599.3259762,603.1443074,606.9626385,610.7809697,614.5993009,618.417632,622.2359632,626.0542944,629.8726255,633.6909567,637.5092879,641.327619,645.1459502,648.9642814,652.7826126,656.6009437
44,456.408,456.408,456.408,456.408,456.408,454.203,441.928,450.171,437.364,418.492,399.412,392.591,385.048,378.968,384.078,411.882,428.347,427.982,423.504,425.857,425.627,440.317,441.954,436.88,455.099,460.369,474.414,485.879,474.528,467.284,460.472,460.472,460.472,460.472,417.96,417.96,417.96,417.96,417.96,466.471,466.471,466.471,466.471,466.471,495.031,495.031,495.031,495.031,495.031,493.929,493.929,493.929,493.929,493.929,494.657,519.1567143,523.6618182,528.1669221,532.672026,537.1771299,541.6822338,546.1873377,550.6924416,555.1975455,559.7026494,564.2077532,568.7128571,573.217961,577.7230649,582.2281688,586.7332727,591.2383766,595.7434805,600.2485844,604.7536883,609.2587922,613.7638961,618.269,622.7741039,627.2792078,631.7843117,636.2894156,640.7945195,645.2996234,649.8047273,654.3098312,658.8149351,663.320039,667.8251429,672.3302468,676.8353506,681.3404545,685.8455584
45,465.066,465.066,465.066,465.066,465.066,455.322,453.177,440.933,449.238,436.425,417.612,398.549,391.751,384.232,378.174,383.283,411.042,427.487,427.13,422.67,425.029,424.808,439.481,441.124,436.067,454.264,459.535,473.567,485.021,473.697,460.104,460.104,460.104,460.104,424.929,424.929,424.929,424.929,424.929,456.473,456.473,456.473,456.473,456.473,488.607,488.607,488.607,488.607,488.607,492.089,492.089,492.089,492.089,492.089,493.276,512.5272857,516.6801299,520.832974,524.9858182,529.1386623,533.2915065,537.4443506,541.5971948,545.750039,549.9028831,554.0557273,558.2085714,562.3614156,566.5142597,570.6671039,574.8199481,578.9727922,583.1256364,587.2784805,591.4313247,595.5841688,599.737013,603.8898571,608.0427013,612.1955455,616.3483896,620.5012338,624.6540779,628.8069221,632.9597662,637.1126104,641.2654545,645.4182987,649.5711429,653.723987,657.8768312,662.0296753,666.1825195
46,462.739,462.739,462.739,462.739,462.739,464.254,454.591,452.465,440.32,448.587,435.823,417.035,398.024,391.252,383.758,377.723,382.833,410.549,426.974,426.628,422.185,424.552,424.342,438.997,440.648,435.607,453.783,459.054,473.072,484.516,456.821,456.821,456.821,456.821,434.716,434.716,434.716,434.716,434.716,440.888,440.888,440.888,440.888,440.888,479.88,479.88,479.88,479.88,479.88,490.283,490.283,490.283,490.283,490.283,491.784,503.952119,507.6853463,511.4185736,515.1518009,518.8850281,522.6182554,526.3514827,530.08471,533.8179372,537.5511645,541.2843918,545.017619,548.7508463,552.4840736,556.2173009,559.9505281,563.6837554,567.4169827,571.15021,574.8834372,578.6166645,582.3498918,586.083119,589.8163463,593.5495736,597.2828009,601.0160281,604.7492554,608.4824827,612.21571,615.9489372,619.6821645,623.4153918,627.148619,630.8818463,634.6150736,638.3483009,642.0815281
47,467.088,467.088,467.088,467.088,467.088,461.863,463.44,453.82,451.768,439.64,447.915,435.173,416.441,397.484,390.74,383.273,377.262,382.375,410.049,426.456,426.122,421.697,424.07,423.871,438.509,440.167,435.144,453.298,458.57,472.574,467.786,467.786,467.786,467.786,444.813,444.813,444.813,444.813,444.813,433.736,433.736,433.736,433.736,433.736,475.182,475.182,475.182,475.182,475.182,488.343,488.343,488.343,488.343,488.343,489.968,496.8486429,500.0238961,503.1991494,506.3744026,509.5496558,512.7249091,515.9001623,519.0754156,522.2506688,525.4259221,528.6011753,531.7764286,534.9516818,538.1269351,541.3021883,544.4774416,547.6526948,550.8279481,554.0032013,557.1784545,560.3537078,563.528961,566.7042143,569.8794675,573.0547208,576.229974,579.4052273,582.5804805,585.7557338,588.930987,592.1062403,595.2814935,598.4567468,601.632,604.8072532,607.9825065,611.1577597,614.333013
48,463.088,463.088,463.088,463.088,463.088,466.109,460.974,462.575,453.042,450.996,438.925,447.186,434.492,415.819,396.918,390.204,382.765,376.78,381.896,409.529,425.918,425.598,421.191,423.57,423.382,438.004,439.669,434.664,452.796,458.069,465.085,465.085,465.085,465.085,448.876,448.876,448.876,448.876,448.876,422.767,422.767,422.767,422.767,422.767,478.241,478.241,478.241,478.241,478.241,483.851,483.851,483.851,483.851,483.851,488.004,492.7088571,495.6967662,498.6846753,501.6725844,504.6604935,507.6484026,510.6363117,513.6242208,516.6121299,519.600039,522.5879481,525.5758571,528.5637662,531.5516753,534.5395844,537.5274935,540.5154026,543.5033117,546.4912208,549.4791299,552.467039,555.4549481,558.4428571,561.4307662,564.4186753,567.4065844,570.3944935,573.3824026,576.3703117,579.3582208,582.3461299,585.334039,588.3219481,591.3098571,594.2977662,597.2856753,600.2735844,603.2614935
49,454.818,454.818,454.818,454.818,454.818,462.014,465.115,460.028,461.687,452.19,450.18,438.15,446.415,433.772,415.16,396.318,389.634,382.225,376.267,381.386,408.979,425.35,425.041,420.654,423.04,422.862,437.469,439.14,434.153,452.262,471.714,471.714,471.714,471.714,457.988,457.988,457.988,457.988,457.988,415.98,415.98,415.98,415.98,415.98,464.346,464.346,464.346,464.346,464.346,492.914,492.914,492.914,492.914,492.914,483.48,490.0442381,492.8637576,495.6832771,498.5027965,501.322316,504.1418355,506.961355,509.7808745,512.6003939,515.4199134,518.2394329,521.0589524,523.8784719,526.6979913,529.5175108,532.3370303,535.1565498,537.9760693,540.7955887,543.6151082,546.4346277,549.2541472,552.0736667,554.8931861,557.7127056,560.5322251,563.3517446,566.1712641,568.9907835,571.810303,574.6298225,577.449342,580.2688615,583.088381,585.9079004,588.7274199,591.5469394,594.3664589
