  Ages,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
20,428.41,428.41,428.41,428.41,428.41,420.792,422.879,411.037,414.307,413.934,404.196,399.471,388.643,378.193,370.305,376.732,387.483,394.338,409.747,419.119,432.789,429.182,433.493,441.934,447.649,437.89,442.008,443.551,444.984,446.1,446.0825,446.065,446.0475,446.03,445.0424,444.0548,443.0672,442.0796,441.092,440.3086,439.5252,438.7418,437.9584,437.175,438.1456,439.1162,440.0868,441.0574,442.028,444.8562,447.6844,450.5126,453.3408,456.169,459.004,450.6495048,451.2667931,451.8840814,452.5013697,453.118658,453.7359463,454.3532346,454.9705229,455.5878113,456.2050996,456.8223879,457.4396762,458.0569645,458.6742528,459.2915411,459.9088294,460.5261177,461.1434061,461.7606944,462.3779827,462.995271,463.6125593,464.2298476,464.8471359,465.4644242,466.0817126,466.6990009,467.3162892,467.9335775,468.5508658,469.1681541,469.7854424,470.4027307,471.020019,471.6373074,472.2545957,472.871884,473.4891723
21,446.484,446.484,446.484,446.484,446.484,434.673,427.101,429.167,417.832,420.776,420.485,410.516,405.799,394.981,384.538,376.659,383.087,393.838,400.693,416.099,425.471,439.139,435.535,439.848,448.288,454.003,444.249,448.368,449.912,451.346,451.76225,452.1785,452.59475,453.011,452.1278,451.2446,450.3614,449.4782,448.595,447.65,446.705,445.76,444.815,443.87,444.3878,444.9056,445.4234,445.9412,446.459,449.0836,451.7082,454.3328,456.9574,459.582,462.564,453.814019,454.1955879,454.5771567,454.9587255,455.3402944,455.7218632,456.103432,456.4850009,456.8665697,457.2481385,457.6297074,458.0112762,458.392845,458.7744139,459.1559827,459.5375515,459.9191203,460.3006892,460.682258,461.0638268,461.4453957,461.8269645,462.2085333,462.5901022,462.971671,463.3532398,463.7348087,464.1163775,464.4979463,464.8795152,465.261084,465.6426528,466.0242216,466.4057905,466.7873593,467.1689281,467.550497,467.9320658
22,442.251,442.251,442.251,442.251,442.251,453.753,441.994,434.406,436.988,425.326,428.35,427.818,417.858,413.148,402.34,391.904,384.033,390.463,401.213,408.069,423.472,432.843,446.509,442.908,447.222,455.662,461.377,451.628,455.748,457.293,458.1415,458.99,459.8385,460.687,459.9728,459.2586,458.5444,457.8302,457.116,456.0684,455.0208,453.9732,452.9256,451.878,451.9808,452.0836,452.1864,452.2892,452.392,454.7054,457.0188,459.3322,461.6456,463.959,466.998,458.2986333,458.4592061,458.6197788,458.7803515,458.9409242,459.101497,459.2620697,459.4226424,459.5832152,459.7437879,459.9043606,460.0649333,460.2255061,460.3860788,460.5466515,460.7072242,460.867797,461.0283697,461.1889424,461.3495152,461.5100879,461.6706606,461.8312333,461.9918061,462.1523788,462.3129515,462.4735242,462.634097,462.7946697,462.9552424,463.1158152,463.2763879,463.4369606,463.5975333,463.7581061,463.9186788,464.0792515,464.2398242
23,436.007,436.007,436.007,436.007,436.007,450.095,461.634,449.864,442.793,445.046,433.473,436.254,435.728,425.779,421.075,410.276,399.848,391.984,398.414,409.164,416.02,431.42,440.791,454.455,450.857,455.172,463.611,469.327,459.581,463.702,464.893,466.084,467.275,468.466,467.9988,467.5316,467.0644,466.5972,466.13,465.0486,463.9672,462.8858,461.8044,460.723,460.4622,460.2014,459.9406,459.6798,459.419,461.3324,463.2458,465.1592,467.0726,468.986,471.95,463.7903095,463.7573939,463.7244784,463.6915628,463.6586472,463.6257316,463.592816,463.5599004,463.5269848,463.4940693,463.4611537,463.4282381,463.3953225,463.3624069,463.3294913,463.2965758,463.2636602,463.2307446,463.197829,463.1649134,463.1319978,463.0990823,463.0661667,463.0332511,463.0003355,462.9674199,462.9345043,462.9015887,462.8686732,462.8357576,462.802842,462.7699264,462.7370108,462.7040952,462.6711797,462.6382641,462.6053485,462.5724329
24,438.387,438.387,438.387,438.387,438.387,443.552,457.676,469.194,457.924,450.543,452.878,441.081,443.867,443.347,433.407,428.709,417.919,407.498,399.64,406.072,416.821,423.678,439.074,448.443,462.106,458.512,462.827,471.265,476.981,467.241,469.29775,471.3545,473.41125,475.468,475.3124,475.1568,475.0012,474.8456,474.69,473.6358,472.5816,471.5274,470.4732,469.419,468.8678,468.3166,467.7654,467.2142,466.663,468.1166,469.5702,471.0238,472.4774,473.931,476.681,469.5023429,469.3130753,469.1238078,468.9345403,468.7452727,468.5560052,468.3667377,468.1774701,467.9882026,467.7989351,467.6096675,467.4204,467.2311325,467.0418649,466.8525974,466.6633299,466.4740623,466.2847948,466.0955273,465.9062597,465.7169922,465.5277247,465.3384571,465.1491896,464.9599221,464.7706545,464.581387,464.3921195,464.2028519,464.0135844,463.8243169,463.6350494,463.4457818,463.2565143,463.0672468,462.8779792,462.6887117,462.4994442
25,425.652,425.652,425.652,425.652,425.652,444.051,449.258,463.361,475.34,463.782,456.483,458.607,446.822,449.612,449.096,439.166,434.473,423.692,413.278,405.427,411.86,422.607,429.464,444.859,454.226,467.886,464.295,468.612,477.049,482.765,482.1085,481.452,480.7955,480.139,480.3562,480.5734,480.7906,481.0078,481.225,480.2472,479.2694,478.2916,477.3138,476.336,475.56,474.784,474.008,473.232,472.456,473.4326,474.4092,475.3858,476.3624,477.339,479.754,473.8805476,473.5747359,473.2689242,472.9631126,472.6573009,472.3514892,472.0456775,471.7398658,471.4340541,471.1282424,470.8224307,470.516619,470.2108074,469.9049957,469.599184,469.2933723,468.9875606,468.6817489,468.3759372,468.0701255,467.7643139,467.4585022,467.1526905,466.8468788,466.5410671,466.2352554,465.9294437,465.623632,465.3178203,465.0120087,464.706197,464.4003853,464.0945736,463.7887619,463.4829502,463.1771385,462.8713268,462.5655152
26,434.944,434.944,434.944,434.944,434.944,429.585,448.017,453.208,467.763,479.448,467.973,460.473,462.602,450.829,453.623,453.111,443.19,438.503,427.73,417.323,409.477,415.911,426.657,433.515,448.906,458.272,471.929,468.341,472.66,481.095,481.50975,481.9245,482.33925,482.754,483.381,484.008,484.635,485.262,485.889,485.0152,484.1414,483.2676,482.3938,481.52,480.5836,479.6472,478.7108,477.7744,476.838,477.3622,477.8864,478.4106,478.9348,479.459,481.426,477.0460238,476.6625628,476.2791017,475.8956407,475.5121797,475.1287186,474.7452576,474.3617965,473.9783355,473.5948745,473.2114134,472.8279524,472.4444913,472.0610303,471.6775693,471.2941082,470.9106472,470.5271861,470.1437251,469.7602641,469.376803,468.993342,468.609881,468.2264199,467.8429589,467.4594978,467.0760368,466.6925758,466.3091147,465.9256537,465.5421926,465.1587316,464.7752706,464.3918095,464.0083485,463.6248874,463.2414264,462.8579654
27,437.045,437.045,437.045,437.045,437.045,438.524,433.21,451.62,457.236,471.518,483.271,471.609,464.12,466.254,454.491,457.29,456.783,446.87,442.19,431.424,421.024,413.185,419.619,430.363,437.221,452.609,461.975,475.628,472.043,476.363,478.5,480.637,482.774,484.911,485.906,486.901,487.896,488.891,489.886,489.1812,488.4764,487.7716,487.0668,486.362,485.3232,484.2844,483.2456,482.2068,481.168,481.2782,481.3884,481.4986,481.6088,481.719,483.202,480.4142714,479.9962571,479.5782429,479.1602286,478.7422143,478.3242,477.9061857,477.4881714,477.0701571,476.6521429,476.2341286,475.8161143,475.3981,474.9800857,474.5620714,474.1440571,473.7260429,473.3080286,472.8900143,472.472,472.0539857,471.6359714,471.2179571,470.7999429,470.3819286,469.9639143,469.5459,469.1278857,468.7098714,468.2918571,467.8738429,467.4558286,467.0378143,466.6198,466.2017857,465.7837714,465.3657571,464.9477429
28,425.529,425.529,425.529,425.529,425.529,440.295,441.814,436.493,455.298,460.66,475.005,486.569,474.921,467.441,469.581,457.828,460.632,460.129,450.223,445.551,434.792,424.401,416.568,423.002,433.743,440.601,455.987,465.351,479.001,475.419,477.60725,479.7955,481.98375,484.172,485.9546,487.7372,489.5198,491.3024,493.085,492.627,492.169,491.711,491.253,490.795,489.7226,488.6502,487.5778,486.5054,485.433,485.1812,484.9294,484.6776,484.4258,484.174,485.14,484.4239667,484.0790848,483.734203,483.3893212,483.0444394,482.6995576,482.3546758,482.0097939,481.6649121,481.3200303,480.9751485,480.6302667,480.2853848,479.940503,479.5956212,479.2507394,478.9058576,478.5609758,478.2160939,477.8712121,477.5263303,477.1814485,476.8365667,476.4916848,476.146803,475.8019212,475.4570394,475.1121576,474.7672758,474.4223939,474.0775121,473.7326303,473.3877485,473.0428667,472.6979848,472.353103,472.0082212,471.6633394
29,428.915,428.915,428.915,428.915,428.915,428.484,443.281,444.789,439.878,458.418,463.846,478.004,489.569,477.934,470.464,472.608,460.867,463.674,463.175,453.278,448.614,437.862,427.478,419.652,426.087,436.825,443.683,459.065,468.428,482.076,485.79925,489.5225,493.24575,496.969,496.6762,496.3834,496.0906,495.7978,495.505,495.3586,495.2122,495.0658,494.9194,494.773,493.7288,492.6846,491.6404,490.5962,489.552,489.0094,488.4668,487.9242,487.3816,486.839,487.297,486.3789048,485.8293593,485.2798139,484.7302684,484.1807229,483.6311775,483.081632,482.5320866,481.9825411,481.4329957,480.8834502,480.3339048,479.7843593,479.2348139,478.6852684,478.1357229,477.5861775,477.036632,476.4870866,475.9375411,475.3879957,474.8384502,474.2889048,473.7393593,473.1898139,472.6402684,472.0907229,471.5411775,470.991632,470.4420866,469.8925411,469.3429957,468.7934502,468.2439048,467.6943593,467.1448139,466.5952684,466.0457229
30,428.614,428.614,428.614,428.614,428.614,430.851,430.461,445.239,447.137,441.986,460.58,465.833,479.991,491.554,479.932,472.474,474.622,462.893,465.703,465.209,455.321,450.662,439.921,429.544,421.725,428.16,438.896,445.753,461.131,470.493,476.19875,481.9045,487.61025,493.316,493.9434,494.5708,495.1982,495.8256,496.453,496.6796,496.9062,497.1328,497.3594,497.586,496.619,495.652,494.685,493.718,492.751,491.9846,491.2182,490.4518,489.6854,488.919,488.952,490.230081,489.8774433,489.5248056,489.172168,488.8195303,488.4668926,488.114255,487.7616173,487.4089797,487.056342,486.7037043,486.3510667,485.998429,485.6457913,485.2931537,484.940516,484.5878784,484.2352407,483.882603,483.5299654,483.1773277,482.82469,482.4720524,482.1194147,481.7667771,481.4141394,481.0615017,480.7088641,480.3562264,480.0035887,479.6509511,479.2983134,478.9456758,478.5930381,478.2404004,477.8877628,477.5351251,477.1824874
31,434.243,434.243,434.243,434.243,434.243,429.548,431.824,431.426,446.57,448.232,443.151,461.566,466.822,480.978,492.541,480.932,473.485,475.638,463.921,466.733,466.245,456.367,451.714,440.982,430.614,422.802,429.236,439.971,446.826,462.201,468.1395,474.078,480.0165,485.955,487.9816,490.0082,492.0348,494.0614,496.088,496.7246,497.3612,497.9978,498.6344,499.271,498.4082,497.5454,496.6826,495.8198,494.957,494.0314,493.1058,492.1802,491.2546,490.329,490.037,493.7991238,493.7353472,493.6715706,493.6077939,493.5440173,493.4802407,493.4164641,493.3526874,493.2889108,493.2251342,493.1613576,493.097581,493.0338043,492.9700277,492.9062511,492.8424745,492.7786978,492.7149212,492.6511446,492.587368,492.5235913,492.4598147,492.3960381,492.3322615,492.2684848,492.2047082,492.1409316,492.077155,492.0133784,491.9496017,491.8858251,491.8220485,491.7582719,491.6944952,491.6307186,491.566942,491.5031654,491.4393887
32,435.42,435.42,435.42,435.42,435.42,434.931,430.282,432.548,432.501,447.418,449.14,443.909,462.317,467.578,481.731,493.291,481.696,474.26,476.417,464.713,467.528,467.044,457.177,452.53,441.809,431.45,423.646,430.079,440.811,447.665,456.3645,465.064,473.7635,482.463,485.0446,487.6262,490.2078,492.7894,495.371,496.3754,497.3798,498.3842,499.3886,500.393,499.7004,499.0078,498.3152,497.6226,496.93,495.9036,494.8772,493.8508,492.8244,491.798,491.214,496.6382619,496.7871775,496.9360931,497.0850087,497.2339242,497.3828398,497.5317554,497.680671,497.8295866,497.9785022,498.1274177,498.2763333,498.4252489,498.5741645,498.7230801,498.8719957,499.0209113,499.1698268,499.3187424,499.467658,499.6165736,499.7654892,499.9144048,500.0633203,500.2122359,500.3611515,500.5100671,500.6589827,500.8078983,500.9568139,501.1057294,501.254645,501.4035606,501.5524762,501.7013918,501.8503074,501.9992229,502.1481385
33,419.298,419.298,419.298,419.298,419.298,435.911,435.462,430.812,433.377,433.148,448.105,449.696,444.476,462.877,468.141,482.291,493.848,482.267,474.842,477.004,465.312,468.13,467.651,457.794,453.154,442.444,432.095,424.298,430.731,441.459,452.76125,464.0635,475.36575,486.668,487.7138,488.7596,489.8054,490.8512,491.897,493.6878,495.4786,497.2694,499.0602,500.851,500.4062,499.9614,499.5166,499.0718,498.627,497.5682,496.5094,495.4506,494.3918,493.333,492.492,498.5514762,498.8409957,499.1305152,499.4200346,499.7095541,499.9990736,500.2885931,500.5781126,500.867632,501.1571515,501.446671,501.7361905,502.02571,502.3152294,502.6047489,502.8942684,503.1837879,503.4733074,503.7628268,504.0523463,504.3418658,504.6313853,504.9209048,505.2104242,505.4999437,505.7894632,506.0789827,506.3685022,506.6580216,506.9475411,507.2370606,507.5265801,507.8160996,508.105619,508.3951385,508.684658,508.9741775,509.263697
34,391.594,391.594,391.594,391.594,391.594,419.708,436.345,435.889,431.526,433.917,433.737,448.561,450.157,444.949,463.341,468.608,482.755,494.307,482.741,475.328,477.493,465.815,468.636,468.161,458.315,453.684,442.984,432.647,424.857,431.291,441.86375,452.4365,463.00925,473.582,479.291,485,490.709,496.418,502.127,501.8494,501.5718,501.2942,501.0166,500.739,500.6056,500.4722,500.3388,500.2054,500.072,499.0426,498.0132,496.9838,495.9544,494.925,493.935,500.4852,500.7866078,501.0880156,501.3894234,501.6908312,501.992239,502.2936468,502.5950545,502.8964623,503.1978701,503.4992779,503.8006857,504.1020935,504.4035013,504.7049091,505.0063169,505.3077247,505.6091325,505.9105403,506.2119481,506.5133558,506.8147636,507.1161714,507.4175792,507.718987,508.0203948,508.3218026,508.6232104,508.9246182,509.226026,509.5274338,509.8288416,510.1302494,510.4316571,510.7330649,511.0344727,511.3358805,511.6372883
35,386.472,386.472,386.472,386.472,386.472,391.55,419.673,436.287,436.1,431.576,434.016,433.721,448.538,450.138,444.942,463.324,468.592,482.735,494.282,482.731,475.331,477.5,465.836,468.66,468.189,458.356,453.732,443.044,432.719,424.938,434.7785,444.619,454.4595,464.3,470.7346,477.1692,483.6038,490.0384,496.473,497.115,497.757,498.399,499.041,499.683,499.9234,500.1638,500.4042,500.6446,500.885,499.9338,498.9826,498.0314,497.0802,496.129,495.048,504.0944095,504.9114771,505.7285446,506.5456121,507.3626797,508.1797472,508.9968147,509.8138823,510.6309498,511.4480173,512.2650848,513.0821524,513.8992199,514.7162874,515.533355,516.3504225,517.16749,517.9845576,518.8016251,519.6186926,520.4357602,521.2528277,522.0698952,522.8869628,523.7040303,524.5210978,525.3381654,526.1552329,526.9723004,527.789368,528.6064355,529.423503,530.2405706,531.0576381,531.8747056,532.6917732,533.5088407,534.3259082
36,392.244,392.244,392.244,392.244,392.244,385.961,391.072,419.158,436.006,435.666,431.194,433.523,433.235,448.044,449.649,444.464,462.835,468.105,482.241,493.782,482.248,474.86,477.033,465.384,468.211,467.745,457.925,453.31,442.635,432.322,436.37875,440.4355,444.49225,448.549,456.3696,464.1902,472.0108,479.8314,487.652,489.6906,491.7292,493.7678,495.8064,497.845,498.4954,499.1458,499.7962,500.4466,501.097,500.2516,499.4062,498.5608,497.7154,496.87,495.785,508.6191857,510.1972805,511.7753753,513.3534701,514.9315649,516.5096597,518.0877545,519.6658494,521.2439442,522.822039,524.4001338,525.9782286,527.5563234,529.1344182,530.712513,532.2906078,533.8687026,535.4467974,537.0248922,538.602987,540.1810818,541.7591766,543.3372714,544.9153662,546.493461,548.0715558,549.6496506,551.2277455,552.8058403,554.3839351,555.9620299,557.5401247,559.1182195,560.6963143,562.2744091,563.8525039,565.4305987,567.0086935
37,399.463,399.463,399.463,399.463,399.463,391.712,385.476,390.574,418.868,435.547,435.25,430.682,433.014,432.734,447.533,449.141,443.967,462.326,467.596,481.724,493.259,481.742,474.368,476.544,464.913,467.741,467.281,457.476,452.87,442.209,441.9805,441.752,441.5235,441.295,449.6168,457.9386,466.2604,474.5822,482.904,485.4974,488.0908,490.6842,493.2776,495.871,496.8896,497.9082,498.9268,499.9454,500.964,500.2902,499.6164,498.9426,498.2688,497.595,496.512,510.779619,512.7527359,514.7258528,516.6989697,518.6720866,520.6452035,522.6183203,524.5914372,526.5645541,528.537671,530.5107879,532.4839048,534.4570216,536.4301385,538.4032554,540.3763723,542.3494892,544.3226061,546.2957229,548.2688398,550.2419567,552.2150736,554.1881905,556.1613074,558.1344242,560.1075411,562.080658,564.0537749,566.0268918,568.0000087,569.9731255,571.9462424,573.9193593,575.8924762,577.8655931,579.83871,581.8118268,583.7849437
38,405.885,405.885,405.885,405.885,405.885,398.881,391.178,384.943,390.273,418.382,435.083,434.681,430.125,432.459,432.186,446.974,448.585,443.423,461.766,467.037,481.156,492.683,481.185,473.826,476.006,464.393,467.224,466.77,456.981,452.386,446.82525,441.2645,435.70375,430.143,441.3094,452.4758,463.6422,474.8086,485.975,487.039,488.103,489.167,490.231,491.295,493.0994,494.9038,496.7082,498.5126,500.317,499.8924,499.4678,499.0432,498.6186,498.194,497.196,511.3113286,513.4651766,515.6190247,517.7728727,519.9267208,522.0805688,524.2344169,526.3882649,528.542113,530.695961,532.8498091,535.0036571,537.1575052,539.3113532,541.4652013,543.6190494,545.7728974,547.9267455,550.0805935,552.2344416,554.3882896,556.5421377,558.6959857,560.8498338,563.0036818,565.1575299,567.3113779,569.465226,571.619074,573.7729221,575.9267701,578.0806182,580.2344662,582.3883143,584.5421623,586.6960104,588.8498584,591.0037065
39,424.614,424.614,424.614,424.614,424.614,405.236,398.282,390.581,384.596,389.767,417.879,434.451,434.054,429.509,431.846,431.579,446.353,447.968,442.819,461.144,466.415,480.523,492.042,480.563,473.221,475.405,463.812,466.646,466.199,456.427,448.12425,439.8215,431.51875,423.216,432.9446,442.6732,452.4018,462.1304,471.859,477.569,483.279,488.989,494.699,500.409,500.1546,499.9002,499.6458,499.3914,499.137,499.0248,498.9126,498.8004,498.6882,498.576,497.741,516.3064048,519.1008139,521.8952229,524.689632,527.4840411,530.2784502,533.0728593,535.8672684,538.6616775,541.4560866,544.2504957,547.0449048,549.8393139,552.6337229,555.428132,558.2225411,561.0169502,563.8113593,566.6057684,569.4001775,572.1945866,574.9889957,577.7834048,580.5778139,583.3722229,586.166632,588.9610411,591.7554502,594.5498593,597.3442684,600.1386775,602.9330866,605.7274957,608.5219048,611.3163139,614.1107229,616.905132,619.6995411
40,442.687,442.687,442.687,442.687,442.687,423.582,404.274,397.32,389.845,383.733,388.934,416.911,433.463,433.071,428.538,430.878,430.616,445.376,446.994,441.858,460.164,465.434,479.531,491.04,479.584,472.259,474.447,462.876,465.714,465.274,456.47925,447.6845,438.88975,430.095,436.4082,442.7214,449.0346,455.3478,461.661,468.0924,474.5238,480.9552,487.3866,493.818,494.4828,495.1476,495.8124,496.4772,497.142,497.4046,497.6672,497.9298,498.1924,498.455,497.773,514.9406905,517.9593983,520.9781061,523.9968139,527.0155216,530.0342294,533.0529372,536.071645,539.0903528,542.1090606,545.1277684,548.1464762,551.165184,554.1838918,557.2025996,560.2213074,563.2400152,566.2587229,569.2774307,572.2961385,575.3148463,578.3335541,581.3522619,584.3709697,587.3896775,590.4083853,593.4270931,596.4458009,599.4645087,602.4832165,605.5019242,608.520632,611.5393398,614.5580476,617.5767554,620.5954632,623.614171,626.6328788
41,454.293,454.293,454.293,454.293,454.293,441.287,422.254,402.97,396.201,388.629,382.557,387.675,415.612,432.142,431.756,427.235,429.577,429.322,444.065,445.687,440.566,458.851,464.12,478.205,489.703,478.272,470.965,473.158,461.61,464.453,458.125,451.797,445.469,439.141,440.3466,441.5522,442.7578,443.9634,445.169,452.9804,460.7918,468.6032,476.4146,484.226,486.2826,488.3392,490.3958,492.4524,494.509,495.1826,495.8562,496.5298,497.2034,497.877,497.326,513.2819476,516.7025619,520.1231762,523.5437905,526.9644048,530.385019,533.8056333,537.2262476,540.6468619,544.0674762,547.4880905,550.9087048,554.329319,557.7499333,561.1705476,564.5911619,568.0117762,571.4323905,574.8530048,578.273619,581.6942333,585.1148476,588.5354619,591.9560762,595.3766905,598.7973048,602.217919,605.6385333,609.0591476,612.4797619,615.9003762,619.3209905,622.7416048,626.162219,629.5828333,633.0034476,636.4240619,639.8446762
42,444.651,444.651,444.651,444.651,444.651,452.881,439.94,420.936,401.821,394.983,387.447,381.33,386.444,414.338,430.846,430.466,425.958,428.302,428.055,442.781,444.407,439.301,457.564,462.832,476.905,488.392,476.987,469.701,471.898,460.375,457.4175,454.46,451.5025,448.545,446.275,444.005,441.735,439.465,437.195,445.5024,453.8098,462.1172,470.4246,478.732,481.343,483.954,486.565,489.176,491.787,492.8288,493.8706,494.9124,495.9542,496.996,496.779,510.4172571,513.8602675,517.3032779,520.7462883,524.1892987,527.6323091,531.0753195,534.5183299,537.9613403,541.4043506,544.847361,548.2903714,551.7333818,555.1763922,558.6194026,562.062413,565.5054234,568.9484338,572.3914442,575.8344545,579.2774649,582.7204753,586.1634857,589.6064961,593.0495065,596.4925169,599.9355273,603.3785377,606.8215481,610.2645584,613.7075688,617.1505792,620.5935896,624.0366,627.4796104,630.9226208,634.3656312,637.8086416
43,455.612,455.612,455.612,455.612,455.612,443.263,451.52,438.603,419.738,400.599,393.795,386.232,380.132,385.244,413.093,429.579,429.206,424.712,427.06,426.822,441.529,443.161,438.07,456.312,461.581,475.639,487.115,475.737,468.471,470.675,465.98775,461.3005,456.61325,451.926,446.6268,441.3276,436.0284,430.7292,425.43,436.563,447.696,458.829,469.962,481.095,482.187,483.279,484.371,485.463,486.555,488.3804,490.2058,492.0312,493.8566,495.682,495.932,508.983281,512.604142,516.225003,519.8458641,523.4667251,527.0875861,530.7084472,534.3293082,537.9501693,541.5710303,545.1918913,548.8127524,552.4336134,556.0544745,559.6753355,563.2961965,566.9170576,570.5379186,574.1587797,577.7796407,581.4005017,585.0213628,588.6422238,592.2630848,595.8839459,599.5048069,603.125668,606.746529,610.36739,613.9882511,617.6091121,621.2299732,624.8508342,628.4716952,632.0925563,635.7134173,639.3342784,642.9551394
44,456.408,456.408,456.408,456.408,456.408,454.203,441.928,450.171,437.364,418.492,399.412,392.591,385.048,378.968,384.078,411.882,428.347,427.982,423.504,425.857,425.627,440.317,441.954,436.88,455.099,460.369,474.414,485.879,474.528,467.284,465.581,463.878,462.175,460.472,451.9696,443.4672,434.9648,426.4624,417.96,427.6622,437.3644,447.0666,456.7688,466.471,472.183,477.895,483.607,489.319,495.031,494.8106,494.5902,494.3698,494.1494,493.929,494.657,509.9557048,513.9140242,517.8723437,521.8306632,525.7889827,529.7473022,533.7056216,537.6639411,541.6222606,545.5805801,549.5388996,553.497219,557.4555385,561.413858,565.3721775,569.330497,573.2888165,577.2471359,581.2054554,585.1637749,589.1220944,593.0804139,597.0387333,600.9970528,604.9553723,608.9136918,612.8720113,616.8303307,620.7886502,624.7469697,628.7052892,632.6636087,636.6219281,640.5802476,644.5385671,648.4968866,652.4552061,656.4135255
45,465.066,465.066,465.066,465.066,465.066,455.322,453.177,440.933,449.238,436.425,417.612,398.549,391.751,384.232,378.174,383.283,411.042,427.487,427.13,422.67,425.029,424.808,439.481,441.124,436.067,454.264,459.535,473.567,485.021,473.697,470.29875,466.9005,463.50225,460.104,453.069,446.034,438.999,431.964,424.929,431.2378,437.5466,443.8554,450.1642,456.473,462.8998,469.3266,475.7534,482.1802,488.607,489.3034,489.9998,490.6962,491.3926,492.089,493.276,502.5260952,506.0466667,509.5672381,513.0878095,516.608381,520.1289524,523.6495238,527.1700952,530.6906667,534.2112381,537.7318095,541.252381,544.7729524,548.2935238,551.8140952,555.3346667,558.8552381,562.3758095,565.896381,569.4169524,572.9375238,576.4580952,579.9786667,583.4992381,587.0198095,590.540381,594.0609524,597.5815238,601.1020952,604.6226667,608.1432381,611.6638095,615.184381,618.7049524,622.2255238,625.7460952,629.2666667,632.7872381
46,462.739,462.739,462.739,462.739,462.739,464.254,454.591,452.465,440.32,448.587,435.823,417.035,398.024,391.252,383.758,377.723,382.833,410.549,426.974,426.628,422.185,424.552,424.342,438.997,440.648,435.607,453.783,459.054,473.072,484.516,477.59225,470.6685,463.74475,456.821,452.4,447.979,443.558,439.137,434.716,435.9504,437.1848,438.4192,439.6536,440.888,448.6864,456.4848,464.2832,472.0816,479.88,481.9606,484.0412,486.1218,488.2024,490.283,491.784,492.8890619,495.906271,498.9234801,501.9406892,504.9578983,507.9751074,510.9923165,514.0095255,517.0267346,520.0439437,523.0611528,526.0783619,529.095571,532.1127801,535.1299892,538.1471983,541.1644074,544.1816165,547.1988255,550.2160346,553.2332437,556.2504528,559.2676619,562.284871,565.3020801,568.3192892,571.3364983,574.3537074,577.3709165,580.3881255,583.4053346,586.4225437,589.4397528,592.4569619,595.474171,598.4913801,601.5085892,604.5257983
47,467.088,467.088,467.088,467.088,467.088,461.863,463.44,453.82,451.768,439.64,447.915,435.173,416.441,397.484,390.74,383.273,377.262,382.375,410.049,426.456,426.122,421.697,424.07,423.871,438.509,440.167,435.144,453.298,458.57,472.574,471.377,470.18,468.983,467.786,463.1914,458.5968,454.0022,449.4076,444.813,442.5976,440.3822,438.1668,435.9514,433.736,442.0252,450.3144,458.6036,466.8928,475.182,477.8142,480.4464,483.0786,485.7108,488.343,489.968,484.2772048,486.4875827,488.6979606,490.9083385,493.1187165,495.3290944,497.5394723,499.7498502,501.9602281,504.1706061,506.380984,508.5913619,510.8017398,513.0121177,515.2224957,517.4328736,519.6432515,521.8536294,524.0640074,526.2743853,528.4847632,530.6951411,532.905519,535.115897,537.3262749,539.5366528,541.7470307,543.9574087,546.1677866,548.3781645,550.5885424,552.7989203,555.0092983,557.2196762,559.4300541,561.640432,563.85081,566.0611879
48,463.088,463.088,463.088,463.088,463.088,466.109,460.974,462.575,453.042,450.996,438.925,447.186,434.492,415.819,396.918,390.204,382.765,376.78,381.896,409.529,425.918,425.598,421.191,423.57,423.382,438.004,439.669,434.664,452.796,458.069,459.823,461.577,463.331,465.085,461.8432,458.6014,455.3596,452.1178,448.876,443.6542,438.4324,433.2106,427.9888,422.767,433.8618,444.9566,456.0514,467.1462,478.241,479.363,480.485,481.607,482.729,483.851,488.004,481.223019,483.3292372,485.4354554,487.5416736,489.6478918,491.75411,493.8603281,495.9665463,498.0727645,500.1789827,502.2852009,504.391419,506.4976372,508.6038554,510.7100736,512.8162918,514.92251,517.0287281,519.1349463,521.2411645,523.3473827,525.4536009,527.559819,529.6660372,531.7722554,533.8784736,535.9846918,538.09091,540.1971281,542.3033463,544.4095645,546.5157827,548.6220009,550.728219,552.8344372,554.9406554,557.0468736,559.1530918
