Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
33,389.925,389.925,389.925,389.925,389.925,380.966,371.167,376.552,397.88,421.031,426.476,420.14,440.842,458.015,473.596,469.305,475.445,483.29,476.375,478.013,485.144,476.823,462.664,456.008,447.842,444.885,447.335,436.64,431.038,421.894,421.894,421.894,422.879,422.879,422.879,422.879,422.879,475.081,475.081,475.081,475.081,475.081,427.071,427.071,427.071,427.071,427.071,426.988,426.988,426.988,426.988,426.988,425.525,425.525,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32,423.32
34,397.959,397.959,397.959,397.959,397.959,390.093,381,371.165,376.49,397.742,420.814,426.19,419.864,440.545,457.703,473.267,468.981,475.116,482.954,476.047,477.685,484.808,476.498,462.354,455.704,447.548,444.595,447.042,436.359,430.762,430.762,430.762,411.924,411.924,411.924,411.924,411.924,459.321,459.321,459.321,459.321,459.321,432.354,432.354,432.354,432.354,432.354,425.667,425.667,425.667,425.667,425.667,426.216,426.216,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181,424.181
35,415.642,415.642,415.642,415.642,415.642,398.404,390.409,381.276,371.4,376.669,397.843,420.824,426.193,419.876,440.536,457.675,473.22,468.939,475.07,482.898,476.001,477.638,484.751,476.452,462.323,455.682,447.536,444.586,447.031,436.36,436.36,436.36,412.235,412.235,412.235,412.235,412.235,446.767,446.767,446.767,446.767,446.767,440.241,440.241,440.241,440.241,440.241,424.188,424.188,424.188,424.188,424.188,426.957,426.957,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275,425.275
36,433.715,433.715,433.715,433.715,433.715,415.668,398.324,390.295,381.124,371.214,376.429,397.516,420.467,425.831,419.522,440.158,457.277,472.801,468.527,474.651,482.469,475.582,477.218,484.322,476.034,461.921,455.289,447.154,444.208,446.65,446.65,446.65,421.299,421.299,421.299,421.299,421.299,438.843,438.843,438.843,438.843,438.843,449.193,449.193,449.193,449.193,449.193,422.005,422.005,422.005,422.005,422.005,426.972,426.972,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88,425.88
37,446.647,446.647,446.647,446.647,446.647,433.534,415.393,398.034,389.969,380.763,370.825,375.974,397.033,419.952,425.312,419.012,439.622,456.72,472.223,467.955,474.072,481.88,475.003,476.638,483.732,475.453,461.361,454.738,446.614,443.671,443.671,443.671,429.892,429.892,429.892,429.892,429.892,433.327,433.327,433.327,433.327,433.327,470.796,470.796,470.796,470.796,470.796,422.183,422.183,422.183,422.183,422.183,426.414,426.414,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095,426.095
38,445.272,445.272,445.272,445.272,445.272,446.804,433.6,415.444,398.063,389.966,380.73,370.748,375.889,396.921,419.808,425.162,418.872,439.455,456.532,472.012,467.75,473.861,481.657,474.79,476.424,483.509,475.241,461.168,454.554,446.44,446.44,446.44,435.309,435.309,435.309,435.309,435.309,421.639,421.639,421.639,421.639,421.639,473.523,473.523,473.523,473.523,473.523,425.81,425.81,425.81,425.81,425.81,425.727,425.727,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318,426.318
39,456.058,456.058,456.058,456.058,456.058,445.578,446.997,433.77,415.591,398.193,390.062,380.781,370.814,375.95,396.952,419.807,425.154,418.875,439.431,456.485,471.943,467.687,473.791,481.576,474.721,476.353,483.428,475.171,461.118,454.514,454.514,454.514,445.909,445.909,445.909,445.909,445.909,411.024,411.024,411.024,411.024,411.024,458.118,458.118,458.118,458.118,458.118,431.327,431.327,431.327,431.327,431.327,424.683,424.683,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275,426.275
40,461.736,461.736,461.736,461.736,461.736,455.776,445.207,446.585,433.339,415.147,397.736,389.564,380.298,370.347,375.478,396.448,419.272,424.611,418.344,438.872,455.903,471.338,467.088,473.185,480.959,474.115,475.746,482.811,474.564,460.532,460.532,460.532,442.919,442.919,442.919,442.919,442.919,410.788,410.788,410.788,410.788,410.788,445.096,445.096,445.096,445.096,445.096,438.613,438.613,438.613,438.613,438.613,422.67,422.67,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2
41,472.125,472.125,472.125,472.125,472.125,460.826,454.782,444.203,445.545,432.289,414.096,396.67,388.513,379.263,369.33,374.455,395.392,418.182,423.512,417.258,437.756,454.762,470.174,465.93,472.018,479.782,472.95,474.58,481.632,473.399,473.399,473.399,444.728,444.728,444.728,444.728,444.728,419.057,419.057,419.057,419.057,419.057,436.488,436.488,436.488,436.488,436.488,446.766,446.766,446.766,446.766,446.766,419.77,419.77,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07,423.07
42,468.433,468.433,468.433,468.433,468.433,471.228,459.88,453.823,443.237,444.552,431.295,413.098,395.707,387.566,378.334,368.42,373.538,394.439,417.192,422.515,416.273,436.738,453.718,469.105,464.867,470.946,478.699,471.879,473.508,480.547,480.547,480.547,451.77,451.77,451.77,451.77,451.77,427.108,427.108,427.108,427.108,427.108,430.526,430.526,430.526,430.526,430.526,467.72,467.72,467.72,467.72,467.72,419.468,419.468,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607,420.607
43,469.633,469.633,469.633,469.633,469.633,467.132,469.865,458.521,452.455,441.871,443.165,429.906,411.749,394.394,386.272,377.058,367.165,372.276,393.138,415.852,421.167,414.938,435.368,452.32,467.678,463.449,469.518,477.258,470.451,472.079,472.079,472.079,456.935,456.935,456.935,456.935,456.935,431.281,431.281,431.281,431.281,431.281,417.727,417.727,417.727,417.727,417.727,469.211,469.211,469.211,469.211,469.211,421.87,421.87,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462,417.462
44,462.521,462.521,462.521,462.521,462.521,467.457,464.906,467.618,456.284,450.216,439.64,440.906,427.683,409.566,392.25,384.147,374.953,365.083,370.187,391.01,413.681,418.988,412.773,433.166,450.088,465.417,461.196,467.255,474.981,468.187,468.187,468.187,468.633,468.633,468.633,468.633,468.633,439.617,439.617,439.617,439.617,439.617,405.03,405.03,405.03,405.03,405.03,451.739,451.739,451.739,451.739,451.739,425.174,425.174,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975,415.975
45,452.306,452.306,452.306,452.306,452.306,459.995,464.913,462.361,465.06,453.742,447.679,437.107,438.379,425.193,407.12,389.846,381.763,372.591,362.746,367.842,388.623,411.253,416.551,410.35,430.705,447.594,462.894,458.681,464.73,472.441,472.441,472.441,474.283,474.283,474.283,474.283,474.283,434.746,434.746,434.746,434.746,434.746,402.902,402.902,402.902,402.902,402.902,436.911,436.911,436.911,436.911,436.911,430.488,430.488,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274,417.274
46,439.86,439.86,439.86,439.86,439.86,450.137,457.844,462.749,460.208,462.894,451.601,445.54,435.004,436.284,423.137,405.111,387.882,379.821,370.673,360.854,365.943,386.682,409.267,414.556,408.369,428.685,445.54,460.809,456.604,462.642,462.642,462.642,465.191,465.191,465.191,465.191,465.191,435.618,435.618,435.618,435.618,435.618,410.191,410.191,410.191,410.191,410.191,427.46,427.46,427.46,427.46,427.46,437.647,437.647,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737,420.737
47,430.197,430.197,430.197,430.197,430.197,438.506,448.795,456.488,461.386,458.852,461.534,450.264,444.232,433.735,435.024,421.919,403.944,386.762,378.726,369.602,359.811,364.893,385.587,408.123,413.403,407.232,427.504,444.324,459.559,455.362,455.362,455.362,462.317,462.317,462.317,462.317,462.317,442.407,442.407,442.407,442.407,442.407,417.992,417.992,417.992,417.992,417.992,421.388,421.388,421.388,421.388,421.388,458.216,458.216,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299,427.299
48,413.961,413.961,413.961,413.961,413.961,429.009,437.338,447.607,455.29,460.179,457.66,460.335,449.113,443.112,432.657,433.955,420.894,402.972,385.842,377.833,368.736,358.975,364.046,384.691,407.174,412.444,406.289,426.515,443.295,458.492,458.492,458.492,467.977,467.977,467.977,467.977,467.977,447.87,447.87,447.87,447.87,447.87,422.49,422.49,422.49,422.49,422.49,409.089,409.089,409.089,409.089,409.089,460.032,460.032,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445,435.445
49,406.749,406.749,406.749,406.749,406.749,412.779,427.821,436.135,446.383,454.05,458.933,456.425,459.111,447.938,441.969,431.557,432.861,419.847,401.983,384.909,376.927,367.858,358.128,363.189,383.779,406.203,411.459,405.323,425.495,442.231,442.231,442.231,459.208,459.208,459.208,459.208,459.208,460.573,460.573,460.573,460.573,460.573,431.891,431.891,431.891,431.891,431.891,397.702,397.702,397.702,397.702,397.702,443.887,443.887,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059,456.059
50,401.315,401.315,401.315,401.315,401.315,405.442,411.493,426.495,434.791,445.017,452.666,457.536,455.057,457.751,446.628,440.692,430.324,431.635,418.672,400.87,383.855,375.901,366.865,357.168,362.214,382.743,405.1,410.342,404.226,424.338,424.338,424.338,451.97,451.97,451.97,451.97,451.97,467.393,467.393,467.393,467.393,467.393,428.343,428.343,428.343,428.343,428.343,396.896,396.896,396.896,396.896,396.896,430.491,430.491,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673,457.673
51,386,386,386,386,386,399.701,403.857,409.898,424.857,433.138,443.337,450.965,455.839,453.389,456.089,445.021,439.117,428.798,430.115,417.205,399.47,382.518,374.595,365.592,355.931,360.962,381.421,403.705,408.931,402.835,402.835,402.835,454.572,454.572,454.572,454.572,454.572,458.904,458.904,458.904,458.904,458.904,429.733,429.733,429.733,429.733,429.733,404.654,404.654,404.654,404.654,404.654,421.695,421.695,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167,441.167
52,371.776,371.776,371.776,371.776,371.776,384.083,397.773,401.926,407.96,422.878,431.14,441.31,448.929,453.805,451.384,454.091,443.079,437.208,426.94,428.261,415.407,397.743,380.86,372.97,364.001,354.378,359.393,379.775,401.98,407.186,407.186,407.186,437.665,437.665,437.665,437.665,437.665,455.395,455.395,455.395,455.395,455.395,435.78,435.78,435.78,435.78,435.78,411.734,411.734,411.734,411.734,411.734,415.086,415.086,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21,427.21
53,361.558,361.558,361.558,361.558,361.558,369.524,381.819,395.463,399.62,405.646,420.517,428.757,438.909,446.517,451.393,449.001,451.713,440.758,434.923,424.707,426.032,413.237,395.65,378.839,370.982,362.05,352.467,357.464,377.764,399.882,399.882,399.882,418.922,418.922,418.922,418.922,418.922,459.705,459.705,459.705,459.705,459.705,439.936,439.936,439.936,439.936,439.936,414.974,414.974,414.974,414.974,414.974,401.803,401.803,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75,417.75
54,361.592,361.592,361.592,361.592,361.592,359.241,367.205,379.45,393.047,397.205,403.222,418.04,426.267,436.396,443.992,448.864,446.503,449.217,438.323,432.525,422.364,423.69,410.958,393.452,376.716,368.896,360.003,350.462,355.438,375.649,375.649,375.649,396.816,396.816,396.816,396.816,396.816,449.741,449.741,449.741,449.741,449.741,451.088,451.088,451.088,451.088,451.088,422.924,422.924,422.924,422.924,422.924,389.358,389.358,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685,410.685
55,355.208,355.208,355.208,355.208,355.208,359.192,356.895,364.825,377.019,390.564,394.725,400.73,415.5,423.71,433.813,441.393,446.26,443.929,446.643,435.815,430.053,419.948,421.275,408.61,391.189,374.533,366.751,357.9,348.404,353.357,353.357,353.357,400.536,400.536,400.536,400.536,400.536,441.359,441.359,441.359,441.359,441.359,456.493,456.493,456.493,456.493,456.493,418.206,418.206,418.206,418.206,418.206,387.38,387.38,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313,397.313
56,350.42,350.42,350.42,350.42,350.42,352.746,356.759,354.486,362.379,374.52,388.009,392.171,398.17,412.886,421.076,431.149,438.709,443.569,441.267,443.979,433.219,427.494,417.448,418.775,406.18,388.849,372.279,364.537,355.729,346.282,346.282,346.282,393.039,393.039,393.039,393.039,393.039,442.837,442.837,442.837,442.837,442.837,447.093,447.093,447.093,447.093,447.093,418.538,418.538,418.538,418.538,418.538,393.991,393.991,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813,384.813
57,351.514,351.514,351.514,351.514,351.514,347.648,350.027,354.032,351.786,359.64,371.725,385.155,389.32,395.31,409.968,418.133,428.171,435.708,440.559,438.284,440.993,430.301,424.615,414.632,415.956,403.434,386.198,369.719,362.018,353.256,353.256,353.256,368.665,368.665,368.665,368.665,368.665,425.252,425.252,425.252,425.252,425.252,442.578,442.578,442.578,442.578,442.578,423.415,423.415,423.415,423.415,423.415,399.919,399.919,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444,382.444
58,359.958,359.958,359.958,359.958,359.958,348.355,344.605,346.997,350.996,348.772,356.585,368.611,381.98,386.145,392.124,406.717,414.854,424.852,432.363,437.201,434.953,437.657,427.036,421.391,411.472,412.79,400.345,383.209,366.825,359.168,359.168,359.168,345.987,345.987,345.987,345.987,345.987,405.932,405.932,405.932,405.932,405.932,445.714,445.714,445.714,445.714,445.714,426.438,426.438,426.438,426.438,426.438,402.097,402.097,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305,388.305
59,371.073,371.073,371.073,371.073,371.073,356.217,344.814,341.138,343.543,347.531,345.331,353.1,365.063,378.368,382.53,388.493,403.014,411.119,421.072,428.551,433.375,431.154,433.849,423.302,417.697,407.846,409.158,396.793,379.764,363.483,363.483,363.483,337.933,337.933,337.933,337.933,337.933,383.046,383.046,383.046,383.046,383.046,434.581,434.581,434.581,434.581,434.581,435.894,435.894,435.894,435.894,435.894,408.481,408.481,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329,393.329
60,395.908,395.908,395.908,395.908,395.908,366.507,351.921,340.677,337.078,339.496,343.468,341.295,349.021,360.913,374.144,378.3,384.243,398.684,406.751,416.655,424.097,428.899,426.706,429.39,418.923,413.361,403.583,404.886,392.608,375.696,375.696,375.696,343.366,343.366,343.366,343.366,343.366,384.772,384.772,384.772,384.772,384.772,424.433,424.433,424.433,424.433,424.433,439.147,439.147,439.147,439.147,439.147,401.962,401.962,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348,394.348
61,413.427,413.427,413.427,413.427,413.427,390.472,361.521,347.164,336.089,332.573,334.995,338.952,336.811,344.487,356.3,369.449,373.595,379.512,393.863,401.883,411.729,419.129,423.907,421.741,424.411,414.032,408.513,398.814,400.108,387.926,387.926,387.926,347.596,347.596,347.596,347.596,347.596,375.194,375.194,375.194,375.194,375.194,423.449,423.449,423.449,423.449,423.449,427.591,427.591,427.591,427.591,427.591,399.926,399.926,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454,399.454
62,333.059,333.059,333.059,333.059,333.059,407.647,385.144,356.603,342.485,331.589,328.155,330.582,334.524,332.416,340.037,351.762,364.816,368.948,374.837,389.083,397.051,406.83,414.18,418.929,416.792,419.444,409.157,403.687,394.073,395.355,395.355,395.355,350.727,350.727,350.727,350.727,350.727,349.696,349.696,349.696,349.696,349.696,404.367,404.367,404.367,404.367,404.367,421.103,421.103,421.103,421.103,421.103,402.602,402.602,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493,392.493
63,322.775,322.775,322.775,322.775,322.775,328.28,402.199,380.09,351.976,338.104,327.39,324.041,326.476,330.398,328.323,335.883,347.513,360.462,364.576,370.43,384.561,392.468,402.172,409.467,414.181,412.074,414.705,404.517,399.097,389.574,389.574,389.574,362.395,362.395,362.395,362.395,362.395,326.575,326.575,326.575,326.575,326.575,384.263,384.263,384.263,384.263,384.263,422.557,422.557,422.557,422.557,422.557,404.015,404.015,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682,390.682
64,315.049,315.049,315.049,315.049,315.049,317.765,323.369,396.512,374.807,347.132,333.512,322.985,319.723,322.163,326.063,324.021,331.515,343.041,355.876,359.967,365.779,379.784,387.624,397.245,404.476,409.15,407.072,409.679,399.596,394.23,394.23,394.23,374.222,374.222,374.222,374.222,374.222,317.802,317.802,317.802,317.802,317.802,361.034,361.034,361.034,361.034,361.034,410.456,410.456,410.456,410.456,410.456,411.725,411.725,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186,393.186
65,298.983,298.983,298.983,298.983,298.983,309.579,312.428,318.059,390.373,369.081,341.862,328.498,318.166,314.992,317.433,321.308,319.3,326.72,338.133,350.844,354.908,360.671,374.538,382.303,391.833,398.993,403.621,401.573,404.151,394.179,394.179,394.179,380.793,380.793,380.793,380.793,380.793,322.075,322.075,322.075,322.075,322.075,361.591,361.591,361.591,361.591,361.591,399.47,399.47,399.47,399.47,399.47,413.545,413.545,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709,393.709
66,267.922,267.922,267.922,267.922,267.922,293.579,304.177,307.085,312.737,384.171,363.301,336.547,323.448,313.314,310.228,312.667,316.513,314.539,321.878,333.17,345.745,349.777,355.487,369.203,376.886,386.314,393.395,397.975,395.955,398.501,398.501,398.501,374.195,374.195,374.195,374.195,374.195,325.523,325.523,325.523,325.523,325.523,351.733,351.733,351.733,351.733,351.733,397.631,397.631,397.631,397.631,397.631,401.601,401.601,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527,400.527
67,248.73,248.73,248.73,248.73,248.73,263.172,288.577,299.102,302.062,307.725,378.228,357.788,331.514,318.684,308.753,305.754,308.187,311.998,310.061,317.313,328.474,340.903,344.896,350.546,364.098,371.692,381.01,388.003,392.529,390.538,390.538,390.538,378.146,378.146,378.146,378.146,378.146,328.046,328.046,328.046,328.046,328.046,327.046,327.046,327.046,327.046,327.046,378.833,378.833,378.833,378.833,378.833,394.686,394.686,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244,402.244
