Age,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
20,56.78828631,56.78828631,56.78828631,56.78828631,56.78828631,52.61667689,50.48204483,48.51744214,47.19704647,45.31711189,44.20323666,42.73451185,41.36272299,40.66032366,39.10864435,38.18341734,37.13216747,36.49157422,35.85610075,35.06004032,34.41922153,34.01234625,33.21825309,32.81282307,32.39671329,31.97975069,31.45911888,31.12648775,30.80370895,30.3861272,29.96854546,29.55096371,29.13338196,28.7870068,28.44063165,28.09425649,27.74788134,27.40150618,27.09716488,26.79282358,26.48848228,26.18414098,25.87979968,25.57879489,25.2777901,24.9767853,24.67578051,24.37477572,24.10305468,23.83133363,23.55961259,23.28789154,23.0161705,22.8667002,22.53715152,22.20760284,21.87805415,21.54850547,21.25476677,20.96102807,20.66728937,20.37355067,20.07981197,19.8711897,19.66256744,19.45394517,19.24532291,19.03670064,18.82693955,18.61717846,18.40741738,18.19765629,17.9878952,17.71134627,17.43479734,17.1582484,16.88169947,16.60515054,16.56476193,15.8447899,15.57442236,15.30405481,15.03368727,14.76331972,14.49295218,14.22258463,13.95221709,13.68184955,13.411482,13.14111446,12.87074691,12.60037937,12.33001182
21,58.66992611,58.66992611,58.66992611,58.66992611,58.66992611,53.85951339,51.78952551,49.8942058,47.93477074,46.65530916,45.05025108,43.96114028,42.75749172,41.40869884,40.71913078,39.45862763,38.28513631,37.50088089,36.6174393,35.98794046,35.43478717,34.79243152,34.39471005,33.83453559,33.20244193,32.78767358,32.38522787,31.86870095,31.53961861,31.15275462,30.76589062,30.37902663,29.99216263,29.64237553,29.29258843,28.94280134,28.59301424,28.24322714,27.90756795,27.57190875,27.23624956,26.90059036,26.56493117,26.24674945,25.92856773,25.610386,25.29220428,24.97402256,24.67457421,24.37512586,24.07567751,23.77622916,23.47678081,23.32270854,23.03341977,22.744131,22.45484223,22.16555346,21.8603409,21.55512833,21.24991577,20.9447032,20.63949064,20.42947535,20.21946007,20.00944478,19.7994295,19.58941421,19.34372162,19.09802903,18.85233644,18.60664385,18.36095126,18.13514687,17.90934248,17.68353809,17.4577337,17.23192931,16.98957213,16.26575172,15.98806016,15.71036859,15.43267702,15.15498546,14.87729389,14.59960232,14.32191076,14.04421919,13.76652762,13.48883606,13.21114449,12.93345292,12.65576136
22,58.2576917,58.2576917,58.2576917,58.2576917,58.2576917,53.73455132,51.56557572,49.92090159,47.83387364,46.10172649,44.8671101,43.53302953,41.95346721,40.98891142,39.86436274,38.89458557,37.87966635,37.26226296,36.27381549,35.67034775,35.08689855,34.3342924,33.73676886,33.33736067,32.79705713,32.4124429,31.79957672,31.82155351,31.31891793,30.86202584,30.40513375,29.94824165,29.49134956,29.21835009,28.94535063,28.67235116,28.3993517,28.12635223,27.75521777,27.38408332,27.01294886,26.64181441,26.27067995,25.97842965,25.68617935,25.39392906,25.10167876,24.80942846,24.49236444,24.17530041,23.85823639,23.54117236,23.22410834,22.86339442,22.57050538,22.27761633,21.98472729,21.69183824,21.45957226,21.22730628,20.9950403,20.76277432,20.53050834,20.31779345,20.10507856,19.89236366,19.67964877,19.46693388,19.18573001,18.90452614,18.62332228,18.34211841,18.06091454,17.885453,17.70999146,17.53452992,17.35906838,17.18360684,16.74641637,16.06995235,15.79393119,15.51791003,15.24188887,14.96586771,14.68984655,14.41382539,14.13780423,13.86178307,13.58576191,13.30974075,13.03371959,12.75769843,12.48167727
23,57.49098437,57.49098437,57.49098437,57.49098437,57.49098437,53.06394756,51.10652059,49.31943582,47.65740368,45.63343662,44.33951268,42.92391339,41.61095801,40.48027285,39.51685935,38.37465246,37.63233212,36.8645908,35.77870869,35.08992701,34.27918492,33.98548728,33.7191554,32.93240134,32.31358687,32.00996446,31.64617862,31.26406091,30.62714471,30.33475301,30.04236131,29.74996961,29.45757791,29.04287397,28.62817004,28.2134661,27.79876217,27.38405823,27.10263171,26.82120519,26.53977866,26.25835214,25.97692562,25.66239158,25.34785754,25.03332349,24.71878945,24.40425541,24.07373008,23.74320475,23.41267942,23.08215409,22.75162876,22.61936471,22.37833463,22.13730455,21.89627446,21.65524438,21.37066516,21.08608594,20.80150673,20.51692751,20.23234829,20.01545059,19.79855288,19.58165518,19.36475747,19.14785977,18.87144589,18.59503201,18.31861812,18.04220424,17.76579036,17.59817963,17.4305689,17.26295816,17.09534743,16.9277367,16.9056944,15.91111659,15.64216101,15.37320543,15.10424985,14.83529427,14.56633869,14.29738311,14.02842753,13.75947195,13.49051637,13.22156079,12.95260521,12.68364963,12.41469405
24,57.67625751,57.67625751,57.67625751,57.67625751,57.67625751,52.98457411,51.14712601,49.0320399,47.42928921,45.77525231,44.45709781,42.93842719,41.77753352,40.93144765,39.57460728,38.84833195,37.70801663,36.96138508,35.94607593,35.13789182,34.71536964,34.15843901,33.19663246,32.95111514,32.62866858,32.23336088,31.50659388,31.15743557,30.78696047,30.4633091,30.13965774,29.81600637,29.492355,29.10344538,28.71453577,28.32562615,27.93671654,27.54780692,27.26733445,26.98686198,26.70638952,26.42591705,26.14544458,25.84851718,25.55158979,25.25466239,24.957735,24.6608076,24.31562831,23.97044902,23.62526972,23.28009043,22.93491114,22.81895774,22.52887916,22.23880059,21.94872201,21.65864343,21.44299623,21.22734904,21.01170184,20.79605465,20.58040745,20.2774662,19.97452495,19.6715837,19.36864245,19.0657012,18.87175782,18.67781443,18.48387105,18.28992766,18.09598428,17.89521034,17.6944364,17.49366245,17.29288851,17.09211457,16.87757011,16.07232894,15.80317227,15.53401559,15.26485892,14.99570224,14.72654556,14.45738889,14.18823221,13.91907554,13.64991886,13.38076219,13.11160551,12.84244883,12.57329216
25,59.13494688,59.13494688,59.13494688,59.13494688,59.13494688,54.45426962,52.27704174,50.23906495,48.5761127,47.20229832,45.56623128,44.27112156,42.76054983,41.61114825,40.77237051,39.65053154,38.70261506,37.80389873,37.06663329,36.55392194,35.7444753,35.07557728,34.28672038,34.00074712,33.52205006,33.18612309,32.79848227,32.07293087,31.9256154,31.53428914,31.14296287,30.75163661,30.36031034,29.99051554,29.62072075,29.25092595,28.88113116,28.51133636,28.14641655,27.78149674,27.41657694,27.05165713,26.68673732,26.36046475,26.03419218,25.70791962,25.38164705,25.05537448,24.7766595,24.49794453,24.21922955,23.94051458,23.6617996,23.35625166,23.07046865,22.78468563,22.49890262,22.2131196,21.98329783,21.75347606,21.52365429,21.29383252,21.06401075,20.8302732,20.59653566,20.36279811,20.12906057,19.89532302,19.62183097,19.34833891,19.07484686,18.8013548,18.52786275,18.33215529,18.13644783,17.94074036,17.7450329,17.54932544,17.34161001,16.53708901,16.26212382,15.98715862,15.71219343,15.43722824,15.16226304,14.88729785,14.61233266,14.33736746,14.06240227,13.78743707,13.51247188,13.23750669,12.96254149
26,62.02125201,62.02125201,62.02125201,62.02125201,62.02125201,57.22904826,55.10866184,53.13636284,51.29383921,49.83781943,48.29972212,46.70452039,45.41433586,44.38673433,43.01717175,41.96695377,41.10521362,39.95350864,39.32619567,38.63287324,37.66835324,37.08843798,36.62525136,36.04853005,35.48340596,34.76137403,34.60368234,34.22982885,33.70769947,33.30002909,32.89235871,32.48468833,32.07701795,31.68399549,31.29097304,30.89795058,30.50492813,30.11190567,29.78440286,29.45690005,29.12939724,28.80189443,28.47439162,28.11905385,27.76371607,27.4083783,27.05304052,26.69770275,26.39997592,26.10224909,25.80452226,25.50679543,25.2090686,24.92377479,24.59232008,24.26086536,23.92941065,23.59795593,23.31170824,23.02546055,22.73921285,22.45296516,22.16671747,21.91925855,21.67179963,21.4243407,21.17688178,20.92942286,20.65390487,20.37838687,20.10286888,19.82735088,19.55183289,19.36026267,19.16869246,18.97712224,18.78555203,18.59398181,18.19708025,17.41953231,17.1235348,16.82753729,16.53153978,16.23554227,15.93954476,15.64354725,15.34754974,15.05155223,14.75555472,14.45955721,14.1635597,13.86756219,13.57156468
27,65.84748447,65.84748447,65.84748447,65.84748447,65.84748447,61.0833322,58.84272902,56.87003214,54.88366623,53.43561431,51.9453749,50.26791956,49.14437286,47.63857913,46.67521283,45.30169184,44.47962114,43.90226509,42.56334958,42.00536376,40.9101443,40.23718253,39.62294145,39.33209476,38.71775893,37.84686542,37.51382514,37.06946021,36.71683931,36.18791551,35.65899172,35.13006792,34.60114412,34.23162224,33.86210037,33.49257849,33.12305662,32.75353474,32.41640732,32.07927991,31.74215249,31.40502508,31.06789766,30.68223343,30.2965692,29.91090496,29.52524073,29.1395765,28.78191669,28.42425687,28.06659706,27.70893724,27.35127743,26.67642734,26.40724899,26.13807064,25.86889228,25.59971393,25.29600422,24.99229451,24.68858479,24.38487508,24.08116537,23.81500939,23.54885342,23.28269744,23.01654147,22.75038549,22.47018808,22.18999067,21.90979325,21.62959584,21.34939843,21.12228656,20.89517469,20.66806283,20.44095096,20.21383909,19.82387844,18.94214864,18.62070635,18.29926405,17.97782175,17.65637946,17.33493716,17.01349486,16.69205257,16.37061027,16.04916797,15.72772568,15.40628338,15.08484109,14.76339879
28,70.68957446,70.68957446,70.68957446,70.68957446,70.68957446,65.83769989,63.58440153,61.58997954,59.72996803,58.16832486,56.21972683,54.68341986,53.29226612,52.01039355,50.92546422,49.61655974,48.66674742,47.85362421,46.9110615,45.61237974,45.13297044,44.59078567,43.75227129,42.85398095,42.4858591,41.82709808,41.29495743,40.68113059,39.94200089,39.49064906,39.03929723,38.5879454,38.13659357,37.67365695,37.21072033,36.7477837,36.28484708,35.82191046,35.46783301,35.11375556,34.7596781,34.40560065,34.0515232,33.59190771,33.13229222,32.67267674,32.21306125,31.75344576,31.45942976,31.16541377,30.87139777,30.57738178,30.28336578,29.63755737,29.23031535,28.82307334,28.41583132,28.0085893,27.68976236,27.37093543,27.05210849,26.73328156,26.41445462,26.12472229,25.83498997,25.54525764,25.25552532,24.96579299,24.67743695,24.38908092,24.10072488,23.81236885,23.52401281,23.26070228,22.99739175,22.73408122,22.47077069,22.20746016,21.82364563,20.86182706,20.5121636,20.16250014,19.81283668,19.46317322,19.11350976,18.7638463,18.41418284,18.06451938,17.71485593,17.36519247,17.01552901,16.66586555,16.31620209
29,76.19383898,76.19383898,76.19383898,76.19383898,76.19383898,70.9203367,68.78769554,66.50931354,64.55090688,63.03224208,61.23540825,59.4276182,58.43547665,57.14226129,55.50435879,54.40983257,53.19632037,52.2305452,51.21076889,50.34637869,49.75732199,48.47155312,48.013164,47.24338415,46.53250962,45.84895848,45.36736335,44.72077736,44.0426469,43.48202687,42.92140685,42.36078682,41.80016679,41.34418789,40.88820899,40.43223009,39.97625119,39.52027229,39.05983744,38.59940259,38.13896775,37.6785329,37.21809805,36.76319491,36.30829178,35.85338864,35.39848551,34.94358237,34.5890442,34.23450603,33.87996786,33.52542969,33.17089152,32.554616,32.17000576,31.78539552,31.40078528,31.01617504,30.64586611,30.27555718,29.90524826,29.53493933,29.1646304,28.80853578,28.45244116,28.09634654,27.74025192,27.3841573,27.0834482,26.78273909,26.48202999,26.18132088,25.88061178,25.57963577,25.27865977,24.97768376,24.67670776,24.37573175,23.99826445,22.96808268,22.58465597,22.20122925,21.81780254,21.43437583,21.05094911,20.6675224,20.28409569,19.90066898,19.51724226,19.13381555,18.75038884,18.36696212,17.98353541
30,82.22458259,82.22458259,82.22458259,82.22458259,82.22458259,76.69902238,74.21855974,72.17805115,70.10556022,68.20635358,66.55379259,65.16138159,63.65822606,62.16290337,60.96127399,59.59740054,58.27616168,57.16208579,56.38888174,55.16086798,54.16405349,53.39383157,52.65284076,51.83093354,51.13321623,50.59914518,49.59087528,49.27719317,48.2859568,47.74690154,47.20784628,46.66879102,46.12973576,45.53786902,44.94600228,44.35413553,43.76226879,43.17040205,42.67451865,42.17863525,41.68275184,41.18686844,40.69098504,40.27688803,39.86279102,39.44869402,39.03459701,38.6205,38.12215799,37.62381598,37.12547397,36.62713196,36.12878995,35.742004,35.33322718,34.92445035,34.51567353,34.1068967,33.65256374,33.19823078,32.74389783,32.28956487,31.83523191,31.44955453,31.06387715,30.67819976,30.29252238,29.906845,29.58796849,29.26909198,28.95021548,28.63133897,28.31246246,27.97095148,27.6294405,27.28792951,26.94641853,26.60490755,26.42235561,25.10392674,24.6815243,24.25912186,23.83671942,23.41431698,22.99191454,22.5695121,22.14710967,21.72470723,21.30230479,20.87990235,20.45749991,20.03509747,19.61269503
31,88.07999411,88.07999411,88.07999411,88.07999411,88.07999411,82.29763848,79.78520435,77.74196609,75.57801529,73.73399182,71.88845796,70.53864696,68.675735,67.27993853,66.31071131,65.00195214,63.70273183,62.57480629,61.35457996,60.34344407,59.54969293,58.42974971,57.70429753,56.61565219,55.88976035,55.03148368,54.4403808,53.79480347,53.19410484,52.54535405,51.89660325,51.24785246,50.59910166,49.93153533,49.263969,48.59640266,47.92883633,47.26127,46.72667957,46.19208914,45.65749872,45.12290829,44.58831786,44.08697632,43.58563477,43.08429323,42.58295168,42.08161014,41.51870191,40.95579367,40.39288544,39.8299772,39.26706897,39.11016233,38.6295693,38.14897627,37.66838324,37.18779021,36.73846335,36.28913649,35.83980964,35.39048278,34.94115592,34.56260386,34.1840518,33.80549973,33.42694767,33.04839561,32.62860862,32.20882164,31.78903465,31.36924767,30.94946068,30.60270887,30.25595706,29.90920525,29.56245344,29.21570163,28.8440416,27.55676211,27.09784787,26.63893362,26.18001938,25.72110514,25.2621909,24.80327666,24.34436242,23.88544818,23.42653394,22.9676197,22.50870546,22.04979122,21.59087697
32,93.82842933,93.82842933,93.82842933,93.82842933,93.82842933,87.96084709,85.42960879,83.33602656,81.28635659,79.46818817,77.62023909,76.05863265,74.54591812,73.06708712,71.54470196,70.47730145,69.26859416,68.03652487,66.6803662,65.77844273,64.74179136,63.73936162,62.92853678,62.02885114,61.04536801,60.19424219,59.65138129,58.76013787,58.23755484,57.39819532,56.5588358,55.71947627,54.88011675,54.23494502,53.5897733,52.94460157,52.29942985,51.65425812,51.11017479,50.56609145,50.02200812,49.47792478,48.93384145,48.33581555,47.73778964,47.13976374,46.54173783,45.94371193,45.43427528,44.92483863,44.41540198,43.90596533,43.39652868,42.86152477,42.25978225,41.65803973,41.05629721,40.45455469,40.02026044,39.5859662,39.15167195,38.71737771,38.28308346,37.79730124,37.31151902,36.8257368,36.33995458,35.85417236,35.48152529,35.10887822,34.73623116,34.36358409,33.99093702,33.55870434,33.12647166,32.69423897,32.26200629,31.82977361,31.26739726,30.06708023,29.56277848,29.05847673,28.55417498,28.04987323,27.54557148,27.04126973,26.53696798,26.03266622,25.52836447,25.02406272,24.51976097,24.01545922,23.51115747
33,100.3059211,100.3059211,100.3059211,100.3059211,100.3059211,93.96449975,91.99821969,89.48359158,87.58989489,85.78722462,84.05328577,82.64536253,80.91778753,79.64653343,78.11149455,76.44325487,75.66745167,74.37531982,73.0123595,72.05335299,70.85620056,69.78977697,69.00662506,68.09045555,66.80277088,66.16026591,64.96884501,64.51339477,63.31888364,62.59091475,61.86294585,61.13497696,60.40700806,59.64039256,58.87377706,58.10716157,57.34054607,56.57393057,55.92649298,55.27905539,54.6316178,53.98418021,53.33674262,52.75118866,52.16563469,51.58008073,50.99452676,50.4089728,49.82698319,49.24499358,48.66300397,48.08101436,47.49902475,46.78452587,46.26532522,45.74612457,45.22692391,44.70772326,44.09590773,43.4840922,42.87227668,42.26046115,41.64864562,41.21719599,40.78574637,40.35429674,39.92284712,39.49139749,38.96687582,38.44235415,37.91783248,37.39331081,36.86878914,36.46074137,36.0526936,35.64464582,35.23659805,34.82855028,34.45394307,32.86801692,32.31406717,31.76011742,31.20616767,30.65221792,30.09826817,29.54431842,28.99036867,28.43641892,27.88246918,27.32851943,26.77456968,26.22061993,25.66667018
34,107.3960414,107.3960414,107.3960414,107.3960414,107.3960414,101.1596466,99.13979627,97.15033327,95.37412352,93.23311732,91.2127145,89.76020883,88.55449764,86.89560403,85.60573062,84.43118752,82.78693953,81.864489,80.71960493,79.24479917,78.04882132,77.00095232,75.8982537,75.12153897,73.90000174,73.11213243,72.17008685,71.12178451,70.30827474,69.41067825,68.51308177,67.61548528,66.71788879,65.97447326,65.23105774,64.48764221,63.74422669,63.00081116,62.20038933,61.39996751,60.59954568,59.79912386,58.99870203,58.33230839,57.66591475,56.99952112,56.33312748,55.66673384,55.00834588,54.34995792,53.69156995,53.03318199,52.37479403,51.88376422,51.24416792,50.60457162,49.96497532,49.32537902,48.74470121,48.1640234,47.58334558,47.00266777,46.42198996,45.81266929,45.20334862,44.59402796,43.98470729,43.37538662,42.88497681,42.39456701,41.9041572,41.4137474,40.92333759,40.45653827,39.98973895,39.52293962,39.0561403,38.58934098,38.20755255,36.3407916,35.72549299,35.11019438,34.49489577,33.87959716,33.26429855,32.64899994,32.03370133,31.41840272,30.80310411,30.1878055,29.57250689,28.95720828,28.34190966
35,116.190003,116.190003,116.190003,116.190003,116.190003,109.3175317,107.7123984,105.8724855,103.874067,102.1774691,100.4647647,98.91903857,97.43481121,95.97760523,94.62609208,93.24592966,91.77072685,90.53204669,89.63093501,88.25393932,87.10324891,85.8698088,84.79979734,83.64861606,82.66475277,81.60183975,80.44981364,79.45626632,78.57892328,77.5905764,76.60222951,75.61388263,74.62553574,73.71630506,72.80707437,71.89784369,70.988613,70.07938232,69.2309878,68.38259327,67.53419875,66.68580422,65.8374097,65.1142623,64.3911149,63.66796749,62.94482009,62.22167269,61.48324239,60.74481209,60.0063818,59.2679515,58.5295212,57.85170612,57.1418017,56.43189729,55.72199287,55.01208845,54.34615147,53.68021449,53.01427751,52.34834053,51.68240355,51.0995839,50.51676426,49.93394461,49.35112497,48.76830532,48.18740691,47.6065085,47.02561008,46.44471167,45.86381326,45.29046805,44.71712285,44.14377764,43.57043244,42.99708723,42.41293461,40.68604872,40.0038227,39.32159668,38.63937066,37.95714463,37.27491861,36.59269259,35.91046657,35.22824055,34.54601453,33.86378851,33.18156249,32.49933647,31.81711045
36,125.9503643,125.9503643,125.9503643,125.9503643,125.9503643,118.9300955,117.3774952,115.443695,114.2149443,112.9219943,110.8611453,109.5734938,107.7996634,106.4684612,105.4211843,104.1760418,102.6336885,101.478163,100.162375,99.03637004,97.87982348,96.45435477,95.38604093,93.90579336,93.12518289,91.93514937,90.63094424,89.5681755,88.56535423,87.42357191,86.28178959,85.14000726,83.99822494,83.00669754,82.01517015,81.02364275,80.03211536,79.04058796,78.06373451,77.08688106,76.11002762,75.13317417,74.15632072,73.32794891,72.4995771,71.6712053,70.84283349,70.01446168,69.22617208,68.43788248,67.64959289,66.86130329,66.07301369,65.21135322,64.42978616,63.6482191,62.86665203,62.08508497,61.33911466,60.59314435,59.84717405,59.10120374,58.35523343,57.6506835,56.94613357,56.24158365,55.53703372,54.83248379,54.19485352,53.55722324,52.91959297,52.28196269,51.64433242,51.02993669,50.41554096,49.80114522,49.18674949,48.57235376,47.96866048,45.88173531,45.11376933,44.34580335,43.57783737,42.80987139,42.0419054,41.27393942,40.50597344,39.73800746,38.97004148,38.20207549,37.43410951,36.66614353,35.89817755
37,136.4372601,136.4372601,136.4372601,136.4372601,136.4372601,129.9443971,128.4169946,126.7041062,125.5690594,124.1993618,122.9206874,121.4381246,120.3222141,118.782411,117.3124063,116.2244423,114.8759902,113.7749937,112.2788107,110.8541583,109.883649,108.5665889,107.0921119,105.7637021,104.5379359,103.2644832,102.0820894,100.7725164,99.36845824,98.21559642,97.06273461,95.90987279,94.75701097,93.60871383,92.4604167,91.31211956,90.16382243,89.01552529,87.92891099,86.84229669,85.75568239,84.66906809,83.58245379,82.60282984,81.62320589,80.64358193,79.66395798,78.68433403,77.7492972,76.81426036,75.87922353,74.94418669,74.00914986,73.35430128,72.54813558,71.74196989,70.93580419,70.12963849,69.2275236,68.32540872,67.42329383,66.52117895,65.61906406,64.88810882,64.15715358,63.42619833,62.69524309,61.96428785,61.19053286,60.41677787,59.64302288,58.86926789,58.0955129,57.38971253,56.68391216,55.97811178,55.27231141,54.56651104,54.12462003,51.66613799,50.80183295,49.93752791,49.07322287,48.20891783,47.34461279,46.48030775,45.61600271,44.75169767,43.88739263,43.02308758,42.15878254,41.2944775,40.43017246
38,148.3270093,148.3270093,148.3270093,148.3270093,148.3270093,141.4022895,140.3542859,138.9476855,137.5907023,136.7060533,135.1540825,134.1287498,132.9920182,131.5804687,130.2752209,129.0972145,127.7418233,126.2970823,125.1781298,123.7652913,122.419627,121.1791523,120.1261116,118.4038902,117.0212319,115.6407943,114.2979452,112.9093768,111.6078756,110.2585896,108.9093036,107.5600175,106.2107315,104.8691248,103.5275182,102.1859115,100.8443049,99.50269822,98.32852602,97.15435382,95.98018162,94.80600942,93.63183722,92.55966375,91.48749028,90.4153168,89.34314333,88.27096986,87.24967576,86.22838167,85.20708757,84.18579348,83.16449938,82.10048779,81.16228927,80.22409075,79.28589222,78.3476937,77.4121094,76.4765251,75.54094079,74.60535649,73.66977219,72.76962758,71.86948298,70.96933837,70.06919377,69.16904916,68.38457751,67.60010586,66.81563422,66.03116257,65.24669092,64.51248237,63.77827382,63.04406527,62.30985672,61.57564817,60.71054244,58.02447477,57.06152512,56.09857547,55.13562582,54.17267617,53.20972652,52.24677687,51.28382722,50.32087757,49.35792792,48.39497827,47.43202862,46.46907897,45.50612932
39,160.1537476,160.1537476,160.1537476,160.1537476,160.1537476,153.2500864,152.6644721,151.7885711,150.5413248,149.306571,148.1360938,147.0889508,146.0715059,144.8232667,143.3447731,142.2748686,140.7021215,139.5251235,138.2116942,136.8395486,135.5074561,133.8181031,132.7176427,131.1016912,129.5432596,128.1066925,126.5653569,124.939459,123.5576892,122.0813284,120.6049676,119.1286068,117.652246,116.2190463,114.7858466,113.352647,111.9194473,110.4862476,109.1709073,107.855567,106.5402267,105.2248864,103.9095461,102.7276441,101.5457421,100.3638401,99.18193814,98.00003615,96.82789185,95.65574755,94.48360324,93.31145894,92.13931464,91.06298991,90.03254886,89.00210781,87.97166676,86.94122571,85.88965457,84.83808343,83.78651228,82.73494114,81.68337,80.71093121,79.73849241,78.76605362,77.79361482,76.82117603,75.88248658,74.94379714,74.00510769,73.06641825,72.1277288,71.28160829,70.43548778,69.58936728,68.74324677,67.89712626,67.16777784,64.16461411,63.08926298,62.01391184,60.93856071,59.86320957,58.78785844,57.7125073,56.63715617,55.56180503,54.4864539,53.41110276,52.33575163,51.26040049,50.18504936
40,172.7111812,172.7111812,172.7111812,172.7111812,172.7111812,165.620415,164.6271875,163.6937366,163.010692,161.6911855,160.5743621,159.3923885,158.3805474,157.1375092,155.9985895,154.6862262,153.1535928,151.8940696,150.4483226,148.801098,147.4441919,145.9885402,144.1980626,143.0577264,141.2609154,139.6393533,137.940344,136.4185694,134.5122855,132.9856114,131.4589372,129.9322631,128.4055889,126.8493285,125.293068,123.7368076,122.1805471,120.6242867,119.1348243,117.6453619,116.1558994,114.666437,113.1769746,111.7794744,110.3819742,108.9844739,107.5869737,106.1894735,105.0043979,103.8193223,102.6342468,101.4491712,100.2640956,99.17169551,98.03597272,96.90024994,95.76452715,94.62880436,93.49464104,92.36047772,91.22631439,90.09215107,88.95798775,87.88292923,86.80787071,85.73281218,84.65775366,83.58269514,82.63148582,81.6802765,80.72906718,79.77785786,78.82664854,77.90300431,76.97936008,76.05571584,75.13207161,74.20842738,73.41001028,69.98245278,68.81517912,67.64790545,66.48063179,65.31335813,64.14608446,62.9788108,61.81153713,60.64426347,59.4769898,58.30971614,57.14244247,55.97516881,54.80789514
41,185.0273246,185.0273246,185.0273246,185.0273246,185.0273246,177.3302947,176.3258806,175.5483714,174.2776318,173.550761,171.8765942,170.6383319,169.5135635,168.1193787,166.8791285,165.6013061,164.2319188,162.4648032,160.8981452,159.4140747,157.8612638,156.3641518,154.8034341,152.7519413,151.4108178,149.5922304,147.4528268,145.9230372,144.1565649,142.3834303,140.6102956,138.837161,137.0640263,135.4488942,133.8337621,132.2186301,130.603498,128.9883659,127.4203785,125.852391,124.2844036,122.7164161,121.1484287,119.7358428,118.3232569,116.910671,115.4980851,114.0854992,112.8033253,111.5211514,110.2389776,108.9568037,107.6746298,106.1155091,104.8624926,103.6094761,102.3564595,101.103443,99.87707653,98.65071006,97.42434358,96.19797711,94.97161064,93.88158819,92.79156575,91.7015433,90.61152086,89.52149841,88.5063992,87.49129999,86.47620078,85.46110157,84.44600236,83.45098539,82.45596842,81.46095146,80.46593449,79.47091752,78.40683491,74.90551041,73.65542736,72.40534431,71.15526126,69.9051782,68.65509515,67.4050121,66.15492905,64.904846,63.65476294,62.40467989,61.15459684,59.90451379,58.65443074
42,197.3513957,197.3513957,197.3513957,197.3513957,197.3513957,188.9010159,187.6390235,186.3445568,185.0219387,183.662871,182.3427165,180.8085738,178.9321042,177.7460068,176.0408006,174.5691559,173.1290551,171.2464781,169.2415221,167.903154,165.9375471,164.4508322,162.4753991,160.408848,158.8197406,157.3357808,155.4361757,153.5882344,151.3885767,149.6480963,147.9076158,146.1671354,144.4266549,142.6613676,140.8960804,139.1307931,137.3655059,135.6002186,134.0426744,132.4851301,130.9275859,129.3700416,127.8124974,126.1736883,124.5348792,122.8960702,121.2572611,119.618452,118.2934951,116.9685382,115.6435813,114.3186244,112.9936675,111.730269,110.3909724,109.0516757,107.7123791,106.3730824,105.1220038,103.8709252,102.6198466,101.368768,100.1176894,98.93074611,97.74380282,96.55685953,95.36991624,94.18297295,93.0516755,91.92037804,90.78908059,89.65778313,88.52648568,87.51688414,86.50728259,85.49768105,84.4880795,83.47847796,82.33425377,78.66802694,77.34901482,76.03000271,74.71099059,73.39197847,72.07296635,70.75395423,69.43494211,68.11592999,66.79691787,65.47790575,64.15889363,62.83988151,61.52086939
43,209.9405534,209.9405534,209.9405534,209.9405534,209.9405534,199.9909711,198.327402,196.6245361,194.9912516,192.8197136,191.0811841,189.6436927,187.4241551,185.4550272,183.8449018,181.6767365,179.9697408,178.1057185,175.9544533,174.1772294,172.2246898,170.4612161,168.5604979,166.861448,164.7389321,162.6019681,161.0286113,159.2035197,156.9754777,155.1203362,153.2651947,151.4100531,149.5549116,147.7748695,145.9948274,144.2147853,142.4347432,140.6547011,138.9310625,137.2074239,135.4837852,133.7601466,132.036508,130.4349452,128.8333824,127.2318196,125.6302568,124.028694,122.6707515,121.312809,119.9548666,118.5969241,117.2389816,115.6554718,114.307063,112.9586542,111.6102453,110.2618365,108.9703472,107.6788579,106.3873686,105.0958793,103.80439,102.5934928,101.3825956,100.1716984,98.9608012,97.749904,96.56387323,95.37784246,94.19181169,93.00578092,91.81975015,90.73893119,89.65811224,88.57729328,87.49647433,86.41565537,85.5821442,81.62833163,80.2656333,78.90293498,77.54023666,76.17753833,74.81484001,73.45214168,72.08944336,70.72674503,69.36404671,68.00134839,66.63865006,65.27595174,63.91325341
