Age,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
20,23.62295868,23.62295868,23.62295868,23.62295868,23.62295868,21.26879355,20.91293576,20.03774197,19.5643502,18.8490044,18.27824117,17.71696112,17.4465264,16.97769624,16.59396261,16.05643005,15.85441881,15.55952309,15.21236461,14.92804681,14.67690361,14.28682125,14.14729007,13.92478257,13.76687317,13.342101,12.98256795,12.93837569,12.66276935,12.53447438,12.40617942,12.27788445,12.14958948,12.07957587,12.00956225,11.93954864,11.86953502,11.79952141,11.6342422,11.468963,11.30368379,11.13840459,10.97312538,10.86555912,10.75799285,10.65042659,10.54286032,10.43529406,10.32919956,10.22310507,10.11701057,10.01091607,9.904821575,9.840424923,9.67833948,9.516254037,9.354168593,9.19208315,9.041797626,8.891512101,8.741226577,8.590941052,8.440655528,8.353022355,8.265389182,8.177756009,8.090122836,8.002489663,7.914396788,7.826303913,7.738211038,7.650118163,7.562025288,7.463481818,7.364938348,7.266394877,7.167851407,7.069307937,7.052139553,6.663431608,6.545199046,6.426966484,6.308733921,6.190501359,6.072268797,5.954036235,5.835803672,5.71757111,5.599338548,5.481105986,5.362873423,5.244640861,5.126408299
21,24.04696557,24.04696557,24.04696557,24.04696557,24.04696557,22.09543834,21.16926511,20.33095897,20.1994005,19.48616482,19.03180041,18.72967261,17.92706757,17.4037782,17.21128738,16.56461026,16.30904554,16.10335715,15.80900647,15.45818561,15.17398689,14.91886977,14.53644238,14.39670717,14.17378454,14.01551357,13.83696769,13.71085435,13.43329558,13.29366586,13.15403614,13.01440642,12.8747767,12.70997925,12.5451818,12.38038434,12.21558689,12.05078944,11.93857653,11.82636362,11.71415072,11.60193781,11.4897249,11.29985878,11.10999266,10.92012654,10.73026042,10.5403943,10.44179654,10.34319878,10.24460101,10.14600325,10.04740549,9.981511518,9.87003752,9.758563521,9.647089523,9.535615524,9.3806229,9.225630277,9.070637653,8.91564503,8.760652406,8.672481009,8.584309612,8.496138215,8.407966818,8.319795421,8.278063479,8.236331537,8.194599596,8.152867654,8.111135712,7.972280623,7.833425535,7.694570446,7.555715358,7.416860269,7.401682794,7.041834145,6.925720109,6.809606073,6.693492037,6.577378001,6.461263965,6.345149929,6.229035893,6.112921857,5.996807821,5.880693786,5.76457975,5.648465714,5.532351678
22,24.71017989,24.71017989,24.71017989,24.71017989,24.71017989,22.25709672,21.70034789,21.24620814,20.42250845,19.80905054,19.60010878,19.15490499,18.61323922,18.07596424,17.56742792,17.38200646,16.75331554,16.50024484,16.29338437,16.00150363,15.65029418,15.36799136,15.11139422,14.97104039,14.82974755,14.6042366,14.44405074,14.04711079,13.92137844,13.77316233,13.62494621,13.4767301,13.32851398,13.20608083,13.08364768,12.96121453,12.83878138,12.71634823,12.51698477,12.31762131,12.11825786,11.9188944,11.71953094,11.54208246,11.36463397,11.18718549,11.009737,10.83228852,10.74266464,10.65304076,10.56341687,10.47379299,10.38416911,10.31857478,10.20231966,10.08606453,9.96980941,9.853554287,9.693426286,9.533298286,9.373170285,9.213042285,9.052914284,8.963531448,8.874148612,8.784765775,8.695382939,8.606000103,8.522632282,8.439264461,8.355896641,8.27252882,8.189160999,8.140928521,8.092696043,8.044463564,7.996231086,7.947998608,7.720368262,7.258964153,7.13796601,7.016967867,6.895969724,6.77497158,6.653973437,6.532975294,6.411977151,6.290979007,6.169980864,6.048982721,5.927984578,5.806986434,5.685988291
23,24.99947918,24.99947918,24.99947918,24.99947918,24.99947918,22.72962083,22.37632048,21.59938982,21.1471025,20.57117744,19.73226683,19.52828346,19.09080062,18.55622781,18.2739061,18.0333948,17.3422823,17.2543773,16.99826356,16.52686633,16.23571257,16.12220147,15.83594902,15.56862099,15.20281943,15.06151259,14.83589477,14.89792696,14.74277264,14.51168045,14.28058827,14.04949608,13.81840389,13.68935739,13.56031089,13.43126439,13.30221789,13.17317139,13.02273423,12.87229707,12.72185991,12.57142275,12.42098559,12.20888059,11.99677559,11.7846706,11.5725656,11.3604606,11.23593301,11.11140542,10.98687782,10.86235023,10.73782264,10.67525432,10.55589472,10.43653513,10.31717553,10.19781593,10.11651619,10.03521645,9.95391671,9.87261697,9.79131723,9.656783906,9.522250582,9.387717257,9.253183933,9.118650609,8.994300214,8.869949818,8.745599423,8.621249027,8.496898632,8.451512027,8.406125421,8.360738816,8.31535221,8.269965605,8.047590911,7.643431473,7.518359283,7.393287092,7.268214901,7.14314271,7.01807052,6.892998329,6.767926138,6.642853947,6.517781756,6.392709566,6.267637375,6.142565184,6.017492993
24,25.88685175,25.88685175,25.88685175,25.88685175,25.88685175,23.53242219,23.11604253,22.75252542,21.98548958,21.5538985,20.98936001,20.41334653,19.97555373,19.53943435,19.26309047,18.99256611,18.77558173,18.61845931,17.77949762,17.51949688,17.29123961,16.99093078,16.61441039,16.55656165,16.49642954,15.91357564,15.76757691,15.53439426,15.58822496,15.44086544,15.29350591,15.14614639,14.99878686,14.77225248,14.5457181,14.31918372,14.09264934,13.86611496,13.71735957,13.56860418,13.41984878,13.27109339,13.122338,13.00979644,12.89725488,12.78471333,12.67217177,12.55963021,12.31190035,12.06417048,11.81644062,11.56871075,11.32098089,11.26369865,11.14201822,11.02033779,10.89865736,10.77697693,10.68706147,10.59714602,10.50723056,10.41731511,10.32739965,10.23119071,10.13498178,10.03877284,9.9425639,9.846354963,9.681248233,9.516141503,9.351034774,9.185928044,9.020821314,8.936041009,8.851260703,8.766480398,8.681700092,8.596919787,8.58892364,8.093163279,7.958144402,7.823125525,7.688106648,7.553087771,7.418068894,7.283050017,7.14803114,7.013012263,6.877993386,6.742974509,6.607955632,6.472936755,6.337917878
25,27.6708096,27.6708096,27.6708096,27.6708096,27.6708096,25.29307218,24.76507261,24.3355055,23.72161368,23.40803293,22.79831019,22.24658389,21.71004349,21.27709875,20.83045647,20.34553906,20.08863201,19.90346818,19.51486551,19.48279669,19.19970509,18.92727196,18.60055312,18.40443028,18.08393729,17.75252974,17.63245819,17.47159186,17.2146289,16.92632904,16.63802919,16.34972933,16.06142947,15.90975461,15.75807974,15.60640488,15.45473001,15.30305515,15.15511047,15.00716579,14.8592211,14.71127642,14.56333174,14.32521902,14.0871063,13.84899358,13.61088086,13.37276814,13.26955252,13.16633689,13.06312127,12.95990564,12.85669002,12.58278146,12.40288344,12.22298543,12.04308741,11.86318939,11.71963857,11.57608776,11.43253694,11.28898613,11.14543531,11.04263288,10.93983045,10.83702801,10.73422558,10.63142315,10.50772937,10.38403559,10.26034182,10.13664804,10.01295426,9.888713132,9.764472003,9.640230875,9.515989746,9.391748618,9.177488455,8.823703838,8.673891876,8.524079914,8.374267952,8.22445599,8.074644028,7.924832066,7.775020104,7.625208142,7.47539618,7.325584218,7.175772256,7.025960294,6.876148332
26,29.71268524,29.71268524,29.71268524,29.71268524,29.71268524,27.53354504,26.96756476,26.44563839,25.77781763,25.35236509,25.0509259,24.49985141,23.73264265,23.71086826,23.28370846,22.81935454,22.61974775,22.38935326,21.52666089,21.42223477,21.17932691,20.87331932,20.55722463,20.20428233,19.95197442,19.60630539,19.45359981,19.11925466,18.72279344,18.54490769,18.36702194,18.18913619,18.01125044,17.84431319,17.67737595,17.5104387,17.34350146,17.17656421,16.89570111,16.61483802,16.33397492,16.05311183,15.77224873,15.63011404,15.48797934,15.34584465,15.20370995,15.06157526,14.88136924,14.70116323,14.52095721,14.3407512,14.16054518,14.1168478,13.88164982,13.64645184,13.41125385,13.17605587,13.06192725,12.94779863,12.83367,12.71954138,12.60541276,12.45121868,12.29702461,12.14283053,11.98863646,11.83444238,11.6675867,11.50073101,11.33387533,11.16701964,11.00016396,10.87808347,10.75600298,10.63392249,10.511842,10.38976151,10.38661041,9.817714452,9.651284524,9.484854597,9.318424669,9.151994741,8.985564813,8.819134886,8.652704958,8.48627503,8.319845102,8.153415175,7.986985247,7.820555319,7.654125391
27,32.48246062,32.48246062,32.48246062,32.48246062,32.48246062,30.04421775,29.47176993,29.08492126,28.57444994,28.11866075,27.63909866,27.13567619,26.65371627,26.35674767,25.94258042,25.52125405,25.26856544,24.88765004,24.68325158,24.13394834,23.82725989,23.13077627,22.79820046,22.67842,22.29087165,21.96559347,21.81636135,21.59706992,21.50070437,21.19977779,20.8988512,20.59792462,20.29699803,20.09299088,19.88898374,19.68497659,19.48096945,19.2769623,19.03474268,18.79252307,18.55030345,18.30808384,18.06586422,17.84292486,17.6199855,17.39704615,17.17410679,16.95116743,16.7840343,16.61690117,16.44976805,16.28263492,16.11550179,15.86252479,15.62995685,15.39738891,15.16482096,14.93225302,14.80414025,14.67602748,14.54791471,14.41980194,14.29168917,14.12451727,13.95734538,13.79017348,13.62300159,13.45582969,13.2443561,13.03288252,12.82140893,12.60993535,12.39846176,12.23675094,12.07504012,11.91332931,11.75161849,11.58990767,11.58947593,11.07113982,10.88171302,10.69228621,10.50285941,10.31343261,10.12400581,9.934579003,9.7451522,9.555725397,9.366298594,9.176871792,8.987444989,8.798018186,8.608591383
28,35.82761798,35.82761798,35.82761798,35.82761798,35.82761798,33.0395472,32.43905113,32.07891869,31.41417247,31.14685406,30.67443752,30.57089521,30.08535083,29.69942829,29.19509794,28.63041854,28.44870605,27.93728196,27.38128678,27.20504009,26.72715013,26.46929562,26.096434,25.72288883,25.5254813,25.33239724,25.13358033,24.70186225,24.39597777,24.06388412,23.73179047,23.39969682,23.06760317,22.81854544,22.5694877,22.32042997,22.07137223,21.8223145,21.5266489,21.2309833,20.93531771,20.63965211,20.34398651,20.12641799,19.90884947,19.69128095,19.47371243,19.25614391,19.01453079,18.77291767,18.53130456,18.28969144,18.04807832,18.03137019,17.75114242,17.47091466,17.19068689,16.91045912,16.7696196,16.62878008,16.48794055,16.34710103,16.20626151,15.98119539,15.75612926,15.53106314,15.30599701,15.08093089,14.94641707,14.81190325,14.67738943,14.54287561,14.40836179,14.16561984,13.92287789,13.68013594,13.43739399,13.19465204,13.19644768,12.6580626,12.44802011,12.23797763,12.02793515,11.81789266,11.60785018,11.3978077,11.18776521,10.97772273,10.76768025,10.55763777,10.34759528,10.1375528,9.927510316
29,39.44646518,39.44646518,39.44646518,39.44646518,39.44646518,36.6388706,36.11354644,35.51281876,34.91113529,34.63918625,34.39427,33.90191047,33.50366163,32.81816779,32.5203252,32.03392889,31.55130335,31.14294612,30.60665614,30.58211887,29.96575342,29.56483495,29.35966082,28.80375213,28.64422367,28.12519871,28.12919233,27.60060304,27.35603885,26.97824015,26.60044146,26.22264276,25.84484406,25.59794252,25.35104097,25.10413943,24.85723788,24.61033634,24.29815232,23.9859683,23.67378427,23.36160025,23.04941623,22.74842388,22.44743153,22.14643918,21.84544683,21.54445448,21.27245728,21.00046008,20.72846289,20.45646569,20.18446849,20.18367141,19.97015082,19.75663023,19.54310963,19.32958904,19.05089565,18.77220226,18.49350886,18.21481547,17.93612208,17.73431971,17.53251733,17.33071496,17.12891258,16.92711021,16.74291613,16.55872204,16.37452796,16.19033387,16.00613979,15.84596815,15.68579651,15.52562486,15.36545322,15.20528158,15.00405932,14.21231685,13.97509847,13.73788009,13.50066171,13.26344333,13.02622495,12.78900657,12.5517882,12.31456982,12.07735144,11.84013306,11.60291468,11.3656963,11.12847792
30,42.95728949,42.95728949,42.95728949,42.95728949,42.95728949,40.27635069,39.33373284,38.97063155,38.37385673,37.9928899,37.44040551,36.99419904,36.70349546,36.45344636,36.00211675,35.58209169,35.11441447,34.7196504,34.08584997,34.21064112,33.32715295,32.74192247,32.66117926,32.01644007,31.52641227,31.32863487,30.73957965,30.69949274,30.31319781,29.88113229,29.44906678,29.01700126,28.58493574,28.2690448,27.95315386,27.63726291,27.32137197,27.00548103,26.71372031,26.42195959,26.13019887,25.83843815,25.54667743,25.24659651,24.94651559,24.64643467,24.34635375,24.04627283,23.74350345,23.44073406,23.13796468,22.83519529,22.53242591,22.32787833,22.07672391,21.82556948,21.57441506,21.32326063,21.08317957,20.84309851,20.60301745,20.36293639,20.12285533,19.89976436,19.67667339,19.45358243,19.23049146,19.00740049,18.76989476,18.53238902,18.29488329,18.05737755,17.81987182,17.61719377,17.41451572,17.21183766,17.00915961,16.80648156,16.60778762,15.91811008,15.6604023,15.40269453,15.14498675,14.88727898,14.62957121,14.37186343,14.11415566,13.85644788,13.59874011,13.34103233,13.08332456,12.82561678,12.56790901
31,46.3226829,46.3226829,46.3226829,46.3226829,46.3226829,43.33664821,42.71590951,42.48392422,42.05271511,41.46876473,41.30496608,40.46980356,40.04208868,39.50728457,39.18950927,38.75364804,38.42124427,38.19538061,37.6568651,37.26066963,36.89597169,36.07309252,35.7553858,35.02686609,34.92147621,34.50279194,34.26327702,33.59765109,33.27022363,32.86982437,32.46942511,32.06902584,31.66862658,31.30552837,30.94243017,30.57933196,30.21623376,29.85313555,29.49344763,29.13375971,28.77407179,28.41438387,28.05469595,27.75062765,27.44655935,27.14249104,26.83842274,26.53435444,26.19953756,25.86472067,25.52990379,25.1950869,24.86027002,24.6730278,24.3317943,23.9905608,23.64932729,23.30809379,23.02867988,22.74926596,22.46985205,22.19043813,21.91102422,21.66858618,21.42614814,21.18371011,20.94127207,20.69883403,20.48707824,20.27532245,20.06356665,19.85181086,19.64005507,19.39315362,19.14625218,18.89935073,18.65244929,18.40554784,18.00331015,17.33140339,17.04159777,16.75179214,16.46198651,16.17218088,15.88237526,15.59256963,15.302764,15.01295838,14.72315275,14.43334712,14.1435415,13.85373587,13.56393024
32,50.60303845,50.60303845,50.60303845,50.60303845,50.60303845,46.92877255,46.45379896,45.82721544,45.62474797,44.90933505,44.56237262,44.39206531,43.71671568,43.30859931,42.74897975,42.56801207,41.93479356,41.48017315,41.04795657,40.59012507,39.96857961,39.34927284,39.04907323,38.76399581,38.11799096,37.8214826,37.47357227,36.69330884,36.45067616,35.96540466,35.48013316,34.99486165,34.50959015,34.09849131,33.68739248,33.27629364,32.86519481,32.45409597,32.08021728,31.70633859,31.3324599,30.95858121,30.58470252,30.22711559,29.86952867,29.51194174,29.15435482,28.79676789,28.47004749,28.14332709,27.81660668,27.48988628,27.16316588,26.77644283,26.45565872,26.1348746,25.81409049,25.49330637,25.18023364,24.86716091,24.55408817,24.24101544,23.92794271,23.667072,23.40620128,23.14533057,22.88445985,22.62358914,22.35178036,22.07997159,21.80816281,21.53635404,21.26454526,21.01188112,20.75921698,20.50655284,20.2538887,20.00122456,19.80388034,18.89226858,18.57730736,18.26234615,17.94738493,17.63242372,17.3174625,17.00250129,16.68754007,16.37257886,16.05761764,15.74265643,15.42769521,15.112734,14.79777278
33,54.37092366,54.37092366,54.37092366,54.37092366,54.37092366,50.999592,50.49761665,50.02797018,49.40261538,49.24374041,48.4580207,48.12471758,47.49086195,46.97444855,46.58571105,46.22109531,45.95627711,45.5576931,44.77203018,44.35911165,43.53364183,42.91776172,42.49884042,42.03446826,41.54578653,41.2179167,40.73078433,40.20054764,39.63199573,39.17309727,38.7141988,38.25530034,37.79640187,37.32380962,36.85121737,36.37862513,35.90603288,35.43344063,35.06338751,34.69333439,34.32328128,33.95322816,33.58317504,33.16533426,32.74749348,32.32965271,31.91181193,31.49397115,31.12922667,30.76448219,30.39973771,30.03499323,29.67024875,29.51536209,29.10636176,28.69736144,28.28836111,27.87936078,27.49601996,27.11267914,26.72933833,26.34599751,25.96265669,25.68739643,25.41213618,25.13687592,24.86161567,24.58635541,24.29179164,23.99722787,23.7026641,23.40810033,23.11353656,22.85204379,22.59055101,22.32905824,22.06756546,21.80607269,21.60654882,20.50702,20.1576482,19.8082764,19.4589046,19.1095328,18.760161,18.4107892,18.0614174,17.7120456,17.36267379,17.01330199,16.66393019,16.31455839,15.96518659
34,59.54319681,59.54319681,59.54319681,59.54319681,59.54319681,55.2698497,54.80432365,54.2883253,53.60383585,53.21592475,52.87137544,52.24236856,51.69265219,51.27040416,50.6785416,50.31162176,49.91819573,49.56422107,48.9694836,48.06879178,47.6750042,47.17263343,46.56341268,45.88108809,45.4910231,44.80402953,44.32194687,43.64443349,43.43719537,42.87041094,42.30362651,41.73684207,41.17005764,40.65039955,40.13074146,39.61108337,39.09142528,38.57176719,38.13967417,37.70758114,37.27548812,36.84339509,36.41130207,36.01048633,35.60967059,35.20885486,34.80803912,34.40722338,33.95839596,33.50956854,33.06074111,32.61191369,32.16308627,32.01931544,31.63003623,31.24075702,30.8514778,30.46219859,30.09943039,29.73666218,29.37389398,29.01112577,28.64835757,28.31915828,27.989959,27.66075971,27.33156043,27.00236114,26.63995086,26.27754057,25.91513029,25.55272,25.19030972,24.87545174,24.56059375,24.24573577,23.93087778,23.6160198,23.41214744,22.45546473,22.07843279,21.70140085,21.32436891,20.94733697,20.57030503,20.19327309,19.81624116,19.43920922,19.06217728,18.68514534,18.3081134,17.93108146,17.55404952
35,64.51245168,64.51245168,64.51245168,64.51245168,64.51245168,60.33374489,59.56434967,59.12160249,58.59662221,58.16185809,57.55520067,57.26191462,56.7685196,56.00343247,55.78938607,55.10649882,54.54339859,53.89673386,53.44643658,53.08783447,52.31569293,51.7220533,50.87184209,50.49911108,49.77805382,49.23958676,48.59235496,48.21191925,47.60389612,46.96727073,46.33064533,45.69401994,45.05739454,44.53066604,44.00393754,43.47720905,42.95048055,42.42375205,41.88903247,41.3543129,40.81959332,40.28487375,39.75015417,39.31526036,38.88036655,38.44547274,38.01057893,37.57568512,37.21216012,36.84863511,36.48511011,36.1215851,35.7580601,35.19218604,34.7132452,34.23430436,33.75536352,33.27642268,32.89422961,32.51203654,32.12984347,31.7476504,31.36545733,30.98936219,30.61326704,30.2371719,29.86107675,29.48498161,29.13484392,28.78470623,28.43456853,28.08443084,27.73429315,27.48293355,27.23157395,26.98021435,26.72885475,26.47749515,25.65501739,24.76175482,24.35299847,23.94424212,23.53548576,23.12672941,22.71797306,22.30921671,21.90046036,21.49170401,21.08294766,20.67419131,20.26543495,19.8566786,19.44792225
36,70.75441899,70.75441899,70.75441899,70.75441899,70.75441899,66.09779363,65.45352672,65.03895216,64.34437836,63.81837562,63.40880269,62.8139274,62.3471517,61.75009691,60.99627245,60.76304886,59.97993318,59.2229155,58.75932006,58.19121935,57.64186483,57.01190792,56.22067174,55.72544396,54.66875807,54.36346775,53.69140051,53.09145652,52.10479122,51.50880234,50.91281346,50.31682458,49.7208357,49.17894011,48.63704453,48.09514894,47.55325336,47.01135777,46.40546935,45.79958093,45.19369251,44.58780409,43.98191567,43.50913721,43.03635875,42.5635803,42.09080184,41.61802338,41.07603474,40.53404611,39.99205747,39.45006884,38.9080802,38.56653158,38.10439311,37.64225464,37.18011616,36.71797769,36.31872111,35.91946452,35.52020794,35.12095135,34.72169477,34.26250884,33.80332291,33.34413699,32.88495106,32.42576513,32.04492575,31.66408637,31.28324699,30.90240761,30.52156823,30.16523617,29.8089041,29.45257204,29.09623997,28.73990791,28.5178267,27.11787535,26.65945121,26.20102707,25.74260293,25.28417879,24.82575465,24.36733051,23.90890637,23.45048223,22.99205809,22.53363395,22.07520981,21.61678567,21.15836153
37,77.52129978,77.52129978,77.52129978,77.52129978,77.52129978,72.31297866,71.83908046,71.33703437,70.52119197,69.81055953,69.50780774,68.90012211,68.08436997,67.67394967,66.96821152,66.45209121,65.97271477,65.08448849,64.35634776,63.63214018,63.37557656,62.63742435,61.94061277,61.17674477,60.35837207,59.77010433,59.18647166,58.15202668,57.8353981,57.02120436,56.20701061,55.39281687,54.57862312,53.93675833,53.29489354,52.65302874,52.01116395,51.36929916,50.75315593,50.1370127,49.52086947,48.90472624,48.28858301,47.77192707,47.25527113,46.73861519,46.22195925,45.70530331,45.1470864,44.58886949,44.03065259,43.47243568,42.91421877,42.35994341,41.85784147,41.35573953,40.85363758,40.35153564,39.89391255,39.43628946,38.97866636,38.52104327,38.06342018,37.61616805,37.16891593,36.7216638,36.27441168,35.82715955,35.41593659,35.00471363,34.59349067,34.18226771,33.77104475,33.34376669,32.91648863,32.48921056,32.0619325,31.63465444,31.39589407,29.99399212,29.49820547,29.00241883,28.50663219,28.01084555,27.5150589,27.01927226,26.52348562,26.02769898,25.53191233,25.03612569,24.54033905,24.04455241,23.54876576
38,84.70544833,84.70544833,84.70544833,84.70544833,84.70544833,79.04648627,78.92160707,77.82424173,77.21259967,76.71881012,75.9587238,75.20159464,74.61769804,74.03661281,73.45965016,72.63589341,71.90665702,71.1807902,70.62895081,69.7102363,69.16390966,68.3438858,67.63151412,66.86741751,65.90672181,65.44955084,64.63855505,64.0071688,63.07689073,62.22651207,61.3761334,60.52575474,59.67537607,59.01361999,58.35186391,57.69010782,57.02835174,56.36659566,55.68256171,54.99852776,54.3144938,53.63045985,52.9464259,52.36856401,51.79070212,51.21284023,50.63497834,50.05711645,49.47193496,48.88675347,48.30157198,47.71639049,47.131209,46.35630832,45.81030355,45.26429879,44.71829402,44.17228925,43.69910824,43.22592722,42.75274621,42.27956519,41.80638418,41.2524295,40.69847481,40.14452013,39.59056544,39.03661076,38.60221497,38.16781918,37.7334234,37.29902761,36.86463182,36.44303592,36.02144002,35.59984412,35.17824822,34.75665232,34.29103289,32.77292685,32.2264873,31.68004774,31.13360819,30.58716864,30.04072909,29.49428953,28.94784998,28.40141043,27.85497087,27.30853132,26.76209177,26.21565222,25.66921266
39,92.711354,92.711354,92.711354,92.711354,92.711354,86.46086067,85.78795993,85.02970979,84.34000701,83.6203534,82.69883366,81.90175419,81.13755762,80.57834309,79.77662545,78.79984609,78.31843327,77.37556561,76.40263059,75.52503147,74.85561972,74.04828124,73.32481819,72.42194104,71.58355764,70.87283485,69.86138395,69.05694542,68.15338629,67.35550231,66.55761832,65.75973434,64.96185035,64.17929559,63.39674083,62.61418607,61.83163131,61.04907655,60.32061483,59.59215311,58.8636914,58.13522968,57.40676796,56.73541362,56.06405928,55.39270493,54.72135059,54.04999625,53.4255626,52.80112895,52.17669529,51.55226164,50.92782799,50.14572261,49.6032496,49.06077658,48.51830357,47.97583055,47.3545096,46.73318865,46.11186771,45.49054676,44.86922581,44.4332123,43.99719879,43.56118527,43.12517176,42.68915825,42.15417578,41.61919331,41.08421085,40.54922838,40.01424591,39.5128263,39.0114067,38.50998709,38.00856749,37.50714788,37.01257405,35.50471126,34.91340904,34.32210682,33.7308046,33.13950238,32.54820016,31.95689794,31.36559572,30.7742935,30.18299128,29.59168906,29.00038684,28.40908462,27.8177824
40,100.9274656,100.9274656,100.9274656,100.9274656,100.9274656,93.72332781,92.85141343,92.04813299,91.15862614,90.36942397,89.2927757,88.47116126,87.41437365,86.41650487,85.87894941,84.85498238,83.70053195,82.89364316,81.96016102,80.96837272,80.21957623,79.13168535,78.51059231,77.46383407,76.79793706,75.64836675,74.95965869,73.82917314,72.79921053,71.9576108,71.11601108,70.27441135,69.43281162,68.53990056,67.6469895,66.75407844,65.86116738,64.96825632,64.24282336,63.5173904,62.79195744,62.06652448,61.34109152,60.65207886,59.96306619,59.27405353,58.58504086,57.8960282,57.22206456,56.54810092,55.87413728,55.20017364,54.52621,53.94874869,53.24269247,52.53663625,51.83058003,51.12452381,50.6122049,50.099886,49.58756709,49.07524819,48.56292928,47.94611541,47.32930153,46.71248766,46.09567378,45.47885991,44.94294473,44.40702955,43.87111437,43.33519919,42.79928401,42.25946496,41.71964592,41.17982687,40.64000783,40.10018878,39.77496392,38.10594812,37.47853102,36.85111393,36.22369684,35.59627974,34.96886265,34.34144555,33.71402846,33.08661136,32.45919427,31.83177717,31.20436008,30.57694299,29.94952589
41,109.1637756,109.1637756,109.1637756,109.1637756,109.1637756,101.4724634,100.0942748,99.00484321,97.82452168,96.55102506,95.3809129,94.22230847,93.07041932,92.03415944,91.02981737,90.05496773,88.8065,87.92294166,86.80378953,85.87794908,85.09543329,84.0423485,82.75217725,81.88146389,80.96799826,80.31954623,79.05403142,77.93427019,77.11470928,76.16868324,75.2226572,74.27663116,73.33060512,72.47217313,71.61374114,70.75530916,69.89687717,69.03844518,68.23667074,67.4348963,66.63312185,65.83134741,65.02957297,64.20792598,63.38627899,62.564632,61.74298501,60.92133802,60.2408594,59.56038077,58.87990215,58.19942352,57.5189449,56.90837751,56.24723303,55.58608855,54.92494407,54.26379959,53.5952033,52.92660701,52.25801071,51.58941442,50.92081813,50.38597557,49.85113302,49.31629046,48.78144791,48.24660535,47.59539553,46.9441857,46.29297588,45.64176605,44.99055623,44.49969163,44.00882703,43.51796243,43.02709783,42.53623323,41.9671052,40.1353592,39.46634931,38.79733942,38.12832953,37.45931964,36.79030975,36.12129987,35.45228998,34.78328009,34.1142702,33.44526031,32.77625043,32.10724054,31.43823065
42,117.9007971,117.9007971,117.9007971,117.9007971,117.9007971,109.2669492,107.3508614,106.2268502,104.1859378,103.3622549,101.4417407,100.3974282,99.15057599,97.90679559,96.42609417,95.18833205,94.22941783,92.52743838,91.68188925,90.48565915,89.11342347,88.31747308,86.97788372,86.14759955,85.02856739,84.03886474,83.18890815,82.00989035,81.12979419,80.10788157,79.08596894,78.06405632,77.04214369,76.12357205,75.20500041,74.28642878,73.36785714,72.4492855,71.60190314,70.75452079,69.90713843,69.05975608,68.21237372,67.38753325,66.56269278,65.73785231,64.91301184,64.08817137,63.38331865,62.67846593,61.9736132,61.26876048,60.56390776,59.46918405,58.78988328,58.1105825,57.43128173,56.75198095,56.09347153,55.43496211,54.77645269,54.11794327,53.45943385,52.87568675,52.29193964,51.70819254,51.12444543,50.54069833,49.91491593,49.28913352,48.66335112,48.03756871,47.41178631,46.80891288,46.20603944,45.60316601,45.00029257,44.39741914,43.99435716,42.07041656,41.36651711,40.66261767,39.95871822,39.25481877,38.55091933,37.84701988,37.14312043,36.43922099,35.73532154,35.03142209,34.32752264,33.6236232,32.91972375
43,127.4338697,127.4338697,127.4338697,127.4338697,127.4338697,117.8116809,116.0137504,113.6903209,111.9136773,110.1249138,108.6778113,106.8660823,105.1749184,103.3322079,102.0476286,100.6084306,99.36402477,97.9642168,96.49265215,95.22532809,93.7298362,92.81658626,91.5531483,90.14755849,89.1110725,88.18848908,87.12210249,86.0700875,84.97772689,83.96961874,82.96151059,81.95340243,80.94529428,79.97099171,78.99668914,78.02238656,77.04808399,76.07378142,75.20424094,74.33470046,73.46515997,72.59561949,71.72607901,70.86499046,70.00390192,69.14281337,68.28172483,67.42063628,66.58754416,65.75445204,64.92135991,64.08826779,63.25517567,62.52301789,61.81404751,61.10507712,60.39610674,59.68713635,58.98878461,58.29043287,57.59208114,56.8937294,56.19537766,55.51488152,54.83438538,54.15388924,53.4733931,52.79289696,52.16096352,51.52903008,50.89709665,50.26516321,49.63322977,49.09425718,48.55528458,48.01631199,47.47733939,46.9383668,46.28169154,44.1362511,43.39541991,42.65458873,41.91375754,41.17292635,40.43209516,39.69126397,38.95043278,38.20960159,37.46877041,36.72793922,35.98710803,35.24627684,34.50544565
