Age,2004Est,2005Est,2006Est,2007Est,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
22,25.1297382,25.1297382,25.1297382,25.1297382,25.1297382,23.48475863,22.62924067,21.78805783,20.90271875,19.94177917,18.72529302,18.36411509,17.42788607,17.05383823,16.38404194,15.79693046,15.12706737,14.87324406,14.23468783,13.65608097,13.43075105,13.16693834,12.74554288,12.54809056,12.29404403,11.96810739,11.75226231,11.5838882,11.20487412,10.9947693,10.9947693,10.9947693,10.9947693,10.9947693,10.9947693,10.9947693,10.51080213,10.51080213,10.51080213,10.51080213,10.51080213,10.00962289,10.00962289,10.00962289,10.00962289,10.00962289,9.635524803,9.635524803,9.635524803,9.635524803,9.635524803,9.635524803,9.635524803,8.660277813,8.660277813,8.660277813,8.525780389,8.525780389,8.525780389,8.525780389,8.525780389,8.094792204,8.094792204,8.094792204,8.094792204,8.094792204,7.773514341,7.773514341,7.773514341,7.773514341,7.773514341,7.518893906,7.518893906,7.518893906,7.518893906,7.518893906,7.066396288,7.066396288,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244,6.838761244
23,25.97876762,25.97876762,25.97876762,25.97876762,25.97876762,24.24141681,23.32030321,22.27492204,21.68815149,20.38011173,19.45703685,18.72088958,18.13594987,17.45591791,16.85130887,16.43977361,15.62710365,15.46217167,14.7216608,14.60912891,14.05243641,13.57362123,13.31438594,13.14777604,12.46081562,12.21507148,12.36604424,12.36583074,11.97875466,11.4194098,11.4194098,11.4194098,11.4194098,11.4194098,11.4194098,11.4194098,10.97380173,10.97380173,10.97380173,10.97380173,10.97380173,10.42489198,10.42489198,10.42489198,10.42489198,10.42489198,10.0577089,10.0577089,10.0577089,10.0577089,10.0577089,10.0577089,10.0577089,9.153420254,9.153420254,9.153420254,8.810145764,8.810145764,8.810145764,8.810145764,8.810145764,8.368595878,8.368595878,8.368595878,8.368595878,8.368595878,8.031839904,8.031839904,8.031839904,8.031839904,8.031839904,7.773060254,7.773060254,7.773060254,7.773060254,7.773060254,7.539645972,7.539645972,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213,7.109282213
24,27.17927256,27.17927256,27.17927256,27.17927256,27.17927256,25.67258741,24.8667369,23.74722101,22.72010376,21.93293396,21.10243567,20.41111945,19.47531725,18.69631933,18.26872602,17.69243471,17.29263642,16.72709625,16.1071244,15.6367199,15.3000311,15.02025188,14.81004836,14.5332448,14.09001577,13.88177514,13.61348956,13.49737602,13.23623817,12.98297216,12.98297216,12.98297216,12.98297216,12.98297216,12.98297216,12.98297216,11.93035325,11.93035325,11.93035325,11.93035325,11.93035325,11.53410068,11.53410068,11.53410068,11.53410068,11.53410068,10.94750671,10.94750671,10.94750671,10.94750671,10.94750671,10.94750671,10.94750671,10.10442706,10.10442706,10.10442706,9.99532827,9.99532827,9.99532827,9.99532827,9.99532827,9.313135119,9.313135119,9.313135119,9.313135119,9.313135119,8.945771979,8.945771979,8.945771979,8.945771979,8.945771979,8.468135028,8.468135028,8.468135028,8.468135028,8.468135028,8.235231142,8.235231142,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181,8.01842181
25,29.27981579,29.27981579,29.27981579,29.27981579,29.27981579,27.89143142,26.81297387,25.79153326,24.69893995,23.88967315,23.12744093,22.53533453,21.83731846,21.36304977,20.65202019,19.80315212,19.03413377,18.64619315,18.31416914,17.7360311,17.53968654,17.25834009,17.0121637,16.30961163,16.00997052,15.52976818,15.30398422,15.24390244,14.86376013,14.51678889,14.51678889,14.51678889,14.51678889,14.51678889,14.51678889,14.51678889,14.01010917,14.01010917,14.01010917,14.01010917,14.01010917,13.3012102,13.3012102,13.3012102,13.3012102,13.3012102,12.48842667,12.48842667,12.48842667,12.48842667,12.48842667,12.48842667,12.48842667,11.7026487,11.7026487,11.7026487,11.39593789,11.39593789,11.39593789,11.39593789,11.39593789,10.90034776,10.90034776,10.90034776,10.90034776,10.90034776,10.4847447,10.4847447,10.4847447,10.4847447,10.4847447,9.783180267,9.783180267,9.783180267,9.783180267,9.783180267,9.342415786,9.342415786,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325,9.128659325
26,30.99368225,30.99368225,30.99368225,30.99368225,30.99368225,29.85973268,28.91534799,28.25600384,27.23556789,26.38400602,25.76572514,24.8083287,24.2273739,23.73113268,23.06193531,22.40883929,22.04392139,21.32768264,20.72338427,20.384278,20.08768508,19.45636081,19.22791406,18.76654419,18.57341327,18.23654994,18.1682617,17.67478854,17.57092263,17.0570721,17.0570721,17.0570721,17.0570721,17.0570721,17.0570721,17.0570721,16.08492842,16.08492842,16.08492842,16.08492842,16.08492842,15.5130352,15.5130352,15.5130352,15.5130352,15.5130352,14.87883316,14.87883316,14.87883316,14.87883316,14.87883316,14.87883316,14.87883316,13.72183272,13.72183272,13.72183272,13.01577683,13.01577683,13.01577683,13.01577683,13.01577683,12.50422017,12.50422017,12.50422017,12.50422017,12.50422017,11.82944389,11.82944389,11.82944389,11.82944389,11.82944389,11.30463571,11.30463571,11.30463571,11.30463571,11.30463571,10.85678096,10.85678096,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368,10.64402368
27,33.58260713,33.58260713,33.58260713,33.58260713,33.58260713,32.39494344,31.24106966,30.47970906,29.98282601,28.95597386,28.3379982,27.46989491,26.9559655,26.17099096,25.86833864,25.2217052,24.63682678,24.08246908,23.63904989,23.50567788,22.70085718,22.45230043,22.09872015,21.45757187,21.27711609,20.8477428,20.7140569,20.33998162,20.05047188,19.38723553,19.38723553,19.38723553,19.38723553,19.38723553,19.38723553,19.38723553,18.57764375,18.57764375,18.57764375,18.57764375,18.57764375,17.75530651,17.75530651,17.75530651,17.75530651,17.75530651,17.0511239,17.0511239,17.0511239,17.0511239,17.0511239,17.0511239,17.0511239,15.73059026,15.73059026,15.73059026,15.27449541,15.27449541,15.27449541,15.27449541,15.27449541,14.54666362,14.54666362,14.54666362,14.54666362,14.54666362,13.80447184,13.80447184,13.80447184,13.80447184,13.80447184,13.03577015,13.03577015,13.03577015,13.03577015,13.03577015,12.3747802,12.3747802,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877,12.16110877
28,35.93631205,35.93631205,35.93631205,35.93631205,35.93631205,34.57538764,33.63515605,32.95994765,32.12998875,31.56773252,30.74884259,30.13902983,29.44578375,28.94349846,28.59453588,27.63275853,27.21603365,26.691754,26.16819943,25.76713741,25.41601708,25.05699903,24.6255535,24.0739702,23.96581516,23.57911522,23.40259037,22.98470799,22.54660406,22.16380147,22.16380147,22.16380147,22.16380147,22.16380147,22.16380147,22.16380147,21.07676459,21.07676459,21.07676459,21.07676459,21.07676459,20.05721585,20.05721585,20.05721585,20.05721585,20.05721585,18.82916093,18.82916093,18.82916093,18.82916093,18.82916093,18.82916093,18.82916093,17.53666854,17.53666854,17.53666854,17.11952387,17.11952387,17.11952387,17.11952387,17.11952387,16.41718776,16.41718776,16.41718776,16.41718776,16.41718776,15.40903902,15.40903902,15.40903902,15.40903902,15.40903902,14.59074946,14.59074946,14.59074946,14.59074946,14.59074946,14.1093895,14.1093895,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053,13.6949053
29,38.4863399,38.4863399,38.4863399,38.4863399,38.4863399,36.9612952,36.54487446,35.87452642,34.94152082,34.03124022,33.61139121,32.98977964,32.16940538,31.43254344,30.94131534,30.59903996,30.03823048,29.64223934,28.97199519,28.48141091,28.12616724,27.78587258,27.19131676,26.80307983,26.52020072,26.23563897,25.88292211,25.47115574,25.2567973,24.62811546,24.62811546,24.62811546,24.62811546,24.62811546,24.62811546,24.62811546,23.32364011,23.32364011,23.32364011,23.32364011,23.32364011,21.97611788,21.97611788,21.97611788,21.97611788,21.97611788,21.0358818,21.0358818,21.0358818,21.0358818,21.0358818,21.0358818,21.0358818,19.75192424,19.75192424,19.75192424,18.95235588,18.95235588,18.95235588,18.95235588,18.95235588,18.09149305,18.09149305,18.09149305,18.09149305,18.09149305,17.03387511,17.03387511,17.03387511,17.03387511,17.03387511,16.35525203,16.35525203,16.35525203,16.35525203,16.35525203,15.64746848,15.64746848,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259,15.22997259
30,41.30359475,41.30359475,41.30359475,41.30359475,41.30359475,40.33076299,39.68321182,38.76646079,38.12382522,37.41132682,36.3989599,35.87939305,35.2326753,34.8481524,34.05278602,33.5751164,32.81749871,32.23328526,31.85593522,31.46831141,31.23295385,30.70709244,30.153151,29.77229788,29.20707359,28.96220317,28.50241202,28.18305981,28.02094807,27.03593052,27.03593052,27.03593052,27.03593052,27.03593052,27.03593052,27.03593052,25.74106615,25.74106615,25.74106615,25.74106615,25.74106615,24.56305293,24.56305293,24.56305293,24.56305293,24.56305293,23.46462448,23.46462448,23.46462448,23.46462448,23.46462448,23.46462448,23.46462448,21.53190066,21.53190066,21.53190066,20.97676194,20.97676194,20.97676194,20.97676194,20.97676194,19.97544685,19.97544685,19.97544685,19.97544685,19.97544685,19.08358203,19.08358203,19.08358203,19.08358203,19.08358203,18.12911516,18.12911516,18.12911516,18.12911516,18.12911516,16.9898693,16.9898693,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015,16.76436015
31,45.00620869,45.00620869,45.00620869,45.00620869,45.00620869,43.75021544,42.65102627,42.14866678,41.45383853,40.84280326,40.34372857,39.43315966,38.7824478,38.10314822,37.50921655,36.86558723,36.19178278,35.8654329,35.45707296,34.89608954,34.16393499,33.74632406,33.49305801,33.17612037,32.78096296,32.04822235,31.84772173,31.46164164,31.18508106,30.06649055,30.06649055,30.06649055,30.06649055,30.06649055,30.06649055,30.06649055,28.84095163,28.84095163,28.84095163,28.84095163,28.84095163,27.12122978,27.12122978,27.12122978,27.12122978,27.12122978,25.90780965,25.90780965,25.90780965,25.90780965,25.90780965,25.90780965,25.90780965,24.12334516,24.12334516,24.12334516,23.3906404,23.3906404,23.3906404,23.3906404,23.3906404,22.26203034,22.26203034,22.26203034,22.26203034,22.26203034,20.94245096,20.94245096,20.94245096,20.94245096,20.94245096,20.10750547,20.10750547,20.10750547,20.10750547,20.10750547,19.11759489,19.11759489,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481,18.48941481
32,49.06292452,49.06292452,49.06292452,49.06292452,49.06292452,47.53698972,47.00948377,46.01608803,45.36911012,44.41035165,44.07111737,43.30038876,42.48597172,42.13574191,41.2045389,40.61590818,40.11248209,39.45485148,38.92737204,38.48530174,37.94931146,37.52118653,36.93084972,36.51552801,35.98762562,35.8013271,35.12819525,34.74507241,34.43201328,33.69089663,33.69089663,33.69089663,33.69089663,33.69089663,33.69089663,33.69089663,31.7583026,31.7583026,31.7583026,31.7583026,31.7583026,30.28435527,30.28435527,30.28435527,30.28435527,30.28435527,28.60809194,28.60809194,28.60809194,28.60809194,28.60809194,28.60809194,28.60809194,26.71122679,26.71122679,26.71122679,26.00352816,26.00352816,26.00352816,26.00352816,26.00352816,24.54590083,24.54590083,24.54590083,24.54590083,24.54590083,23.44159272,23.44159272,23.44159272,23.44159272,23.44159272,22.31177922,22.31177922,22.31177922,22.31177922,22.31177922,21.0618727,21.0618727,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344,20.81443344
33,53.31064214,53.31064214,53.31064214,53.31064214,53.31064214,51.81728751,50.61614386,50.02896414,49.40253031,48.61041269,47.86208138,47.07794148,46.74463735,46.22916587,45.50090894,44.9573225,44.37437465,43.37001714,42.93751231,42.41995334,41.7315478,41.43100169,40.67175099,40.56043177,39.76964709,39.47835047,38.83064292,38.66871091,38.34012512,37.08293659,37.08293659,37.08293659,37.08293659,37.08293659,37.08293659,37.08293659,35.17191081,35.17191081,35.17191081,35.17191081,35.17191081,33.42316691,33.42316691,33.42316691,33.42316691,33.42316691,31.78078322,31.78078322,31.78078322,31.78078322,31.78078322,31.78078322,31.78078322,29.70897582,29.70897582,29.70897582,28.60649077,28.60649077,28.60649077,28.60649077,28.60649077,27.23458751,27.23458751,27.23458751,27.23458751,27.23458751,25.96701576,25.96701576,25.96701576,25.96701576,25.96701576,24.74516471,24.74516471,24.74516471,24.74516471,24.74516471,23.41482611,23.41482611,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345,23.14928345
34,57.50474414,57.50474414,57.50474414,57.50474414,57.50474414,56.26886286,55.62917383,54.79437337,54.12335922,53.5607915,52.8283485,52.0397205,51.29208337,50.67288883,49.98333889,49.30817827,48.50723247,48.14236507,47.67893133,46.84790952,46.34104915,46.02381214,45.54809189,44.90596605,44.41551146,43.69785925,43.42210742,42.97645156,42.44204291,41.4386351,41.4386351,41.4386351,41.4386351,41.4386351,41.4386351,41.4386351,39.06198276,39.06198276,39.06198276,39.06198276,39.06198276,37.14475056,37.14475056,37.14475056,37.14475056,37.14475056,35.43497474,35.43497474,35.43497474,35.43497474,35.43497474,35.43497474,35.43497474,33.11980317,33.11980317,33.11980317,31.82206095,31.82206095,31.82206095,31.82206095,31.82206095,30.3235481,30.3235481,30.3235481,30.3235481,30.3235481,28.92242431,28.92242431,28.92242431,28.92242431,28.92242431,27.41266465,27.41266465,27.41266465,27.41266465,27.41266465,25.98328015,25.98328015,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548,25.49804548
35,62.88233647,62.88233647,62.88233647,62.88233647,62.88233647,61.35107028,60.70220721,59.66134337,58.92957113,58.43922713,57.93135135,57.2471287,56.41396045,55.94265759,55.26875904,54.82579329,54.15662871,53.51170569,52.94098887,52.16267272,51.77031515,51.06760598,50.49073267,50.25890636,49.53594895,48.89019263,48.25720648,47.99946667,47.53103887,45.93369612,45.93369612,45.93369612,45.93369612,45.93369612,45.93369612,45.93369612,43.73707513,43.73707513,43.73707513,43.73707513,43.73707513,41.61893451,41.61893451,41.61893451,41.61893451,41.61893451,39.75161517,39.75161517,39.75161517,39.75161517,39.75161517,39.75161517,39.75161517,36.71727086,36.71727086,36.71727086,35.62038145,35.62038145,35.62038145,35.62038145,35.62038145,33.98794671,33.98794671,33.98794671,33.98794671,33.98794671,32.27630159,32.27630159,32.27630159,32.27630159,32.27630159,30.69712571,30.69712571,30.69712571,30.69712571,30.69712571,29.14412756,29.14412756,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032,28.62717032
36,68.60617366,68.60617366,68.60617366,68.60617366,68.60617366,67.05064812,66.46453482,65.68328437,65.03971602,64.44177645,63.84041988,63.33311724,62.64783579,61.99511111,61.09592298,60.59581184,59.91732755,59.24310494,58.96263932,58.18669861,57.49894136,57.13058509,56.23309349,56.01198781,55.40650881,54.82867111,54.25323675,53.94172525,52.81834705,51.6144356,51.6144356,51.6144356,51.6144356,51.6144356,51.6144356,51.6144356,49.05846361,49.05846361,49.05846361,49.05846361,49.05846361,46.70753576,46.70753576,46.70753576,46.70753576,46.70753576,44.48538592,44.48538592,44.48538592,44.48538592,44.48538592,44.48538592,44.48538592,40.96220213,40.96220213,40.96220213,40.03564199,40.03564199,40.03564199,40.03564199,40.03564199,37.84659101,37.84659101,37.84659101,37.84659101,37.84659101,36.05429984,36.05429984,36.05429984,36.05429984,36.05429984,34.23409273,34.23409273,34.23409273,34.23409273,34.23409273,32.73664552,32.73664552,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481,31.7851481
37,74.91340185,74.91340185,74.91340185,74.91340185,74.91340185,73.27829618,72.68353777,72.13732958,71.23521869,70.74055705,70.01565999,69.29861952,68.78607531,68.09718373,67.8592298,67.00931715,66.67324008,65.72586705,65.01518094,64.45443771,64.10964022,63.28916925,62.32113937,62.06364763,61.36388993,60.7996402,60.37289899,59.4365244,59.00030936,57.11651544,57.11651544,57.11651544,57.11651544,57.11651544,57.11651544,57.11651544,54.44052431,54.44052431,54.44052431,54.44052431,54.44052431,51.85656888,51.85656888,51.85656888,51.85656888,51.85656888,49.18746098,49.18746098,49.18746098,49.18746098,49.18746098,49.18746098,49.18746098,45.68005932,45.68005932,45.68005932,44.26637702,44.26637702,44.26637702,44.26637702,44.26637702,42.11778114,42.11778114,42.11778114,42.11778114,42.11778114,40.04764431,40.04764431,40.04764431,40.04764431,40.04764431,38.23650798,38.23650798,38.23650798,38.23650798,38.23650798,35.98900556,35.98900556,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178,35.37986178
38,81.65469138,81.65469138,81.65469138,81.65469138,81.65469138,79.74743006,78.89581718,78.3828969,77.63009261,77.11100931,76.51209309,75.92527242,75.08175278,74.29939164,73.60402464,72.83750401,72.26618679,71.6322284,70.91402796,70.19366583,69.57126707,69.02000093,68.08906382,67.55826901,66.6867354,66.34794848,65.82154031,64.89237076,64.44836969,62.47392321,62.47392321,62.47392321,62.47392321,62.47392321,62.47392321,62.47392321,59.22620605,59.22620605,59.22620605,59.22620605,59.22620605,56.24381479,56.24381479,56.24381479,56.24381479,56.24381479,53.66760182,53.66760182,53.66760182,53.66760182,53.66760182,53.66760182,53.66760182,49.87357152,49.87357152,49.87357152,48.53772426,48.53772426,48.53772426,48.53772426,48.53772426,45.98412207,45.98412207,45.98412207,45.98412207,45.98412207,43.83842645,43.83842645,43.83842645,43.83842645,43.83842645,41.89580554,41.89580554,41.89580554,41.89580554,41.89580554,39.30591316,39.30591316,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819,38.6369819
39,88.52599914,88.52599914,88.52599914,88.52599914,88.52599914,86.54884808,85.65946865,84.51531476,83.84770982,82.87581569,81.97117771,81.23858807,80.49462745,79.8151429,78.56302001,77.91743611,77.3415265,76.8072898,75.64882968,74.97800047,74.29723619,73.41380561,72.65419366,72.26453805,71.12583223,70.47157403,70.09026965,69.17531358,68.33849621,66.36436478,66.36436478,66.36436478,66.36436478,66.36436478,66.36436478,66.36436478,63.10929533,63.10929533,63.10929533,63.10929533,63.10929533,59.82058224,59.82058224,59.82058224,59.82058224,59.82058224,57.00510732,57.00510732,57.00510732,57.00510732,57.00510732,57.00510732,57.00510732,53.1128669,53.1128669,53.1128669,51.40061558,51.40061558,51.40061558,51.40061558,51.40061558,49.00668797,49.00668797,49.00668797,49.00668797,49.00668797,46.56148599,46.56148599,46.56148599,46.56148599,46.56148599,44.14442585,44.14442585,44.14442585,44.14442585,44.14442585,42.26618526,42.26618526,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249,41.33596249
40,95.66183221,95.66183221,95.66183221,95.66183221,95.66183221,93.49309548,92.31525327,91.3569346,89.9135395,88.84045439,87.62431077,86.57369331,85.43614236,84.25456111,83.49517613,82.321568,81.51047004,80.42547672,79.44058605,78.48500443,77.68995869,76.89317219,75.97864958,75.00887145,74.15161825,73.64584485,72.57895838,71.96729211,71.27405499,68.99693494,68.99693494,68.99693494,68.99693494,68.99693494,68.99693494,68.99693494,65.53003265,65.53003265,65.53003265,65.53003265,65.53003265,62.4948201,62.4948201,62.4948201,62.4948201,62.4948201,59.41396417,59.41396417,59.41396417,59.41396417,59.41396417,59.41396417,59.41396417,55.39811192,55.39811192,55.39811192,53.48678508,53.48678508,53.48678508,53.48678508,53.48678508,50.78156321,50.78156321,50.78156321,50.78156321,50.78156321,48.20992214,48.20992214,48.20992214,48.20992214,48.20992214,46.17781125,46.17781125,46.17781125,46.17781125,46.17781125,43.86456865,43.86456865,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897,42.87985897
41,104.2978259,104.2978259,104.2978259,104.2978259,104.2978259,101.4285776,99.91279164,98.26058797,96.57181023,95.03653177,93.30041309,92.055992,90.59149869,89.02970712,88.19618692,86.56441573,85.4963664,84.30535255,83.18877708,82.22390642,80.76194064,79.86609493,78.97517339,77.60888101,76.85135118,75.74354567,75.0342775,73.96806172,73.33975574,71.12035217,71.12035217,71.12035217,71.12035217,71.12035217,71.12035217,71.12035217,67.73718886,67.73718886,67.73718886,67.73718886,67.73718886,64.3956029,64.3956029,64.3956029,64.3956029,64.3956029,61.20487968,61.20487968,61.20487968,61.20487968,61.20487968,61.20487968,61.20487968,57.01871213,57.01871213,57.01871213,55.30984824,55.30984824,55.30984824,55.30984824,55.30984824,52.63504178,52.63504178,52.63504178,52.63504178,52.63504178,49.9070197,49.9070197,49.9070197,49.9070197,49.9070197,47.44273353,47.44273353,47.44273353,47.44273353,47.44273353,45.1591052,45.1591052,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764,44.32349764
42,114.3510577,114.3510577,114.3510577,114.3510577,114.3510577,110.9462793,108.6335785,106.7169134,104.155794,102.6120017,100.5570003,98.65144661,96.92246203,95.30866721,93.34008039,91.80000483,90.08890698,89.10670528,87.51605059,86.36436772,84.94656241,83.6853619,82.66045024,81.21814288,80.24896336,79.28000119,78.3250113,77.41638507,76.77366034,74.13503751,74.13503751,74.13503751,74.13503751,74.13503751,74.13503751,74.13503751,70.63485616,70.63485616,70.63485616,70.63485616,70.63485616,67.28717792,67.28717792,67.28717792,67.28717792,67.28717792,63.88579634,63.88579634,63.88579634,63.88579634,63.88579634,63.88579634,63.88579634,59.28228633,59.28228633,59.28228633,57.58300001,57.58300001,57.58300001,57.58300001,57.58300001,54.66682012,54.66682012,54.66682012,54.66682012,54.66682012,52.16797259,52.16797259,52.16797259,52.16797259,52.16797259,49.2573115,49.2573115,49.2573115,49.2573115,49.2573115,47.05157014,47.05157014,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745,46.17101745
43,126.1653641,126.1653641,126.1653641,126.1653641,126.1653641,121.7860841,119.4403965,116.8796569,114.3503176,112.2376861,109.7162518,107.8413494,105.6257613,103.4932729,101.7691987,99.43878742,97.77035248,96.19276399,94.17445818,93.07622919,91.62864591,90.25249209,88.92621012,87.6694793,86.2256655,85.1961108,84.01838169,83.16502317,82.06691384,79.67227718,79.67227718,79.67227718,79.67227718,79.67227718,79.67227718,79.67227718,75.56133653,75.56133653,75.56133653,75.56133653,75.56133653,72.09340632,72.09340632,72.09340632,72.09340632,72.09340632,68.28379348,68.28379348,68.28379348,68.28379348,68.28379348,68.28379348,68.28379348,63.76987284,63.76987284,63.76987284,61.77830296,61.77830296,61.77830296,61.77830296,61.77830296,58.95330159,58.95330159,58.95330159,58.95330159,58.95330159,55.83496013,55.83496013,55.83496013,55.83496013,55.83496013,53.28920904,53.28920904,53.28920904,53.28920904,53.28920904,50.77342816,50.77342816,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697,49.44410697
44,140.1820054,140.1820054,140.1820054,140.1820054,140.1820054,135.4587153,132.5901015,129.6465448,126.8732622,124.1680739,121.6804808,119.0384679,116.722925,114.7613583,112.3325644,110.2930828,108.177937,106.1739479,104.1518724,102.7628159,101.2829169,99.51097464,97.95933971,96.53876657,95.17000927,94.04801194,92.71119504,91.54050507,90.51774482,87.62240144,87.62240144,87.62240144,87.62240144,87.62240144,87.62240144,87.62240144,83.3519055,83.3519055,83.3519055,83.3519055,83.3519055,79.55733726,79.55733726,79.55733726,79.55733726,79.55733726,75.49835537,75.49835537,75.49835537,75.49835537,75.49835537,75.49835537,75.49835537,70.27392057,70.27392057,70.27392057,68.37293266,68.37293266,68.37293266,68.37293266,68.37293266,64.71773821,64.71773821,64.71773821,64.71773821,64.71773821,61.55384205,61.55384205,61.55384205,61.55384205,61.55384205,58.74050396,58.74050396,58.74050396,58.74050396,58.74050396,55.54451042,55.54451042,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974,54.58758974
