Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
31,367.909,367.909,367.909,367.909,367.909,375.563,393.719,411.688,415.184,410.458,414.16,432.307,450.73,454.474,452.199,461.645,458.34,456.208,461.023,456.837,443.351,437.044,428.379,426.469,428.649,420.048,413.283,402.603,396.63,395.353,395.353,395.353,421.118,421.118,421.118,421.118,421.118,431.813,431.813,431.813,431.813,431.813,405.694,405.694,405.694,405.694,405.694,410.515,410.515,410.515,410.515,410.515,406.456,406.456,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284,404.284
32,378.388,378.388,378.388,378.388,378.388,368.968,376.514,394.603,412.506,415.941,411.155,414.795,432.937,451.354,455.099,452.827,462.272,458.972,456.842,461.658,457.475,443.994,437.69,429.032,427.123,429.303,420.705,413.943,403.266,397.295,397.295,397.295,415.763,415.763,415.763,415.763,415.763,453.832,453.832,453.832,453.832,453.832,407,407,407,407,407,411.116,411.116,411.116,411.116,411.116,408.195,408.195,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045,406.045
33,389.596,389.596,389.596,389.596,389.596,379.136,369.635,377.13,395.16,413.006,416.389,411.553,415.195,433.331,451.743,455.489,453.218,462.663,459.364,457.239,462.054,457.874,444.4,438.099,429.446,427.538,429.719,421.125,414.365,403.693,403.693,403.693,403.792,403.792,403.792,403.792,403.792,456.991,456.991,456.991,456.991,456.991,411.049,411.049,411.049,411.049,411.049,411.014,411.014,411.014,411.014,411.014,409.648,409.648,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545,407.545
34,399.511,399.511,399.511,399.511,399.511,390.096,379.572,370.033,377.48,395.458,413.251,416.586,411.754,415.396,433.526,451.933,455.678,453.41,462.854,459.558,457.435,462.249,458.073,444.605,438.309,429.661,427.755,429.935,421.345,414.587,414.587,414.587,396.68,396.68,396.68,396.68,396.68,441.285,441.285,441.285,441.285,441.285,416.579,416.579,416.579,416.579,416.579,410.218,410.218,410.218,410.218,410.218,410.783,410.783,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846,408.846
35,420.857,420.857,420.857,420.857,420.857,400.009,390.53,379.974,370.398,377.802,395.728,413.47,416.805,411.978,415.621,433.744,452.143,455.887,453.623,463.065,459.77,457.651,462.465,458.291,444.831,438.538,429.895,427.99,430.17,421.585,421.585,421.585,398.205,398.205,398.205,398.205,398.205,430.684,430.684,430.684,430.684,430.684,424.385,424.385,424.385,424.385,424.385,409.024,409.024,409.024,409.024,409.024,411.71,411.71,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118,410.118
36,445.618,445.618,445.618,445.618,445.618,421.283,400.384,390.876,380.285,370.679,378.038,395.912,413.646,416.98,412.158,415.8,433.916,452.306,456.05,453.79,463.228,459.937,457.821,462.633,458.462,445.009,438.72,430.083,428.18,430.359,430.359,430.359,404.371,404.371,404.371,404.371,404.371,422.849,422.849,422.849,422.849,422.849,433.521,433.521,433.521,433.521,433.521,407.457,407.457,407.457,407.457,407.457,412.27,412.27,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227,411.227
37,457.641,457.641,457.641,457.641,457.641,445.686,421.312,400.397,390.861,380.245,370.612,377.93,395.794,413.518,416.853,412.034,415.675,433.783,452.162,455.906,453.649,463.083,459.796,457.681,462.491,458.324,444.88,438.595,429.964,428.062,428.062,428.062,414.916,414.916,414.916,414.916,414.916,416.735,416.735,416.735,416.735,416.735,454.71,454.71,454.71,454.71,454.71,407.995,407.995,407.995,407.995,407.995,412.101,412.101,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801,411.801
38,451.854,451.854,451.854,451.854,451.854,457.343,445.352,420.97,400.044,390.485,379.849,370.194,377.508,395.363,413.075,416.409,411.595,415.236,433.332,451.7,455.443,453.19,462.618,459.334,457.222,462.03,457.866,444.432,438.152,429.526,429.526,429.526,421.233,421.233,421.233,421.233,421.233,403.947,403.947,403.947,403.947,403.947,457.002,457.002,457.002,457.002,457.002,411.187,411.187,411.187,411.187,411.187,411.154,411.154,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739,411.739
39,465.321,465.321,465.321,465.321,465.321,451.399,456.842,444.838,420.451,399.517,389.94,379.288,369.641,376.952,394.794,412.495,415.829,411.02,414.659,432.744,451.1,454.841,452.591,462.014,458.733,456.623,461.429,457.269,443.844,437.569,437.569,437.569,429.225,429.225,429.225,429.225,429.225,396.073,396.073,396.073,396.073,396.073,440.546,440.546,440.546,440.546,440.546,415.912,415.912,415.912,415.912,415.912,409.572,409.572,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114,411.114
40,467.158,467.158,467.158,467.158,467.158,464.909,450.961,456.377,444.361,419.974,399.037,389.446,378.805,369.169,376.475,394.304,411.993,415.327,410.524,414.161,432.234,450.576,454.317,452.069,461.486,458.21,456.102,460.904,456.749,443.334,443.334,443.334,426.555,426.555,426.555,426.555,426.555,396.868,396.868,396.868,396.868,396.868,429.242,429.242,429.242,429.242,429.242,422.968,422.968,422.968,422.968,422.968,407.654,407.654,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11,410.11
41,476.793,476.793,476.793,476.793,476.793,466.375,464.1,450.151,455.544,443.525,419.144,398.209,388.63,378.002,368.379,375.681,393.497,411.173,414.508,409.711,413.347,431.408,449.737,453.477,451.232,460.643,457.371,455.266,460.064,455.913,455.913,455.913,427.639,427.639,427.639,427.639,427.639,402.021,402.021,402.021,402.021,402.021,420.434,420.434,420.434,420.434,420.434,431.067,431.067,431.067,431.067,431.067,405.097,405.097,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293,408.293
42,477.559,477.559,477.559,477.559,477.559,475.788,465.362,463.081,449.134,454.514,442.496,418.126,397.217,387.65,377.037,367.429,374.727,392.531,410.195,413.529,408.74,412.377,430.423,448.739,452.478,450.238,459.642,456.375,454.273,459.066,459.066,459.066,435.268,435.268,435.268,435.268,435.268,411.677,411.677,411.677,411.677,411.677,413.494,413.494,413.494,413.494,413.494,451.326,451.326,451.326,451.326,451.326,404.788,404.788,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906,405.906
43,480.278,480.278,480.278,480.278,480.278,476.84,475.057,464.636,462.352,448.412,453.777,441.763,417.425,396.544,386.992,376.394,366.801,374.097,391.889,409.54,412.874,408.092,411.732,429.763,448.066,451.805,449.569,458.967,455.704,453.603,453.603,453.603,440.869,440.869,440.869,440.869,440.869,417.765,417.765,417.765,417.765,417.765,400.55,400.55,400.55,400.55,400.55,453.388,453.388,453.388,453.388,453.388,407.761,407.761,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52,403.52
44,475.765,475.765,475.765,475.765,475.765,479.627,476.179,474.397,463.982,461.696,447.765,453.113,441.123,416.82,395.968,386.433,375.852,366.274,373.567,391.346,408.984,412.319,407.546,411.186,429.203,447.492,451.229,448.999,458.388,455.129,455.129,455.129,453.675,453.675,453.675,453.675,453.675,425.75,425.75,425.75,425.75,425.75,392.738,392.738,392.738,392.738,392.738,437.027,437.027,437.027,437.027,437.027,412.496,412.496,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633,403.633
45,468.795,468.795,468.795,468.795,468.795,474.979,478.827,475.382,473.599,463.195,460.908,446.986,452.339,440.372,416.108,395.288,385.77,375.208,365.646,372.936,390.701,408.324,411.658,406.896,410.535,428.536,446.809,450.544,448.318,457.698,457.698,457.698,457.126,457.126,457.126,457.126,457.126,422.935,422.935,422.935,422.935,422.935,393.377,393.377,393.377,393.377,393.377,425.61,425.61,425.61,425.61,425.61,419.365,419.365,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595,406.595
46,455.533,455.533,455.533,455.533,455.533,467.836,474.009,477.852,474.413,472.633,462.242,459.954,446.065,451.42,439.48,415.256,394.471,384.974,374.43,364.886,372.173,389.92,407.527,410.863,406.11,409.748,427.731,445.985,449.718,447.494,447.494,447.494,451.519,451.519,451.519,451.519,451.519,424.025,424.025,424.025,424.025,424.025,398.531,398.531,398.531,398.531,398.531,416.86,416.86,416.86,416.86,416.86,427.44,427.44,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074,411.074
47,443.53,443.53,443.53,443.53,443.53,454.608,466.891,473.057,476.9,473.47,471.695,461.32,459.049,445.191,450.55,438.639,414.459,393.712,384.235,373.711,364.187,371.471,389.198,406.785,410.122,405.378,409.015,426.978,445.211,448.938,448.938,448.938,452.827,452.827,452.827,452.827,452.827,431.832,431.832,431.832,431.832,431.832,408.369,408.369,408.369,408.369,408.369,410.175,410.175,410.175,410.175,410.175,447.809,447.809,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837,417.837
48,425.637,425.637,425.637,425.637,425.637,442.775,453.832,466.097,472.26,476.1,472.681,470.91,460.566,458.312,444.489,449.851,437.969,413.838,393.132,383.678,373.176,363.674,370.95,388.655,406.22,409.557,404.823,408.456,426.396,444.601,444.601,444.601,455.451,455.451,455.451,455.451,455.451,437.46,437.46,437.46,437.46,437.46,414.492,414.492,414.492,414.492,414.492,397.38,397.38,397.38,397.38,397.38,449.91,449.91,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111,426.111
49,416.374,416.374,416.374,416.374,416.374,424.728,441.827,452.869,465.112,471.266,475.101,471.691,469.938,459.625,457.388,443.603,448.964,437.114,413.036,392.375,382.943,372.466,362.985,370.254,387.932,405.471,408.806,404.082,407.711,425.623,425.623,425.623,445.298,445.298,445.298,445.298,445.298,449.949,449.949,449.949,449.949,449.949,422.21,422.21,422.21,422.21,422.21,389.414,389.414,389.414,389.414,389.414,433.418,433.418,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392,446.392
50,409.089,409.089,409.089,409.089,409.089,415.269,423.604,440.671,451.692,463.912,470.057,473.886,470.497,468.763,458.481,456.262,442.517,447.875,436.058,412.036,391.422,382.015,371.563,362.105,369.365,387.014,404.523,407.854,403.141,406.764,406.764,406.764,446.492,446.492,446.492,446.492,446.492,453.028,453.028,453.028,453.028,453.028,419.091,419.091,419.091,419.091,419.091,389.755,389.755,389.755,389.755,389.755,421.751,421.751,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076,448.076
51,394.418,394.418,394.418,394.418,394.418,407.834,414.001,422.325,439.359,450.359,462.558,468.695,472.529,469.164,467.447,457.199,454.997,441.294,446.649,434.867,410.904,390.34,380.958,370.534,361.1,368.349,385.965,403.44,406.766,402.064,402.064,402.064,441.626,441.626,441.626,441.626,441.626,447.121,447.121,447.121,447.121,447.121,419.855,419.855,419.855,419.855,419.855,394.573,394.573,394.573,394.573,394.573,412.755,412.755,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296,431.296
52,380.442,380.442,380.442,380.442,380.442,392.906,406.294,412.454,420.767,437.767,448.75,460.926,467.063,470.903,467.561,465.863,455.65,453.465,439.805,445.158,433.411,409.512,389,379.645,369.249,359.841,367.077,384.657,402.096,405.416,405.416,405.416,422.14,422.14,422.14,422.14,422.14,447.758,447.758,447.758,447.758,447.758,426.952,426.952,426.952,426.952,426.952,403.705,403.705,403.705,403.705,403.705,405.498,405.498,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264,419.264
53,369.958,369.958,369.958,369.958,369.958,378.886,391.324,404.683,410.837,419.14,436.103,447.067,459.226,465.363,469.208,465.891,464.21,454.036,451.868,438.254,443.604,431.895,408.061,387.605,378.278,367.912,358.53,365.753,383.292,400.692,400.692,400.692,402.922,402.922,402.922,402.922,402.922,449.453,449.453,449.453,449.453,449.453,431.644,431.644,431.644,431.644,431.644,408.907,408.907,408.907,408.907,408.907,391.971,391.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971,409.971
54,371.025,371.025,371.025,371.025,371.025,368.333,377.242,389.651,402.98,409.128,417.418,434.341,445.29,457.431,463.567,467.418,464.127,462.462,452.33,450.18,436.612,441.958,430.289,406.525,386.129,376.831,366.496,357.143,364.349,381.845,381.845,381.845,397.832,397.832,397.832,397.832,397.832,438.606,438.606,438.606,438.606,438.606,443.208,443.208,443.208,443.208,443.208,415.775,415.775,415.775,415.775,415.775,383.337,383.337,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589,402.589
55,364.328,364.328,364.328,364.328,364.328,369.244,366.573,375.464,387.839,401.137,407.278,415.555,432.443,443.376,455.496,461.629,465.486,462.22,460.575,450.485,448.354,434.836,440.176,428.55,404.86,384.529,375.261,364.96,355.635,362.823,362.823,362.823,400.87,400.87,400.87,400.87,400.87,439.055,439.055,439.055,439.055,439.055,445.523,445.523,445.523,445.523,445.523,411.985,411.985,411.985,411.985,411.985,382.996,382.996,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907,388.907
56,361.492,361.492,361.492,361.492,361.492,362.309,367.224,364.579,373.447,385.792,399.053,405.189,413.456,430.306,441.221,453.318,459.449,463.31,460.07,458.445,448.399,446.287,432.823,438.156,426.574,402.965,382.702,373.465,363.2,353.904,353.904,353.904,395.716,395.716,395.716,395.716,395.716,433.414,433.414,433.414,433.414,433.414,438.852,438.852,438.852,438.852,438.852,411.931,411.931,411.931,411.931,411.931,386.979,386.979,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954,379.954
57,363.375,363.375,363.375,363.375,363.375,359.279,360.115,365.028,362.41,371.257,383.562,396.788,402.923,411.179,427.987,438.88,450.952,457.079,460.944,457.73,456.125,446.127,444.033,430.625,435.949,424.416,400.89,380.701,371.497,361.266,361.266,361.266,376.48,376.48,376.48,376.48,376.48,413.443,413.443,413.443,413.443,413.443,438.713,438.713,438.713,438.713,438.713,418.193,418.193,418.193,418.193,418.193,395.273,395.273,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195,379.195
58,373.554,373.554,373.554,373.554,373.554,361.161,357.116,357.969,362.882,360.29,369.113,381.381,394.574,400.704,408.947,425.709,436.58,448.624,454.745,458.612,455.427,453.842,443.891,441.817,428.466,433.78,422.296,398.859,378.745,369.576,369.576,369.576,357.268,357.268,357.268,357.268,357.268,393.869,393.869,393.869,393.869,393.869,439.71,439.71,439.71,439.71,439.71,422.17,422.17,422.17,422.17,422.17,399.779,399.779,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006,383.006
59,383.509,383.509,383.509,383.509,383.509,371.427,359.129,355.137,356.006,360.914,358.348,367.144,379.379,392.533,398.658,406.886,423.599,434.446,446.457,452.571,456.44,453.283,451.718,441.817,439.763,426.472,431.772,420.339,396.996,376.959,376.959,376.959,348.475,348.475,348.475,348.475,348.475,388.496,388.496,388.496,388.496,388.496,428.608,428.608,428.608,428.608,428.608,433.141,433.141,433.141,433.141,433.141,406.161,406.161,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435,391.435
60,410.334,410.334,410.334,410.334,410.334,381.326,369.358,357.161,353.219,354.103,359.007,356.465,365.239,377.436,390.549,396.667,404.879,421.537,432.356,444.333,450.437,454.306,451.179,449.634,439.784,437.75,424.521,429.807,418.427,395.182,395.182,395.182,356.018,356.018,356.018,356.018,356.018,391.288,391.288,391.288,391.288,391.288,428.81,428.81,428.81,428.81,428.81,435.172,435.172,435.172,435.172,435.172,402.229,402.229,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104,396.104
61,430.132,430.132,430.132,430.132,430.132,407.646,378.873,367.021,354.934,351.045,351.947,356.846,354.336,363.086,375.241,388.309,394.418,402.611,419.208,429.996,441.934,448.026,451.895,448.798,447.272,437.477,435.463,422.301,427.568,416.242,416.242,416.242,364.186,364.186,364.186,364.186,364.186,386.008,386.008,386.008,386.008,386.008,422.991,422.991,422.991,422.991,422.991,428.343,428.343,428.343,428.343,428.343,401.934,401.934,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198,402.198
62,349.242,349.242,349.242,349.242,349.242,426.808,404.549,376.02,364.297,352.328,348.497,349.422,354.32,351.845,360.568,372.677,385.694,391.792,399.963,416.493,427.245,439.14,445.217,449.083,446.018,444.511,434.773,432.779,419.689,424.932,424.932,424.932,370.879,370.879,370.879,370.879,370.879,366.75,366.75,366.75,366.75,366.75,402.946,402.946,402.946,402.946,402.946,427.706,427.706,427.706,427.706,427.706,407.608,407.608,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633,397.633
63,340.042,340.042,340.042,340.042,340.042,346.107,423.18,401.155,372.888,361.305,349.464,345.698,346.65,351.545,349.107,357.799,369.855,382.817,388.9,397.047,413.503,424.214,436.059,442.119,445.979,442.947,441.459,431.781,429.806,416.79,416.79,416.79,387.905,387.905,387.905,387.905,387.905,347.269,347.269,347.269,347.269,347.269,383.031,383.031,383.031,383.031,383.031,427.85,427.85,427.85,427.85,427.85,410.706,410.706,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654,396.654
64,331.715,331.715,331.715,331.715,331.715,336.73,342.807,419.338,397.563,369.573,358.139,346.428,342.734,343.713,348.602,346.204,354.86,366.858,379.759,385.825,393.944,410.317,420.981,432.77,438.81,442.662,439.662,438.192,428.577,426.618,426.618,426.618,407.732,407.732,407.732,407.732,407.732,337.676,337.676,337.676,337.676,337.676,376.689,376.689,376.689,376.689,376.689,415.811,415.811,415.811,415.811,415.811,420.24,420.24,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758,401.758
65,319.344,319.344,319.344,319.344,319.344,328.107,333.139,339.213,415.171,393.653,365.956,354.673,343.104,339.483,340.488,345.37,343.014,351.629,363.564,376.397,382.445,390.53,406.812,417.424,429.151,435.165,439.006,436.037,434.584,425.034,425.034,425.034,415.391,415.391,415.391,415.391,415.391,343.637,343.637,343.637,343.637,343.637,377.94,377.94,377.94,377.94,377.94,414.448,414.448,414.448,414.448,414.448,420.648,420.648,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25,404.25
