Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
33,389.596,389.596,389.596,389.596,389.596,379.489,370.755,379.137,398.147,417.012,421.48,417.889,423.012,442.877,463.161,468.768,468.173,479.028,476.872,475.625,481.084,477.337,464.13,458.009,449.526,447.781,450.109,441.652,435.009,424.444,424.87,424.87,424.87,479.029,479.029,479.029,479.029,479.029,472.614,472.614,472.614,472.614,472.614,482.809,482.809,482.809,482.809,482.809,484.783,484.783,484.783,484.783,484.783,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38,483.38
34,399.511,399.511,399.511,399.511,399.511,390.414,380.551,371.779,380.112,399.068,417.881,422.299,418.713,423.835,443.693,463.971,469.578,468.986,479.841,477.688,476.444,481.904,478.16,464.962,458.844,450.368,448.625,450.955,442.502,435.863,418.282,418.282,418.282,463.73,463.73,463.73,463.73,463.73,473.023,473.023,473.023,473.023,473.023,481.725,481.725,481.725,481.725,481.725,486.096,486.096,486.096,486.096,486.096,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013,485.013
35,420.857,420.857,420.857,420.857,420.857,400.302,391.429,381.532,372.722,381.011,399.914,418.675,423.094,419.513,424.635,444.486,464.757,470.365,469.775,480.627,478.479,477.238,482.697,478.957,465.768,459.655,451.186,449.445,451.776,443.329,420.284,420.284,420.284,453.509,453.509,453.509,453.509,453.509,474.206,474.206,474.206,474.206,474.206,480.142,480.142,480.142,480.142,480.142,487.064,487.064,487.064,487.064,487.064,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513,486.513
36,445.618,445.618,445.618,445.618,445.618,421.563,401.231,392.327,382.396,373.554,381.797,400.648,419.401,423.821,420.244,425.366,445.208,465.471,471.079,470.492,481.342,479.197,477.96,483.419,479.682,466.503,460.396,451.934,450.195,452.527,426.912,426.912,426.912,446.057,446.057,446.057,446.057,446.057,475.953,475.953,475.953,475.953,475.953,478.184,478.184,478.184,478.184,478.184,487.531,487.531,487.531,487.531,487.531,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736,487.736
37,457.641,457.641,457.641,457.641,457.641,445.939,422.091,401.739,392.808,382.85,373.98,382.181,401.022,419.766,424.186,420.615,425.736,445.569,465.823,471.429,470.846,481.693,479.551,478.319,483.776,480.044,466.875,460.774,452.318,450.585,437.858,437.858,437.858,440.297,440.297,440.297,440.297,440.297,479.578,479.578,479.578,479.578,479.578,476.571,476.571,476.571,476.571,476.571,487.125,487.125,487.125,487.125,487.125,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277,488.277
38,451.854,451.854,451.854,451.854,451.854,457.568,446.044,422.186,401.821,392.869,382.89,373.996,382.194,401.024,419.758,424.176,420.611,425.73,445.554,465.798,471.403,470.822,481.666,479.53,478.3,483.757,480.03,466.871,460.778,452.329,444.507,444.507,444.507,427.813,427.813,427.813,427.813,427.813,481.905,481.905,481.905,481.905,481.905,475.553,475.553,475.553,475.553,475.553,485.777,485.777,485.777,485.777,485.777,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011,488.011
39,465.321,465.321,465.321,465.321,465.321,451.613,457.485,445.947,422.081,401.707,392.736,382.738,373.853,382.048,400.867,419.59,424.008,420.448,425.566,445.379,465.612,471.216,470.638,481.479,479.347,478.122,483.577,479.855,466.709,460.622,452.791,452.791,452.791,420.258,420.258,420.258,420.258,420.258,465.652,465.652,465.652,465.652,465.652,474.977,474.977,474.977,474.977,474.977,483.715,483.715,483.715,483.715,483.715,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074,487.074
40,467.158,467.158,467.158,467.158,467.158,465.101,451.551,457.396,445.846,421.978,401.6,392.614,382.627,373.752,381.943,400.752,419.463,423.88,420.325,425.444,445.245,465.466,471.07,470.496,481.331,479.206,477.985,483.438,479.723,466.59,450.359,450.359,450.359,421.34,421.34,421.34,421.34,421.34,454.536,454.536,454.536,454.536,454.536,475.24,475.24,475.24,475.24,475.24,481.218,481.218,481.218,481.218,481.218,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615,485.615
41,476.793,476.793,476.793,476.793,476.793,466.551,464.627,451.074,456.896,445.342,421.48,401.103,392.129,382.155,373.292,381.479,400.277,418.976,423.394,419.846,424.965,444.754,464.963,470.567,469.998,480.829,478.708,477.493,482.945,479.236,451.622,451.622,451.622,426.745,426.745,426.745,426.745,426.745,445.898,445.898,445.898,445.898,445.898,475.776,475.776,475.776,475.776,475.776,478.066,478.066,478.066,478.066,478.066,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243,483.243
42,477.559,477.559,477.559,477.559,477.559,475.941,465.83,463.897,450.346,456.155,444.601,420.75,400.397,391.437,381.478,372.626,380.812,399.598,418.286,422.705,419.164,424.285,444.062,464.259,469.865,469.3,480.128,478.012,476.803,482.254,459.38,459.38,459.38,436.61,436.61,436.61,436.61,436.61,439.111,439.111,439.111,439.111,439.111,478.35,478.35,478.35,478.35,478.35,475.415,475.415,475.415,475.415,475.415,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193,480.193
43,480.278,480.278,480.278,480.278,480.278,476.975,475.469,465.362,463.423,449.883,455.674,444.124,420.305,399.979,391.034,381.092,372.254,380.439,399.212,417.89,422.31,418.778,423.9,443.665,463.852,469.458,468.898,479.722,477.612,476.407,465.069,465.069,465.069,442.858,442.858,442.858,442.858,442.858,426.29,426.29,426.29,426.29,426.29,480.285,480.285,480.285,480.285,480.285,474.024,474.024,474.024,474.024,474.024,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141,477.141
44,475.765,475.765,475.765,475.765,475.765,479.761,476.575,475.065,464.965,463.024,449.491,455.268,443.739,419.955,399.659,390.73,380.807,371.984,380.167,398.93,417.595,422.017,418.494,423.617,443.37,463.546,469.152,468.598,479.417,477.314,477.875,477.875,477.875,450.995,450.995,450.995,450.995,450.995,418.646,418.646,418.646,418.646,418.646,463.969,463.969,463.969,463.969,463.969,473.333,473.333,473.333,473.333,473.333,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89,474.89
45,468.795,468.795,468.795,468.795,468.795,475.112,479.217,476.033,474.521,464.433,462.49,448.966,454.748,443.243,419.495,399.232,390.321,380.417,371.611,379.793,398.542,417.194,421.619,418.106,423.23,442.97,463.132,468.739,468.191,479.005,481.165,481.165,481.165,448.301,448.301,448.301,448.301,448.301,419.464,419.464,419.464,419.464,419.464,452.623,452.623,452.623,452.623,452.623,473.338,473.338,473.338,473.338,473.338,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502,473.502
46,455.533,455.533,455.533,455.533,455.533,467.961,474.382,478.482,475.303,473.795,463.718,461.775,448.282,454.069,442.591,418.882,398.654,389.764,379.878,371.091,379.271,398.005,416.644,421.071,417.569,422.693,442.418,462.565,468.173,467.63,475.162,475.162,475.162,449.491,449.491,449.491,449.491,449.491,424.796,424.796,424.796,424.796,424.796,443.958,443.958,443.958,443.958,443.958,473.816,473.816,473.816,473.816,473.816,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56,472.56
47,443.53,443.53,443.53,443.53,443.53,454.716,467.223,473.637,477.736,474.566,473.063,463.001,461.077,447.616,453.408,441.958,418.293,398.102,389.234,379.369,370.603,378.779,397.498,416.12,420.55,417.059,422.184,441.891,462.022,467.629,475.812,475.812,475.812,457.369,457.369,457.369,457.369,457.369,434.791,434.791,434.791,434.791,434.791,437.372,437.372,437.372,437.372,437.372,476.55,476.55,476.55,476.55,476.55,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447,472.447
48,425.637,425.637,425.637,425.637,425.637,442.866,454.119,466.608,473.018,477.114,473.956,472.457,462.428,460.522,447.096,452.892,441.473,417.855,397.705,388.86,379.019,370.275,378.447,397.148,415.751,420.182,416.704,421.828,441.516,461.627,477.498,477.498,477.498,463.035,463.035,463.035,463.035,463.035,441.041,441.041,441.041,441.041,441.041,424.646,424.646,424.646,424.646,424.646,478.505,478.505,478.505,478.505,478.505,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111,473.111
49,416.374,416.374,416.374,416.374,416.374,424.823,442.107,453.343,465.812,472.213,476.307,473.157,471.677,461.681,459.792,446.405,452.203,440.817,417.251,397.146,388.325,378.509,369.789,377.954,396.635,415.216,419.648,416.183,421.307,440.972,466.144,466.144,466.144,475.501,475.501,475.501,475.501,475.501,448.891,448.891,448.891,448.891,448.891,416.819,416.819,416.819,416.819,416.819,462.033,462.033,462.033,462.033,462.033,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834,475.834
50,409.089,409.089,409.089,409.089,409.089,415.372,423.893,441.145,452.362,464.808,471.201,475.29,472.164,470.701,460.74,458.869,445.521,451.321,439.969,416.46,396.402,387.606,377.817,369.122,377.28,395.938,414.494,418.927,415.475,420.599,465.904,465.904,465.904,478.405,478.405,478.405,478.405,478.405,445.881,445.881,445.881,445.881,445.881,417.334,417.334,417.334,417.334,417.334,450.434,450.434,450.434,450.434,450.434,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436,477.436
51,394.418,394.418,394.418,394.418,394.418,407.923,414.277,422.785,440.005,451.202,463.628,470.015,474.112,471.009,469.565,459.64,457.788,444.482,450.283,438.968,415.518,395.51,386.742,376.981,368.311,376.463,395.095,413.625,418.058,414.62,459.392,459.392,459.392,472.074,472.074,472.074,472.074,472.074,446.727,446.727,446.727,446.727,446.727,422.334,422.334,422.334,422.334,422.334,441.512,441.512,441.512,441.512,441.512,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669,460.669
52,380.442,380.442,380.442,380.442,380.442,392.989,406.543,412.888,421.388,438.574,449.754,462.16,468.549,472.653,469.575,468.152,458.266,456.431,443.17,448.973,437.696,414.309,394.354,385.615,375.884,367.24,375.384,393.989,412.49,416.924,438.208,438.208,438.208,472.05,472.05,472.05,472.05,472.05,453.915,453.915,453.915,453.915,453.915,431.656,431.656,431.656,431.656,431.656,434.367,434.367,434.367,434.367,434.367,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69,448.69
53,369.958,369.958,369.958,369.958,369.958,378.967,391.559,405.084,411.424,419.914,437.066,448.227,460.619,467.011,471.125,468.072,466.669,456.825,455.01,441.795,447.599,436.363,413.041,393.144,384.434,374.736,366.12,374.256,392.83,411.3,417.445,417.445,417.445,472.836,472.836,472.836,472.836,472.836,458.684,458.684,458.684,458.684,458.684,437.034,437.034,437.034,437.034,437.034,420.924,420.924,420.924,420.924,420.924,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475,439.475
54,371.025,371.025,371.025,371.025,371.025,368.417,377.481,390.044,403.539,409.873,418.351,435.467,446.616,458.994,465.388,469.51,466.484,465.103,455.301,453.507,440.342,446.147,434.954,411.703,391.866,383.188,373.523,364.938,373.065,391.605,411.083,411.083,411.083,460.791,460.791,460.791,460.791,460.791,470.276,470.276,470.276,470.276,470.276,444.088,444.088,444.088,444.088,444.088,412.444,412.444,412.444,412.444,412.444,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229,432.229
55,364.328,364.328,364.328,364.328,364.328,369.324,366.808,375.854,388.385,401.851,408.177,416.644,433.728,444.864,457.225,463.622,467.754,464.756,463.397,453.641,451.87,438.757,444.564,433.416,410.24,390.467,381.823,372.194,363.642,371.758,413.097,413.097,413.097,459.827,459.827,459.827,459.827,459.827,472.439,472.439,472.439,472.439,472.439,440.421,440.421,440.421,440.421,440.421,412.308,412.308,412.308,412.308,412.308,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65,418.65
56,361.492,361.492,361.492,361.492,361.492,362.389,367.454,364.962,373.987,386.489,399.921,406.24,414.704,431.752,442.874,455.217,461.616,465.756,462.789,461.454,451.746,450,436.942,442.75,431.651,408.555,388.852,380.243,370.651,362.134,407.065,407.065,407.065,452.575,452.575,452.575,452.575,452.575,465.377,465.377,465.377,465.377,465.377,440.504,440.504,440.504,440.504,440.504,416.548,416.548,416.548,416.548,416.548,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871,409.871
57,363.375,363.375,363.375,363.375,363.375,359.362,360.351,365.415,362.948,371.953,384.418,397.817,404.136,412.592,429.603,440.71,453.033,459.433,463.582,460.648,459.337,449.68,447.961,434.962,440.768,429.721,406.711,387.082,378.511,368.958,386.991,386.991,386.991,430.935,430.935,430.935,430.935,430.935,464.655,464.655,464.655,464.655,464.655,446.961,446.961,446.961,446.961,446.961,425.159,425.159,425.159,425.159,425.159,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365,409.365
58,373.554,373.554,373.554,373.554,373.554,361.241,357.344,358.353,363.415,360.975,369.957,382.389,395.756,402.075,410.522,427.494,438.585,450.886,457.286,461.445,458.545,457.258,447.655,445.962,433.025,438.83,427.837,404.916,385.364,376.833,366.955,366.955,366.955,409.838,409.838,409.838,409.838,409.838,464.832,464.832,464.832,464.832,464.832,451.115,451.115,451.115,451.115,451.115,429.957,429.957,429.957,429.957,429.957,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48,413.48
59,383.509,383.509,383.509,383.509,383.509,371.508,359.361,355.515,356.54,361.599,359.186,368.143,380.544,393.88,400.196,408.634,425.564,436.637,448.915,455.315,459.484,456.618,455.357,445.81,444.145,431.272,437.076,426.138,403.311,383.839,357.478,357.478,357.478,403.244,403.244,403.244,403.244,403.244,452.588,452.588,452.588,452.588,452.588,462.248,462.248,462.248,462.248,462.248,436.653,436.653,436.653,436.653,436.653,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285,422.285
60,410.334,410.334,410.334,410.334,410.334,381.411,369.599,357.552,353.755,354.798,359.853,357.465,366.404,378.772,392.073,398.386,406.816,423.699,434.753,447.004,453.404,457.582,454.753,453.52,444.032,442.395,429.59,435.392,424.513,401.786,364.531,364.531,364.531,405.114,405.114,405.114,405.114,405.114,451.49,451.49,451.49,451.49,451.49,464.255,464.255,464.255,464.255,464.255,432.945,432.945,432.945,432.945,432.945,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326,427.326
61,430.132,430.132,430.132,430.132,430.132,407.736,379.123,367.427,355.488,351.744,352.805,357.857,355.506,364.424,376.756,390.018,396.328,404.748,421.58,432.612,444.835,451.234,455.421,452.63,451.427,442.003,440.394,427.663,433.462,422.646,372.333,372.333,372.333,399.036,399.036,399.036,399.036,399.036,444.175,444.175,444.175,444.175,444.175,457.139,457.139,457.139,457.139,457.139,432.929,432.929,432.929,432.929,432.929,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83,433.83
62,349.242,349.242,349.242,349.242,349.242,426.892,404.793,376.42,364.852,353.029,349.344,350.429,355.484,353.172,362.068,374.36,387.579,393.885,402.294,419.071,430.078,442.269,448.666,452.863,450.112,448.941,439.584,438.007,425.355,431.148,378.704,378.704,378.704,378.957,378.957,378.957,378.957,378.957,422.505,422.505,422.505,422.505,422.505,456.052,456.052,456.052,456.052,456.052,438.971,438.971,438.971,438.971,438.971,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542,429.542
63,340.042,340.042,340.042,340.042,340.042,346.173,423.398,401.528,373.412,361.982,350.286,346.669,347.783,352.838,350.57,359.441,371.689,384.862,391.164,399.557,416.274,427.254,439.41,445.804,450.011,447.303,446.165,436.88,435.336,422.769,395.503,395.503,395.503,358.659,358.659,358.659,358.659,358.659,401.102,401.102,401.102,401.102,401.102,455.523,455.523,455.523,455.523,455.523,442.415,442.415,442.415,442.415,442.415,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889,428.889
64,331.715,331.715,331.715,331.715,331.715,336.797,342.998,419.697,398.07,370.227,358.944,347.382,343.838,344.981,350.038,347.814,356.657,368.858,381.981,388.277,396.654,413.303,424.254,436.372,442.761,446.977,444.315,443.211,434.002,432.493,415.2,415.2,415.2,348.426,348.426,348.426,348.426,348.426,393.639,393.639,393.639,393.639,393.639,442.45,442.45,442.45,442.45,442.45,452.358,452.358,452.358,452.358,452.358,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455,434.455
65,319.344,319.344,319.344,319.344,319.344,328.186,333.353,339.554,415.691,394.318,366.764,355.633,344.213,340.746,341.921,346.978,344.801,353.613,365.764,378.832,385.121,393.479,410.057,420.973,433.049,439.432,443.656,441.043,439.974,430.845,422.761,422.761,422.761,354.032,354.032,354.032,354.032,354.032,394.134,394.134,394.134,394.134,394.134,439.988,439.988,439.988,439.988,439.988,452.964,452.964,452.964,452.964,452.964,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434,437.434
66,288.052,288.052,288.052,288.052,288.052,315.511,324.404,329.572,335.775,411.31,390.204,362.956,351.989,340.719,337.332,338.538,343.595,341.467,350.246,362.341,375.351,381.63,389.967,406.469,417.346,429.376,435.751,439.983,437.421,436.387,413.629,413.629,413.629,360.239,360.239,360.239,360.239,360.239,386.754,386.754,386.754,386.754,386.754,431.337,431.337,431.337,431.337,431.337,444.528,444.528,444.528,444.528,444.528,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662,446.662
67,269.296,269.296,269.296,269.296,269.296,284.258,311.567,320.421,325.591,331.794,406.689,385.868,358.944,348.149,337.036,333.732,334.971,340.025,337.949,346.693,358.727,371.673,377.942,386.255,402.673,413.508,425.487,431.853,436.091,433.58,422.231,422.231,422.231,365.176,365.176,365.176,365.176,365.176,365.922,365.922,365.922,365.922,365.922,408.872,408.872,408.872,408.872,408.872,442.156,442.156,442.156,442.156,442.156,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693,446.693
