Age,2004Est,2005Est,2006Est,2007Est,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
35,84.86298025,84.86298025,84.86298025,84.86298025,84.86298025,83.27070684,82.08952327,81.39167973,80.82703026,80.04866024,79.51242931,79.43509443,79.34422572,79.29415221,79.43658018,79.6024825,79.63666773,79.62856596,79.69469761,79.7492665,79.75791997,79.74706621,79.72929973,79.72478764,79.73218733,79.7394935,79.74409053,79.74958418,79.71131878,79.67382854,79.67382854,79.67382854,79.67382854,79.67382854,79.67382854,79.67382854,79.67382854,79.70226804,79.70226804,79.70226804,79.70226804,79.70793909,79.70793909,79.70793909,79.70793909,79.70793909,79.71551006,79.71551006,79.71551006,79.71551006,79.71551006,79.71551006,79.71551006,79.71754419,79.71754419,79.71754419,79.72825093,79.7303821,79.73251326,79.73464443,79.7367756,79.73890676,79.74103793,79.7431691,79.74530027,79.74743143,79.7495626,79.75169377,79.75382494,79.7559561,79.75808727,79.76021844,79.76234961,79.76448077,79.76661194,79.76874311,79.77087428,79.77300544,79.77513661,79.77726778,79.77939895,79.78153011,79.78366128,79.78579245,79.78792362,79.79005478,79.79218595,79.79431712,79.79644829,79.79857945,79.80071062,79.80284179,79.80497296,79.80710412,79.80923529,79.81136646,79.81349763
36,70.31750004,70.31750004,70.31750004,70.31750004,70.31750004,69.07682846,68.30502622,67.73001447,67.29016469,66.88810897,66.49157449,66.26921074,66.21980926,66.15604248,66.13450645,66.27351609,66.41637723,66.44386311,66.43790006,66.49268675,66.54180622,66.55334496,66.54399566,66.52677134,66.52187469,66.52936296,66.5373275,66.54037283,66.54540379,66.52490606,66.52490606,66.52490606,66.52490606,66.52490606,66.52490606,66.52490606,66.52490606,66.5483745,66.5483745,66.5483745,66.5483745,66.55450008,66.55450008,66.55450008,66.55450008,66.55450008,66.56320055,66.56320055,66.56320055,66.56320055,66.56320055,66.56320055,66.56320055,66.56723914,66.56723914,66.56723914,66.57536092,66.57741125,66.57946158,66.5815119,66.58356223,66.58561256,66.58766289,66.58971321,66.59176354,66.59381387,66.5958642,66.59791452,66.59996485,66.60201518,66.60406551,66.60611583,66.60816616,66.61021649,66.61226681,66.61431714,66.61636747,66.6184178,66.62046812,66.62251845,66.62456878,66.62661911,66.62866943,66.63071976,66.63277009,66.63482042,66.63687074,66.63892107,66.6409714,66.64302173,66.64507205,66.64712238,66.64917271,66.65122304,66.65327336,66.65532369,66.65737402
37,56.91582372,56.91582372,56.91582372,56.91582372,56.91582372,56.02340933,55.33908695,54.85641504,54.44667624,54.05176856,53.87477006,53.70765944,53.51686428,53.4817146,53.43743675,53.43409531,53.56333316,53.69807942,53.72301153,53.71892494,53.76997687,53.81359988,53.82358775,53.81797016,53.80465232,53.79974422,53.80267752,53.81056892,53.81751971,53.8227284,53.8227284,53.8227284,53.8227284,53.8227284,53.8227284,53.8227284,53.8227284,53.85541405,53.85541405,53.85541405,53.85541405,53.85795487,53.85795487,53.85795487,53.85795487,53.85795487,53.86636405,53.86636405,53.86636405,53.86636405,53.86636405,53.86636405,53.86636405,53.87238497,53.87238497,53.87238497,53.88078945,53.88304947,53.88530949,53.88756952,53.88982954,53.89208956,53.89434959,53.89660961,53.89886963,53.90112966,53.90338968,53.9056497,53.90790973,53.91016975,53.91242977,53.9146898,53.91694982,53.91920984,53.92146987,53.92372989,53.92598991,53.92824994,53.93050996,53.93276998,53.93503001,53.93729003,53.93955005,53.94181008,53.9440701,53.94633012,53.94859015,53.95085017,53.95311019,53.95537022,53.95763024,53.95989026,53.96215028,53.96441031,53.96667033,53.96893035,53.97119038
38,44.33585288,44.33585288,44.33585288,44.33585288,44.33585288,43.71123889,43.31801481,42.93410129,42.59522581,42.25796929,42.0433196,42.0317645,41.90404204,41.74799155,41.73075146,41.70518722,41.70895656,41.81874108,41.92671986,41.94404402,41.94114994,41.97428209,42.01432382,42.02415878,42.01830037,42.00305669,42.00016686,42.00726784,42.01041061,42.01729364,42.01729364,42.01729364,42.01729364,42.01729364,42.01729364,42.01729364,42.01729364,42.04065415,42.04065415,42.04065415,42.04065415,42.04803741,42.04803741,42.04803741,42.04803741,42.04803741,42.05866761,42.05866761,42.05866761,42.05866761,42.05866761,42.05866761,42.05866761,42.06167638,42.06167638,42.06167638,42.07116222,42.07338481,42.07560739,42.07782997,42.08005256,42.08227514,42.08449773,42.08672031,42.08894289,42.09116548,42.09338806,42.09561065,42.09783323,42.10005581,42.1022784,42.10450098,42.10672357,42.10894615,42.11116873,42.11339132,42.1156139,42.11783649,42.12005907,42.12228166,42.12450424,42.12672682,42.12894941,42.13117199,42.13339458,42.13561716,42.13783974,42.14006233,42.14228491,42.1445075,42.14673008,42.14895266,42.15117525,42.15339783,42.15562042,42.157843,42.16006558
39,33.6970818,33.6970818,33.6970818,33.6970818,33.6970818,33.14274149,32.8237211,32.69018972,32.44038515,32.18607251,32.03717984,31.98557741,31.98567008,31.87830096,31.76522353,31.75209045,31.72930265,31.73469943,31.81831229,31.90152263,31.91194115,31.91365116,31.93935199,31.96624571,31.97596998,31.97258186,31.96074035,31.95769119,31.96269725,31.97125045,31.97125045,31.97125045,31.97125045,31.97125045,31.97125045,31.97125045,31.97125045,31.98188351,31.98188351,31.98188351,31.98188351,31.99530567,31.99530567,31.99530567,31.99530567,31.99530567,32.00223835,32.00223835,32.00223835,32.00223835,32.00223835,32.00223835,32.00223835,32.00421076,32.00421076,32.00421076,32.011997,32.01377789,32.01555878,32.01733968,32.01912057,32.02090146,32.02268235,32.02446325,32.02624414,32.02802503,32.02980592,32.03158682,32.03336771,32.0351486,32.03692949,32.03871039,32.04049128,32.04227217,32.04405306,32.04583396,32.04761485,32.04939574,32.05117663,32.05295753,32.05473842,32.05651931,32.0583002,32.0600811,32.06186199,32.06364288,32.06542377,32.06720467,32.06898556,32.07076645,32.07254734,32.07432824,32.07610913,32.07789002,32.07967091,32.08145181,32.0832327
40,23.99762298,23.99762298,23.99762298,23.99762298,23.99762298,23.72328866,23.54812767,23.5352209,23.51859363,23.37847781,23.29347002,23.26244355,23.21058623,23.20248248,23.12267231,23.03298525,23.02266101,23.00862942,23.02047013,23.09205698,23.15114235,23.16194999,23.15928995,23.18488549,23.20993361,23.21375776,23.21142723,23.20069023,23.19951221,23.212675,23.212675,23.212675,23.212675,23.212675,23.212675,23.212675,23.212675,23.21952599,23.21952599,23.21952599,23.21952599,23.23784659,23.23784659,23.23784659,23.23784659,23.23784659,23.24481243,23.24481243,23.24481243,23.24481243,23.24481243,23.24481243,23.24481243,23.24633668,23.24633668,23.24633668,23.25497171,23.25688214,23.25879256,23.26070299,23.26261341,23.26452384,23.26643426,23.26834468,23.27025511,23.27216553,23.27407596,23.27598638,23.27789681,23.27980723,23.28171766,23.28362808,23.2855385,23.28744893,23.28935935,23.29126978,23.2931802,23.29509063,23.29700105,23.29891148,23.3008219,23.30273232,23.30464275,23.30655317,23.3084636,23.31037402,23.31228445,23.31419487,23.3161053,23.31801572,23.31992614,23.32183657,23.32374699,23.32565742,23.32756784,23.32947827,23.33138869
41,15.82243593,15.82243593,15.82243593,15.82243593,15.82243593,15.70483839,15.60771475,15.58862077,15.60785513,15.60874089,15.5583084,15.54904492,15.53176871,15.49546163,15.49079125,15.43704174,15.37986434,15.37566627,15.36691808,15.36911806,15.41877319,15.45975287,15.46716834,15.46304615,15.47915657,15.49705743,15.50092501,15.4991785,15.49396631,15.49690347,15.49690347,15.49690347,15.49690347,15.49690347,15.49690347,15.49690347,15.49690347,15.50715982,15.50715982,15.50715982,15.50715982,15.51665539,15.51665539,15.51665539,15.51665539,15.51665539,15.52257954,15.52257954,15.52257954,15.52257954,15.52257954,15.52257954,15.52257954,15.51999021,15.51999021,15.51999021,15.52915014,15.53051239,15.53187465,15.5332369,15.53459916,15.53596141,15.53732367,15.53868592,15.54004818,15.54141043,15.54277269,15.54413495,15.5454972,15.54685946,15.54822171,15.54958397,15.55094622,15.55230848,15.55367073,15.55503299,15.55639524,15.5577575,15.55911975,15.56048201,15.56184426,15.56320652,15.56456877,15.56593103,15.56729328,15.56865554,15.57001779,15.57138005,15.5727423,15.57410456,15.57546681,15.57682907,15.57819132,15.57955358,15.58091583,15.58227809,15.58364034
42,9.680125852,9.680125852,9.680125852,9.680125852,9.680125852,9.607431106,9.611423568,9.603573667,9.590723011,9.600824197,9.623840499,9.613382257,9.605548638,9.594845488,9.568971919,9.569466897,9.533450366,9.500124712,9.495939909,9.490787759,9.494349984,9.526145654,9.549487461,9.553335531,9.55529646,9.565759594,9.578975933,9.585102873,9.582329309,9.578038632,9.578038632,9.578038632,9.578038632,9.578038632,9.578038632,9.578038632,9.578038632,9.583876537,9.583876537,9.583876537,9.583876537,9.594348275,9.594348275,9.594348275,9.594348275,9.594348275,9.59825471,9.59825471,9.59825471,9.59825471,9.59825471,9.59825471,9.59825471,9.602703293,9.602703293,9.602703293,9.605860811,9.607107798,9.608354785,9.609601772,9.610848759,9.612095746,9.613342733,9.61458972,9.615836707,9.617083694,9.618330681,9.619577668,9.620824655,9.622071642,9.62331863,9.624565617,9.625812604,9.627059591,9.628306578,9.629553565,9.630800552,9.632047539,9.633294526,9.634541513,9.6357885,9.637035487,9.638282474,9.639529461,9.640776448,9.642023435,9.643270422,9.644517409,9.645764396,9.647011383,9.64825837,9.649505357,9.650752344,9.651999331,9.653246318,9.654493305,9.655740292
43,5.586819785,5.586819785,5.586819785,5.586819785,5.586819785,5.463838294,5.433494432,5.435057629,5.408920997,5.382322703,5.390098667,5.418605808,5.415197663,5.413311791,5.403263198,5.386635092,5.385994024,5.366503731,5.343274157,5.346346108,5.340701567,5.344864824,5.359828947,5.377309736,5.378705896,5.377489993,5.384664038,5.392057526,5.394022551,5.392104373,5.392104373,5.392104373,5.392104373,5.392104373,5.392104373,5.392104373,5.392104373,5.393132759,5.393132759,5.393132759,5.393132759,5.402629611,5.402629611,5.402629611,5.402629611,5.402629611,5.403283339,5.403283339,5.403283339,5.403283339,5.403283339,5.403283339,5.403283339,5.404099807,5.404099807,5.404099807,5.407351591,5.408046166,5.408740741,5.409435316,5.410129891,5.410824465,5.41151904,5.412213615,5.41290819,5.413602765,5.41429734,5.414991914,5.415686489,5.416381064,5.417075639,5.417770214,5.418464789,5.419159364,5.419853938,5.420548513,5.421243088,5.421937663,5.422632238,5.423326813,5.424021387,5.424715962,5.425410537,5.426105112,5.426799687,5.427494262,5.428188836,5.428883411,5.429577986,5.430272561,5.430967136,5.431661711,5.432356285,5.43305086,5.433745435,5.43444001,5.435134585
44,3.191959193,3.191959193,3.191959193,3.191959193,3.191959193,3.139064095,3.118826447,3.114794209,3.107795459,3.085976669,3.074851977,3.096750081,3.114528988,3.111220648,3.112391493,3.105489432,3.095148587,3.097782227,3.085623485,3.071553229,3.070465882,3.069561255,3.073229064,3.084244631,3.091796815,3.096393474,3.092508664,3.09699741,3.104320859,3.101809389,3.101809389,3.101809389,3.101809389,3.101809389,3.101809389,3.101809389,3.101809389,3.107882194,3.107882194,3.107882194,3.107882194,3.108219966,3.108219966,3.108219966,3.108219966,3.108219966,3.113027831,3.113027831,3.113027831,3.113027831,3.113027831,3.113027831,3.113027831,3.115832879,3.115832879,3.115832879,3.116675769,3.117324343,3.117972918,3.118621492,3.119270067,3.119918641,3.120567216,3.12121579,3.121864364,3.122512939,3.123161513,3.123810088,3.124458662,3.125107237,3.125755811,3.126404386,3.12705296,3.127701535,3.128350109,3.128998684,3.129647258,3.130295833,3.130944407,3.131592982,3.132241556,3.13289013,3.133538705,3.134187279,3.134835854,3.135484428,3.136133003,3.136781577,3.137430152,3.138078726,3.138727301,3.139375875,3.14002445,3.140673024,3.141321599,3.141970173,3.142618748
45,1.559475669,1.559475669,1.559475669,1.559475669,1.559475669,1.548732146,1.54514525,1.538050442,1.533621455,1.531950335,1.529421058,1.533671051,1.545672507,1.555512798,1.556074247,1.55531041,1.551759482,1.545155234,1.546438401,1.536613412,1.532358508,1.530734502,1.53145375,1.530898476,1.537751097,1.542872657,1.543132043,1.545472981,1.545614635,1.548781928,1.548781928,1.548781928,1.548781928,1.548781928,1.548781928,1.548781928,1.548781928,1.547368972,1.547368972,1.547368972,1.547368972,1.550802392,1.550802392,1.550802392,1.550802392,1.550802392,1.553363634,1.553363634,1.553363634,1.553363634,1.553363634,1.553363634,1.553363634,1.553055875,1.553055875,1.553055875,1.554389149,1.554693119,1.554997089,1.555301059,1.555605029,1.555908999,1.55621297,1.55651694,1.55682091,1.55712488,1.55742885,1.55773282,1.55803679,1.55834076,1.55864473,1.558948701,1.559252671,1.559556641,1.559860611,1.560164581,1.560468551,1.560772521,1.561076491,1.561380461,1.561684431,1.561988402,1.562292372,1.562596342,1.562900312,1.563204282,1.563508252,1.563812222,1.564116192,1.564420162,1.564724133,1.565028103,1.565332073,1.565636043,1.565940013,1.566243983,1.566547953
46,1.721722069,1.721722069,1.721722069,1.721722069,1.721722069,1.651203437,1.647664305,1.643976368,1.645773145,1.638377281,1.635884874,1.641655413,1.653458577,1.666183392,1.66691237,1.661088931,1.661555165,1.652716458,1.653863209,1.647204949,1.641630515,1.639970098,1.637788508,1.640751693,1.642344888,1.650655234,1.653069726,1.65245214,1.656331514,1.660518544,1.660518544,1.660518544,1.660518544,1.660518544,1.660518544,1.660518544,1.660518544,1.659776647,1.659776647,1.659776647,1.659776647,1.660403334,1.660403334,1.660403334,1.660403334,1.660403334,1.665953238,1.665953238,1.665953238,1.665953238,1.665953238,1.665953238,1.665953238,1.662724923,1.662724923,1.662724923,1.66562474,1.665909271,1.666193801,1.666478332,1.666762863,1.667047394,1.667331925,1.667616456,1.667900987,1.668185518,1.668470049,1.668754579,1.66903911,1.669323641,1.669608172,1.669892703,1.670177234,1.670461765,1.670746296,1.671030826,1.671315357,1.671599888,1.671884419,1.67216895,1.672453481,1.672738012,1.673022543,1.673307074,1.673591604,1.673876135,1.674160666,1.674445197,1.674729728,1.675014259,1.67529879,1.675583321,1.675867851,1.676152382,1.676436913,1.676721444,1.677005975
