  Ages,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
20,420.408,420.408,420.408,420.408,420.408,406.14,403.539,391.294,390.649,394.967,385.537,380.91,369.664,362.282,352.648,358.323,369.233,376.286,391.513,399.025,412.716,410.065,414.138,420.802,425.662,416.821,420.742,422.189,423.544,424.599,424.576,424.553,424.53,424.507,423.6565,422.806,421.9555,421.105,420.2545,419.404,418.5535,417.703,416.8525,416.002,416.9244,417.8468,418.7692,419.6916,420.614,423.3052,425.9964,428.6876,431.3788,434.07,436.764,428.7032476,429.2678697,429.8324918,430.3971139,430.9617359,431.526358,432.0909801,432.6556022,433.2202242,433.7848463,434.3494684,434.9140905,435.4787126,436.0433346,436.6079567,437.1725788,437.7372009,438.3018229,438.866445,439.4310671,439.9956892,440.5603113,441.1249333,441.6895554,442.2541775,442.8187996,443.3834216,443.9480437,444.5126658,445.0772879,445.64191,446.206532,446.7711541,447.3357762,447.9003983,448.4650203,449.0296424,449.5942645
21,429.12,429.12,429.12,429.12,429.12,426.584,412.332,409.727,397.613,396.885,401.223,391.732,387.108,375.865,368.486,358.855,364.531,375.44,382.493,397.719,405.231,418.921,416.272,420.345,427.009,431.869,423.031,426.953,428.4,429.756,430.14425,430.5325,430.92075,431.309,430.4304,429.5518,428.6732,427.7946,426.916,426.0374,425.1588,424.2802,423.4016,422.523,423.0114,423.4998,423.9882,424.4766,424.965,427.4624,429.9598,432.4572,434.9546,437.452,440.293,431.9656048,432.3292009,432.692797,433.0563931,433.4199892,433.7835853,434.1471814,434.5107775,434.8743736,435.2379697,435.6015658,435.9651619,436.328758,436.6923541,437.0559502,437.4195463,437.7831424,438.1467385,438.5103346,438.8739307,439.2375268,439.6011229,439.964719,440.3283152,440.6919113,441.0555074,441.4191035,441.7826996,442.1462957,442.5098918,442.8734879,443.237084,443.6006801,443.9642762,444.3278723,444.6914684,445.0550645,445.4186606
22,425.012,425.012,425.012,425.012,425.012,436.344,433.823,419.567,417.117,404.908,404.202,408.468,398.98,394.36,383.121,375.744,366.117,371.793,382.701,389.754,404.979,412.491,426.18,423.533,427.606,434.27,439.13,430.294,434.216,435.664,436.4635,437.263,438.0625,438.862,438.0136,437.1652,436.3168,435.4684,434.62,433.7716,432.9232,432.0748,431.2264,430.378,430.471,430.564,430.657,430.75,430.843,433.0422,435.2414,437.4406,439.6398,441.839,444.73,436.5767286,436.7539377,436.9311468,437.1083558,437.2855649,437.462774,437.6399831,437.8171922,437.9944013,438.1716104,438.3488195,438.5260286,438.7032377,438.8804468,439.0576558,439.2348649,439.412074,439.5892831,439.7664922,439.9437013,440.1209104,440.2981195,440.4753286,440.6525377,440.8297468,441.0069558,441.1841649,441.361374,441.5385831,441.7157922,441.8930013,442.0702104,442.2474195,442.4246286,442.6018377,442.7790468,442.9562558,443.1334649
23,428.668,428.668,428.668,428.668,428.668,432.208,443.558,441.029,426.943,424.394,412.212,411.432,415.699,406.215,401.598,390.363,382.988,373.365,379.041,389.948,397.001,412.225,419.737,433.425,430.779,434.852,441.516,446.376,437.543,441.465,442.58675,443.7085,444.83025,445.952,445.2039,444.4558,443.7077,442.9596,442.2115,441.4634,440.7153,439.9672,439.2191,438.471,438.2152,437.9594,437.7036,437.4478,437.192,439.011,440.83,442.649,444.468,446.287,449.103,441.5871905,441.6048983,441.6226061,441.6403139,441.6580216,441.6757294,441.6934372,441.711145,441.7288528,441.7465606,441.7642684,441.7819762,441.799684,441.8173918,441.8350996,441.8528074,441.8705152,441.8882229,441.9059307,441.9236385,441.9413463,441.9590541,441.9767619,441.9944697,442.0121775,442.0298853,442.0475931,442.0653009,442.0830087,442.1007165,442.1184242,442.136132,442.1538398,442.1715476,442.1892554,442.2069632,442.224671,442.2423788
24,437.485,437.485,437.485,437.485,437.485,434.794,438.356,449.697,447.361,433.164,430.647,418.387,417.608,421.876,412.396,407.781,396.549,389.178,379.557,385.233,396.14,403.193,418.415,425.927,439.614,436.97,441.043,447.707,452.566,443.735,445.6815,447.628,449.5745,451.521,450.9339,450.3468,449.7597,449.1726,448.5855,447.9984,447.4113,446.8242,446.2371,445.65,445.1158,444.5816,444.0474,443.5132,442.979,444.3584,445.7378,447.1172,448.4966,449.876,452.496,446.0374762,445.9316255,445.8257749,445.7199242,445.6140736,445.5082229,445.4023723,445.2965216,445.190671,445.0848203,444.9789697,444.873119,444.7672684,444.6614177,444.5555671,444.4497165,444.3438658,444.2380152,444.1321645,444.0263139,443.9204632,443.8146126,443.7087619,443.6029113,443.4970606,443.39121,443.2853593,443.1795087,443.073658,442.9678074,442.8619567,442.7561061,442.6502554,442.5444048,442.4385541,442.3327035,442.2268528,442.1210022
25,432.4,432.4,432.4,432.4,432.4,441.534,438.866,442.42,453.97,451.509,437.349,434.742,422.487,421.71,425.979,416.502,411.889,400.66,393.291,383.675,389.351,400.257,407.31,422.531,430.042,443.727,441.086,445.159,451.823,456.681,456.15625,455.6315,455.10675,454.582,454.2074,453.8328,453.4582,453.0836,452.709,452.3344,451.9598,451.5852,451.2106,450.836,450.0882,449.3404,448.5926,447.8448,447.097,448.0216,448.9462,449.8708,450.7954,451.72,454.011,448.9357238,448.745703,448.5556823,448.3656615,448.1756407,447.9856199,447.7955991,447.6055784,447.4155576,447.2255368,447.035516,446.8454952,446.6554745,446.4654537,446.2754329,446.0854121,445.8953913,445.7053706,445.5153498,445.325329,445.1353082,444.9452874,444.7552667,444.5652459,444.3752251,444.1852043,443.9951835,443.8051628,443.615142,443.4251212,443.2351004,443.0450797,442.8550589,442.6650381,442.4750173,442.2849965,442.0949758,441.904955
26,433.02,433.02,433.02,433.02,433.02,434.688,443.841,441.165,444.94,456.353,453.928,439.674,437.07,424.82,424.045,428.315,418.842,414.231,403.005,395.639,386.025,391.701,402.606,409.659,424.878,432.389,446.073,443.433,447.506,454.17,454.52175,454.8735,455.22525,455.577,455.4465,455.316,455.1855,455.055,454.9245,454.794,454.6635,454.533,454.4025,454.272,453.3692,452.4664,451.5636,450.6608,449.758,450.2492,450.7404,451.2316,451.7228,452.214,454.088,450.5667048,450.3296671,450.0926294,449.8555918,449.6185541,449.3815165,449.1444788,448.9074411,448.6704035,448.4333658,448.1963281,447.9592905,447.7222528,447.4852152,447.2481775,447.0111398,446.7741022,446.5370645,446.3000268,446.0629892,445.8259515,445.5889139,445.3518762,445.1148385,444.8778009,444.6407632,444.4037255,444.1666879,443.9296502,443.6926126,443.4555749,443.2185372,442.9814996,442.7444619,442.5074242,442.2703866,442.0333489,441.7963113
27,436.165,436.165,436.165,436.165,436.165,435.023,436.713,445.853,443.414,447.044,458.492,455.961,441.713,439.113,426.866,426.093,430.364,420.894,416.285,405.065,397.701,388.09,393.766,404.67,411.723,426.94,434.451,448.133,445.495,449.569,451.2245,452.88,454.5355,456.191,456.3147,456.4384,456.5621,456.6858,456.8095,456.9332,457.0569,457.1806,457.3043,457.428,456.4252,455.4224,454.4196,453.4168,452.414,452.5108,452.6076,452.7044,452.8012,452.898,454.297,452.3877524,452.1345589,451.8813654,451.6281719,451.3749784,451.1217848,450.8685913,450.6153978,450.3622043,450.1090108,449.8558173,449.6026238,449.3494303,449.0962368,448.8430433,448.5898498,448.3366563,448.0834628,447.8302693,447.5770758,447.3238823,447.0706887,446.8174952,446.5643017,446.3111082,446.0579147,445.8047212,445.5515277,445.2983342,445.0451407,444.7919472,444.5387537,444.2855602,444.0323667,443.7791732,443.5259797,443.2727861,443.0195926
28,428.914,428.914,428.914,428.914,428.914,437.939,436.822,438.5,447.878,445.29,448.958,460.295,457.767,443.525,440.927,428.685,427.914,432.185,422.719,418.112,406.897,399.536,389.93,395.606,406.508,413.561,428.776,436.286,449.966,447.329,449.023,450.717,452.411,454.105,454.722,455.339,455.956,456.573,457.19,457.807,458.424,459.041,459.658,460.275,459.2394,458.2038,457.1682,456.1326,455.097,454.8446,454.5922,454.3398,454.0874,453.835,454.756,455.0620476,454.9279437,454.7938398,454.6597359,454.525632,454.3915281,454.2574242,454.1233203,453.9892165,453.8551126,453.7210087,453.5869048,453.4528009,453.318697,453.1845931,453.0504892,452.9163853,452.7822814,452.6481775,452.5140736,452.3799697,452.2458658,452.1117619,451.977658,451.8435541,451.7094502,451.5753463,451.4412424,451.3071385,451.1730346,451.0389307,450.9048268,450.7707229,450.636619,450.5025152,450.3684113,450.2343074,450.1002035
29,435.261,435.261,435.261,435.261,435.261,430.455,439.504,438.376,440.302,449.519,446.972,450.525,461.859,459.334,445.098,442.503,430.267,429.497,433.769,424.308,419.703,408.493,401.135,391.533,397.209,408.109,415.161,430.373,437.883,451.561,454.80175,458.0425,461.28325,464.524,464.3452,464.1664,463.9876,463.8088,463.63,463.4512,463.2724,463.0936,462.9148,462.736,461.726,460.716,459.706,458.696,457.686,457.1562,456.6264,456.0966,455.5668,455.037,455.458,454.6151762,454.0828892,453.5506022,453.0183152,452.4860281,451.9537411,451.4214541,450.8891671,450.3568801,449.8245931,449.2923061,448.760019,448.227732,447.695445,447.163158,446.630871,446.098584,445.566297,445.03401,444.5017229,443.9694359,443.4371489,442.9048619,442.3725749,441.8402879,441.3080009,440.7757139,440.2434268,439.7111398,439.1788528,438.6465658,438.1142788,437.5819918,437.0497048,436.5174177,435.9851307,435.4528437,434.9205567
30,437.088,437.088,437.088,437.088,437.088,436.418,431.641,440.677,439.803,441.567,450.822,448.157,451.711,463.043,460.522,446.292,443.7,431.47,430.702,434.975,425.517,420.916,409.711,402.356,392.759,398.434,409.333,416.383,431.593,439.102,444.54725,449.9925,455.43775,460.883,461.2622,461.6414,462.0206,462.3998,462.779,463.1582,463.5374,463.9166,464.2958,464.675,463.7356,462.7962,461.8568,460.9174,459.978,459.2356,458.4932,457.7508,457.0084,456.266,456.284,457.6272238,457.3075861,456.9879485,456.6683108,456.3486732,456.0290355,455.7093978,455.3897602,455.0701225,454.7504848,454.4308472,454.1112095,453.7915719,453.4719342,453.1522965,452.8326589,452.5130212,452.1933835,451.8737459,451.5541082,451.2344706,450.9148329,450.5951952,450.2755576,449.9559199,449.6362823,449.3166446,448.9970069,448.6773693,448.3577316,448.0380939,447.7184563,447.3988186,447.079181,446.7595433,446.4399056,446.120268,445.8006303
31,439.906,439.906,439.906,439.906,439.906,437.939,437.294,432.511,441.78,440.757,442.559,451.702,449.04,452.594,463.923,461.405,447.182,444.593,432.369,431.604,435.875,426.424,421.827,410.626,403.276,393.684,399.358,410.256,417.304,432.511,438.16875,443.8265,449.48425,455.142,456.246,457.35,458.454,459.558,460.662,461.766,462.87,463.974,465.078,466.182,465.3428,464.5036,463.6644,462.8252,461.986,461.0894,460.1928,459.2962,458.3996,457.503,457.213,461.0230429,461.0114753,460.9999078,460.9883403,460.9767727,460.9652052,460.9536377,460.9420701,460.9305026,460.9189351,460.9073675,460.8958,460.8842325,460.8726649,460.8610974,460.8495299,460.8379623,460.8263948,460.8148273,460.8032597,460.7916922,460.7801247,460.7685571,460.7569896,460.7454221,460.7338545,460.722287,460.7107195,460.6991519,460.6875844,460.6760169,460.6644494,460.6528818,460.6413143,460.6297468,460.6181792,460.6066117,460.5950442
32,440.233,440.233,440.233,440.233,440.233,440.637,438.695,438.04,433.485,442.606,441.622,443.318,452.461,449.802,453.357,464.683,462.168,447.952,445.365,433.148,432.385,436.656,427.212,422.618,411.424,404.077,394.49,400.163,411.06,418.107,426.546,434.985,443.424,451.863,453.4036,454.9442,456.4848,458.0254,459.566,461.1066,462.6472,464.1878,465.7284,467.269,466.5916,465.9142,465.2368,464.5594,463.882,462.8864,461.8908,460.8952,459.8996,458.904,458.332,463.8106143,464.0169688,464.2233234,464.4296779,464.6360325,464.842387,465.0487416,465.2550961,465.4614506,465.6678052,465.8741597,466.0805143,466.2868688,466.4932234,466.6995779,466.9059325,467.112287,467.3186416,467.5249961,467.7313506,467.9377052,468.1440597,468.3504143,468.5567688,468.7631234,468.9694779,469.1758325,469.382187,469.5885416,469.7948961,470.0012506,470.2076052,470.4139597,470.6203143,470.8266688,471.0330234,471.2393779,471.4457325
33,420.825,420.825,420.825,420.825,420.825,440.818,441.249,439.298,438.859,434.166,443.323,442.24,443.936,453.078,450.422,453.978,465.3,462.789,448.581,445.997,433.787,433.027,437.299,427.86,423.269,412.082,404.739,395.157,400.831,411.725,422.581,433.437,444.293,455.149,456.4112,457.6734,458.9356,460.1978,461.46,462.7222,463.9844,465.2466,466.5088,467.771,467.328,466.885,466.442,465.999,465.556,464.5282,463.5004,462.4726,461.4448,460.417,459.596,464.8323905,464.9899671,465.1475437,465.3051203,465.462697,465.6202736,465.7778502,465.9354268,466.0930035,466.2505801,466.4081567,466.5657333,466.72331,466.8808866,467.0384632,467.1960398,467.3536165,467.5111931,467.6687697,467.8263463,467.9839229,468.1414996,468.2990762,468.4566528,468.6142294,468.7718061,468.9293827,469.0869593,469.2445359,469.4021126,469.5596892,469.7172658,469.8748424,470.032419,470.1899957,470.3475723,470.5051489,470.6627255
34,392.687,392.687,392.687,392.687,392.687,421.257,441.266,441.687,439.931,439.367,434.71,443.776,442.695,444.393,453.533,450.88,454.436,465.754,463.246,449.048,446.467,434.266,433.509,437.781,428.348,423.761,412.58,405.242,395.666,401.34,411.5005,421.661,431.8215,441.982,444.5485,447.115,449.6815,452.248,454.8145,457.381,459.9475,462.514,465.0805,467.647,467.501,467.355,467.209,467.063,466.917,465.9162,464.9154,463.9146,462.9138,461.913,460.949,469.8852095,470.7079147,471.5306199,472.3533251,473.1760303,473.9987355,474.8214407,475.6441459,476.4668511,477.2895563,478.1122615,478.9349667,479.7576719,480.5803771,481.4030823,482.2257874,483.0484926,483.8711978,484.693903,485.5166082,486.3393134,487.1620186,487.9847238,488.807429,489.6301342,490.4528394,491.2755446,492.0982498,492.920955,493.7436602,494.5663654,495.3890706,496.2117758,497.034481,497.8571861,498.6798913,499.5025965,500.3253017
35,385.946,385.946,385.946,385.946,385.946,392.784,421.366,441.356,441.951,440.085,439.55,434.816,443.88,442.802,444.501,453.639,450.989,454.545,465.859,463.355,449.168,446.59,434.397,433.643,437.916,428.489,423.907,412.733,405.401,395.83,405.53025,415.2305,424.93075,434.631,437.8425,441.054,444.2655,447.477,450.6885,453.9,457.1115,460.323,463.5345,466.746,466.9552,467.1644,467.3736,467.5828,467.792,466.8622,465.9324,465.0026,464.0728,463.143,462.101,472.9687286,474.2043078,475.439887,476.6754662,477.9110455,479.1466247,480.3822039,481.6177831,482.8533623,484.0889416,485.3245208,486.5601,487.7956792,489.0312584,490.2668377,491.5024169,492.7379961,493.9735753,495.2091545,496.4447338,497.680313,498.9158922,500.1514714,501.3870506,502.6226299,503.8582091,505.0937883,506.3293675,507.5649468,508.800526,510.0361052,511.2716844,512.5072636,513.7428429,514.9784221,516.2140013,517.4495805,518.6851597
36,395.702,395.702,395.702,395.702,395.702,385.756,392.614,421.173,441.315,441.806,439.968,439.359,434.629,443.69,442.616,444.315,453.451,450.805,454.362,465.672,463.171,448.995,446.421,434.238,433.486,437.76,428.34,423.763,412.596,405.27,408.78,412.29,415.8,419.31,423.9046,428.4992,433.0938,437.6884,442.283,446.8776,451.4722,456.0668,460.6614,465.256,465.854,466.452,467.05,467.648,468.246,467.4166,466.5872,465.7578,464.9284,464.099,463.042,477.669719,479.6531827,481.6366463,483.62011,485.6035736,487.5870372,489.5705009,491.5539645,493.5374281,495.5208918,497.5043554,499.487819,501.4712827,503.4547463,505.43821,507.4216736,509.4051372,511.3886009,513.3720645,515.3555281,517.3389918,519.3224554,521.305919,523.2893827,525.2728463,527.25631,529.2397736,531.2232372,533.2067009,535.1901645,537.1736281,539.1570918,541.1405554,543.124019,545.1074827,547.0909463,549.07441,551.0578736
37,403.737,403.737,403.737,403.737,403.737,395.478,385.562,392.41,421.105,441.136,441.655,439.745,439.139,434.414,443.472,442.402,444.101,453.235,450.594,454.151,465.457,462.96,448.795,446.226,434.052,433.305,437.578,428.166,423.594,412.437,412.3575,412.278,412.1985,412.119,417.2716,422.4242,427.5768,432.7294,437.882,443.0346,448.1872,453.3398,458.4924,463.645,464.5908,465.5366,466.4824,467.4282,468.374,467.7072,467.0404,466.3736,465.7068,465.04,463.976,480.0923286,482.4693844,484.8464403,487.2234961,489.6005519,491.9776078,494.3546636,496.7317195,499.1087753,501.4858312,503.862887,506.2399429,508.6169987,510.9940545,513.3711104,515.7481662,518.1252221,520.5022779,522.8793338,525.2563896,527.6334455,530.0105013,532.3875571,534.764613,537.1416688,539.5187247,541.8957805,544.2728364,546.6498922,549.0269481,551.4040039,553.7810597,556.1581156,558.5351714,560.9122273,563.2892831,565.666339,568.0433948
38,411.961,411.961,411.961,411.961,411.961,403.502,395.275,385.361,392.346,420.93,440.974,441.425,439.519,438.917,434.197,443.252,442.185,443.885,453.017,450.381,453.939,465.239,462.747,448.594,446.03,433.867,433.123,437.396,427.994,423.426,417.8425,412.259,406.6755,401.092,406.9397,412.7874,418.6351,424.4828,430.3305,436.1782,442.0259,447.8736,453.7213,459.569,461.2668,462.9646,464.6624,466.3602,468.058,467.6266,467.1952,466.7638,466.3324,465.901,464.92,483.0568857,486.0421675,489.0274494,492.0127312,494.998013,497.9832948,500.9685766,503.9538584,506.9391403,509.9244221,512.9097039,515.8949857,518.8802675,521.8655494,524.8508312,527.836113,530.8213948,533.8066766,536.7919584,539.7772403,542.7625221,545.7478039,548.7330857,551.7183675,554.7036494,557.6889312,560.674213,563.6594948,566.6447766,569.6300584,572.6153403,575.6006221,578.5859039,581.5711857,584.5564675,587.5417494,590.5270312,593.512313
39,430.33,430.33,430.33,430.33,430.33,411.705,403.283,395.054,385.286,392.179,420.765,440.733,441.187,439.285,438.686,433.972,443.024,441.961,443.663,452.791,450.161,453.719,465.015,462.528,448.388,445.83,433.677,432.937,437.21,427.818,419.6825,411.547,403.4115,395.276,402.5673,409.8586,417.1499,424.4412,431.7325,439.0238,446.3151,453.6064,460.8977,468.189,468.0054,467.8218,467.6382,467.4546,467.271,467.137,467.003,466.869,466.735,466.601,465.779,485.2495238,488.27179,491.2940563,494.3163225,497.3385887,500.360855,503.3831212,506.4053874,509.4276537,512.4499199,515.4721861,518.4944524,521.5167186,524.5389848,527.5612511,530.5835173,533.6057835,536.6280498,539.650316,542.6725823,545.6948485,548.7171147,551.739381,554.7616472,557.7839134,560.8061797,563.8284459,566.8507121,569.8729784,572.8952446,575.9175108,578.9397771,581.9620433,584.9843095,588.0065758,591.028842,594.0511082,597.0733745
40,449.819,449.819,449.819,449.819,449.819,429.978,411.402,402.982,394.888,385.048,391.959,420.466,440.421,440.878,438.98,438.385,433.679,442.726,441.668,443.373,452.498,449.873,453.432,464.723,462.242,448.116,445.563,433.423,432.687,436.961,428.87075,420.7805,412.69025,404.6,410.4504,416.3008,422.1512,428.0016,433.852,439.7024,445.5528,451.4032,457.2536,463.104,463.6818,464.2596,464.8374,465.4152,465.993,466.2144,466.4358,466.6572,466.8786,467.1,466.416,482.1758571,484.9205844,487.6653117,490.410039,493.1547662,495.8994935,498.6442208,501.3889481,504.1336753,506.8784026,509.6231299,512.3678571,515.1125844,517.8573117,520.602039,523.3467662,526.0914935,528.8362208,531.5809481,534.3256753,537.0704026,539.8151299,542.5598571,545.3045844,548.0493117,550.794039,553.5387662,556.2834935,559.0282208,561.7729481,564.5176753,567.2624026,570.0071299,572.7518571,575.4965844,578.2413117,580.986039,583.7307662
41,468.101,468.101,468.101,468.101,468.101,449.377,429.592,411.031,402.739,394.579,384.769,391.623,420.108,440.05,440.511,438.617,438.027,433.33,442.373,441.32,443.028,452.149,449.531,453.09,464.377,461.901,447.791,445.243,433.117,432.386,427.19625,422.0065,416.81675,411.627,416.0831,420.5392,424.9953,429.4514,433.9075,438.3636,442.8197,447.2758,451.7319,456.188,457.8226,459.4572,461.0918,462.7264,464.361,464.9716,465.5822,466.1928,466.8034,467.414,466.862,479.2530381,481.8490264,484.4450147,487.041003,489.6369913,492.2329797,494.828968,497.4249563,500.0209446,502.6169329,505.2129212,507.8089095,510.4048978,513.0008861,515.5968745,518.1928628,520.7888511,523.3848394,525.9808277,528.576816,531.1728043,533.7687926,536.364781,538.9607693,541.5567576,544.1527459,546.7487342,549.3447225,551.9407108,554.5366991,557.1326874,559.7286758,562.3246641,564.9206524,567.5166407,570.112629,572.7086173,575.3046056
42,457.131,457.131,457.131,457.131,457.131,467.626,448.963,429.197,410.757,402.415,394.282,384.439,391.291,419.754,439.682,440.147,438.259,437.675,432.986,442.026,440.978,442.688,451.806,449.196,452.756,464.038,461.567,447.474,444.933,432.82,430.2315,427.643,425.0545,422.466,425.4035,428.341,431.2785,434.216,437.1535,440.091,443.0285,445.966,448.9035,451.841,454.0014,456.1618,458.3222,460.4826,462.643,463.6016,464.5602,465.5188,466.4774,467.436,467.185,475.3273571,477.5319545,479.7365519,481.9411494,484.1457468,486.3503442,488.5549416,490.759539,492.9641364,495.1687338,497.3733312,499.5779286,501.782526,503.9871234,506.1917208,508.3963182,510.6009156,512.805513,515.0101104,517.2147078,519.4193052,521.6239026,523.8285,526.0330974,528.2376948,530.4422922,532.6468896,534.851487,537.0560844,539.2606818,541.4652792,543.6698766,545.874474,548.0790714,550.2836688,552.4882662,554.6928636,556.897461
43,469.245,469.245,469.245,469.245,469.245,456.643,467.169,448.53,428.871,410.407,402.088,393.933,384.104,390.954,419.394,439.309,439.779,437.897,437.321,432.64,441.677,440.636,442.348,451.464,448.86,452.422,463.699,461.234,447.158,444.623,440.14925,435.6755,431.20175,426.728,429.4723,432.2166,434.9609,437.7052,440.4495,443.1938,445.9381,448.6824,451.4267,454.171,455.0302,455.8894,456.7486,457.6078,458.467,460.1756,461.8842,463.5928,465.3014,467.01,467.209,472.0141571,473.8546974,475.6952377,477.5357779,479.3763182,481.2168584,483.0573987,484.897939,486.7384792,488.5790195,490.4195597,492.2601,494.1006403,495.9411805,497.7817208,499.622261,501.4628013,503.3033416,505.1438818,506.9844221,508.8249623,510.6655026,512.5060429,514.3465831,516.1871234,518.0276636,519.8682039,521.7087442,523.5492844,525.3898247,527.2303649,529.0709052,530.9114455,532.7519857,534.592526,536.4330662,538.2736065,540.1141468
44,469.337,469.337,469.337,469.337,469.337,468.692,456.151,466.67,448.135,428.46,410.033,401.697,393.558,383.746,390.596,419.012,438.913,439.388,437.514,436.945,432.274,441.309,440.273,441.989,451.103,448.506,452.069,463.341,460.883,446.824,444.061,441.298,438.535,435.772,436.2225,436.673,437.1235,437.574,438.0245,438.475,438.9255,439.376,439.8265,440.277,445.6074,450.9378,456.2682,461.5986,466.929,466.7628,466.5966,466.4304,466.2642,466.098,466.764,472.6139,474.6144948,476.6150896,478.6156844,480.6162792,482.616874,484.6174688,486.6180636,488.6186584,490.6192532,492.6198481,494.6204429,496.6210377,498.6216325,500.6222273,502.6228221,504.6234169,506.6240117,508.6246065,510.6252013,512.6257961,514.6263909,516.6269857,518.6275805,520.6281753,522.6287701,524.6293649,526.6299597,528.6305545,530.6311494,532.6317442,534.632339,536.6329338,538.6335286,540.6341234,542.6347182,544.635313,546.6359078
45,474.151,474.151,474.151,474.151,474.151,468.784,468.194,455.676,466.25,447.711,428.077,409.655,401.337,393.214,383.42,390.269,418.663,438.549,439.03,437.165,436.604,431.943,440.974,439.946,441.665,450.777,448.188,451.751,463.018,460.568,453.23225,445.8965,438.56075,431.225,431.3577,431.4904,431.6231,431.7558,431.8885,432.0212,432.1539,432.2866,432.4193,432.552,438.4066,444.2612,450.1158,455.9704,461.825,462.4194,463.0138,463.6082,464.2026,464.797,465.888,469.7776333,471.9909398,474.2042463,476.4175528,478.6308593,480.8441658,483.0574723,485.2707788,487.4840853,489.6973918,491.9106983,494.1240048,496.3373113,498.5506177,500.7639242,502.9772307,505.1905372,507.4038437,509.6171502,511.8304567,514.0437632,516.2570697,518.4703762,520.6836827,522.8969892,525.1102957,527.3236022,529.5369087,531.7502152,533.9635216,536.1768281,538.3901346,540.6034411,542.8167476,545.0300541,547.2433606,549.4566671,551.6699736
46,476.344,476.344,476.344,476.344,476.344,473.563,468.264,467.686,455.241,465.786,447.286,427.669,409.279,400.981,392.875,383.102,389.95,418.32,438.191,438.678,436.823,436.269,431.619,440.648,439.628,441.349,450.458,447.878,451.443,462.704,454.94625,447.1885,439.43075,431.673,430.2272,428.7814,427.3356,425.8898,424.444,422.9982,421.5524,420.1066,418.6608,417.215,424.7648,432.3146,439.8644,447.4142,454.964,456.6116,458.2592,459.9068,461.5544,463.202,464.597,463.9752429,466.3250961,468.6749494,471.0248026,473.3746558,475.7245091,478.0743623,480.4242156,482.7740688,485.1239221,487.4737753,489.8236286,492.1734818,494.5233351,496.8731883,499.2230416,501.5728948,503.9227481,506.2726013,508.6224545,510.9723078,513.322161,515.6720143,518.0218675,520.3717208,522.721574,525.0714273,527.4212805,529.7711338,532.120987,534.4708403,536.8206935,539.1705468,541.5204,543.8702532,546.2201065,548.5699597,550.919813
47,480.395,480.395,480.395,480.395,480.395,475.681,472.969,467.69,467.166,454.729,465.277,446.799,427.219,408.866,400.587,392.5,382.748,389.596,417.94,437.796,438.29,436.445,435.899,431.261,440.286,439.274,441,450.105,447.533,451.099,449.17725,447.2555,445.33375,443.412,440.066,436.72,433.374,430.028,426.682,423.336,419.99,416.644,413.298,409.952,418.0858,426.2196,434.3534,442.4872,450.621,452.7936,454.9662,457.1388,459.3114,461.484,462.972,457.0435143,458.8936909,460.7438675,462.5940442,464.4442208,466.2943974,468.144574,469.9947506,471.8449273,473.6951039,475.5452805,477.3954571,479.2456338,481.0958104,482.945987,484.7961636,486.6463403,488.4965169,490.3466935,492.1968701,494.0470468,495.8972234,497.7474,499.5975766,501.4477532,503.2979299,505.1481065,506.9982831,508.8484597,510.6986364,512.548813,514.3989896,516.2491662,518.0993429,519.9495195,521.7996961,523.6498727,525.5000494
48,476.074,476.074,476.074,476.074,476.074,479.649,475.017,472.323,467.107,466.577,454.178,464.708,446.271,426.73,408.415,400.158,392.092,382.362,389.209,417.526,437.365,437.866,436.031,435.494,430.869,439.89,438.886,440.617,449.718,447.154,446.7555,446.357,445.9585,445.56,440.8893,436.2186,431.5479,426.8772,422.2065,417.5358,412.8651,408.1944,403.5237,398.853,409.6626,420.4722,431.2818,442.0914,452.901,453.778,454.655,455.532,456.409,457.286,461.225,454.5808524,456.5383952,458.4959381,460.453481,462.4110238,464.3685667,466.3261095,468.2836524,470.2411952,472.1987381,474.156281,476.1138238,478.0713667,480.0289095,481.9864524,483.9439952,485.9015381,487.859081,489.8166238,491.7741667,493.7317095,495.6892524,497.6467952,499.6043381,501.561881,503.5194238,505.4769667,507.4345095,509.3920524,511.3495952,513.3071381,515.264681,517.2222238,519.1797667,521.1373095,523.0948524,525.0523952,527.0099381
