  Ages,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
49,465.935,465.935,465.935,465.935,465.935,475.245,478.897,474.29,471.652,466.441,465.934,453.554,464.082,445.688,426.191,407.916,399.681,391.637,381.931,388.777,417.064,436.885,437.394,435.57,435.041,430.43,439.445,438.452,440.186,449.283,451.743,454.203,456.663,459.123,452.4998,445.8766,439.2534,432.6302,426.007,419.3838,412.7606,406.1374,399.5142,392.891,402.1118,411.3326,420.5534,429.7742,438.995,444.3264,449.6578,454.9892,460.3206,465.652,456.988,446.5201952,447.8849965,449.2497978,450.6145991,451.9794004,453.3442017,454.709003,456.0738043,457.4386056,458.8034069,460.1682082,461.5330095,462.8978108,464.2626121,465.6274134,466.9922147,468.357016,469.7218173,471.0866186,472.4514199,473.8162212,475.1810225,476.5458238,477.9106251,479.2754264,480.6402277,482.005029,483.3698303,484.7346316,486.0994329,487.4642342,488.8290355,490.1938368,491.5586381,492.9234394,494.2882407,495.653042,497.0178433
50,454.92,454.92,454.92,454.92,454.92,465.068,474.446,478.109,473.561,470.929,465.75,465.247,452.906,463.431,445.084,425.634,407.4,399.19,391.169,381.488,388.333,416.586,436.388,436.905,435.092,434.572,429.976,438.986,438.002,439.74,445.0795,450.419,455.7585,461.098,455.1884,449.2788,443.3692,437.4596,431.55,425.6404,419.7308,413.8212,407.9116,402.002,407.8402,413.6784,419.5166,425.3548,431.193,437.0464,442.8998,448.7532,454.6066,460.46,465.338,441.719181,442.5133965,443.3076121,444.1018277,444.8960433,445.6902589,446.4844745,447.27869,448.0729056,448.8671212,449.6613368,450.4555524,451.249768,452.0439835,452.8381991,453.6324147,454.4266303,455.2208459,456.0150615,456.8092771,457.6034926,458.3977082,459.1919238,459.9861394,460.780355,461.5745706,462.3687861,463.1630017,463.9572173,464.7514329,465.5456485,466.3398641,467.1340797,467.9282952,468.7225108,469.5167264,470.310942,471.1051576
51,440.105,440.105,440.105,440.105,440.105,454.009,464.224,473.602,477.303,472.773,470.167,465.008,464.524,452.224,462.744,444.448,425.047,406.86,398.675,390.679,381.024,387.867,416.084,435.864,436.39,434.588,434.079,429.498,438.503,437.528,440.496,443.464,446.432,449.4,445.3463,441.2926,437.2389,433.1852,429.1315,425.0778,421.0241,416.9704,412.9167,408.863,410.2504,411.6378,413.0252,414.4126,415.8,423.339,430.878,438.417,445.956,453.495,460.133,432.879381,433.3212706,433.7631602,434.2050498,434.6469394,435.088829,435.5307186,435.9726082,436.4144978,436.8563874,437.2982771,437.7401667,438.1820563,438.6239459,439.0658355,439.5077251,439.9496147,440.3915043,440.8333939,441.2752835,441.7171732,442.1590628,442.6009524,443.042842,443.4847316,443.9266212,444.3685108,444.8104004,445.25229,445.6941797,446.1360693,446.5779589,447.0198485,447.4617381,447.9036277,448.3455173,448.7874069,449.2292965
52,423.067,423.067,423.067,423.067,423.067,439.124,453.089,463.301,472.7,476.405,471.913,469.323,464.195,463.73,451.474,461.988,443.745,424.397,406.259,398.102,390.133,380.506,387.347,415.524,435.28,435.814,434.025,433.527,428.963,437.962,439.7985,441.635,443.4715,445.308,442.7192,440.1304,437.5416,434.9528,432.364,429.7752,427.1864,424.5976,422.0088,419.42,417.222,415.024,412.826,410.628,408.43,416.5474,424.6648,432.7822,440.8996,449.017,453.124,427.3791,427.3059403,427.2327805,427.1596208,427.086461,427.0133013,426.9401416,426.8669818,426.7938221,426.7206623,426.6475026,426.5743429,426.5011831,426.4280234,426.3548636,426.2817039,426.2085442,426.1353844,426.0622247,425.9890649,425.9159052,425.8427455,425.7695857,425.696426,425.6232662,425.5501065,425.4769468,425.403787,425.3306273,425.2574675,425.1843078,425.1111481,425.0379883,424.9648286,424.8916688,424.8185091,424.7453494,424.6721896
53,414.504,414.504,414.504,414.504,414.504,422.012,438.125,452.077,462.303,471.694,475.416,470.952,468.388,463.293,462.848,450.638,461.146,442.96,423.669,405.583,397.455,389.514,379.919,386.757,414.89,434.619,435.163,433.387,432.9,428.354,433.07125,437.7885,442.50575,447.223,444.8392,442.4554,440.0716,437.6878,435.304,432.9202,430.5364,428.1526,425.7688,423.385,418.1506,412.9162,407.6818,402.4474,397.213,407.989,418.765,429.541,440.317,451.093,448.584,421.4082381,420.8617186,420.3151991,419.7686797,419.2221602,418.6756407,418.1291212,417.5826017,417.0360823,416.4895628,415.9430433,415.3965238,414.8500043,414.3034848,413.7569654,413.2104459,412.6639264,412.1174069,411.5708874,411.024368,410.4778485,409.931329,409.3848095,408.83829,408.2917706,407.7452511,407.1987316,406.6522121,406.1056926,405.5591732,405.0126537,404.4661342,403.9196147,403.3730952,402.8265758,402.2800563,401.7335368,401.1870173
54,405.347,405.347,405.347,405.347,405.347,413.351,420.945,437.039,450.99,461.206,470.597,474.33,469.9,467.366,462.304,461.88,449.719,460.221,442.095,422.865,404.835,396.739,388.828,379.266,386.101,414.185,433.884,434.439,432.677,432.202,433.52125,434.8405,436.15975,437.479,436.932,436.385,435.838,435.291,434.744,434.197,433.65,433.103,432.556,432.009,423.826,415.643,407.46,399.277,391.094,400.2876,409.4812,418.6748,427.8684,437.062,450.595,415.093081,414.1882355,413.28339,412.3785446,411.4736991,410.5688537,409.6640082,408.7591628,407.8543173,406.9494719,406.0446264,405.139781,404.2349355,403.33009,402.4252446,401.5203991,400.6155537,399.7107082,398.8058628,397.9010173,396.9961719,396.0913264,395.186481,394.2816355,393.37679,392.4719446,391.5670991,390.6622537,389.7574082,388.8525628,387.9477173,387.0428719,386.1380264,385.233181,384.3283355,383.42349,382.5186446,381.6137991
55,391.507,391.507,391.507,391.507,391.507,404.058,412.15,419.748,435.829,449.761,459.974,469.361,473.109,468.716,466.213,461.187,460.785,448.676,459.169,441.108,421.943,403.972,395.91,388.031,378.505,385.337,413.368,433.035,433.6,431.853,432.623,433.393,434.163,434.933,434.1457,433.3584,432.5711,431.7838,430.9965,430.2092,429.4219,428.6346,427.8473,427.06,421.6172,416.1744,410.7316,405.2888,399.846,405.6792,411.5124,417.3456,423.1788,429.012,436.481,413.4952667,412.6316524,411.7680381,410.9044238,410.0408095,409.1771952,408.313581,407.4499667,406.5863524,405.7227381,404.8591238,403.9955095,403.1318952,402.268281,401.4046667,400.5410524,399.6774381,398.8138238,397.9502095,397.0865952,396.222981,395.3593667,394.4957524,393.6321381,392.7685238,391.9049095,391.0412952,390.177681,389.3140667,388.4504524,387.5868381,386.7232238,385.8596095,384.9959952,384.132381,383.2687667,382.4051524,381.5415381
56,377.909,377.909,377.909,377.909,377.909,390.076,402.7,410.794,418.402,434.454,448.369,458.576,467.961,471.725,467.371,464.899,459.91,459.532,447.479,457.963,439.97,420.876,402.968,394.943,387.099,377.609,384.436,412.411,432.043,432.619,433.19475,433.7705,434.34625,434.922,434.118,433.314,432.51,431.706,430.902,430.098,429.294,428.49,427.686,426.882,422.7532,418.6244,414.4956,410.3668,406.238,407.654,409.07,410.486,411.902,413.318,428.312,407.8789714,406.6116052,405.344239,404.0768727,402.8095065,401.5421403,400.274774,399.0074078,397.7400416,396.4726753,395.2053091,393.9379429,392.6705766,391.4032104,390.1358442,388.8684779,387.6011117,386.3337455,385.0663792,383.799013,382.5316468,381.2642805,379.9969143,378.7295481,377.4621818,376.1948156,374.9274494,373.6600831,372.3927169,371.1253506,369.8579844,368.5906182,367.3232519,366.0558857,364.7885195,363.5211532,362.253787,360.9864208
57,365.14,365.14,365.14,365.14,365.14,376.389,388.628,401.236,409.334,416.942,432.967,446.862,457.064,466.445,470.225,465.913,463.474,458.524,458.172,446.177,456.651,438.731,419.711,401.871,393.885,386.077,376.628,383.451,411.363,430.956,429.452,427.948,426.444,424.94,426.2227,427.5054,428.7881,430.0708,431.3535,432.6362,433.9189,435.2016,436.4843,437.767,433.463,429.159,424.855,420.551,416.247,414.112,411.977,409.842,407.707,405.572,412.566,409.8151571,408.5169701,407.2187831,405.9205961,404.6224091,403.3242221,402.0260351,400.7278481,399.429661,398.131474,396.833287,395.5351,394.236913,392.938726,391.640539,390.3423519,389.0441649,387.7459779,386.4477909,385.1496039,383.8514169,382.5532299,381.2550429,379.9568558,378.6586688,377.3604818,376.0622948,374.7641078,373.4659208,372.1677338,370.8695468,369.5713597,368.2731727,366.9749857,365.6767987,364.3786117,363.0804247,361.7822377
58,367.184,367.184,367.184,367.184,367.184,363.55,374.875,387.093,399.684,407.778,415.39,431.385,445.259,455.454,464.831,468.627,464.358,461.955,457.046,456.72,444.787,455.25,437.408,418.468,400.7,392.754,384.986,375.58,382.397,410.243,414.75325,419.2635,423.77375,428.284,429.3687,430.4534,431.5381,432.6228,433.7075,434.7922,435.8769,436.9616,438.0463,439.131,435.2458,431.3606,427.4754,423.5902,419.705,414.5682,409.4314,404.2946,399.1578,394.021,404.774,403.9343714,402.1010351,400.2676987,398.4343623,396.601026,394.7676896,392.9343532,391.1010169,389.2676805,387.4343442,385.6010078,383.7676714,381.9343351,380.1009987,378.2676623,376.434326,374.6009896,372.7676532,370.9343169,369.1009805,367.2676442,365.4343078,363.6009714,361.7676351,359.9342987,358.1009623,356.267626,354.4342896,352.6009532,350.7676169,348.9342805,347.1009442,345.2676078,343.4342714,341.6009351,339.7675987,337.9342623,336.100926
59,362.635,362.635,362.635,362.635,362.635,365.451,361.966,373.265,385.463,398.03,406.124,413.738,429.7,443.551,453.736,463.108,466.92,462.697,460.331,455.465,455.167,443.3,453.749,435.991,417.137,399.446,391.544,383.817,374.456,381.267,392.822,404.377,415.932,427.487,429.9025,432.318,434.7335,437.149,439.5645,441.98,444.3955,446.811,449.2265,451.642,446.864,442.086,437.308,432.53,427.752,419.7066,411.6612,403.6158,395.5704,387.525,393.179,403.977081,401.7173329,399.4575848,397.1978368,394.9380887,392.6783407,390.4185926,388.1588446,385.8990965,383.6393485,381.3796004,379.1198524,376.8601043,374.6003563,372.3406082,370.0808602,367.8211121,365.5613641,363.301616,361.041868,358.7821199,356.5223719,354.2626238,352.0028758,349.7431277,347.4833797,345.2236316,342.9638835,340.7041355,338.4443874,336.1846394,333.9248913,331.6651433,329.4053952,327.1456472,324.8858991,322.6261511,320.366403
60,353.929,353.929,353.929,353.929,353.929,360.776,363.72,360.276,371.549,383.721,396.264,404.355,411.97,427.896,441.721,451.896,461.262,465.089,460.916,458.588,453.767,453.497,441.702,452.135,434.466,415.703,398.096,390.238,382.556,373.245,386.89125,400.5375,414.18375,427.83,430.3137,432.7974,435.2811,437.7648,440.2485,442.7322,445.2159,447.6996,450.1833,452.667,446.6084,440.5498,434.4912,428.4326,422.374,417.0508,411.7276,406.4044,401.0812,395.758,386.617,403.7764143,401.4963545,399.2162948,396.9362351,394.6561753,392.3761156,390.0960558,387.8159961,385.5359364,383.2558766,380.9758169,378.6957571,376.4156974,374.1356377,371.8555779,369.5755182,367.2954584,365.0153987,362.735339,360.4552792,358.1752195,355.8951597,353.6151,351.3350403,349.0549805,346.7749208,344.494861,342.2148013,339.9347416,337.6546818,335.3746221,333.0945623,330.8145026,328.5344429,326.2543831,323.9743234,321.6942636,319.4142039
61,357.26,357.26,357.26,357.26,357.26,351.986,358.948,361.903,358.504,369.749,381.891,394.407,402.493,410.108,425.996,439.792,449.954,459.313,463.156,459.034,456.745,451.974,451.733,440.012,450.428,432.854,414.187,396.67,388.86,381.226,392.3645,403.503,414.6415,425.78,427.2277,428.6754,430.1231,431.5708,433.0185,434.4662,435.9139,437.3616,438.8093,440.257,436.5606,432.8642,429.1678,425.4714,421.775,417.7616,413.7482,409.7348,405.7214,401.708,394.767,407.4607476,405.8588957,404.2570437,402.6551918,401.0533398,399.4514879,397.8496359,396.247784,394.645932,393.0440801,391.4422281,389.8403762,388.2385242,386.6366723,385.0348203,383.4329684,381.8311165,380.2292645,378.6274126,377.0255606,375.4237087,373.8218567,372.2200048,370.6181528,369.0163009,367.4144489,365.812597,364.210745,362.6088931,361.0070411,359.4051892,357.8033372,356.2014853,354.5996333,352.9977814,351.3959294,349.7940775,348.1922255
62,365.911,365.911,365.911,365.911,365.911,355.152,350.075,357.024,359.994,356.642,367.855,379.965,392.451,400.532,408.147,423.99,437.755,447.903,457.252,461.112,457.043,454.796,450.076,449.865,438.224,448.62,431.147,412.583,395.162,387.403,391.784,396.165,400.546,404.927,407.9616,410.9962,414.0308,417.0654,420.1,423.1346,426.1692,429.2038,432.2384,435.273,434.6364,433.9998,433.3632,432.7266,432.09,427.9152,423.7404,419.5656,415.3908,411.216,400.63,423.4691476,423.5185203,423.5678931,423.6172658,423.6666385,423.7160113,423.765384,423.8147567,423.8641294,423.9135022,423.9628749,424.0122476,424.0616203,424.1109931,424.1603658,424.2097385,424.2591113,424.308484,424.3578567,424.4072294,424.4566022,424.5059749,424.5553476,424.6047203,424.6540931,424.7034658,424.7528385,424.8022113,424.851584,424.9009567,424.9503294,424.9997022,425.0490749,425.0984476,425.1478203,425.1971931,425.2465658,425.2959385
63,374.958,374.958,374.958,374.958,374.958,363.553,353.049,348.037,354.973,357.953,354.651,365.83,377.906,390.358,398.433,406.046,421.841,435.571,445.703,455.04,458.917,454.904,452.701,448.034,447.854,436.299,446.674,429.306,410.853,393.533,389.13275,384.7325,380.33225,375.932,381.9474,387.9628,393.9782,399.9936,406.009,412.0244,418.0398,424.0552,430.0706,436.086,435.458,434.83,434.202,433.574,432.946,429.1966,425.4472,421.6978,417.9484,414.199,409.995,434.6215381,436.1253965,437.629255,439.1331134,440.6369719,442.1408303,443.6446887,445.1485472,446.6524056,448.1562641,449.6601225,451.163981,452.6678394,454.1716978,455.6755563,457.1794147,458.6832732,460.1871316,461.69099,463.1948485,464.6987069,466.2025654,467.7064238,469.2102823,470.7141407,472.2179991,473.7218576,475.225716,476.7295745,478.2334329,479.7372913,481.2411498,482.7450082,484.2488667,485.7527251,487.2565835,488.760442,490.2643004
64,396.155,396.155,396.155,396.155,396.155,372.282,361.17,350.777,345.832,352.752,355.743,352.493,363.636,375.673,388.089,396.155,403.765,419.508,433.199,443.313,452.637,456.53,452.576,450.419,445.808,445.661,434.195,444.547,427.293,408.957,398.606,388.255,377.904,367.553,373.344,379.135,384.926,390.717,396.508,402.299,408.09,413.881,419.672,425.463,429.3036,433.1442,436.9848,440.8254,444.666,440.0532,435.4404,430.8276,426.2148,421.602,412.815,446.1835286,448.8845766,451.5856247,454.2866727,456.9877208,459.6887688,462.3898169,465.0908649,467.791913,470.492961,473.1940091,475.8950571,478.5961052,481.2971532,483.9982013,486.6992494,489.4002974,492.1013455,494.8023935,497.5034416,500.2044896,502.9055377,505.6065857,508.3076338,511.0086818,513.7097299,516.4107779,519.111826,521.812874,524.5139221,527.2149701,529.9160182,532.6170662,535.3181143,538.0191623,540.7202104,543.4212584,546.1223065
65,429.074,429.074,429.074,429.074,429.074,393.056,369.613,358.633,348.354,343.479,350.382,353.384,350.19,361.292,373.289,385.664,393.72,401.326,417.011,430.66,440.753,450.061,453.97,450.079,447.969,443.417,443.306,431.932,442.259,425.127,412.553,399.979,387.405,374.831,379.5289,384.2268,388.9247,393.6226,398.3205,403.0184,407.7163,412.4142,417.1121,421.81,426.4532,431.0964,435.7396,440.3828,445.026,439.1698,433.3136,427.4574,421.6012,415.745,420.054,442.8573857,445.2698169,447.6822481,450.0946792,452.5071104,454.9195416,457.3319727,459.7444039,462.1568351,464.5692662,466.9816974,469.3941286,471.8065597,474.2189909,476.6314221,479.0438532,481.4562844,483.8687156,486.2811468,488.6935779,491.1060091,493.5184403,495.9308714,498.3433026,500.7557338,503.1681649,505.5805961,507.9930273,510.4054584,512.8178896,515.2303208,517.6427519,520.0551831,522.4676143,524.8800455,527.2924766,529.7049078,532.117339
66,333.53,333.53,333.53,333.53,333.53,425.381,389.965,366.771,355.928,345.769,340.97,347.853,350.867,347.731,358.79,370.741,383.073,391.116,398.716,414.339,427.941,438.01,447.3,451.225,447.399,445.338,440.849,440.773,429.5,439.799,424.909,410.019,395.129,380.239,384.273,388.307,392.341,396.375,400.409,404.443,408.477,412.511,416.545,420.579,422.8894,425.1998,427.5102,429.8206,432.131,428.6062,425.0814,421.5566,418.0318,414.507,414.074,432.9016286,434.6646857,436.4277429,438.1908,439.9538571,441.7169143,443.4799714,445.2430286,447.0060857,448.7691429,450.5322,452.2952571,454.0583143,455.8213714,457.5844286,459.3474857,461.1105429,462.8736,464.6366571,466.3997143,468.1627714,469.9258286,471.6888857,473.4519429,475.215,476.9780571,478.7411143,480.5041714,482.2672286,484.0302857,485.7933429,487.5564,489.3194571,491.0825143,492.8455714,494.6086286,496.3716857,498.1347429
67,325.179,325.179,325.179,325.179,325.179,330.392,421.689,386.664,363.733,353.034,343.002,338.282,345.145,348.171,345.097,356.108,368.011,380.295,388.323,395.914,411.469,425.02,435.06,444.33,448.27,444.513,442.505,438.082,438.042,426.877,416.53625,406.1955,395.85475,385.514,387.9283,390.3426,392.7569,395.1712,397.5855,399.9998,402.4141,404.8284,407.2427,409.657,413.0128,416.3686,419.7244,423.0802,426.436,425.9218,425.4076,424.8934,424.3792,423.865,412.67,431.9261619,433.8602048,435.7942476,437.7282905,439.6623333,441.5963762,443.530419,445.4644619,447.3985048,449.3325476,451.2665905,453.2006333,455.1346762,457.068719,459.0027619,460.9368048,462.8708476,464.8048905,466.7389333,468.6729762,470.607019,472.5410619,474.4751048,476.4091476,478.3431905,480.2772333,482.2112762,484.145319,486.0793619,488.0134048,489.9474476,491.8814905,493.8155333,495.7495762,497.683619,499.6176619,501.5517048,503.4857476
68,324.947,324.947,324.947,324.947,324.947,321.813,327.267,417.757,383.147,360.492,349.947,340.05,335.414,342.254,345.293,342.284,353.244,365.094,377.313,385.312,392.892,408.372,421.867,431.874,441.121,445.076,441.392,439.439,435.086,435.086,426.26025,417.4345,408.60875,399.783,400.9466,402.1102,403.2738,404.4374,405.601,406.7646,407.9282,409.0918,410.2554,411.419,414.4012,417.3834,420.3656,423.3478,426.33,425.8348,425.3396,424.8444,424.3492,423.854,421.788,430.0589,431.4509818,432.8430636,434.2351455,435.6272273,437.0193091,438.4113909,439.8034727,441.1955545,442.5876364,443.9797182,445.3718,446.7638818,448.1559636,449.5480455,450.9401273,452.3322091,453.7242909,455.1163727,456.5084545,457.9005364,459.2926182,460.6847,462.0767818,463.4688636,464.8609455,466.2530273,467.6451091,469.0371909,470.4292727,471.8213545,473.2134364,474.6055182,475.9976,477.3896818,478.7817636,480.1738455,481.5659273
69,306.291,306.291,306.291,306.291,306.291,321.189,318.418,323.898,413.523,379.355,356.996,346.612,336.859,332.311,339.127,342.18,339.24,350.142,361.912,374.05,382.029,389.595,404.992,418.424,428.395,437.616,441.584,437.979,436.084,431.805,427.496,423.187,418.878,414.569,414.0123,413.4556,412.8989,412.3422,411.7855,411.2288,410.6721,410.1154,409.5587,409.002,410.1968,411.3916,412.5864,413.7812,414.976,418.8476,422.7192,426.5908,430.4624,434.334,421.522,425.0267143,425.8625649,426.6984156,427.5342662,428.3701169,429.2059675,430.0418182,430.8776688,431.7135195,432.5493701,433.3852208,434.2210714,435.0569221,435.8927727,436.7286234,437.564474,438.4003247,439.2361753,440.072026,440.9078766,441.7437273,442.5795779,443.4154286,444.2512792,445.0871299,445.9229805,446.7588312,447.5946818,448.4305325,449.2663831,450.1022338,450.9380844,451.7739351,452.6097857,453.4456364,454.281487,455.1173377,455.9531883
70,276.844,276.844,276.844,276.844,276.844,302.338,317.406,314.766,320.271,408.971,375.271,353.224,343.012,333.412,328.959,335.749,338.815,335.947,346.767,358.45,370.523,378.479,386.027,401.333,414.694,424.626,433.815,437.799,434.275,432.441,431.2535,430.066,428.8785,427.691,425.672,423.653,421.634,419.615,417.596,415.577,413.558,411.539,409.52,407.501,408.065,408.629,409.193,409.757,410.321,414.975,419.629,424.283,428.937,433.591,431.673,420.6901905,420.9913853,421.2925801,421.5937749,421.8949697,422.1961645,422.4973593,422.7985541,423.0997489,423.4009437,423.7021385,424.0033333,424.3045281,424.6057229,424.9069177,425.2081126,425.5093074,425.8105022,426.111697,426.4128918,426.7140866,427.0152814,427.3164762,427.617671,427.9188658,428.2200606,428.5212554,428.8224502,429.123645,429.4248398,429.7260346,430.0272294,430.3284242,430.629619,430.9308139,431.2320087,431.5332035,431.8343983
71,252.328,252.328,252.328,252.328,252.328,272.88,298.377,313.357,310.855,316.384,404.089,370.885,349.17,339.142,329.705,325.351,332.112,335.192,332.39,343.134,354.745,366.746,374.675,382.203,397.409,410.693,420.582,429.735,433.733,430.295,426.195,422.095,417.995,413.895,412.859,411.823,410.787,409.751,408.715,407.679,406.643,405.607,404.571,403.535,404.4104,405.2858,406.1612,407.0366,407.912,410.3044,412.6968,415.0892,417.4816,419.874,430.673,416.0355286,416.5457065,417.0558844,417.5660623,418.0762403,418.5864182,419.0965961,419.606774,420.1169519,420.6271299,421.1373078,421.6474857,422.1576636,422.6678416,423.1780195,423.6881974,424.1983753,424.7085532,425.2187312,425.7289091,426.239087,426.7492649,427.2594429,427.7696208,428.2797987,428.7899766,429.3001545,429.8103325,430.3205104,430.8306883,431.3408662,431.8510442,432.3612221,432.8714,433.3815779,433.8917558,434.4019338,434.9121117
72,261.674,261.674,261.674,261.674,261.674,248.31,268.902,294.135,309.018,306.656,312.206,398.843,366.167,344.804,334.972,325.707,321.46,328.189,331.283,328.563,339.232,350.766,362.689,370.588,378.092,393.189,406.388,416.229,425.342,429.353,427.13175,424.9105,422.68925,420.468,416.5884,412.7088,408.8292,404.9496,401.07,397.1904,393.3108,389.4312,385.5516,381.672,384.5444,387.4168,390.2892,393.1616,396.034,399.4406,402.8472,406.2538,409.6604,413.067,416.759,400.7025762,400.8063775,400.9101788,401.0139801,401.1177814,401.2215827,401.325384,401.4291853,401.5329866,401.6367879,401.7405892,401.8443905,401.9481918,402.0519931,402.1557944,402.2595957,402.363397,402.4671983,402.5709996,402.6748009,402.7786022,402.8824035,402.9862048,403.0900061,403.1938074,403.2976087,403.40141,403.5052113,403.6090126,403.7128139,403.8166152,403.9204165,404.0242177,404.128019,404.2318203,404.3356216,404.4394229,404.5432242
73,260.629,260.629,260.629,260.629,260.629,257.06,244.299,264.664,289.613,304.384,302.168,307.735,393.227,361.111,340.123,330.497,321.414,317.282,323.976,327.083,324.449,335.039,346.487,358.325,366.187,373.665,388.643,401.749,411.535,420.604,419.409,418.214,417.019,415.824,409.4621,403.1002,396.7383,390.3764,384.0145,377.6526,371.2907,364.9288,358.5669,352.205,361.022,369.839,378.656,387.473,396.29,399.3434,402.3968,405.4502,408.5036,411.557,409.685,397.8667714,398.8046532,399.7425351,400.6804169,401.6182987,402.5561805,403.4940623,404.4319442,405.369826,406.3077078,407.2455896,408.1834714,409.1213532,410.0592351,410.9971169,411.9349987,412.8728805,413.8107623,414.7486442,415.686526,416.6244078,417.5622896,418.5001714,419.4380532,420.3759351,421.3138169,422.2516987,423.1895805,424.1274623,425.0653442,426.003226,426.9411078,427.8789896,428.8168714,429.7547532,430.6926351,431.6305169,432.5683987
74,254.321,254.321,254.321,254.321,254.321,255.566,252.482,240.052,260.17,284.81,299.457,297.392,302.972,387.236,355.714,335.125,325.718,316.829,312.817,319.473,322.593,320.051,330.554,341.909,353.651,361.472,368.918,383.767,396.771,406.495,408.58575,410.6765,412.76725,414.858,407.5778,400.2976,393.0174,385.7372,378.457,371.1768,363.8966,356.6164,349.3362,342.056,352.1328,362.2096,372.2864,382.3632,392.44,393.7824,395.1248,396.4672,397.8096,399.152,407.856,389.1771238,389.9257238,390.6743238,391.4229238,392.1715238,392.9201238,393.6687238,394.4173238,395.1659238,395.9145238,396.6631238,397.4117238,398.1603238,398.9089238,399.6575238,400.4061238,401.1547238,401.9033238,402.6519238,403.4005238,404.1491238,404.8977238,405.6463238,406.3949238,407.1435238,407.8921238,408.6407238,409.3893238,410.1379238,410.8865238,411.6351238,412.3837238,413.1323238,413.8809238,414.6295238,415.3781238,416.1267238,416.8753238
75,244.028,244.028,244.028,244.028,244.028,248.836,250.515,247.603,235.521,255.371,279.678,294.187,292.275,297.865,380.81,349.92,329.754,320.579,311.897,308.013,314.624,317.758,315.314,325.721,336.974,348.611,356.386,363.796,378.5,391.393,396.30275,401.2125,406.12225,411.032,404.5448,398.0576,391.5704,385.0832,378.596,372.1088,365.6216,359.1344,352.6472,346.16,354.796,363.432,372.068,380.704,389.34,390.0916,390.8432,391.5948,392.3464,393.098,395.173,383.5604476,383.9403541,384.3202606,384.7001671,385.0800736,385.4599801,385.8398866,386.2197931,386.5996996,386.9796061,387.3595126,387.739419,388.1193255,388.499232,388.8791385,389.259045,389.6389515,390.018858,390.3987645,390.778671,391.1585775,391.538484,391.9183905,392.298297,392.6782035,393.05811,393.4380165,393.8179229,394.1978294,394.5777359,394.9576424,395.3375489,395.7174554,396.0973619,396.4772684,396.8571749,397.2370814,397.6169879
76,234.705,234.705,234.705,234.705,234.705,238.154,243.351,245.119,242.388,230.669,250.23,274.172,288.528,286.774,292.369,373.895,343.678,323.963,315.034,306.572,302.824,309.387,312.532,310.192,320.495,331.636,343.159,350.881,358.247,372.795,381.626,390.457,399.288,408.119,402.1232,396.1274,390.1316,384.1358,378.14,372.1442,366.1484,360.1526,354.1568,348.161,355.2662,362.3714,369.4766,376.5818,383.687,384.7504,385.8138,386.8772,387.9406,389.004,388.733,378.3346429,378.4346623,378.5346818,378.6347013,378.7347208,378.8347403,378.9347597,379.0347792,379.1347987,379.2348182,379.3348377,379.4348571,379.5348766,379.6348961,379.7349156,379.8349351,379.9349545,380.034974,380.1349935,380.235013,380.3350325,380.4350519,380.5350714,380.6350909,380.7351104,380.8351299,380.9351494,381.0351688,381.1351883,381.2352078,381.3352273,381.4352468,381.5352662,381.6352857,381.7353052,381.8353247,381.9353442,382.0353636
77,224.861,224.861,224.861,224.861,224.861,228.376,232.288,237.504,239.36,236.815,225.481,244.723,268.269,282.452,280.86,286.455,366.451,336.952,317.719,309.051,300.825,297.219,303.73,306.887,304.657,314.846,325.862,337.259,344.921,352.238,363.576,374.914,386.252,397.59,392.7942,387.9984,383.2026,378.4068,373.611,368.8152,364.0194,359.2236,354.4278,349.632,351.8908,354.1496,356.4084,358.6672,360.926,363.8884,366.8508,369.8132,372.7756,375.738,384.192,362.105819,361.5724476,361.0390762,360.5057048,359.9723333,359.4389619,358.9055905,358.372219,357.8388476,357.3054762,356.7721048,356.2387333,355.7053619,355.1719905,354.638619,354.1052476,353.5718762,353.0385048,352.5051333,351.9717619,351.4383905,350.905019,350.3716476,349.8382762,349.3049048,348.7715333,348.2381619,347.7047905,347.171419,346.6380476,346.1046762,345.5713048,345.0379333,344.5045619,343.9711905,343.437819,342.9044476,342.3710762
