OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,137545, 257794, 0.5,0.5,0.5,0.5,35737.9208965,33807.3662914,27898.7459309,26408.9006075,27533.0752622,22644.8692862,16866.9919451,25735.2888445,41160.864428,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,131405.150841,126388.872652,0.5,0.5,0.5,
29UL,64582, 128524, 0.5,0.5,0.5,0.5,14481.0472232,14832.3304754,13870.0324911,13212.7432137,13744.2884809,12002.7672432,11783.2997658,11335.9612634,23261.8265138,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,65689.9770236,62834.3196469,0.5,0.5,0.5,
00MA,91963, 165777, 0.5,0.5,0.5,0.5,20214.2962662,20559.4854539,18683.9239133,17337.2486738,18299.1156826,15664.0069296,13568.9756295,13065.6139643,28384.1865391,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,84975.2736736,80801.5793787,0.5,0.5,0.5,
00MG,196345, 409301, 0.5,0.5,0.5,0.5,53945.4541919,52530.3880032,47113.3308613,42594.8160675,43414.4795344,39078.5768242,30499.6631608,29177.5610259,70946.6298727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,205139.193929,204161.705613,0.5,0.5,0.5,
00MF,117154, 198554, 0.5,0.5,0.5,0.5,20215.5416642,21224.5321909,21351.3747429,20881.7136976,21768.63164,20493.4834482,19106.6121612,14584.3132073,38928.0775104,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,96853.2909955,101700.989267,0.5,0.5,0.5,
00ME,100939, 200772, 0.5,0.5,0.5,0.5,25496.935777,24531.4279813,21944.2908416,20668.5210588,20631.8921923,18661.6480646,16890.795823,14426.4901373,37520.1345347,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,99182.1609748,101589.975436,0.5,0.5,0.5,
00MD,123003, 272528, 0.5,0.5,0.5,0.5,42221.1501485,39808.9751901,33315.5094287,29016.8872801,29578.8384213,24968.2357957,17706.6098985,18700.4730344,37211.0482029,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,138302.904988,134224.822412,0.5,0.5,0.5,
29UD,83250, 170711, 0.5,0.5,0.5,0.5,26730.5084896,23977.4950664,19274.6215526,18382.7718791,18098.9508721,13916.6824768,11510.5680659,12224.6513859,26594.5150548,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,83421.0281158,87289.7367276,0.5,0.5,0.5,
29UE,66531, 125580, 0.5,0.5,0.5,0.5,11558.2808311,12951.600911,12972.89115,12645.0250752,13744.3450884,12340.297869,12528.3761733,11308.932598,25530.7457982,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,65961.3651182,59619.1303762,0.5,0.5,0.5,
29UG,70906, 150468, 0.5,0.5,0.5,0.5,19339.3236111,18569.974972,16506.1641944,16087.7651291,16039.7850846,13756.4442683,12546.3851741,12402.2561199,25220.078681,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,74274.3832101,76193.7940243,0.5,0.5,0.5,
29UN,88311, 181671, 0.5,0.5,0.5,0.5,23058.7480551,22153.0047,20376.1197984,19516.7354152,19464.0634311,16522.2248366,15986.0140597,14653.6713027,29940.6706469,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91741.9539857,89929.2982599,0.5,0.5,0.5,
29UB,80838, 169347, 0.5,0.5,0.5,0.5,22124.3760428,21015.9792272,19061.5773791,18363.1978419,18091.8174989,15693.7235609,14918.5643277,12739.2974749,27338.3519626,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,81921.4824297,87425.4028864,0.5,0.5,0.5,
00ML,179845, 377804, 0.5,0.5,0.5,0.5,48160.449466,42543.3620314,35682.6888782,38027.4542932,37829.5683649,29921.2450681,28260.1773561,48251.1248011,69127.7620866,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,190606.179514,187197.652831,0.5,0.5,0.5,
00MS,206761, 374296, 0.5,0.5,0.5,0.5,51713.1423161,46564.9035455,38398.4378992,38148.2536179,39081.9142515,30109.4036852,26903.8892975,47790.3196748,55586.0813403,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,190646.223897,183650.121731,0.5,0.5,0.5,
42UH,83196, 127278, 0.5,0.5,0.5,0.5,12980.1068967,13962.5728337,13609.7486758,12876.9450679,13738.405019,12421.3059678,12181.720881,11384.6412922,24122.2158116,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,65683.9415568,61593.7208889,0.5,0.5,0.5,
47UF,65851, 114616, 0.5,0.5,0.5,0.5,9429.54207082,10275.391333,11274.8495946,11504.529555,12613.4270278,11906.832022,12395.0738565,10393.6390981,24822.2162418,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,55492.9470684,59122.5537312,0.5,0.5,0.5,
00MW,89106, 140861, 0.5,0.5,0.5,0.5,13947.7023137,13894.1173521,13741.3868691,13810.5249783,14114.6130984,13312.175048,14696.1401729,13060.8121622,30283.098626,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,68854.8969666,72005.6736541,0.5,0.5,0.5,
11UB,110266, 249629, 0.5,0.5,0.5,0.5,30624.7779799,30036.9614561,27698.8226695,26397.9243593,26238.6447504,23303.1029982,21461.0849783,18190.3098857,45677.7976489,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127345.229255,122284.197471,0.5,0.5,0.5,
SCOT,-1000, 6705240, 0.5,0.5,0.5,0.5,810508.613166,756452.841943,666326.812469,678023.557442,687701.22166,579978.8777,567124.885582,668961.170302,1290162.18841,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3346510.24138,3358729.92729,0.5,0.5,0.5,
29UH,97869, 220790, 0.5,0.5,0.5,0.5,28727.2461161,27063.5620638,24051.5400299,22991.3230618,22935.2613975,19518.0835455,18004.8340562,17475.4479399,40023.053907,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,110245.757296,110544.594822,0.5,0.5,0.5,
42UC,51159, 110659, 0.5,0.5,0.5,0.5,18687.3522162,16688.8403049,12577.3024385,11464.4637746,11420.1607839,8629.5578948,6240.4778401,9186.48305992,15764.790744,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54677.3998969,55982.02916,0.5,0.5,0.5,
42UB,45313, 80237, 0.5,0.5,0.5,0.5,4100.17754616,5683.87868761,7538.88079253,7496.70670017,8628.75910054,9231.09208867,10060.3804572,7440.51941705,20056.1392994,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,41908.1874399,38328.3466494,0.5,0.5,0.5,
42UE,64165, 97745, 0.5,0.5,0.5,0.5,6445.89097474,8120.4217814,9646.64609202,9667.82699359,10784.2933103,10733.9287489,10959.8711414,8764.40313082,22621.6990562,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,49906.2834423,47838.6977871,0.5,0.5,0.5,
42UD,134297, 211986, 0.5,0.5,0.5,0.5,29966.7277848,28412.5962644,23596.5039176,21932.0212271,22859.5482027,18400.8599431,14972.2141674,18491.1703286,33354.7663864,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,107895.958635,104090.449587,0.5,0.5,0.5,
42UG,79874, 120959, 0.5,0.5,0.5,0.5,10901.4542915,11289.3500091,12022.4423237,11499.9227303,11485.4296402,12482.7191383,13792.4191175,10090.4131397,27394.6120008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,59212.5695373,61746.1928539,0.5,0.5,0.5,
42UF,70014, 138842, 0.5,0.5,0.5,0.5,16602.620958,15933.5372908,14548.7755306,13800.7636821,13761.0958972,12883.3317473,12149.8554127,12521.3740795,26640.6158866,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,69545.127381,69296.8431039,0.5,0.5,0.5,
00FP,18694, 35747, 0.5,0.5,0.5,0.5,1886.51100436,2694.48425357,3317.70591768,3571.13577242,4583.23237351,3741.61710451,4526.9297104,3406.27411583,8018.67737516,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21347.4281085,14399.139519,0.5,0.5,0.5,
23UB,85228, 156179, 0.5,0.5,0.5,0.5,19933.4062571,18157.4655345,15612.9165369,16100.8252257,16035.8868308,12975.531351,12647.4188293,16480.1115264,28235.2090259,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,76797.3363922,79381.4347255,0.5,0.5,0.5,
23UC,45847, 73724, 0.5,0.5,0.5,0.5,4062.80340425,5005.62568743,6408.20933815,7024.57892766,8035.42390056,8079.12510018,8999.65243419,7149.18956857,18959.5316146,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35459.5108065,38264.629169,0.5,0.5,0.5,
29UK,68532, 149466, 0.5,0.5,0.5,0.5,17365.8932927,17698.5431765,16916.5293851,16083.4733945,16058.5106233,14612.7650598,13294.6309497,10439.7143223,26995.5946298,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,72648.3605543,76817.2942794,0.5,0.5,0.5,
