OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,75879, 155073, 0.5,0.5,0.5,0.5,13345.6342672,15772.8446601,35719.9357021,27078.8143062,21281.8157284,18313.7336445,12883.6061604,5302.42850153,5374.52000663,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,79734.5438873,75338.7890898,0.5,0.5,0.5,
29UL,74072, 146134, 0.5,0.5,0.5,0.5,12533.215297,12754.8156947,12018.6983038,15422.932203,17056.1307421,19320.0276949,24078.2091134,19840.7152527,13109.0977965,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,72578.7373806,73555.1047175,0.5,0.5,0.5,
00MA,70393, 127816, 0.5,0.5,0.5,0.5,11953.9797867,14493.5096055,10788.6434866,17976.9046461,19221.8840496,20042.1221515,15574.6336739,11024.1876995,6740.06825087,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,64864.0795866,62951.8537636,0.5,0.5,0.5,
00MG,167301, 293403, 0.5,0.5,0.5,0.5,29220.2207304,34191.2911141,13424.0816994,37439.0924277,47919.2096359,43757.2095682,34331.3187196,32159.5516232,20961.4796805,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,144801.492847,148601.962352,0.5,0.5,0.5,
00MF,106853, 176350, 0.5,0.5,0.5,0.5,17005.238454,23146.6793368,6743.95560989,17280.4342162,27257.2845007,27725.1447098,21082.4828538,19153.5962281,16954.8458696,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,94254.1311233,82095.5306556,0.5,0.5,0.5,
00ME,101877, 177093, 0.5,0.5,0.5,0.5,15228.2671105,20493.5437069,10074.4524868,22305.4099583,26591.7367263,27121.461253,20441.4211917,18283.2840463,16553.5786448,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,89591.2821454,87501.8729792,0.5,0.5,0.5,
00MD,63457, 130163, 0.5,0.5,0.5,0.5,15137.9944639,15349.3593153,11205.9176883,23226.6976754,22151.7867583,18139.6689011,11790.4105116,8773.56764043,4387.89679409,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,68751.8856296,61411.4141189,0.5,0.5,0.5,
29UD,74030, 124659, 0.5,0.5,0.5,0.5,9561.84303256,10553.1583181,9699.57023017,19380.4465125,20127.8007986,19369.4340775,15920.8931812,11805.8243307,8240.43327398,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,64280.106853,60379.2969022,0.5,0.5,0.5,
29UE,71574, 150085, 0.5,0.5,0.5,0.5,15924.6790358,16327.1723342,13715.3561967,15829.9447251,16424.5923223,18018.4462811,20933.6898495,19170.0989133,13740.8420247,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,70880.1224406,79204.699242,0.5,0.5,0.5,
29UG,62459, 145011, 0.5,0.5,0.5,0.5,14910.6386225,16976.8243597,14194.8088121,18443.7229644,19604.0118812,20033.2712626,17242.2099532,13861.9712529,9743.16492177,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,71604.7541212,73405.8699091,0.5,0.5,0.5,
29UN,90909, 185692, 0.5,0.5,0.5,0.5,15163.9782568,20644.8587061,16896.8160004,18142.4269949,20184.1229834,24075.8545889,29564.0135118,26773.9252004,14245.8209774,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91684.5779196,94007.2393006,0.5,0.5,0.5,
29UB,81752, 156397, 0.5,0.5,0.5,0.5,14418.7222892,17158.2520332,10552.7968129,16948.7650534,21828.5556025,22894.1880288,22457.0175831,18081.6668817,12057.0311622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,81786.1933695,74610.8020775,0.5,0.5,0.5,
00ML,181559, 391331, 0.5,0.5,0.5,0.5,23065.3232282,33576.9316345,100065.106067,67622.4631053,56793.6127522,49987.9606541,35849.0685339,13954.8790339,10415.944483,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,205101.534672,186229.75482,0.5,0.5,0.5,
