OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,85037, 192361, 0.5,0.5,0.5,0.5,25574.1609375,26667.359788,19725.3163196,12665.2536055,26795.7608564,33884.5593332,24003.9783699,15796.8597199,7248.09480815,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,95828.0295141,96533.3142241,0.5,0.5,0.5,
29UL,40524, 93910, 0.5,0.5,0.5,0.5,11730.3733229,12234.8759018,12261.8679156,11250.5499997,10786.7228825,9154.01347187,9603.29682459,9406.65105416,7482.00524608,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46608.9935695,47301.3630496,0.5,0.5,0.5,
00MA,49960, 123327, 0.5,0.5,0.5,0.5,15708.8254794,16139.6091312,16235.9211856,11771.5288738,10358.9342593,15295.9905347,17007.7931319,14232.0525912,6576.10392441,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61199.7160158,62127.0430957,0.5,0.5,0.5,
00MG,108999, 282000, 0.5,0.5,0.5,0.5,37567.1715736,37152.8625842,42684.9825671,28333.9860683,18832.9265794,37994.4363804,36661.0199894,27210.2325285,15561.9683976,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,140314.102167,141685.484502,0.5,0.5,0.5,
00MF,64899, 150286, 0.5,0.5,0.5,0.5,16980.9375643,17045.4558637,22119.5452539,19251.5437304,10668.8394812,14019.1556147,22384.2684283,18939.2059259,8877.40021912,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,73833.5201947,76452.8318867,0.5,0.5,0.5,
00ME,58559, 142785, 0.5,0.5,0.5,0.5,18152.8709825,16822.952956,20393.3068549,16318.0018435,9668.80568174,15847.1089639,20472.6808576,16771.1417669,8337.86236481,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,70197.5620598,72587.1702122,0.5,0.5,0.5,
00MD,60481, 183810, 0.5,0.5,0.5,0.5,27359.2673083,28066.7196502,27579.9251527,15344.8974904,13379.4508583,28481.5809446,22536.5519596,14373.7244233,6687.66824893,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,90995.9315503,92813.8544862,0.5,0.5,0.5,
29UD,43797, 111602, 0.5,0.5,0.5,0.5,16967.3620846,17202.0049828,14520.198296,8950.94325157,8066.55065671,14022.5472505,13957.9488746,11639.5669751,6274.75887883,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54397.2854612,57204.5957894,0.5,0.5,0.5,
29UE,44772, 98885, 0.5,0.5,0.5,0.5,11141.3561629,11660.6402182,12915.1215776,12820.3933086,11703.408058,9651.47304378,9887.67671309,10417.7746589,8687.34340183,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,49223.4642066,49661.7229361,0.5,0.5,0.5,
29UG,42309, 106232, 0.5,0.5,0.5,0.5,14284.0861553,13999.0037045,13986.3503963,11542.5048838,10592.4316251,11734.5804937,12645.7130035,11158.275578,6289.23070751,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,52128.933287,54103.2432607,0.5,0.5,0.5,
29UN,53251, 124186, 0.5,0.5,0.5,0.5,17575.8331317,16494.4253038,16677.405209,15561.5146438,14327.6354315,11239.2071176,10657.0473239,10837.5831034,10815.3470803,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,62813.5406201,61372.457725,0.5,0.5,0.5,
29UB,46293, 116926, 0.5,0.5,0.5,0.5,15861.3980344,15702.897883,16253.326321,14957.2934036,10589.9148302,10688.1470109,13593.008984,12346.0222153,6934.39829559,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,56690.928253,60235.478725,0.5,0.5,0.5,
