OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,67354, 163718, 0.5,0.5,0.5,0.5,22660.8434826,18586.20145,28717.3748862,26537.8052102,21110.9138896,18289.684632,12359.4612934,9139.90484646,6315.5752447,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,82760.5100487,80957.2548865,0.5,0.5,0.5,
29UL,50367, 113172, 0.5,0.5,0.5,0.5,12430.6524704,11556.2049069,11958.7913529,12557.8292029,13159.9135619,16072.6890934,14462.750712,12853.7473017,8119.72077809,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,56033.9597873,57138.3395929,0.5,0.5,0.5,
00MA,53392, 123428, 0.5,0.5,0.5,0.5,16040.6031441,14769.7644623,14665.296517,17579.4293429,17583.8650958,17684.492067,12056.7367266,8134.42127696,4913.07445018,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61662.1312609,61765.5518219,0.5,0.5,0.5,
00MG,113650, 278373, 0.5,0.5,0.5,0.5,41402.3893418,34468.5763975,30634.7031746,43191.0150905,39287.7339611,35166.0353404,26824.6202071,17674.22756,9723.93717906,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,137778.38354,140594.854712,0.5,0.5,0.5,
00MF,73422, 168402, 0.5,0.5,0.5,0.5,21651.8668288,20998.5721689,15681.0702862,21186.9124402,24411.3129215,24315.5705672,17280.2888014,13956.9732914,8919.29443453,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,83544.3720531,84857.4896869,0.5,0.5,0.5,
00ME,66075, 155348, 0.5,0.5,0.5,0.5,19547.75858,18888.4823703,14871.2655356,20789.2398695,22002.3699993,21502.050949,15572.2866985,13054.3282113,9119.7184441,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,76920.906805,78426.5938526,0.5,0.5,0.5,
00MD,54729, 155369, 0.5,0.5,0.5,0.5,25666.0641968,20200.7365477,20983.7439191,27728.9314855,21909.8710716,16982.4431203,11355.6120741,6328.94508497,4212.40376614,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,78735.4236868,76633.3275795,0.5,0.5,0.5,
29UD,45115, 108255, 0.5,0.5,0.5,0.5,14936.6600906,12259.1532799,13456.4378593,16674.6857478,14467.5615732,14268.0787782,9746.11770829,7331.64537204,5114.92119785,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,53623.2293646,54632.0322426,0.5,0.5,0.5,
29UE,51493, 114585, 0.5,0.5,0.5,0.5,12330.6726977,12259.1124088,11660.0379286,12055.9606813,13060.3125741,16876.0134386,15366.7781234,13255.3690276,7720.39841789,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,56337.6135251,58247.0417729,0.5,0.5,0.5,
29UG,45033, 108659, 0.5,0.5,0.5,0.5,14335.1783038,13062.0299952,13261.3700821,14566.4517821,13764.059936,14669.1266049,10549.8505217,8737.02442163,5714.08187809,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,53726.0043216,54933.169204,0.5,0.5,0.5,
