OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,68630, 165446, 0.5,0.5,0.5,0.5,23854.3727268,20324.3106044,24764.6942959,26670.3013609,22770.9695493,19167.0542433,13419.7429713,9131.49495745,5343.367806,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,83616.3899698,81829.9185457,0.5,0.5,0.5,
29UL,48314, 110692, 0.5,0.5,0.5,0.5,12804.0640004,11873.0877145,11661.574096,12539.2381845,12240.9479771,15658.2072616,14340.1105794,12740.0219278,6834.57433091,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54701.7504631,55990.0756089,0.5,0.5,0.5,
00MA,52436, 123873, 0.5,0.5,0.5,0.5,16644.9577919,15599.0622131,14087.2151589,16736.7076299,17297.4196761,17761.2488075,13092.9703383,8562.242494,4091.39607081,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61768.3619463,62104.8582341,0.5,0.5,0.5,
00MG,112525, 280583, 0.5,0.5,0.5,0.5,41713.6540195,37636.988672,29911.3755023,39551.1899537,40487.5133878,35946.6926054,27813.1362273,19003.3170518,8519.36844926,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,138805.15095,141778.084919,0.5,0.5,0.5,
00MF,71132, 165556, 0.5,0.5,0.5,0.5,21429.4317765,21618.209501,16435.1097946,19353.799255,22969.2163977,24079.9597472,18376.486301,13786.4000122,7507.71223735,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,82108.7695586,83447.5554639,0.5,0.5,0.5,
00ME,64168, 153165, 0.5,0.5,0.5,0.5,19763.6756102,19553.1686799,15019.2958821,19321.3272443,21291.8828687,21740.0372534,16178.8510095,12828.0229733,7469.02591054,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,76045.1145089,77120.172923,0.5,0.5,0.5,
00MD,55177, 159294, 0.5,0.5,0.5,0.5,26834.7790832,22541.0287864,19617.2378241,25430.4519564,23988.4336097,18019.8767669,12336.0922473,6937.59105083,3588.77891239,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,80652.703171,78641.5670662,0.5,0.5,0.5,
29UD,44984, 109089, 0.5,0.5,0.5,0.5,16071.7182112,13232.3184257,12483.749663,16021.6874456,14619.6464939,14540.697186,10492.4913896,7318.04948243,4308.60538271,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,53936.0168849,55152.9467951,0.5,0.5,0.5,
29UE,49441, 111977, 0.5,0.5,0.5,0.5,12676.6832359,12554.0209188,11556.6831564,12091.8581697,11999.856351,16215.7219466,15172.2106058,13029.7168362,6680.74403118,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,55153.2760477,56824.219204,0.5,0.5,0.5,
29UG,43877, 108256, 0.5,0.5,0.5,0.5,14884.7423667,13672.5115915,12680.2771057,14472.0868991,13408.3643746,14578.283301,11246.6813961,8586.76188253,4726.29045362,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,53381.1145415,54874.8848294,0.5,0.5,0.5,
29UN,63204, 142076, 0.5,0.5,0.5,0.5,18079.5846424,16927.9181188,15728.8011442,15953.3603301,15085.8147709,18790.9085634,17723.1750496,15584.5482707,8202.09519403,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,68916.8382472,73159.3678369,0.5,0.5,0.5,
29UB,51409, 128241, 0.5,0.5,0.5,0.5,17254.481033,15810.5835462,14059.5000536,15274.3858464,15286.6588155,18428.9395939,14251.2028258,11857.6155129,6017.63516653,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,62301.2978725,65939.7045214,0.5,0.5,0.5,
