OA, NHH, Npers, detached, semi, terraced, flat, zero_to_nine, Age_10_to_19, Age_20_to_29, Age_30_to_39, Age_40_to_49, Age_50_to_59, Age_60_to_69, Age_70_to_79, Age_80plus, car_none, car_one, car_two_plus, Economically_Active, Economically_Inactive, White, Asian, Black, Other, Good, Fair, Not_good, house_size_1, house_size_2, house_size_3, house_size_4, house_size_5, house_size_6, house_size_7, house_size_8_plus, house_represent_1, house_represent_0, with_LLTI, without_LLTI, SWD, Married, Prof_manag, Intermediate, Non_manual, unemployed, student, no_qualifications, Level_1_2, Level_3_plus, room_1_4, room_5_6, room_7_plus, Males, Females, Owned, Council, Private_rented
00MC,67207, 162789, 0.5,0.5,0.5,0.5,21151.3912967,18547.1932872,30584.9073673,25468.5770802,20095.7570501,17949.6882244,12191.8354361,9398.00018523,7401.66333722,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,82483.435451,80305.5778135,0.5,0.5,0.5,
29UL,52744, 115674, 0.5,0.5,0.5,0.5,12152.5301911,11452.1615185,11737.3707837,12773.7592565,13301.6139456,16360.4665378,14862.7573778,13454.2565926,9579.00538454,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,57239.4227521,58434.498836,0.5,0.5,0.5,
00MA,54801, 124430, 0.5,0.5,0.5,0.5,15502.9064061,14811.7804155,14895.2877183,17990.7972395,17536.8422829,17602.3197245,11978.8148281,8383.87581727,5727.70308239,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,62243.3724717,62186.9550429,0.5,0.5,0.5,
00MG,116978, 281526, 0.5,0.5,0.5,0.5,40738.4778254,34076.8275229,31163.6426263,44571.9918978,39126.6319726,35150.452891,26933.094278,18335.7609882,11428.6581635,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,139323.461844,142202.076322,0.5,0.5,0.5,
00MF,76912, 172097, 0.5,0.5,0.5,0.5,21689.97758,21167.3529142,15018.3418679,22380.9979792,24804.1522637,24388.0650121,17229.0675685,14634.199342,10784.4866827,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,85500.4325627,86596.2086475,0.5,0.5,0.5,
00ME,68888, 158478, 0.5,0.5,0.5,0.5,19334.4714039,19032.8039782,14583.2747363,21648.3613324,22157.9063257,21522.0168073,15597.4247812,13639.6786398,10962.3573088,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,78406.8081648,80071.4871488,0.5,0.5,0.5,
00MD,55342, 154979, 0.5,0.5,0.5,0.5,24535.3503015,19738.4167195,22050.4284,28223.3297828,21348.385838,16761.553629,11182.8559645,6347.69405037,4790.8671806,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,78819.4342859,76159.4475804,0.5,0.5,0.5,
29UD,46351, 109379, 0.5,0.5,0.5,0.5,14389.9464296,12112.2851322,13974.8946173,17188.9998039,14431.1338763,14225.2974006,9692.95320257,7555.34261595,5808.27988344,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54290.7567988,55088.3761629,0.5,0.5,0.5,
29UE,53730, 116494, 0.5,0.5,0.5,0.5,11993.0675299,12198.5449358,11206.4113544,12094.9301499,13161.1006263,17168.3122219,15820.9386216,13872.1871276,8978.77196141,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,57284.1291972,59210.1353316,0.5,0.5,0.5,
29UG,46509, 109990, 0.5,0.5,0.5,0.5,13987.6282718,13019.0846689,13290.1594184,14853.2789044,13799.1088501,14731.8248293,10526.1580345,9071.68480585,6710.7675209,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54431.3796032,55558.3157009,0.5,0.5,0.5,
